Time,NodeID,Alleles,VectorPopulation
34,1,Be,0
34,1,Bw,36299
34,1,X,36299
34,1,Y,0
35,1,Be,0
35,1,Bw,32528
35,1,X,32528
35,1,Y,0
36,1,Be,0
36,1,Bw,28581
36,1,X,28581
36,1,Y,0
37,1,Be,0
37,1,Bw,25250
37,1,X,25250
37,1,Y,0
38,1,Be,0
38,1,Bw,22280
38,1,X,22280
38,1,Y,0
39,1,Be,0
39,1,Bw,19438
39,1,X,19438
39,1,Y,0
40,1,Be,0
40,1,Bw,17024
40,1,X,17024
40,1,Y,0
41,1,Be,0
41,1,Bw,14718
41,1,X,14718
41,1,Y,0
42,1,Be,0
42,1,Bw,12751
42,1,X,12751
42,1,Y,0
43,1,Be,0
43,1,Bw,10979
43,1,X,10979
43,1,Y,0
44,1,Be,0
44,1,Bw,9369
44,1,X,9369
44,1,Y,0
45,1,Be,0
45,1,Bw,7976
45,1,X,7976
45,1,Y,0
46,1,Be,0
46,1,Bw,6814
46,1,X,6814
46,1,Y,0
47,1,Be,0
47,1,Bw,5727
47,1,X,5727
47,1,Y,0
48,1,Be,0
48,1,Bw,18913
48,1,X,18913
48,1,Y,0
49,1,Be,0
49,1,Bw,41246
49,1,X,41246
49,1,Y,0
50,1,Be,0
50,1,Bw,69387
50,1,X,69387
50,1,Y,0
51,1,Be,0
51,1,Bw,90717
51,1,X,90717
51,1,Y,0
52,1,Be,0
52,1,Bw,107155
52,1,X,107155
52,1,Y,0
53,1,Be,0
53,1,Bw,104831
53,1,X,104831
53,1,Y,0
54,1,Be,0
54,1,Bw,103825
54,1,X,103825
54,1,Y,0
55,1,Be,0
55,1,Bw,102794
55,1,X,102794
55,1,Y,0
56,1,Be,0
56,1,Bw,101677
56,1,X,101677
56,1,Y,0
57,1,Be,0
57,1,Bw,100640
57,1,X,100640
57,1,Y,0
58,1,Be,0
58,1,Bw,99467
58,1,X,99467
58,1,Y,0
59,1,Be,0
59,1,Bw,98120
59,1,X,98120
59,1,Y,0
60,1,Be,0
60,1,Bw,96861
60,1,X,96861
60,1,Y,0
61,1,Be,0
61,1,Bw,95691
61,1,X,95691
61,1,Y,0
62,1,Be,0
62,1,Bw,93639
62,1,X,93639
62,1,Y,0
63,1,Be,0
63,1,Bw,89845
63,1,X,89845
63,1,Y,0
64,1,Be,0
64,1,Bw,85428
64,1,X,85428
64,1,Y,0
65,1,Be,0
65,1,Bw,80456
65,1,X,80456
65,1,Y,0
66,1,Be,0
66,1,Bw,75687
66,1,X,75687
66,1,Y,0
67,1,Be,0
67,1,Bw,70606
67,1,X,70606
67,1,Y,0
68,1,Be,0
68,1,Bw,64975
68,1,X,64975
68,1,Y,0
69,1,Be,0
69,1,Bw,59701
69,1,X,59701
69,1,Y,0
70,1,Be,0
70,1,Bw,54141
70,1,X,54141
70,1,Y,0
71,1,Be,0
71,1,Bw,49283
71,1,X,49283
71,1,Y,0
72,1,Be,0
72,1,Bw,44903
72,1,X,44903
72,1,Y,0
73,1,Be,0
73,1,Bw,40500
73,1,X,40500
73,1,Y,0
74,1,Be,0
74,1,Bw,42006
74,1,X,42006
74,1,Y,0
75,1,Be,0
75,1,Bw,52101
75,1,X,52101
75,1,Y,0
76,1,Be,0
76,1,Bw,71878
76,1,X,71878
76,1,Y,0
77,1,Be,0
77,1,Bw,97711
77,1,X,97711
77,1,Y,0
78,1,Be,0
78,1,Bw,106648
78,1,X,106648
78,1,Y,0
79,1,Be,0
79,1,Bw,105741
79,1,X,105741
79,1,Y,0
80,1,Be,0
80,1,Bw,105422
80,1,X,105422
80,1,Y,0
81,1,Be,0
81,1,Bw,104708
81,1,X,104708
81,1,Y,0
82,1,Be,0
82,1,Bw,103742
82,1,X,103742
82,1,Y,0
83,1,Be,0
83,1,Bw,102930
83,1,X,102930
83,1,Y,0
84,1,Be,0
84,1,Bw,101982
84,1,X,101982
84,1,Y,0
85,1,Be,0
85,1,Bw,101030
85,1,X,101030
85,1,Y,0
86,1,Be,0
86,1,Bw,99934
86,1,X,99934
86,1,Y,0
87,1,Be,0
87,1,Bw,98798
87,1,X,98798
87,1,Y,0
88,1,Be,0
88,1,Bw,97599
88,1,X,97599
88,1,Y,0
89,1,Be,0
89,1,Bw,96288
89,1,X,96288
89,1,Y,0
90,1,Be,0
90,1,Bw,95288
90,1,X,95288
90,1,Y,0
91,1,Be,0
91,1,Bw,94131
91,1,X,94131
91,1,Y,0
92,1,Be,0
92,1,Bw,94010
92,1,X,94010
92,1,Y,0
93,1,Be,0
93,1,Bw,95826
93,1,X,95826
93,1,Y,0
94,1,Be,0
94,1,Bw,98839
94,1,X,98839
94,1,Y,0
95,1,Be,0
95,1,Bw,102780
95,1,X,102780
95,1,Y,0
96,1,Be,0
96,1,Bw,103435
96,1,X,103435
96,1,Y,0
97,1,Be,0
97,1,Bw,102881
97,1,X,102881
97,1,Y,0
98,1,Be,0
98,1,Bw,102709
98,1,X,102709
98,1,Y,0
99,1,Be,0
99,1,Bw,102248
99,1,X,102248
99,1,Y,0
100,1,Be,0
100,1,Bw,101682
100,1,X,101682
100,1,Y,0
101,1,Be,0
101,1,Bw,101411
101,1,X,101411
101,1,Y,0
102,1,Be,0
102,1,Bw,101275
102,1,X,101275
102,1,Y,0
103,1,Be,0
103,1,Bw,101015
103,1,X,101015
103,1,Y,0
104,1,Be,0
104,1,Bw,100761
104,1,X,100761
104,1,Y,0
105,1,Be,0
105,1,Bw,100363
105,1,X,100363
105,1,Y,0
106,1,Be,0
106,1,Bw,100157
106,1,X,100157
106,1,Y,0
107,1,Be,0
107,1,Bw,99981
107,1,X,99981
107,1,Y,0
108,1,Be,0
108,1,Bw,99909
108,1,X,99909
108,1,Y,0
109,1,Be,0
109,1,Bw,99562
109,1,X,99562
109,1,Y,0
110,1,Be,0
110,1,Bw,99734
110,1,X,99734
110,1,Y,0
111,1,Be,0
111,1,Bw,100089
111,1,X,100089
111,1,Y,0
112,1,Be,0
112,1,Bw,100653
112,1,X,100653
112,1,Y,0
113,1,Be,0
113,1,Bw,101136
113,1,X,101136
113,1,Y,0
114,1,Be,0
114,1,Bw,101153
114,1,X,101153
114,1,Y,0
115,1,Be,0
115,1,Bw,101148
115,1,X,101148
115,1,Y,0
116,1,Be,0
116,1,Bw,101202
116,1,X,101202
116,1,Y,0
117,1,Be,0
117,1,Bw,101095
117,1,X,101095
117,1,Y,0
118,1,Be,0
118,1,Bw,100954
118,1,X,100954
118,1,Y,0
119,1,Be,0
119,1,Bw,101019
119,1,X,101019
119,1,Y,0
120,1,Be,0
120,1,Bw,101021
120,1,X,101021
120,1,Y,0
121,1,Be,0
121,1,Bw,101187
121,1,X,101187
121,1,Y,0
122,1,Be,0
122,1,Bw,101115
122,1,X,101115
122,1,Y,0
123,1,Be,0
123,1,Bw,101367
123,1,X,101367
123,1,Y,0
124,1,Be,0
124,1,Bw,101245
124,1,X,101245
124,1,Y,0
125,1,Be,0
125,1,Bw,101310
125,1,X,101310
125,1,Y,0
126,1,Be,0
126,1,Bw,101098
126,1,X,101098
126,1,Y,0
127,1,Be,0
127,1,Bw,101004
127,1,X,101004
127,1,Y,0
128,1,Be,0
128,1,Bw,100631
128,1,X,100631
128,1,Y,0
129,1,Be,0
129,1,Bw,101060
129,1,X,101060
129,1,Y,0
130,1,Be,0
130,1,Bw,100994
130,1,X,100994
130,1,Y,0
131,1,Be,0
131,1,Bw,101334
131,1,X,101334
131,1,Y,0
132,1,Be,0
132,1,Bw,101363
132,1,X,101363
132,1,Y,0
133,1,Be,0
133,1,Bw,101403
133,1,X,101403
133,1,Y,0
134,1,Be,0
134,1,Bw,101308
134,1,X,101308
134,1,Y,0
135,1,Be,0
135,1,Bw,101261
135,1,X,101261
135,1,Y,0
136,1,Be,0
136,1,Bw,101410
136,1,X,101410
136,1,Y,0
137,1,Be,0
137,1,Bw,101530
137,1,X,101530
137,1,Y,0
138,1,Be,0
138,1,Bw,101461
138,1,X,101461
138,1,Y,0
139,1,Be,0
139,1,Bw,101424
139,1,X,101424
139,1,Y,0
140,1,Be,0
140,1,Bw,101392
140,1,X,101392
140,1,Y,0
141,1,Be,0
141,1,Bw,101487
141,1,X,101487
141,1,Y,0
142,1,Be,0
142,1,Bw,101326
142,1,X,101326
142,1,Y,0
143,1,Be,0
143,1,Bw,101374
143,1,X,101374
143,1,Y,0
144,1,Be,0
144,1,Bw,101323
144,1,X,101323
144,1,Y,0
145,1,Be,0
145,1,Bw,101257
145,1,X,101257
145,1,Y,0
146,1,Be,0
146,1,Bw,101428
146,1,X,101428
146,1,Y,0
147,1,Be,0
147,1,Bw,101159
147,1,X,101159
147,1,Y,0
148,1,Be,0
148,1,Bw,101161
148,1,X,101161
148,1,Y,0
149,1,Be,0
149,1,Bw,101044
149,1,X,101044
149,1,Y,0
150,1,Be,0
150,1,Bw,100846
150,1,X,100846
150,1,Y,0
151,1,Be,0
151,1,Bw,100883
151,1,X,100883
151,1,Y,0
152,1,Be,0
152,1,Bw,101051
152,1,X,101051
152,1,Y,0
153,1,Be,0
153,1,Bw,101090
153,1,X,101090
153,1,Y,0
154,1,Be,0
154,1,Bw,101036
154,1,X,101036
154,1,Y,0
155,1,Be,0
155,1,Bw,100971
155,1,X,100971
155,1,Y,0
156,1,Be,0
156,1,Bw,100919
156,1,X,100919
156,1,Y,0
157,1,Be,0
157,1,Bw,100794
157,1,X,100794
157,1,Y,0
158,1,Be,0
158,1,Bw,100720
158,1,X,100720
158,1,Y,0
159,1,Be,0
159,1,Bw,100570
159,1,X,100570
159,1,Y,0
160,1,Be,0
160,1,Bw,100702
160,1,X,100702
160,1,Y,0
161,1,Be,0
161,1,Bw,101094
161,1,X,101094
161,1,Y,0
162,1,Be,0
162,1,Bw,100953
162,1,X,100953
162,1,Y,0
163,1,Be,0
163,1,Bw,100936
163,1,X,100936
163,1,Y,0
164,1,Be,0
164,1,Bw,100976
164,1,X,100976
164,1,Y,0
165,1,Be,0
165,1,Bw,101091
165,1,X,101091
165,1,Y,0
166,1,Be,0
166,1,Bw,101161
166,1,X,101161
166,1,Y,0
167,1,Be,0
167,1,Bw,101412
167,1,X,101412
167,1,Y,0
168,1,Be,0
168,1,Bw,101177
168,1,X,101177
168,1,Y,0
169,1,Be,0
169,1,Bw,101418
169,1,X,101418
169,1,Y,0
170,1,Be,0
170,1,Bw,101360
170,1,X,101360
170,1,Y,0
171,1,Be,0
171,1,Bw,101147
171,1,X,101147
171,1,Y,0
172,1,Be,0
172,1,Bw,101020
172,1,X,101020
172,1,Y,0
173,1,Be,0
173,1,Bw,101169
173,1,X,101169
173,1,Y,0
174,1,Be,0
174,1,Bw,101093
174,1,X,101093
174,1,Y,0
175,1,Be,0
175,1,Bw,101291
175,1,X,101291
175,1,Y,0
176,1,Be,0
176,1,Bw,101321
176,1,X,101321
176,1,Y,0
177,1,Be,0
177,1,Bw,101181
177,1,X,101181
177,1,Y,0
178,1,Be,0
178,1,Bw,100851
178,1,X,100851
178,1,Y,0
179,1,Be,0
179,1,Bw,100783
179,1,X,100783
179,1,Y,0
180,1,Be,0
180,1,Bw,100924
180,1,X,100924
180,1,Y,0
181,1,Be,0
181,1,Bw,100783
181,1,X,100783
181,1,Y,0
182,1,Be,0
182,1,Bw,100698
182,1,X,100698
182,1,Y,0
183,1,Be,0
183,1,Bw,100664
183,1,X,100664
183,1,Y,0
184,1,Be,0
184,1,Bw,100948
184,1,X,100948
184,1,Y,0
185,1,Be,0
185,1,Bw,100957
185,1,X,100957
185,1,Y,0
186,1,Be,0
186,1,Bw,100974
186,1,X,100974
186,1,Y,0
187,1,Be,0
187,1,Bw,100936
187,1,X,100936
187,1,Y,0
188,1,Be,0
188,1,Bw,101144
188,1,X,101144
188,1,Y,0
189,1,Be,0
189,1,Bw,100926
189,1,X,100926
189,1,Y,0
190,1,Be,0
190,1,Bw,101055
190,1,X,101055
190,1,Y,0
191,1,Be,0
191,1,Bw,101045
191,1,X,101045
191,1,Y,0
192,1,Be,0
192,1,Bw,100888
192,1,X,100888
192,1,Y,0
193,1,Be,0
193,1,Bw,100944
193,1,X,100944
193,1,Y,0
194,1,Be,0
194,1,Bw,100928
194,1,X,100928
194,1,Y,0
195,1,Be,0
195,1,Bw,100862
195,1,X,100862
195,1,Y,0
196,1,Be,0
196,1,Bw,101091
196,1,X,101091
196,1,Y,0
197,1,Be,0
197,1,Bw,100994
197,1,X,100994
197,1,Y,0
198,1,Be,0
198,1,Bw,100859
198,1,X,100859
198,1,Y,0
199,1,Be,0
199,1,Bw,100859
199,1,X,100859
199,1,Y,0
200,1,Be,0
200,1,Bw,100854
200,1,X,100854
200,1,Y,0
201,1,Be,0
201,1,Bw,100718
201,1,X,100718
201,1,Y,0
202,1,Be,0
202,1,Bw,100807
202,1,X,100807
202,1,Y,0
203,1,Be,0
203,1,Bw,100941
203,1,X,100941
203,1,Y,0
204,1,Be,0
204,1,Bw,100992
204,1,X,100992
204,1,Y,0
205,1,Be,0
205,1,Bw,101021
205,1,X,101021
205,1,Y,0
206,1,Be,0
206,1,Bw,101001
206,1,X,101001
206,1,Y,0
207,1,Be,0
207,1,Bw,101097
207,1,X,101097
207,1,Y,0
208,1,Be,0
208,1,Bw,101088
208,1,X,101088
208,1,Y,0
209,1,Be,0
209,1,Bw,101130
209,1,X,101130
209,1,Y,0
210,1,Be,0
210,1,Bw,100885
210,1,X,100885
210,1,Y,0
211,1,Be,0
211,1,Bw,100906
211,1,X,100906
211,1,Y,0
212,1,Be,0
212,1,Bw,100904
212,1,X,100904
212,1,Y,0
213,1,Be,0
213,1,Bw,101036
213,1,X,101036
213,1,Y,0
214,1,Be,0
214,1,Bw,101085
214,1,X,101085
214,1,Y,0
215,1,Be,0
215,1,Bw,101062
215,1,X,101062
215,1,Y,0
216,1,Be,0
216,1,Bw,101152
216,1,X,101152
216,1,Y,0
217,1,Be,0
217,1,Bw,101051
217,1,X,101051
217,1,Y,0
218,1,Be,0
218,1,Bw,100822
218,1,X,100822
218,1,Y,0
219,1,Be,0
219,1,Bw,100805
219,1,X,100805
219,1,Y,0
220,1,Be,0
220,1,Bw,101137
220,1,X,101137
220,1,Y,0
221,1,Be,0
221,1,Bw,101113
221,1,X,101113
221,1,Y,0
222,1,Be,0
222,1,Bw,101041
222,1,X,101041
222,1,Y,0
223,1,Be,0
223,1,Bw,101041
223,1,X,101041
223,1,Y,0
224,1,Be,0
224,1,Bw,101090
224,1,X,101090
224,1,Y,0
225,1,Be,0
225,1,Bw,101190
225,1,X,101190
225,1,Y,0
226,1,Be,0
226,1,Bw,101093
226,1,X,101093
226,1,Y,0
227,1,Be,0
227,1,Bw,100957
227,1,X,100957
227,1,Y,0
228,1,Be,0
228,1,Bw,100745
228,1,X,100745
228,1,Y,0
229,1,Be,0
229,1,Bw,100818
229,1,X,100818
229,1,Y,0
230,1,Be,0
230,1,Bw,100789
230,1,X,100789
230,1,Y,0
231,1,Be,0
231,1,Bw,100834
231,1,X,100834
231,1,Y,0
232,1,Be,0
232,1,Bw,100916
232,1,X,100916
232,1,Y,0
233,1,Be,0
233,1,Bw,100897
233,1,X,100897
233,1,Y,0
234,1,Be,0
234,1,Bw,100968
234,1,X,100968
234,1,Y,0
235,1,Be,0
235,1,Bw,100919
235,1,X,100919
235,1,Y,0
236,1,Be,0
236,1,Bw,101195
236,1,X,101195
236,1,Y,0
237,1,Be,0
237,1,Bw,101058
237,1,X,101058
237,1,Y,0
238,1,Be,0
238,1,Bw,101038
238,1,X,101038
238,1,Y,0
239,1,Be,0
239,1,Bw,101175
239,1,X,101175
239,1,Y,0
240,1,Be,0
240,1,Bw,101293
240,1,X,101293
240,1,Y,0
241,1,Be,0
241,1,Bw,100895
241,1,X,100895
241,1,Y,0
242,1,Be,0
242,1,Bw,100779
242,1,X,100779
242,1,Y,0
243,1,Be,0
243,1,Bw,100738
243,1,X,100738
243,1,Y,0
244,1,Be,0
244,1,Bw,100848
244,1,X,100848
244,1,Y,0
245,1,Be,0
245,1,Bw,100733
245,1,X,100733
245,1,Y,0
246,1,Be,0
246,1,Bw,100442
246,1,X,100442
246,1,Y,0
247,1,Be,0
247,1,Bw,100391
247,1,X,100391
247,1,Y,0
248,1,Be,0
248,1,Bw,100376
248,1,X,100376
248,1,Y,0
249,1,Be,0
249,1,Bw,100503
249,1,X,100503
249,1,Y,0
250,1,Be,0
250,1,Bw,100524
250,1,X,100524
250,1,Y,0
251,1,Be,0
251,1,Bw,100645
251,1,X,100645
251,1,Y,0
252,1,Be,0
252,1,Bw,100794
252,1,X,100794
252,1,Y,0
253,1,Be,0
253,1,Bw,100941
253,1,X,100941
253,1,Y,0
254,1,Be,0
254,1,Bw,101267
254,1,X,101267
254,1,Y,0
255,1,Be,0
255,1,Bw,101166
255,1,X,101166
255,1,Y,0
256,1,Be,0
256,1,Bw,101141
256,1,X,101141
256,1,Y,0
257,1,Be,0
257,1,Bw,101289
257,1,X,101289
257,1,Y,0
258,1,Be,0
258,1,Bw,100791
258,1,X,100791
258,1,Y,0
259,1,Be,0
259,1,Bw,100818
259,1,X,100818
259,1,Y,0
260,1,Be,0
260,1,Bw,100769
260,1,X,100769
260,1,Y,0
261,1,Be,0
261,1,Bw,100767
261,1,X,100767
261,1,Y,0
262,1,Be,0
262,1,Bw,100938
262,1,X,100938
262,1,Y,0
263,1,Be,0
263,1,Bw,100797
263,1,X,100797
263,1,Y,0
264,1,Be,0
264,1,Bw,100791
264,1,X,100791
264,1,Y,0
265,1,Be,0
265,1,Bw,100905
265,1,X,100905
265,1,Y,0
266,1,Be,0
266,1,Bw,100700
266,1,X,100700
266,1,Y,0
267,1,Be,0
267,1,Bw,100748
267,1,X,100748
267,1,Y,0
268,1,Be,0
268,1,Bw,100924
268,1,X,100924
268,1,Y,0
269,1,Be,0
269,1,Bw,100983
269,1,X,100983
269,1,Y,0
270,1,Be,0
270,1,Bw,100915
270,1,X,100915
270,1,Y,0
271,1,Be,0
271,1,Bw,100873
271,1,X,100873
271,1,Y,0
272,1,Be,0
272,1,Bw,100816
272,1,X,100816
272,1,Y,0
273,1,Be,0
273,1,Bw,100823
273,1,X,100823
273,1,Y,0
274,1,Be,0
274,1,Bw,100839
274,1,X,100839
274,1,Y,0
275,1,Be,0
275,1,Bw,101138
275,1,X,101138
275,1,Y,0
276,1,Be,0
276,1,Bw,101022
276,1,X,101022
276,1,Y,0
277,1,Be,0
277,1,Bw,100784
277,1,X,100784
277,1,Y,0
278,1,Be,0
278,1,Bw,100591
278,1,X,100591
278,1,Y,0
279,1,Be,0
279,1,Bw,100612
279,1,X,100612
279,1,Y,0
280,1,Be,0
280,1,Bw,100644
280,1,X,100644
280,1,Y,0
281,1,Be,0
281,1,Bw,100669
281,1,X,100669
281,1,Y,0
282,1,Be,0
282,1,Bw,100667
282,1,X,100667
282,1,Y,0
283,1,Be,0
283,1,Bw,100578
283,1,X,100578
283,1,Y,0
284,1,Be,0
284,1,Bw,100667
284,1,X,100667
284,1,Y,0
285,1,Be,0
285,1,Bw,100510
285,1,X,100510
285,1,Y,0
286,1,Be,0
286,1,Bw,100669
286,1,X,100669
286,1,Y,0
287,1,Be,0
287,1,Bw,100979
287,1,X,100979
287,1,Y,0
288,1,Be,0
288,1,Bw,101087
288,1,X,101087
288,1,Y,0
289,1,Be,0
289,1,Bw,101116
289,1,X,101116
289,1,Y,0
290,1,Be,0
290,1,Bw,101062
290,1,X,101062
290,1,Y,0
291,1,Be,0
291,1,Bw,100934
291,1,X,100934
291,1,Y,0
292,1,Be,0
292,1,Bw,100828
292,1,X,100828
292,1,Y,0
293,1,Be,0
293,1,Bw,101160
293,1,X,101160
293,1,Y,0
294,1,Be,0
294,1,Bw,101198
294,1,X,101198
294,1,Y,0
295,1,Be,0
295,1,Bw,101020
295,1,X,101020
295,1,Y,0
296,1,Be,0
296,1,Bw,100832
296,1,X,100832
296,1,Y,0
297,1,Be,0
297,1,Bw,100808
297,1,X,100808
297,1,Y,0
298,1,Be,0
298,1,Bw,101017
298,1,X,101017
298,1,Y,0
299,1,Be,0
299,1,Bw,101216
299,1,X,101216
299,1,Y,0
300,1,Be,0
300,1,Bw,101171
300,1,X,101171
300,1,Y,0
301,1,Be,0
301,1,Bw,100911
301,1,X,100911
301,1,Y,0
302,1,Be,0
302,1,Bw,100889
302,1,X,100889
302,1,Y,0
303,1,Be,0
303,1,Bw,101228
303,1,X,101228
303,1,Y,0
304,1,Be,0
304,1,Bw,101094
304,1,X,101094
304,1,Y,0
305,1,Be,0
305,1,Bw,101042
305,1,X,101042
305,1,Y,0
306,1,Be,0
306,1,Bw,100984
306,1,X,100984
306,1,Y,0
307,1,Be,0
307,1,Bw,100960
307,1,X,100960
307,1,Y,0
308,1,Be,0
308,1,Bw,100896
308,1,X,100896
308,1,Y,0
309,1,Be,0
309,1,Bw,100902
309,1,X,100902
309,1,Y,0
310,1,Be,0
310,1,Bw,101046
310,1,X,101046
310,1,Y,0
311,1,Be,0
311,1,Bw,100944
311,1,X,100944
311,1,Y,0
312,1,Be,0
312,1,Bw,101228
312,1,X,101228
312,1,Y,0
313,1,Be,0
313,1,Bw,101120
313,1,X,101120
313,1,Y,0
314,1,Be,0
314,1,Bw,100949
314,1,X,100949
314,1,Y,0
315,1,Be,0
315,1,Bw,101035
315,1,X,101035
315,1,Y,0
316,1,Be,0
316,1,Bw,100874
316,1,X,100874
316,1,Y,0
317,1,Be,0
317,1,Bw,101022
317,1,X,101022
317,1,Y,0
318,1,Be,0
318,1,Bw,101142
318,1,X,101142
318,1,Y,0
319,1,Be,0
319,1,Bw,100937
319,1,X,100937
319,1,Y,0
320,1,Be,0
320,1,Bw,100924
320,1,X,100924
320,1,Y,0
321,1,Be,0
321,1,Bw,101234
321,1,X,101234
321,1,Y,0
322,1,Be,0
322,1,Bw,101066
322,1,X,101066
322,1,Y,0
323,1,Be,0
323,1,Bw,100894
323,1,X,100894
323,1,Y,0
324,1,Be,0
324,1,Bw,100895
324,1,X,100895
324,1,Y,0
325,1,Be,0
325,1,Bw,101308
325,1,X,101308
325,1,Y,0
326,1,Be,0
326,1,Bw,101376
326,1,X,101376
326,1,Y,0
327,1,Be,0
327,1,Bw,101268
327,1,X,101268
327,1,Y,0
328,1,Be,0
328,1,Bw,101331
328,1,X,101331
328,1,Y,0
329,1,Be,0
329,1,Bw,101349
329,1,X,101349
329,1,Y,0
330,1,Be,0
330,1,Bw,101286
330,1,X,101286
330,1,Y,0
331,1,Be,0
331,1,Bw,100910
331,1,X,100910
331,1,Y,0
332,1,Be,0
332,1,Bw,100866
332,1,X,100866
332,1,Y,0
333,1,Be,0
333,1,Bw,101083
333,1,X,101083
333,1,Y,0
334,1,Be,0
334,1,Bw,100987
334,1,X,100987
334,1,Y,0
335,1,Be,0
335,1,Bw,100914
335,1,X,100914
335,1,Y,0
336,1,Be,0
336,1,Bw,100761
336,1,X,100761
336,1,Y,0
337,1,Be,0
337,1,Bw,100774
337,1,X,100774
337,1,Y,0
338,1,Be,0
338,1,Bw,100560
338,1,X,100560
338,1,Y,0
339,1,Be,0
339,1,Bw,100749
339,1,X,100749
339,1,Y,0
340,1,Be,0
340,1,Bw,100974
340,1,X,100974
340,1,Y,0
341,1,Be,0
341,1,Bw,100978
341,1,X,100978
341,1,Y,0
342,1,Be,0
342,1,Bw,101098
342,1,X,101098
342,1,Y,0
343,1,Be,0
343,1,Bw,101194
343,1,X,101194
343,1,Y,0
344,1,Be,0
344,1,Bw,101410
344,1,X,101410
344,1,Y,0
345,1,Be,0
345,1,Bw,101326
345,1,X,101326
345,1,Y,0
346,1,Be,0
346,1,Bw,101385
346,1,X,101385
346,1,Y,0
347,1,Be,0
347,1,Bw,101482
347,1,X,101482
347,1,Y,0
348,1,Be,0
348,1,Bw,101341
348,1,X,101341
348,1,Y,0
349,1,Be,0
349,1,Bw,101284
349,1,X,101284
349,1,Y,0
350,1,Be,0
350,1,Bw,101134
350,1,X,101134
350,1,Y,0
351,1,Be,0
351,1,Bw,101110
351,1,X,101110
351,1,Y,0
352,1,Be,0
352,1,Bw,101427
352,1,X,101427
352,1,Y,0
353,1,Be,0
353,1,Bw,101380
353,1,X,101380
353,1,Y,0
354,1,Be,0
354,1,Bw,101423
354,1,X,101423
354,1,Y,0
355,1,Be,0
355,1,Bw,101416
355,1,X,101416
355,1,Y,0
356,1,Be,0
356,1,Bw,101361
356,1,X,101361
356,1,Y,0
357,1,Be,0
357,1,Bw,101530
357,1,X,101530
357,1,Y,0
358,1,Be,0
358,1,Bw,101443
358,1,X,101443
358,1,Y,0
359,1,Be,0
359,1,Bw,101215
359,1,X,101215
359,1,Y,0
360,1,Be,0
360,1,Bw,101131
360,1,X,101131
360,1,Y,0
361,1,Be,0
361,1,Bw,101135
361,1,X,101135
361,1,Y,0
362,1,Be,0
362,1,Bw,101241
362,1,X,101241
362,1,Y,0
363,1,Be,0
363,1,Bw,101116
363,1,X,101116
363,1,Y,0
364,1,Be,0
364,1,Bw,101085
364,1,X,101085
364,1,Y,0
365,1,Be,0
365,1,Bw,100956
365,1,X,100956
365,1,Y,0
366,1,Be,0
366,1,Bw,100973
366,1,X,100973
366,1,Y,0
367,1,Be,0
367,1,Bw,100905
