Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_IP='Accessibility',A_IP='CascadeState',A_IP='HasSTI',A_IP='OnDrug',A_IP='PrEPWilling',A_IP='Risk',A_IP='VMMC',A_IP='WillingToStartARTFromPrEPCampaign',A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_IP='Accessibility',B_IP='CascadeState',B_IP='HasSTI',B_IP='OnDrug',B_IP='PrEPWilling',B_IP='Risk',B_IP='VMMC',B_IP='WillingToStartARTFromPrEPCampaign',B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
947,24272.4,28538.8,2,F,1,1,597,0,0,19.75,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,685,0,1,15.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
948,24272.4,25469.5,2,F,1,1,203,0,0,49.5834,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,213,0,1,48.1668,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
949,24272.4,27422.9,2,F,1,1,139,0,0,60.5832,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,211,0,1,48.4168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
950,24272.4,26900.3,2,F,1,1,198,0,0,50.5834,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,212,0,1,48.2501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
951,24302.8,27435,2,F,1,1,583,0,0,20.3333,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,481,0,1,26.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
952,24302.8,28564.7,2,F,1,1,619,0,0,19,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,693,0,1,15.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
953,24302.8,25941.5,2,F,1,1,261,0,0,42.5835,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,406,0,1,31.0834,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
954,24333.2,24368.1,0,F,1,1,567,0,0,21.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,616,0,1,19.1666,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
955,24333.2,25396.7,1,F,1,1,445,0,0,28.4167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,617,0,1,19.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
956,24333.2,24970.1,2,F,1,1,136,0,0,61.4165,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,158,0,1,57.4999,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
957,24363.6,24488.5,0,F,1,1,540,0,0,22.9166,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,679,0,1,16.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
958,24363.6,28135.7,2,F,1,1,577,0,0,21.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,669,0,1,16.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
959,24394.1,25266.5,0,F,1,1,398,0,0,32.1667,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,517,0,1,24.0833,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
960,24394.1,28758.6,2,F,1,1,258,0,0,43.2502,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,266,0,1,42.4168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
961,24424.5,24551.9,1,F,1,1,304,0,0,38.9168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,442,0,1,29,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
962,24424.5,24448.2,1,F,1,1,363,0,0,34.4167,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,410,0,1,30.9167,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
963,24424.5,28207.9,2,F,1,1,478,0,0,26.6667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,435,0,1,29.3334,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
964,24454.9,25007.2,0,F,1,1,651,0,0,17.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,616,0,1,19.5,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
965,24454.9,24657.2,0,F,1,1,659,0,0,17.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,520,0,1,24.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
966,24454.9,25228.8,1,F,1,1,206,0,0,49.5001,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,325,0,1,37.4168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
967,24454.9,28053.3,2,F,1,1,663,0,0,17.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,761,0,1,13.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
968,24485.3,24597.1,0,F,1,1,486,0,0,26.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,568,0,1,21.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
969,24485.3,25625.7,1,F,1,1,304,0,0,39.0835,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,381,0,1,33.0834,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
970,24485.3,26704,2,F,1,1,660,0,0,17.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,718,0,1,14.9167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
971,24485.3,24660,2,F,1,1,389,0,0,32.6667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,495,0,1,25.8333,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
972,24485.3,32235.7,2,F,1,1,518,0,0,24.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,561,0,1,22.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
973,24515.7,25575.9,2,F,1,1,572,0,0,21.6666,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,700,0,1,15.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
974,24515.7,26927.3,2,F,1,1,590,0,0,20.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,650,0,1,18,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
975,24515.7,32814,2,F,1,1,235,0,0,46.3335,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,260,0,1,43.1668,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
976,24546.1,24950.4,0,F,1,1,384,0,0,33.1667,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,399,0,1,32.5001,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
977,24546.1,25007,0,F,1,1,578,0,0,21.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,596,0,1,20.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
978,24546.1,26640.6,2,F,1,1,547,0,0,23.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,641,0,1,18.4166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
979,24546.1,32751.6,2,F,1,1,581,0,0,21.4166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,695,0,1,16.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
980,24546.1,26903.9,2,F,1,1,197,0,0,51.6667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,183,0,1,54.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
981,24546.1,26277,2,F,1,1,301,0,0,39.6668,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,381,0,1,33.2501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
982,24576.6,25539.1,2,F,1,1,536,0,0,23.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,592,0,1,20.75,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
983,24576.6,25920.1,2,F,1,1,614,0,0,19.9166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,679,0,1,16.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
984,24576.6,26035.5,2,F,1,1,86,0,0,71.4804,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,219,0,1,48.4168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
985,24607,24804.7,0,F,1,1,290,0,0,40.9168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,285,0,1,41.2502,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
986,24607,25288.5,0,F,1,1,480,0,0,27.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,565,0,1,22.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
987,24607,28544.9,2,F,1,1,604,0,0,20.4166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,676,0,1,17.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
988,24637.4,24971.6,0,F,1,1,445,0,0,29.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,270,0,1,42.9168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
989,24637.4,25343.2,2,F,1,1,124,0,0,62.9998,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,107,0,1,66.4997,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
990,24667.8,25270.2,0,F,1,1,637,0,0,18.9166,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,673,0,1,17.4166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
991,24698.2,25190.7,0,F,1,1,557,0,0,23.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,692,0,1,16.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
992,24728.6,24855.4,0,F,1,1,217,0,0,48.9168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,554,0,1,23.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
993,24728.6,27083.8,2,F,1,1,143,0,0,60.9998,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,168,0,1,57.2499,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
994,24728.6,29791.9,2,F,1,1,486,0,0,26.9167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,568,0,1,22.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
995,24759.1,24863.8,0,F,1,1,330,0,0,37.7501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,495,0,1,26.5833,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
996,24759.1,24916.2,0,F,1,1,363,0,0,35.3334,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,393,0,1,33.2501,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
997,24759.1,26134,2,F,1,1,389,0,0,33.4167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,317,0,1,38.9168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
998,24789.5,25263.3,1,F,1,1,363,0,0,35.4168,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,391,0,1,33.4167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
999,24789.5,25454,1,F,1,1,365,0,0,35.2501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,393,0,1,33.3334,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1000,24789.5,25694.1,1,F,1,1,384,0,0,33.8334,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,408,0,1,32.0001,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1001,24789.5,25091.6,1,F,1,1,322,0,0,38.5835,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,315,0,1,39.0835,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1002,24789.5,29525.6,2,F,1,1,658,0,0,18.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,686,0,1,17.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1003,24819.9,25180.8,0,F,1,1,567,0,0,22.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,702,0,1,16.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1004,24819.9,24950.7,1,F,1,1,445,0,0,29.75,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,481,0,1,27.5,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1005,24819.9,24995.9,1,F,1,1,304,0,0,40.0001,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,419,0,1,31.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1006,24819.9,25973.7,2,F,1,1,64,0,0,68.8353,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,73,0,1,70.0616,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1007,24819.9,25031.1,2,F,1,1,331,0,0,37.8335,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,306,0,1,39.8335,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1008,24819.9,28835,2,F,1,1,320,0,0,38.6668,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,442,0,1,30.0834,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1009,24850.3,25376.6,0,F,1,1,628,0,0,20.1666,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,687,0,1,17.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1010,24850.3,25719.9,1,F,1,1,362,0,0,35.6668,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,431,0,1,30.5834,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1011,24850.3,26324.8,2,F,1,1,608,0,0,21,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,733,0,1,15.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1012,24850.3,26929,2,F,1,1,206,0,0,50.5834,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,185,0,1,54.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1013,24911.1,24955.7,0,F,1,1,540,0,0,24.4166,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,586,0,1,21.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1014,24911.1,25053.3,0,F,1,1,602,0,0,21.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,731,0,1,15.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1015,24911.1,25037,1,F,1,1,518,0,0,25.5,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,481,0,1,27.75,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1016,24941.6,33342.4,2,F,1,1,576,0,0,22.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,729,0,1,15.6667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1017,24941.6,26528.1,2,F,1,1,555,0,0,23.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,511,0,1,26.1667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1018,24941.6,27718.1,2,F,1,1,459,0,0,28.9167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,645,0,1,19.4166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1019,24941.6,27207.7,2,F,1,1,290,0,0,41.8335,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,310,0,1,39.8335,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1020,24941.6,28470.4,2,F,1,1,382,0,0,34.2501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,388,0,1,34.0834,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1021,24972,25090.4,0,F,1,1,573,0,0,22.9166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,719,0,1,16.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1022,24972,25373.5,0,F,1,1,540,0,0,24.5833,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,706,0,1,16.9166,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1023,24972,27794.3,2,F,1,1,705,0,0,16.9166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,758,0,1,14.75,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1024,25002.4,25753.8,0,F,1,1,643,0,0,19.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,665,0,1,18.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1025,25032.8,26165,1,F,1,1,365,0,0,35.9168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,407,0,1,32.9167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1026,25032.8,32621.2,2,F,1,1,659,0,0,18.75,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,755,0,1,15.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1027,25032.8,27788.3,2,F,1,1,618,0,0,21.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,715,0,1,16.5,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1028,25032.8,27507.3,2,F,1,1,184,0,0,55.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,291,0,1,42.0835,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1029,25063.2,26336.2,2,F,1,1,569,0,0,23.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,745,0,1,15.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1030,25063.2,26410.1,2,F,1,1,304,0,0,40.6668,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,232,0,1,47.9168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1031,25093.6,27797.1,2,F,1,1,623,0,0,21,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,728,0,1,16.1667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1032,25093.6,29264.8,2,F,1,1,445,0,0,30.5,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,613,0,1,21.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1033,25124,25214.3,0,F,1,1,506,0,0,26.75,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,731,0,1,16.1667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1034,25124,32951.5,2,F,1,1,363,0,0,36.3334,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,457,0,1,29.5,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1035,25124,27265.4,2,F,1,1,170,0,0,57.7499,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,175,0,1,57.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1036,25154.5,25225.3,0,F,1,1,683,0,0,18.25,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,600,0,1,22.0833,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1037,25154.5,35627.7,2,F,1,1,384,0,0,34.8334,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,579,0,1,23.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1038,25184.9,25432.1,0,F,1,1,248,0,0,46.6668,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,402,0,1,33.9167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1039,25215.3,26103.9,0,F,1,1,438,0,0,31.3334,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,507,0,1,27,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1040,25215.3,29095.9,2,F,1,1,688,0,0,18.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,751,0,1,15.6667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1041,25245.7,26070,1,F,1,1,434,0,0,31.5834,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,495,0,1,27.9167,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1042,25276.1,25322.8,0,F,1,1,730,0,0,16.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,520,0,1,26.4167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1043,25276.1,27710.8,2,F,1,1,109,0,0,67.9997,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,176,0,1,57.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1044,25306.5,27604,2,F,1,1,322,0,0,40.0001,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,259,0,1,45.5002,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1045,25337,25506.5,0,F,1,1,398,0,0,34.7501,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,422,0,1,32.2501,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1046,25337,33308.5,2,F,1,1,506,0,0,27.3333,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,616,0,1,21.9166,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1047,25367.4,25433.6,0,F,1,1,684,0,0,18.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,673,0,1,19.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1048,25367.4,31408.2,2,F,1,1,674,0,0,19.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,731,0,1,16.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1049,25367.4,25932.6,2,F,1,1,146,0,0,62.4165,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,234,0,1,48.6668,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1050,25397.8,28658.9,2,F,1,1,578,0,0,23.9166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,768,0,1,15.6667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1051,25397.8,27898,2,F,1,1,217,0,0,50.7501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,225,0,1,49.7501,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1052,25428.2,26111.4,1,F,1,1,376,0,0,35.9168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,494,0,1,28.4167,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1053,25428.2,26816.4,2,F,1,1,362,0,0,37.2501,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,325,0,1,40.0835,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1054,25458.6,26229.7,0,F,1,1,248,0,0,47.4168,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,419,0,1,33.0001,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1055,25458.6,32074.4,2,F,1,1,656,0,0,20.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,719,0,1,17.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1056,25458.6,28526.2,2,F,1,1,534,0,0,26.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,687,0,1,18.9166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1057,25458.6,27664.4,2,F,1,1,378,0,0,35.7501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,542,0,1,25.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1058,25489,26139.7,1,F,1,1,354,0,0,37.7501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,507,0,1,27.75,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1059,25489,26103.1,1,F,1,1,434,0,0,32.2501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,393,0,1,35.2501,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1060,25489,27733,2,F,1,1,638,0,0,21.1666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,565,0,1,24.5833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1061,25489,28410.8,2,F,1,1,707,0,0,18.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,713,0,1,17.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1062,25489,26410.5,2,F,1,1,573,0,0,24.3333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,673,0,1,19.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1063,25489,26363.4,2,F,1,1,602,0,0,22.9166,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,741,0,1,16.8333,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1064,25489,29051.2,2,F,1,1,557,0,0,25.25,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,737,0,1,17,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1065,25519.5,26036.5,0,F,1,1,355,0,0,37.7501,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,360,0,1,37.5834,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1066,25549.9,30632.5,2,F,1,1,677,0,0,19.6666,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,823,0,1,13.6667,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1067,25549.9,29737.1,2,F,1,1,334,0,0,39.5001,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,464,0,1,30.5,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1068,25580.3,31763.5,2,F,1,1,726,0,0,17.5,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,791,0,1,14.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1069,25610.7,28289.7,2,F,1,1,398,0,0,35.5001,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,412,0,1,34.0001,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1070,25641.1,25912.6,0,F,1,1,632,0,0,21.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,586,0,1,23.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1071,25641.1,25665,0,F,1,1,694,0,0,19.0833,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,722,0,1,17.8333,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1072,25641.1,25903.8,1,F,1,1,287,0,0,43.8335,Yes,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,457,0,1,30.9167,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
1073,25641.1,26034.2,1,F,1,1,456,0,0,31,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0,589,0,1,23.75,No,None,NO,NO,NO,MEDIUM,None,YES,0,0,0
