Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_IP='Accessibility',A_IP='CascadeState',A_IP='HasSTI',A_IP='OnDrug',A_IP='PrEPWilling',A_IP='Risk',A_IP='VMMC',A_IP='WillingToStartARTFromPrEPCampaign',A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_IP='Accessibility',B_IP='CascadeState',B_IP='HasSTI',B_IP='OnDrug',B_IP='PrEPWilling',B_IP='Risk',B_IP='VMMC',B_IP='WillingToStartARTFromPrEPCampaign',B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
2807,36712.8,37073.1,0,F,1,1,1201,0,0,33.3334,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1543,0,1,26.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2808,36712.8,38085,1,F,1,1,1114,0,0,35.4168,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1371,0,1,29.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2809,36712.8,36831.5,1,F,1,1,1161,0,0,34.3334,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1396,0,1,29,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2810,36712.8,43332.7,2,F,1,1,1483,0,0,27.5,No,None,NO,NO,NO,LOW,None,YES,0,0,0,2099,0,1,17.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2811,36712.8,37619.9,2,F,1,1,1709,0,0,23.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1984,0,1,19,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2812,36712.8,40185.4,2,F,1,1,1666,0,0,24.3333,No,None,NO,NO,NO,LOW,None,YES,0,0,0,2139,0,1,16.75,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2813,36743.2,37353.6,0,F,1,1,1212,0,0,33.1667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1980,0,1,19.1666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2814,36743.2,37133.2,0,F,1,1,1216,0,0,33.0834,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1036,0,1,37.8335,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2815,36743.2,37039.1,0,F,1,1,1426,0,0,28.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1577,0,1,25.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2816,36743.2,36843.7,1,F,1,1,822,0,0,44.3335,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1229,0,1,32.7501,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2817,36773.6,36924,0,F,1,1,2166,0,0,16.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1469,0,1,27.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2818,36773.6,37328.4,1,F,1,1,1446,0,0,28.25,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,879,0,1,42.3335,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2819,36773.6,43394.7,2,F,1,1,1790,0,0,22.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1933,0,1,20.1666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2820,36773.6,37499.9,2,F,1,1,1696,0,0,23.9166,No,None,NO,NO,NO,LOW,None,YES,0,0,0,2164,0,1,16.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2821,36773.6,37984.8,2,F,1,1,810,0,0,44.9169,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,733,0,1,48.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2822,36804.1,37172.6,0,F,1,1,1476,0,0,27.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1786,0,1,22.6666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2823,36804.1,37155.4,0,F,1,1,1996,0,0,19.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1856,0,1,21.4166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2824,36804.1,36874.6,0,F,1,1,2151,0,0,16.75,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1645,0,1,24.9166,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2825,36804.1,36943.1,0,F,1,1,2232,0,0,15.5833,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1744,0,1,23.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2826,36804.1,37178.5,1,F,1,1,1183,0,0,34.0001,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1450,0,1,28.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2827,36804.1,37980.8,1,F,1,1,512,0,0,58.4166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1275,0,1,31.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2828,36804.1,37010.9,1,F,1,1,1182,0,0,34.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1295,0,1,31.3334,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2829,36804.1,43889.4,2,F,1,1,1541,0,0,26.8333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1992,0,1,19.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2830,36804.1,40912.4,2,F,1,1,540,0,0,56.9999,No,None,NO,NO,NO,LOW,None,YES,0,0,0,928,0,1,40.9168,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2831,36804.1,41449.6,2,F,1,1,558,0,0,56.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,399,0,1,66.0831,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2832,36804.1,45091.3,2,F,1,1,643,0,0,52,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,687,0,1,50.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2833,36834.5,37096.7,0,F,1,1,2211,0,0,16,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1326,0,1,30.75,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2834,36834.5,37400.5,1,F,1,1,705,0,0,49.4168,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1918,0,1,20.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2835,36834.5,36928.9,1,F,1,1,829,0,0,44.4169,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1322,0,1,30.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2836,36834.5,41350.1,2,F,1,1,1540,0,0,26.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1833,0,1,21.8333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2837,36834.5,38237.5,2,F,1,1,1669,0,0,24.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2153,0,1,16.8333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2838,36834.5,38527.8,2,F,1,1,1840,0,0,21.75,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2116,0,1,17.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2839,36834.5,40515.1,2,F,1,1,1741,0,0,23.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2194,0,1,16.25,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2840,36834.5,45061.8,2,F,1,1,1676,0,0,24.4166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2191,0,1,16.25,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2841,36834.5,38925.2,2,F,1,1,711,0,0,49.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,826,0,1,44.4169,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2842,36834.5,40914.9,2,F,1,1,382,0,0,66.8331,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,443,0,1,62.8331,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2843,36834.5,41094.3,2,F,1,1,638,0,0,52.25,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,645,0,1,52,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2844,36864.9,38044.4,0,F,1,1,795,0,0,45.6668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1003,0,1,38.8335,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2845,36864.9,37005.5,0,F,1,1,847,0,0,43.8335,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1048,0,1,37.5001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2846,36864.9,37307,0,F,1,1,1217,0,0,33.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1808,0,1,22.3333,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2847,36864.9,36964.2,0,F,1,1,1190,0,0,34.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1396,0,1,29.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2848,36864.9,37460.1,0,F,1,1,1978,0,0,19.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1798,0,1,22.5,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2849,36864.9,37438.8,1,F,1,1,496,0,0,59.6665,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,609,0,1,53.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2850,36864.9,37628.6,1,F,1,1,1386,0,0,29.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1962,0,1,19.9166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2851,36864.9,38055.4,2,F,1,1,1684,0,0,24.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2212,0,1,16.0833,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2852,36864.9,39324.7,2,F,1,1,1148,0,0,34.9168,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1255,0,1,32.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2853,36895.3,37543.9,0,F,1,1,867,0,0,43.1668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1430,0,1,28.8334,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2854,36895.3,37367.9,0,F,1,1,1091,0,0,36.8334,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1645,0,1,25.1666,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2855,36895.3,37276.1,0,F,1,1,1128,0,0,35.5834,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1644,0,1,25.1666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2856,36895.3,37053,0,F,1,1,1401,0,0,29.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1888,0,1,21.1666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2857,36895.3,37095.6,0,F,1,1,1504,0,0,27.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1899,0,1,21,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2858,36895.3,36909.3,0,F,1,1,2283,0,0,15.1667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1796,0,1,22.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2859,36895.3,37341.7,1,F,1,1,556,0,0,56.4999,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,745,0,1,48.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2860,36895.3,37106.1,1,F,1,1,827,0,0,44.5835,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1337,0,1,30.6667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2861,36895.3,37130.1,1,F,1,1,1364,0,0,30.0834,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1444,0,1,28.6667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2862,36895.3,37675.6,1,F,1,1,1380,0,0,29.75,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1365,0,1,30.0834,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2863,36895.3,43077,2,F,1,1,1235,0,0,33.0834,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1424,0,1,28.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2864,36895.3,42699,2,F,1,1,523,0,0,57.9999,No,None,NO,NO,NO,LOW,None,YES,0,0,0,906,0,1,41.7502,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2865,36895.3,45372.8,2,F,1,1,808,0,0,45.3335,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,601,0,1,54.25,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2866,36925.7,37893.7,0,F,1,1,1173,0,0,34.5834,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1898,0,1,21.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2867,36925.7,37298.5,0,F,1,1,1937,0,0,20.5,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1273,0,1,32.2501,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2868,36925.7,37315.6,0,F,1,1,2152,0,0,17.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2288,0,1,15.1667,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2869,36925.7,38086.7,1,F,1,1,191,0,0,86.3326,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,515,0,1,58.5832,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2870,36925.7,37571.4,1,F,1,1,1147,0,0,35.1668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1085,0,1,37.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2871,36925.7,38755.9,1,F,1,1,1489,0,0,28,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1332,0,1,30.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2872,36925.7,39560.3,2,F,1,1,1487,0,0,28.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1905,0,1,21,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2873,36925.7,38133,2,F,1,1,1545,0,0,27,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1986,0,1,19.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2874,36925.7,39457.5,2,F,1,1,1581,0,0,26.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2190,0,1,16.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2875,36925.7,41551.5,2,F,1,1,1662,0,0,24.9166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2180,0,1,16.6666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2876,36925.7,41724.2,2,F,1,1,716,0,0,49.0001,No,None,NO,NO,NO,LOW,None,YES,0,0,0,737,0,1,48.3335,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2877,36956.1,37144,0,F,1,1,1102,0,0,36.5001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1727,0,1,24,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2878,36956.1,37048.6,0,F,1,1,1081,0,0,37.1668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1813,0,1,22.5,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2879,36956.1,37147.2,0,F,1,1,1223,0,0,33.5001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1579,0,1,26.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2880,36956.1,37780.1,1,F,1,1,726,0,0,48.6668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1952,0,1,20.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2881,36956.1,37827.1,1,F,1,1,1149,0,0,35.1668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1286,0,1,32.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2882,36956.1,37963,2,F,1,1,1244,0,0,33.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1515,0,1,27.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2883,36956.1,38174.4,2,F,1,1,760,0,0,47.5001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,655,0,1,51.5834,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2884,36986.6,37303,0,F,1,1,1845,0,0,22.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1482,0,1,28.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2885,36986.6,37490.1,1,F,1,1,781,0,0,46.5835,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,605,0,1,54.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2886,36986.6,37561.7,1,F,1,1,1330,0,0,31.1667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1469,0,1,28.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2887,36986.6,39679.1,2,F,1,1,1672,0,0,24.9166,No,None,NO,NO,NO,LOW,None,YES,0,0,0,2216,0,1,16.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2888,36986.6,40194.8,2,F,1,1,1737,0,0,23.9166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2144,0,1,17.4166,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2889,36986.6,38864.2,2,F,1,1,1254,0,0,32.7501,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1609,0,1,26.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2890,36986.6,40015.7,2,F,1,1,812,0,0,45.5002,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,996,0,1,39.4168,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2891,37017,37070.6,0,F,1,1,1143,0,0,35.5001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1831,0,1,22.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2892,37017,37366.6,0,F,1,1,2124,0,0,17.9166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2118,0,1,18,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2893,37017,37179.6,0,F,1,1,1528,0,0,27.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1655,0,1,25.3333,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2894,37017,37379.8,0,F,1,1,1940,0,0,20.6666,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1632,0,1,25.6667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2895,37017,37612.2,0,F,1,1,2257,0,0,15.8333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1969,0,1,20.25,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2896,37017,38144.3,1,F,1,1,1161,0,0,35.1668,No,None,NO,NO,NO,LOW,None,YES,0,0,0,813,0,1,45.5002,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2897,37017,37072.4,2,F,1,1,1120,0,0,36.0834,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1246,0,1,33.0834,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2898,37017,38507.6,2,F,1,1,817,0,0,45.4168,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,838,0,1,44.5835,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2899,37047.4,37372.8,0,F,1,1,1414,0,0,29.6667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1724,0,1,24.25,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2900,37047.4,37779,1,F,1,1,709,0,0,49.8334,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1628,0,1,25.8333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2901,37047.4,38429,1,F,1,1,833,0,0,44.9169,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,588,0,1,55.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2902,37047.4,37573.9,2,F,1,1,1129,0,0,36.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1867,0,1,21.9166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2903,37047.4,37732.2,2,F,1,1,1052,0,0,38.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1005,0,1,39.2501,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2904,37077.8,37955.2,0,F,1,1,746,0,0,48.4168,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1429,0,1,29.3334,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2905,37077.8,37489,0,F,1,1,1511,0,0,28,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1584,0,1,26.75,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2906,37077.8,38117.4,0,F,1,1,1923,0,0,21.1666,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1419,0,1,29.5834,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2907,37077.8,37577,0,F,1,1,1999,0,0,19.75,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2281,0,1,15.6667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2908,37077.8,38903.6,1,F,1,1,793,0,0,46.2502,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1619,0,1,26.1667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2909,37077.8,37657.8,1,F,1,1,1143,0,0,35.6668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1277,0,1,32.6667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2910,37077.8,42376.4,2,F,1,1,1704,0,0,24.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2233,0,1,16.3333,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2911,37077.8,38206.6,2,F,1,1,1725,0,0,24.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2228,0,1,16.3333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2912,37077.8,43450.8,2,F,1,1,1113,0,0,36.5001,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1209,0,1,34.1667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2913,37077.8,42159.9,2,F,1,1,622,0,0,53.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,526,0,1,58.3332,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2914,37108.2,37211.2,0,F,1,1,873,0,0,43.5835,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1783,0,1,23.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2915,37108.2,37125.6,0,F,1,1,840,0,0,44.7502,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1647,0,1,25.6667,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2916,37108.2,37165,0,F,1,1,1900,0,0,21.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2272,0,1,15.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2917,37108.2,37663.7,1,F,1,1,573,0,0,56.1666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,888,0,1,43.0835,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2918,37108.2,37534.1,1,F,1,1,1142,0,0,35.7501,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1417,0,1,29.6667,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2919,37108.2,39104.3,2,F,1,1,1548,0,0,27.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1577,0,1,26.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2920,37108.2,38991.4,2,F,1,1,1707,0,0,24.6666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2259,0,1,16.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2921,37138.7,37254,0,F,1,1,891,0,0,43.0835,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1007,0,1,39.4168,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2922,37138.7,37140,0,F,1,1,1145,0,0,35.8334,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1643,0,1,25.8333,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2923,37138.7,37527.7,0,F,1,1,2256,0,0,16.1667,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1379,0,1,30.4167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2924,37138.7,37570.2,1,F,1,1,790,0,0,46.5835,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1410,0,1,29.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2925,37138.7,42888.1,2,F,1,1,1721,0,0,24.5833,No,None,NO,NO,NO,LOW,None,YES,0,0,0,2229,0,1,16.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2926,37169.1,37354.1,0,F,1,1,279,0,0,76.2495,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,481,0,1,61.3332,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2927,37169.1,37679.3,0,F,1,1,1547,0,0,27.5833,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1954,0,1,20.8333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2928,37169.1,37381.6,0,F,1,1,2186,0,0,17.25,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2095,0,1,18.6666,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2929,37169.1,38373.1,1,F,1,1,774,0,0,47.6668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,949,0,1,41.1668,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2930,37169.1,40371.5,2,F,1,1,298,0,0,74.3329,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,528,0,1,58.4999,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2931,37199.5,37227.3,0,F,1,1,1926,0,0,21.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1813,0,1,23.1666,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2932,37199.5,37448,0,F,1,1,1216,0,0,34.3334,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1439,0,1,29.5,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2933,37199.5,37486,0,F,1,1,1477,0,0,29,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1779,0,1,23.9166,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2934,37199.5,37232.6,0,F,1,1,1472,0,0,29,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1711,0,1,24.8333,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2935,37199.5,37416.1,0,F,1,1,2038,0,0,19.6666,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,2371,0,1,14.5833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2936,37199.5,37209.4,1,F,1,1,1168,0,0,35.5001,No,None,NO,NO,NO,LOW,None,YES,0,0,0,1598,0,1,26.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
2937,37199.5,38688.3,1,F,1,1,1230,0,0,34.0001,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1227,0,1,34.0834,No,None,NO,NO,NO,LOW,None,YES,0,0,0
2938,37199.5,37437,1,F,1,1,1528,0,0,28.0833,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0,1418,0,1,29.9167,Yes,None,NO,NO,NO,LOW,None,YES,0,0,0
