Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG,AvgOocystDurationDays,AvgNumSporozoitesPerVector,NumVectorsWithSporozoites_C*,NumVectorsWithSporozoites_G*,NumVectorsWithSporozoites_Other
226,340461476,X-a1:X-a1,1940,69,416,1455,1317,31712,44055,16,28626.7,45,41,0
226,340461476,X-a1:X-a2,3785,123,861,2801,2624,62383,83660,16,37604.3,81,88,0
226,340461476,X-a2:X-a2,1906,74,452,1380,1130,29780,40325,16,34171.7,46,52,0
227,340461476,X-a1:X-a1,1940,73,398,1469,1303,31850,42995,16,26506.8,46,46,0
227,340461476,X-a1:X-a2,3817,126,816,2875,2598,62272,84560,16,35892.1,80,87,0
227,340461476,X-a2:X-a2,1925,71,439,1415,1170,29732,42045,16,29200.8,45,47,0
228,340461476,X-a1:X-a1,1957,74,392,1491,1289,31862,43355,16,25789.2,46,53,0
228,340461476,X-a1:X-a2,3853,137,781,2935,2572,62261,85810,16,36432.8,90,97,0
228,340461476,X-a2:X-a2,1907,74,406,1427,1196,29971,42715,16,31979.8,50,46,0
229,340461476,X-a1:X-a1,1972,68,383,1521,1252,31639,45850,16,26792,42,45,0
229,340461476,X-a1:X-a2,3888,147,744,2997,2452,62154,87620,16,37394,102,104,0
229,340461476,X-a2:X-a2,1859,77,374,1408,1195,29972,43110,16,34112,55,47,0
230,340461476,X-a1:X-a1,1978,62,370,1546,1215,31732,44525,16,26556.6,39,40,0
230,340461476,X-a1:X-a2,3881,146,719,3016,2471,62398,89060,16,36477.6,93,104,0
230,340461476,X-a2:X-a2,1830,73,358,1399,1240,30048,41975,16,33475.6,55,44,0
231,340461476,X-a1:X-a1,1963,60,354,1549,1275,31594,44515,16,27448.1,39,37,0
231,340461476,X-a1:X-a2,3872,134,681,3057,2472,62399,86490,16,33186.5,85,91,0
231,340461476,X-a2:X-a2,1803,76,322,1405,1256,30016,42475,16,36248.7,54,49,0
232,340461476,X-a1:X-a1,1928,57,326,1545,1279,31675,44375,16,28593,39,38,0
232,340461476,X-a1:X-a2,3828,125,664,3039,2481,62495,86070,16,33373.4,85,85,0
232,340461476,X-a2:X-a2,1804,73,318,1413,1195,29985,41815,16,36155.5,45,46,0
233,340461476,X-a1:X-a1,1902,61,316,1525,1284,31612,44390,16,30001.3,42,40,0
233,340461476,X-a1:X-a2,3783,129,645,3009,2521,62431,88600,16,33879.2,87,80,0
233,340461476,X-a2:X-a2,1799,70,312,1417,1213,29965,40930,16,35192.2,43,44,0
234,340461476,X-a1:X-a1,1869,64,308,1497,1371,31721,44560,16,30114.2,40,41,0
234,340461476,X-a1:X-a2,3822,126,685,3011,2501,62605,86090,16,34815.4,88,78,0
234,340461476,X-a2:X-a2,1833,65,311,1457,1162,30020,43030,16,33051.1,44,38,0
235,340461476,X-a1:X-a1,1874,55,316,1503,1356,31716,43705,16,29196,34,36,0
235,340461476,X-a1:X-a2,3810,125,691,2994,2520,62262,84790,16,35382.8,95,75,0
235,340461476,X-a2:X-a2,1841,58,324,1459,1138,30158,42445,16,32655.3,39,35,0
236,340461476,X-a1:X-a1,1907,51,352,1504,1364,31631,44750,16,28189.2,31,35,0
236,340461476,X-a1:X-a2,3826,127,719,2980,2528,62184,87200,16,33752.1,92,78,0
236,340461476,X-a2:X-a2,1816,53,344,1419,1159,30207,39770,16,30519,35,27,0
237,340461476,X-a1:X-a1,1937,52,371,1514,1402,31581,43280,16,25451,34,35,0
237,340461476,X-a1:X-a2,3820,114,787,2919,2551,62343,82200,16,39806.8,84,71,0
237,340461476,X-a2:X-a2,1816,52,357,1407,1152,30028,42160,16,32980.7,36,28,0
238,340461476,X-a1:X-a1,1961,50,393,1518,1353,31600,43255,16,26552.2,35,29,0
238,340461476,X-a1:X-a2,3836,117,891,2828,2584,62208,88390,16,39373.4,83,73,0
238,340461476,X-a2:X-a2,1810,51,391,1368,1138,30176,44015,16,35083.5,34,25,0
239,340461476,X-a1:X-a1,1959,52,441,1466,1320,31526,45475,16,26417,37,29,0
239,340461476,X-a1:X-a2,3802,118,985,2699,2585,62157,88900,16,39012.6,85,69,0
239,340461476,X-a2:X-a2,1788,50,440,1298,1163,30322,40705,16,37002.7,37,22,0
240,340461476,X-a1:X-a1,1984,48,528,1408,1309,31557,44685,16,26051.9,35,27,0
240,340461476,X-a1:X-a2,3841,112,1090,2639,2607,62225,80960,16,36497.6,79,63,0
240,340461476,X-a2:X-a2,1767,48,466,1253,1153,30211,41715,16,35128.8,36,20,0
241,340461476,X-a1:X-a1,2015,50,590,1375,1337,31763,42525,16,24654.8,35,30,0
241,340461476,X-a1:X-a2,3838,109,1202,2527,2574,61953,85300,16,35974.2,78,61,0
241,340461476,X-a2:X-a2,1795,50,524,1221,1139,30453,42515,16,35579.6,39,20,0
242,340461476,X-a1:X-a1,2029,49,674,1306,1320,31688,45320,16,25154.7,34,29,0
242,340461476,X-a1:X-a2,3873,100,1353,2420,2529,61886,88350,16,37593.5,73,58,0
242,340461476,X-a2:X-a2,1785,48,598,1139,1172,30509,39390,16,39145,39,17,0
243,340461476,X-a1:X-a1,1976,51,737,1188,1321,31947,43085,16,23745.8,35,27,0
243,340461476,X-a1:X-a2,3847,103,1484,2260,2536,61977,79910,16,32712.4,69,59,0
243,340461476,X-a2:X-a2,1782,40,657,1085,1187,30272,40065,16,38713.4,35,12,0
244,340461476,X-a1:X-a1,1984,48,805,1131,1352,32050,41945,16,22002.4,32,26,0
244,340461476,X-a1:X-a2,3868,96,1582,2190,2511,61953,82500,16,30665.5,66,54,0
244,340461476,X-a2:X-a2,1773,38,735,1000,1254,30287,41215,16,39806.4,33,10,0
245,340461476,X-a1:X-a1,2006,46,887,1073,1345,31984,43780,16,23052.8,26,28,0
245,340461476,X-a1:X-a2,3823,88,1721,2014,2542,61842,85840,16,29294.8,59,52,0
245,340461476,X-a2:X-a2,1809,36,793,980,1242,30330,39960,16,39465.8,30,11,0
246,340461476,X-a1:X-a1,1980,40,946,994,1328,31937,43010,16,21525.5,23,25,0
246,340461476,X-a1:X-a2,3860,89,1852,1919,2590,61747,78420,16,29359,53,55,0
246,340461476,X-a2:X-a2,1845,37,867,941,1216,30258,38650,16,34906.9,30,12,0
247,340461476,X-a1:X-a1,1972,38,1010,924,1332,32037,40820,16,20382.9,24,22,0
247,340461476,X-a1:X-a2,3862,81,1961,1820,2601,61774,81460,16,30157.7,44,52,0
247,340461476,X-a2:X-a2,1862,35,961,866,1242,30290,41080,16,34487.1,26,13,0
248,340461476,X-a1:X-a1,1994,37,1067,890,1274,31957,44340,16,18512.7,24,21,0
248,340461476,X-a1:X-a2,3831,89,2028,1714,2630,62027,82740,16,31114.8,52,57,0
248,340461476,X-a2:X-a2,1873,33,1033,807,1216,30431,39000,16,32714.5,23,13,0
249,340461476,X-a1:X-a1,1987,39,1139,809,1266,32128,42445,16,19489.6,26,21,0
249,340461476,X-a1:X-a2,3913,86,2181,1646,2578,62156,79270,16,28145.1,50,57,0
249,340461476,X-a2:X-a2,1850,37,1057,756,1192,30330,38045,16,29873,25,14,0
250,340461476,X-a1:X-a1,1963,39,1179,745,1257,32168,40925,16,25389.8,28,26,0
250,340461476,X-a1:X-a2,3923,80,2299,1544,2558,61984,81300,16,29737.6,47,49,0
250,340461476,X-a2:X-a2,1845,41,1086,718,1221,30112,39895,16,32203.1,26,17,0
251,340461476,X-a1:X-a1,1982,41,1228,713,1253,32257,41055,16,25195.8,26,26,0
251,340461476,X-a1:X-a2,3889,73,2408,1408,2574,62081,78120,16,30732.3,44,44,0
251,340461476,X-a2:X-a2,1828,41,1108,679,1236,30102,36925,16,34139.2,24,20,0
252,340461476,X-a1:X-a1,1945,45,1259,641,1268,32300,41955,16,25102.4,23,31,0
252,340461476,X-a1:X-a2,3893,74,2472,1347,2529,62146,79290,16,32391.6,47,40,0
252,340461476,X-a2:X-a2,1839,43,1145,651,1224,29987,38875,16,30291.5,26,22,0
253,340461476,X-a1:X-a1,1930,49,1265,616,1243,32492,40500,16,24829.6,30,33,0
253,340461476,X-a1:X-a2,3850,83,2516,1251,2524,62271,79260,16,32825.8,55,49,0
253,340461476,X-a2:X-a2,1823,43,1169,611,1230,30086,38660,16,32930.4,30,21,0
254,340461476,X-a1:X-a1,1976,56,1297,623,1237,32484,41380,16,28889.2,38,35,0
254,340461476,X-a1:X-a2,3875,103,2560,1212,2513,62115,76650,16,32754.2,64,59,0
254,340461476,X-a2:X-a2,1817,42,1180,595,1263,30139,36950,16,32925.8,26,23,0
255,340461476,X-a1:X-a1,1963,60,1329,574,1252,32536,40055,16,26893,39,38,0
255,340461476,X-a1:X-a2,3862,118,2578,1166,2536,61846,76580,16,31668.4,78,66,0
255,340461476,X-a2:X-a2,1816,50,1215,551,1256,30015,37265,16,32046.7,31,30,0
256,340461476,X-a1:X-a1,1947,66,1299,582,1280,32558,40050,16,25273.6,45,40,0
256,340461476,X-a1:X-a2,3820,133,2595,1092,2578,62087,78560,16,33551.6,84,73,0
256,340461476,X-a2:X-a2,1857,53,1280,524,1253,30132,38070,16,30780.4,31,36,0
257,340461476,X-a1:X-a1,1946,68,1338,540,1288,32511,39580,16,25912.3,51,43,0
257,340461476,X-a1:X-a2,3805,137,2597,1071,2515,62039,75920,16,36052.2,86,76,0
257,340461476,X-a2:X-a2,1867,59,1300,508,1235,30143,35880,16,33135,33,44,0
258,340461476,X-a1:X-a1,1929,74,1331,524,1343,32524,40035,16,27618.9,55,51,0
258,340461476,X-a1:X-a2,3765,162,2578,1025,2493,62096,77900,16,35882.6,102,99,0
258,340461476,X-a2:X-a2,1880,69,1292,519,1223,30115,38125,16,33765.3,39,54,0
259,340461476,X-a1:X-a1,1937,86,1348,503,1343,32466,39375,16,31643,58,66,0
259,340461476,X-a1:X-a2,3827,178,2626,1023,2501,61990,75190,16,36942.7,110,117,0
259,340461476,X-a2:X-a2,1862,73,1302,487,1212,30159,36215,16,34856.1,44,51,0
260,340461476,X-a1:X-a1,1938,97,1333,508,1346,32441,38805,16,32752.1,70,70,0
260,340461476,X-a1:X-a2,3791,189,2630,972,2457,61784,75200,16,38261.5,133,129,0
260,340461476,X-a2:X-a2,1864,77,1293,494,1214,30190,35515,16,37045.4,50,56,0
261,340461476,X-a1:X-a1,1940,107,1330,503,1318,32451,39545,16,32379.9,74,74,0
261,340461476,X-a1:X-a2,3755,195,2654,906,2473,61931,79130,16,38896.2,142,142,0
261,340461476,X-a2:X-a2,1858,85,1306,467,1197,30304,38225,16,36397,65,63,0
262,340461476,X-a1:X-a1,1950,109,1331,510,1305,32395,39230,16,32927.2,77,78,0
262,340461476,X-a1:X-a2,3742,218,2624,900,2510,61868,75610,16,38281.1,163,160,0
262,340461476,X-a2:X-a2,1893,100,1338,455,1191,30212,37240,16,36995.8,78,78,0
263,340461476,X-a1:X-a1,1991,124,1360,507,1367,32383,39750,16,31856.6,88,90,0
263,340461476,X-a1:X-a2,3753,225,2646,882,2507,61943,73070,16,38652.4,172,173,0
263,340461476,X-a2:X-a2,1858,108,1330,420,1236,30209,36160,16,40428,88,85,0
264,340461476,X-a1:X-a1,1985,132,1368,485,1312,32581,39910,16,31714.6,96,101,0
264,340461476,X-a1:X-a2,3733,233,2621,879,2540,61796,77220,16,38511.7,189,197,0
264,340461476,X-a2:X-a2,1848,108,1313,427,1278,30144,37830,16,38266.6,94,87,0
265,340461476,X-a1:X-a1,1922,137,1391,394,1358,32635,39395,16,35472.6,99,109,0
265,340461476,X-a1:X-a2,3717,241,2597,879,2601,61644,75880,16,40600.6,216,204,0
265,340461476,X-a2:X-a2,1850,117,1315,418,1252,30282,35545,16,41391.1,106,97,0
266,340461476,X-a1:X-a1,1924,137,1344,443,1364,32608,38200,16,35491.5,105,107,0
266,340461476,X-a1:X-a2,3770,241,2605,924,2610,61548,70900,16,40211.7,207,208,0
266,340461476,X-a2:X-a2,1850,127,1282,441,1278,30161,35440,16,43785.2,117,115,0
267,340461476,X-a1:X-a1,1945,135,1350,460,1283,32540,38865,16,34463.6,105,114,0
267,340461476,X-a1:X-a2,3777,249,2692,836,2580,61676,75730,16,41682.4,226,227,0
267,340461476,X-a2:X-a2,1846,135,1275,436,1258,30121,37765,16,44871.5,133,136,0
268,340461476,X-a1:X-a1,1915,143,1357,415,1326,32438,39645,16,34865,121,128,0
268,340461476,X-a1:X-a2,3788,258,2680,850,2563,61573,78050,16,40252.1,239,227,0
268,340461476,X-a2:X-a2,1879,142,1301,436,1202,30290,36145,16,43706.6,142,143,0
269,340461476,X-a1:X-a1,1904,156,1312,436,1354,32477,37155,16,35698.4,137,138,0
269,340461476,X-a1:X-a2,3814,266,2659,889,2544,61913,69860,16,41991.2,262,245,0
269,340461476,X-a2:X-a2,1861,135,1340,386,1222,30194,36025,16,47718.9,140,141,0
270,340461476,X-a1:X-a1,1912,142,1312,458,1315,32358,40025,16,40134,136,131,0
270,340461476,X-a1:X-a2,3876,269,2721,886,2521,61721,75510,16,44035.6,269,256,0
270,340461476,X-a2:X-a2,1834,128,1292,414,1229,30155,37885,16,51168.5,126,129,0
271,340461476,X-a1:X-a1,1869,142,1325,402,1355,32453,38760,16,41152.2,145,141,0
271,340461476,X-a1:X-a2,3849,264,2713,872,2506,61780,74930,16,46618.4,282,264,0
271,340461476,X-a2:X-a2,1818,137,1281,400,1242,30372,35010,16,47898.3,141,131,0
272,340461476,X-a1:X-a1,1887,139,1304,444,1334,32333,37530,16,42288.4,153,149,0
272,340461476,X-a1:X-a2,3819,274,2696,849,2528,61848,73470,16,49877.8,307,290,0
272,340461476,X-a2:X-a2,1810,137,1275,398,1249,30224,38220,16,47755.2,138,132,0
273,340461476,X-a1:X-a1,1916,143,1303,470,1307,32288,39705,16,42953.5,153,153,0
273,340461476,X-a1:X-a2,3843,288,2683,872,2538,61778,76390,16,48117.6,335,316,0
273,340461476,X-a2:X-a2,1823,143,1288,392,1218,30372,37585,16,50024.4,147,143,0
274,340461476,X-a1:X-a1,1897,137,1324,436,1328,32258,39095,16,42981,150,148,0
274,340461476,X-a1:X-a2,3843,306,2685,852,2487,61872,76970,16,49826.5,353,344,0
274,340461476,X-a2:X-a2,1847,155,1260,432,1226,30469,36095,16,49212.4,159,161,0
275,340461476,X-a1:X-a1,1902,140,1316,446,1306,32280,36950,16,43095.2,164,167,0
275,340461476,X-a1:X-a2,3848,321,2666,861,2525,61859,73430,16,52190.9,386,375,0
275,340461476,X-a2:X-a2,1849,155,1284,410,1229,30336,39520,16,51963.2,158,162,0
276,340461476,X-a1:X-a1,1871,140,1298,433,1312,32187,39140,16,44762.5,179,185,0
276,340461476,X-a1:X-a2,3810,313,2644,853,2500,61875,76620,16,54187.7,385,375,0
276,340461476,X-a2:X-a2,1852,157,1262,433,1217,30651,37280,16,50676.2,165,166,0
277,340461476,X-a1:X-a1,1859,137,1281,441,1331,32041,38655,16,45269.3,176,182,0
277,340461476,X-a1:X-a2,3819,314,2618,887,2470,62048,76780,16,56415.9,402,395,0
277,340461476,X-a2:X-a2,1840,166,1255,419,1231,30581,36885,16,50103.1,183,187,0
278,340461476,X-a1:X-a1,1891,140,1265,486,1334,31845,38060,16,45480.6,174,173,0
278,340461476,X-a1:X-a2,3779,314,2560,905,2524,62091,75400,16,57659.7,412,408,0
278,340461476,X-a2:X-a2,1833,160,1227,446,1202,30633,39120,16,51524.2,190,191,0
279,340461476,X-a1:X-a1,1873,148,1243,482,1347,31757,38075,16,44236.4,195,184,0
279,340461476,X-a1:X-a2,3773,322,2515,936,2549,61853,74300,16,56537.4,417,413,0
279,340461476,X-a2:X-a2,1814,156,1210,448,1182,30708,37065,16,50978.9,190,187,0
280,340461476,X-a1:X-a1,1842,144,1205,493,1319,31796,37750,16,46697.6,197,178,0
280,340461476,X-a1:X-a2,3752,307,2500,945,2574,61746,73750,16,57772.2,404,403,0
280,340461476,X-a2:X-a2,1793,149,1192,452,1230,30764,36740,16,56050.4,195,181,0
281,340461476,X-a1:X-a1,1861,144,1194,523,1315,31776,37860,16,44842.6,187,179,0
281,340461476,X-a1:X-a2,3737,297,2475,965,2576,61730,72680,16,57630.6,395,398,0
281,340461476,X-a2:X-a2,1797,153,1157,487,1226,30667,38000,16,56045.8,203,194,0
282,340461476,X-a1:X-a1,1917,142,1213,562,1331,31820,37820,16,43915,185,177,0
282,340461476,X-a1:X-a2,3782,308,2409,1065,2529,61515,73460,16,57691.4,413,409,0
282,340461476,X-a2:X-a2,1788,155,1157,476,1264,30699,35360,16,55212.9,199,198,0
283,340461476,X-a1:X-a1,1957,148,1223,586,1326,31962,37755,16,44900.5,184,189,0
283,340461476,X-a1:X-a2,3779,330,2358,1091,2526,61547,76460,16,56880.2,440,430,0
283,340461476,X-a2:X-a2,1797,155,1137,505,1257,30750,37545,16,58701.3,204,206,0
284,340461476,X-a1:X-a1,1931,150,1232,549,1332,31870,38515,16,44055.4,185,196,0
284,340461476,X-a1:X-a2,3741,325,2314,1102,2538,61577,71900,16,60101.5,435,431,0
284,340461476,X-a2:X-a2,1795,149,1144,502,1251,30725,35945,16,60244.9,205,204,0
285,340461476,X-a1:X-a1,1902,134,1193,575,1375,31892,37280,16,46935.2,182,178,0
285,340461476,X-a1:X-a2,3681,317,2283,1081,2587,61501,74160,16,58595.2,428,424,0
285,340461476,X-a2:X-a2,1797,154,1109,534,1280,30660,36380,16,63779.2,212,206,0
286,340461476,X-a1:X-a1,1908,130,1176,602,1377,31748,40890,16,48636.6,184,174,0
286,340461476,X-a1:X-a2,3749,324,2266,1159,2593,61542,77710,16,58065.4,447,436,0
286,340461476,X-a2:X-a2,1779,156,1079,544,1265,30694,39460,16,63282.6,216,209,0
287,340461476,X-a1:X-a1,1912,142,1155,615,1386,31750,39100,16,44986.6,194,186,0
287,340461476,X-a1:X-a2,3784,343,2252,1189,2626,61393,72620,16,58774.5,476,463,0
287,340461476,X-a2:X-a2,1774,145,1070,559,1277,30699,35680,16,60777.4,200,196,0
288,340461476,X-a1:X-a1,1907,148,1160,599,1403,31840,37885,16,44716.5,200,199,0
288,340461476,X-a1:X-a2,3785,356,2232,1197,2558,61283,72770,16,57896.1,493,476,0
288,340461476,X-a2:X-a2,1793,151,1072,570,1269,30592,37645,16,62985.6,212,215,0
289,340461476,X-a1:X-a1,1930,145,1127,658,1351,31985,39075,16,46000.8,200,200,0
289,340461476,X-a1:X-a2,3780,347,2193,1240,2543,61388,76650,16,57271,471,452,0
289,340461476,X-a2:X-a2,1813,151,1067,595,1196,30791,38835,16,64165.8,212,218,0
290,340461476,X-a1:X-a1,1922,150,1116,656,1321,31877,38575,16,46343.4,198,190,0
290,340461476,X-a1:X-a2,3759,351,2206,1202,2535,61389,74120,16,59876.1,484,457,0
290,340461476,X-a2:X-a2,1807,156,1067,584,1222,30837,35365,16,61528.5,215,210,0
291,340461476,X-a1:X-a1,1942,143,1124,675,1278,31975,40515,16,44388.3,180,177,0
291,340461476,X-a1:X-a2,3772,343,2223,1206,2554,61391,74840,16,59438.6,481,450,0
291,340461476,X-a2:X-a2,1843,151,1084,608,1166,30718,39445,16,64171.9,202,203,0
292,340461476,X-a1:X-a1,1913,137,1116,660,1291,31929,38640,16,44584.3,180,179,0
292,340461476,X-a1:X-a2,3764,338,2306,1120,2540,61097,76070,16,59436.4,474,443,0
292,340461476,X-a2:X-a2,1825,150,1106,569,1202,30903,39050,16,61346.9,198,197,0
293,340461476,X-a1:X-a1,1904,139,1142,623,1316,31574,39800,16,46767.8,188,180,0
293,340461476,X-a1:X-a2,3736,323,2297,1116,2567,61039,78370,16,63171.2,459,434,0
293,340461476,X-a2:X-a2,1813,148,1109,556,1245,31115,37190,16,61227.6,195,197,0
294,340461476,X-a1:X-a1,1905,139,1170,596,1307,31695,39085,16,46634.9,197,178,0
294,340461476,X-a1:X-a2,3756,310,2348,1098,2575,61186,74900,16,62680.5,434,407,0
294,340461476,X-a2:X-a2,1824,143,1143,538,1217,31090,36755,16,64123,188,192,0
295,340461476,X-a1:X-a1,1876,131,1199,546,1323,31795,38885,16,44767.9,181,164,0
295,340461476,X-a1:X-a2,3811,312,2387,1112,2489,61231,79810,16,59844.4,440,413,0
295,340461476,X-a2:X-a2,1826,141,1184,501,1239,31011,39765,16,65042.9,187,189,0
296,340461476,X-a1:X-a1,1905,130,1229,546,1339,31563,36940,16,46405.6,183,175,0
296,340461476,X-a1:X-a2,3790,329,2421,1040,2551,61364,75400,16,59991.7,449,426,0
296,340461476,X-a2:X-a2,1820,143,1188,489,1274,30913,37160,16,60472.8,184,185,0
297,340461476,X-a1:X-a1,1871,123,1209,539,1315,31493,37285,16,46623.2,170,163,0
297,340461476,X-a1:X-a2,3817,322,2455,1040,2503,61352,73420,16,61241.5,451,424,0
297,340461476,X-a2:X-a2,1830,128,1215,487,1300,30863,36215,16,60462.9,170,166,0
298,340461476,X-a1:X-a1,1872,124,1222,526,1329,31554,37395,16,46100.2,171,165,0
298,340461476,X-a1:X-a2,3774,302,2480,992,2482,61485,78160,16,60503.1,426,389,0
298,340461476,X-a2:X-a2,1814,128,1243,443,1344,30810,37245,16,62825.9,169,158,0
299,340461476,X-a1:X-a1,1911,131,1277,503,1298,31467,38035,16,44895.4,182,161,0
299,340461476,X-a1:X-a2,3752,305,2508,939,2524,61718,76640,16,60251.6,420,375,0
299,340461476,X-a2:X-a2,1859,135,1276,448,1306,30754,38525,16,61323.6,177,167,0
300,340461476,X-a1:X-a1,1924,123,1307,494,1282,31352,36330,16,43385.3,170,146,0
300,340461476,X-a1:X-a2,3757,304,2512,941,2560,61800,72380,16,58710.2,414,377,0
300,340461476,X-a2:X-a2,1890,137,1299,454,1269,30980,35930,16,57549.5,173,165,0
301,340461476,X-a1:X-a1,1901,114,1322,465,1305,31268,38470,16,42010.8,155,135,0
301,340461476,X-a1:X-a2,3736,297,2553,886,2517,61748,78130,16,58054.4,403,370,0
301,340461476,X-a2:X-a2,1906,141,1326,439,1308,30938,37580,16,57731.2,182,174,0
302,340461476,X-a1:X-a1,1919,116,1341,462,1306,31297,40365,16,44093.7,159,145,0
302,340461476,X-a1:X-a2,3754,290,2591,873,2508,61935,77720,16,56324.5,398,373,0
302,340461476,X-a2:X-a2,1934,138,1333,463,1297,30761,38435,16,56779.7,189,168,0
303,340461476,X-a1:X-a1,1866,111,1324,431,1304,31380,36440,16,42268.6,146,136,0
303,340461476,X-a1:X-a2,3739,281,2607,851,2517,61802,72330,16,56001.2,393,363,0
303,340461476,X-a2:X-a2,1911,139,1372,400,1324,30811,37450,16,60781.2,190,179,0
304,340461476,X-a1:X-a1,1837,115,1311,411,1328,31342,37255,16,40206.2,146,140,0
304,340461476,X-a1:X-a2,3755,280,2640,835,2450,61792,76400,16,55664,387,360,0
304,340461476,X-a2:X-a2,1908,140,1377,391,1342,30811,37005,16,57139.7,186,172,0
305,340461476,X-a1:X-a1,1853,105,1312,436,1363,31306,36885,16,40379.8,143,130,0
305,340461476,X-a1:X-a2,3744,282,2673,789,2487,61783,74970,16,57128.3,389,364,0
305,340461476,X-a2:X-a2,1946,141,1399,406,1295,30883,36825,16,55005.1,193,189,0
306,340461476,X-a1:X-a1,1899,120,1334,445,1314,31215,37425,16,41218.7,168,145,0
306,340461476,X-a1:X-a2,3757,301,2647,809,2559,61933,73180,16,55427,403,394,0
306,340461476,X-a2:X-a2,1951,151,1389,411,1278,30871,37275,16,56864.8,210,207,0
307,340461476,X-a1:X-a1,1898,123,1379,396,1311,31316,37700,16,40908.8,170,150,0
307,340461476,X-a1:X-a2,3782,302,2674,806,2515,61910,74890,16,57817.4,418,410,0
307,340461476,X-a2:X-a2,1940,161,1365,414,1252,30861,37550,16,55622.5,219,219,0
308,340461476,X-a1:X-a1,1898,113,1386,399,1250,31259,37745,16,39652.2,152,137,0
308,340461476,X-a1:X-a2,3735,299,2708,728,2567,61906,74820,16,57450.6,403,399,0
308,340461476,X-a2:X-a2,1949,144,1385,420,1219,30980,37535,16,56489,192,198,0
309,340461476,X-a1:X-a1,1915,123,1400,392,1216,31226,37915,16,41219.6,167,150,0
309,340461476,X-a1:X-a2,3724,299,2688,737,2533,62011,73040,16,56153.8,401,397,0
309,340461476,X-a2:X-a2,1938,139,1408,391,1202,31031,37385,16,60758.7,193,198,0
310,340461476,X-a1:X-a1,1857,116,1398,343,1287,31338,39560,16,40755.5,154,138,0
310,340461476,X-a1:X-a2,3790,296,2703,791,2519,61930,75220,16,56957.5,406,402,0
310,340461476,X-a2:X-a2,1934,144,1424,366,1214,30987,38440,16,60257.8,204,206,0
311,340461476,X-a1:X-a1,1865,119,1379,367,1287,31304,36330,16,41558.8,153,143,0
311,340461476,X-a1:X-a2,3799,317,2723,759,2523,61785,73500,16,57152.7,424,426,0
311,340461476,X-a2:X-a2,1910,151,1408,351,1226,30998,36650,16,57886.8,210,201,0
312,340461476,X-a1:X-a1,1870,122,1389,359,1297,31160,38420,16,41703.1,160,150,0
312,340461476,X-a1:X-a2,3812,304,2742,766,2508,61954,73200,16,59309.2,416,409,0
312,340461476,X-a2:X-a2,1899,150,1397,352,1238,31096,37260,16,59197.1,209,192,0
313,340461476,X-a1:X-a1,1822,123,1359,340,1344,31204,39155,16,42572,164,145,0
313,340461476,X-a1:X-a2,3761,285,2765,711,2505,61870,76150,16,61456.2,400,397,0
313,340461476,X-a2:X-a2,1870,153,1382,335,1254,31215,37955,16,61270.8,220,200,0
314,340461476,X-a1:X-a1,1870,130,1364,376,1342,31271,35920,16,45424.6,178,156,0
314,340461476,X-a1:X-a2,3768,290,2731,747,2479,61880,73970,16,63967.7,424,407,0
314,340461476,X-a2:X-a2,1884,150,1372,362,1260,31155,36350,16,57283.7,206,187,0
315,340461476,X-a1:X-a1,1844,139,1352,353,1306,31213,36225,16,45984.5,195,176,0
315,340461476,X-a1:X-a2,3723,294,2722,707,2502,62310,72050,16,60329.3,418,410,0
315,340461476,X-a2:X-a2,1845,135,1355,355,1313,31170,37445,16,62804.8,183,171,0
316,340461476,X-a1:X-a1,1887,144,1368,375,1315,31143,37365,16,45994.1,206,193,0
316,340461476,X-a1:X-a2,3738,289,2743,706,2495,62191,74500,16,60487.5,408,401,0
316,340461476,X-a2:X-a2,1851,144,1327,380,1295,31119,38535,16,61970.8,200,195,0
317,340461476,X-a1:X-a1,1897,140,1388,369,1296,31121,35660,16,48791.3,205,192,0
317,340461476,X-a1:X-a2,3726,296,2754,676,2511,62194,73140,16,61093.4,417,408,0
317,340461476,X-a2:X-a2,1868,151,1354,363,1247,31241,34620,16,59526.6,219,212,0
318,340461476,X-a1:X-a1,1937,141,1419,377,1278,31162,36855,16,50234.9,206,200,0
318,340461476,X-a1:X-a2,3710,301,2707,702,2533,62610,73570,16,60124.2,426,402,0
318,340461476,X-a2:X-a2,1881,158,1358,365,1235,31190,36875,16,57223.8,230,219,0
319,340461476,X-a1:X-a1,1913,135,1435,343,1296,31218,37635,16,49476.7,193,191,0
319,340461476,X-a1:X-a2,3702,286,2681,735,2521,62415,73470,16,58540.2,403,384,0
319,340461476,X-a2:X-a2,1883,161,1341,381,1248,31222,37855,16,56245.2,229,220,0
320,340461476,X-a1:X-a1,1963,143,1434,386,1252,31201,38585,16,48990.3,199,199,0
320,340461476,X-a1:X-a2,3703,276,2695,732,2529,62271,75520,16,59401,396,386,0
320,340461476,X-a2:X-a2,1845,163,1341,341,1219,31284,35195,16,58057.8,232,224,0
321,340461476,X-a1:X-a1,1927,143,1428,356,1275,31339,37530,16,50237.2,213,208,0
321,340461476,X-a1:X-a2,3722,294,2727,701,2527,62371,72840,16,56873.8,422,414,0
321,340461476,X-a2:X-a2,1851,169,1362,320,1235,31143,35870,16,58969.7,258,254,0
