Time,NodeID,Species,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,AvailableHabitat,EggCrowdingCorrection
392,340461476,gambiae2,1022,11637,621,2942,8074,12262,5443,238886,552400,276200,2355,104,255,10,1271,0,912,228,20,0,0,25714,0.0470101
393,340461476,gambiae2,1022,11658,610,2940,8108,12221,5554,239122,554120,277060,2409,118,241,11,1217,0,919,248,29,0,0,25478,0.0465496
394,340461476,gambiae2,1022,11630,604,2911,8115,12295,5539,239104,544680,272340,2309,87,272,11,1187,0,942,234,39,0,0,25496,0.0459792
395,340461476,gambiae2,1022,11653,591,2947,8115,12300,5525,238636,553080,276540,2355,105,276,8,1226,0,935,234,34,0,0,25964,0.0468091
396,340461476,gambiae2,1022,11689,603,2960,8126,12334,5457,238859,556360,278180,2436,108,264,12,1218,0,924,232,26,0,0,25741,0.0469444
397,340461476,gambiae2,1022,11681,612,3016,8053,12405,5413,239090,551600,275800,2359,99,264,12,1219,0,932,263,32,0,0,25510,0.0462668
398,340461476,gambiae2,1022,11694,598,3018,8078,12373,5398,239095,559920,279960,2370,100,269,12,1189,0,912,235,29,0,0,25505,0.0462473
399,340461476,gambiae2,1022,11711,595,3025,8091,12302,5304,239195,561920,280960,2347,105,261,8,1196,0,930,227,22,0,0,25405,0.0455512
400,340461476,gambiae2,1021,11725,580,3030,8115,12328,5334,239051,547080,273540,2325,95,244,10,1194,0,936,221,23,0,0,25549,0.0452111
401,340461476,gambiae2,1021,11643,598,3010,8035,12238,5505,238794,565800,282900,2345,92,290,10,1106,0,911,255,22,0,0,25806,0.0467007
402,340461476,gambiae2,1021,11651,615,2990,8046,12330,5394,239017,563120,281560,2385,94,238,7,1207,0,926,245,28,0,0,25583,0.0456098
403,340461476,gambiae2,1021,11697,619,2950,8128,12390,5246,239026,558080,279040,2414,111,259,9,1203,0,896,232,29,0,0,25574,0.0454308
404,340461476,gambiae2,1022,11623,619,2919,8085,12276,5355,238831,560440,280220,2370,89,276,12,1166,0,971,241,28,0,0,25769,0.045825
405,340461476,gambiae2,1022,11574,614,2908,8052,12269,5460,239095,544760,272380,2291,96,287,13,1140,0,923,227,39,0,0,25505,0.0459799
406,340461476,gambiae2,1022,11640,626,2936,8078,12299,5516,239151,569720,284860,2338,116,263,12,1171,0,859,223,23,0,0,25449,0.0468188
407,340461476,gambiae2,1023,11676,609,2930,8137,12267,5560,238851,567320,283660,2320,88,267,13,1238,0,958,225,19,0,0,25749,0.0446693
408,340461476,gambiae2,1023,11744,627,2923,8194,12299,5674,239313,545960,272980,2378,111,224,9,1224,0,898,234,24,0,0,25287,0.0453871
409,340461476,gambiae2,1023,11821,628,2932,8261,12312,5532,238706,560800,280400,2366,99,247,6,1255,0,909,241,28,0,0,25894,0.0463166
410,340461476,gambiae2,1023,11857,632,2951,8274,12343,5362,239121,569920,284960,2458,94,284,12,1260,0,951,257,16,0,0,25479,0.0461733
411,340461476,gambiae2,1023,11916,654,2991,8271,12315,5425,238361,557000,278500,2443,100,263,17,1233,0,925,227,22,0,0,26239,0.0447063
412,340461476,gambiae2,1022,11844,657,3014,8173,12314,5396,239014,562840,281420,2382,103,278,15,1158,0,954,253,23,0,0,25586,0.0471077
413,340461476,gambiae2,1023,11838,656,2998,8184,12258,5399,239294,572240,286120,2374,113,271,12,1237,0,971,246,26,0,0,25306,0.0454587
414,340461476,gambiae2,1023,11860,647,2987,8226,12269,5504,239007,570960,285480,2439,108,279,8,1171,0,895,228,26,0,0,25593,0.0442227
415,340461476,gambiae2,1023,11799,631,2917,8251,12256,5509,239142,566360,283180,2304,109,294,8,1202,0,989,235,39,0,0,25458,0.0448245
416,340461476,gambiae2,1023,11817,618,2923,8276,12353,5454,239217,560400,280200,2380,113,282,20,1215,0,930,238,29,0,0,25383,0.0449502
417,340461476,gambiae2,1023,11770,618,2894,8258,12332,5285,238933,577440,288720,2450,99,275,11,1215,0,978,251,33,0,0,25667,0.0452944
418,340461476,gambiae2,1023,11768,619,2957,8192,12310,5350,239289,562160,281080,2347,90,276,11,1161,0,925,214,24,0,0,25311,0.0444496
419,340461476,gambiae2,1023,11708,601,2968,8139,12294,5498,238947,557960,278980,2326,105,286,14,1108,0,911,232,25,0,0,25653,0.0450245
420,340461476,gambiae2,1023,11767,593,3064,8110,12287,5488,239075,578120,289060,2456,96,264,7,1194,0,857,253,25,0,0,25525,0.0459764
421,340461476,gambiae2,1023,11787,599,3089,8099,12311,5452,239118,572520,286260,2394,87,318,15,1218,0,929,232,37,0,0,25482,0.0441517
422,340461476,gambiae2,1023,11725,591,3091,8043,12350,5406,238968,559960,279980,2380,98,258,12,1181,0,953,264,26,0,0,25632,0.0445085
423,340461476,gambiae2,1023,11681,595,3081,8005,12307,5400,239129,555080,277540,2350,97,244,12,1188,0,974,234,24,0,0,25471,0.0457747
424,340461476,gambiae2,1022,11680,602,3062,8016,12236,5402,238860,566400,283200,2351,97,283,22,1221,0,925,261,36,0,0,25740,0.0458871
425,340461476,gambiae2,1022,11659,603,3054,8002,12272,5368,238860,552400,276200,2381,112,274,9,1210,0,951,249,31,0,0,25740,0.0454449
426,340461476,gambiae2,1022,11688,618,3030,8040,12224,5352,239100,554320,277160,2347,88,285,9,1227,0,923,250,25,0,0,25500,0.0465967
427,340461476,gambiae2,1021,11578,613,3012,7953,12235,5397,239163,553640,276820,2417,101,263,8,1101,0,953,240,18,0,0,25437,0.0460023
428,340461476,gambiae2,1021,11555,609,3000,7946,12169,5454,238836,555520,277760,2378,111,250,5,1180,0,940,230,33,0,0,25764,0.045945
429,340461476,gambiae2,1021,11612,591,3009,8012,12121,5487,238878,550560,275280,2336,95,248,9,1234,0,899,243,35,0,0,25722,0.0463782
430,340461476,gambiae2,1022,11580,599,2976,8005,12131,5568,238825,561040,280520,2391,108,265,13,1194,0,943,255,28,0,0,25775,0.0467197
431,340461476,gambiae2,1022,11667,582,2947,8138,12210,5526,239132,548880,274440,2352,102,261,9,1246,0,918,222,19,0,0,25468,0.0459415
432,340461476,gambiae2,1022,11590,591,2874,8125,12230,5621,238620,535280,267640,2327,99,269,13,1191,0,982,260,26,0,0,25980,0.0463999
433,340461476,gambiae2,1022,11613,588,2867,8158,12281,5486,239073,562920,281460,2360,81,238,8,1222,0,953,227,19,0,0,25527,0.0485353
434,340461476,gambiae2,1022,11675,587,2840,8248,12282,5377,238870,556640,278320,2372,91,268,9,1265,0,928,250,25,0,0,25730,0.0453475
435,340461476,gambiae2,1022,11631,592,2859,8180,12262,5422,239073,545160,272580,2410,109,241,10,1155,0,946,229,24,0,0,25527,0.0462238
436,340461476,gambiae2,1023,11621,579,2842,8200,12263,5318,239169,565240,282620,2293,92,283,8,1221,0,964,236,31,0,0,25431,0.0468248
437,340461476,gambiae2,1024,11550,578,2840,8132,12243,5359,239081,548440,274220,2362,97,256,20,1155,0,944,251,31,0,0,25519,0.0449915
438,340461476,gambiae2,1025,11536,590,2852,8094,12208,5426,239086,553880,276940,2308,97,242,13,1183,0,933,247,17,0,0,25514,0.0465302
439,340461476,gambiae2,1025,11616,609,2836,8171,12194,5396,239053,561280,280640,2340,91,274,12,1236,0,881,249,26,0,0,25547,0.0460641
440,340461476,gambiae2,1025,11664,616,2882,8166,12177,5570,238455,555000,277500,2369,90,286,18,1221,0,898,235,40,0,0,26145,0.0455156
441,340461476,gambiae2,1025,11632,608,2901,8123,12200,5528,239299,550800,275400,2335,99,250,6,1200,0,965,246,21,0,0,25301,0.0471081
442,340461476,gambiae2,1025,11740,588,2946,8206,12311,5370,239278,556000,278000,2377,94,244,10,1257,0,914,211,24,0,0,25322,0.045935
443,340461476,gambiae2,1025,11745,589,2954,8202,12215,5417,239278,560200,280100,2389,93,275,14,1189,0,914,244,26,0,0,25322,0.0455432
444,340461476,gambiae2,1025,11666,593,2959,8114,12196,5477,239167,550400,275200,2280,87,270,11,1164,0,979,233,31,0,0,25433,0.0452017
445,340461476,gambiae2,1025,11695,613,2931,8151,12259,5531,238990,564520,282260,2306,99,261,13,1207,0,903,242,33,0,0,25610,0.0462082
446,340461476,gambiae2,1025,11680,600,2937,8143,12300,5475,238630,568000,284000,2408,101,262,15,1202,0,940,249,28,0,0,25970,0.045366
447,340461476,gambiae2,1025,11684,593,2977,8114,12255,5395,238965,549520,274760,2364,93,260,11,1243,0,952,261,26,0,0,25635,0.0457218
448,340461476,gambiae2,1025,11802,591,2985,8226,12254,5374,238966,555520,277760,2367,88,282,12,1239,0,872,223,26,0,0,25634,0.0466498
449,340461476,gambiae2,1025,11708,580,2991,8137,12288,5382,239357,561280,280640,2388,105,273,10,1174,0,990,252,26,0,0,25243,0.0461442
450,340461476,gambiae2,1025,11668,578,2982,8108,12253,5357,238944,554800,277400,2361,84,250,12,1173,0,940,253,20,0,0,25656,0.044974
451,340461476,gambiae2,1024,11633,574,2962,8097,12288,5368,238673,557880,278940,2340,99,263,8,1155,0,922,232,36,0,0,25927,0.0462437
452,340461476,gambiae2,1024,11581,575,2923,8083,12254,5421,239357,561560,280780,2323,81,288,10,1167,0,931,264,24,0,0,25243,0.0464742
453,340461476,gambiae2,1024,11594,581,2939,8074,12237,5437,238597,549680,274840,2375,101,269,8,1213,0,912,256,32,0,0,26003,0.0449516
454,340461476,gambiae2,1024,11520,565,2961,7994,12209,5453,239295,556840,278420,2364,96,262,11,1173,0,950,271,26,0,0,25305,0.0473057
455,340461476,gambiae2,1024,11609,573,2967,8069,12235,5490,238650,550000,275000,2339,109,250,13,1250,0,901,236,24,0,0,25950,0.0454439
456,340461476,gambiae2,1024,11588,584,2989,8015,12253,5488,239356,545640,272820,2312,83,280,14,1173,0,939,228,27,0,0,25244,0.0471818
457,340461476,gambiae2,1025,11606,585,3007,8014,12380,5443,238998,563720,281860,2379,87,243,6,1200,0,896,258,28,0,0,25602,0.0462649
458,340461476,gambiae2,1025,11546,588,2973,7985,12357,5491,239071,546760,273380,2339,86,258,19,1170,0,957,248,25,0,0,25529,0.0454162
459,340461476,gambiae2,1025,11555,590,2928,8037,12333,5439,238874,557040,278520,2342,100,258,16,1222,0,914,283,16,0,0,25726,0.0466914
460,340461476,gambiae2,1025,11542,620,2897,8025,12309,5399,238940,553760,276880,2416,106,257,9,1235,0,946,273,29,0,0,25660,0.0461834
461,340461476,gambiae2,1025,11574,618,2925,8031,12308,5391,239200,542200,271100,2365,104,256,12,1188,0,898,237,21,0,0,25400,0.0463378
462,340461476,gambiae2,1025,11619,631,2912,8076,12265,5404,239309,540440,270220,2316,112,236,10,1251,0,948,231,27,0,0,25291,0.0468462
463,340461476,gambiae2,1025,11541,625,2906,8010,12263,5492,238901,555000,277500,2371,91,280,14,1173,0,972,254,25,0,0,25699,0.0467971
464,340461476,gambiae2,1024,11633,640,2917,8076,12240,5349,239693,556880,278440,2379,112,273,16,1245,0,892,232,29,0,0,24907,0.0463045
465,340461476,gambiae2,1024,11661,628,2936,8097,12290,5278,238919,542320,271160,2320,113,254,11,1223,0,929,238,28,0,0,25681,0.044726
466,340461476,gambiae2,1024,11560,614,2961,7985,12247,5392,239201,561040,280520,2409,98,286,11,1114,0,927,263,25,0,0,25399,0.047354
467,340461476,gambiae2,1024,11512,612,2954,7946,12263,5531,239110,557360,278680,2316,116,265,16,1142,0,929,239,22,0,0,25490,0.0452713
468,340461476,gambiae2,1024,11534,577,2985,7972,12237,5504,238667,548240,274120,2281,116,286,15,1215,0,929,233,31,0,0,25933,0.0457335
469,340461476,gambiae2,1024,11562,587,2979,7996,12313,5513,239187,563240,281620,2392,88,258,7,1240,0,935,243,34,0,0,25413,0.0473023
470,340461476,gambiae2,1024,11582,595,2948,8039,12321,5486,239156,540200,270100,2358,98,238,8,1215,0,933,240,22,0,0,25444,0.0451193
471,340461476,gambiae2,1025,11659,595,2981,8083,12278,5489,238839,540920,270460,2317,102,258,11,1219,0,881,239,22,0,0,25761,0.0471011
472,340461476,gambiae2,1025,11611,610,3017,7984,12358,5430,239217,563080,281540,2405,84,269,9,1166,0,941,244,29,0,0,25383,0.0476244
473,340461476,gambiae2,1025,11602,614,2990,7998,12377,5372,238812,546520,273260,2281,95,279,19,1216,0,950,246,29,0,0,25788,0.0450789
474,340461476,gambiae2,1025,11581,605,2988,7988,12314,5456,238821,558160,279080,2388,107,272,10,1148,0,873,259,37,0,0,25779,0.0471858
475,340461476,gambiae2,1025,11570,593,2967,8010,12266,5386,239163,563240,281620,2344,102,280,15,1210,0,941,257,23,0,0,25437,0.0461857
476,340461476,gambiae2,1025,11573,593,2992,7988,12226,5555,238984,541320,270660,2366,91,274,12,1234,0,942,262,27,0,0,25616,0.0451619
477,340461476,gambiae2,1025,11529,601,2999,7929,12249,5486,238618,555320,277660,2369,108,274,11,1148,0,906,255,31,0,0,25982,0.0473214
478,340461476,gambiae2,1025,11631,588,2971,8072,12290,5500,239178,556360,278180,2320,97,275,15,1227,0,882,220,23,0,0,25422,0.0467874
479,340461476,gambiae2,1025,11634,571,2984,8079,12252,5471,238818,543040,271520,2366,91,278,17,1185,0,937,223,22,0,0,25782,0.0456934
480,340461476,gambiae2,1025,11678,576,3016,8086,12253,5252,239067,559800,279900,2387,102,266,6,1247,0,938,240,25,0,0,25533,0.0474772
481,340461476,gambiae2,1025,11647,568,3062,8017,12197,5307,239066,550640,275320,2440,94,234,5,1173,0,944,245,15,0,0,25534,0.0456109
482,340461476,gambiae2,1025,11584,590,3021,7973,12155,5390,239330,551520,275760,2339,91,258,8,1120,0,923,230,30,0,0,25270,0.0463715
483,340461476,gambiae2,1025,11567,611,2929,8027,12151,5382,238847,560760,280380,2344,96,266,8,1172,0,920,249,20,0,0,25753,0.0458188
484,340461476,gambiae2,1025,11549,621,2875,8053,12181,5369,238708,555320,277660,2355,105,267,13,1186,0,906,268,30,0,0,25892,0.0459252
485,340461476,gambiae2,1025,11588,625,2876,8087,12105,5487,239488,544080,272040,2311,109,224,10,1221,0,926,239,17,0,0,25112,0.0466254
486,340461476,gambiae2,1025,11530,607,2923,8000,12133,5457,238996,559240,279620,2375,113,287,16,1180,0,951,262,25,0,0,25604,0.046155
487,340461476,gambiae2,1025,11591,618,2940,8033,12131,5365,238881,550520,275260,2326,92,256,12,1231,0,907,237,26,0,0,25719,0.0457836
488,340461476,gambiae2,1024,11634,628,2981,8025,12118,5435,238866,547360,273680,2315,88,274,7,1196,0,883,236,34,0,0,25734,0.0467176
489,340461476,gambiae2,1024,11597,651,2948,7998,12144,5416,239100,561600,280800,2383,127,280,13,1139,0,912,231,33,0,0,25500,0.0470148
490,340461476,gambiae2,1024,11667,645,2963,8059,12216,5402,238921,553200,276600,2353,102,238,11,1225,0,902,230,23,0,0,25679,0.045406
491,340461476,gambiae2,1025,11638,627,2957,8054,12137,5551,239223,563240,281620,2445,109,253,10,1179,0,909,270,29,0,0,25377,0.046419
492,340461476,gambiae2,1025,11713,653,2926,8134,12196,5415,238916,558120,279060,2395,113,256,6,1221,0,883,243,20,0,0,25684,0.0450554
493,340461476,gambiae2,1025,11756,667,2936,8153,12223,5369,239088,551800,275900,2380,100,252,12,1204,0,897,247,17,0,0,25512,0.0460188
494,340461476,gambiae2,1024,11731,666,2890,8175,12174,5463,238871,570240,285120,2391,118,263,6,1207,0,961,246,25,0,0,25729,0.0462341
495,340461476,gambiae2,1024,11761,679,2898,8184,12157,5388,239152,568360,284180,2379,124,261,8,1204,0,937,215,22,0,0,25448,0.0451196
496,340461476,gambiae2,1024,11783,686,2874,8223,12071,5353,238926,549600,274800,2353,109,273,8,1242,0,954,236,30,0,0,25674,0.0447744
497,340461476,gambiae2,1025,11734,679,2895,8160,12062,5455,239414,561440,280720,2398,114,286,12,1145,0,923,234,37,0,0,25186,0.046714
498,340461476,gambiae2,1025,11764,685,2925,8154,12072,5436,238861,574960,287480,2323,116,263,11,1205,0,906,244,25,0,0,25739,0.0448596
499,340461476,gambiae2,1025,11727,682,2904,8141,12131,5392,238860,555960,277980,2395,102,277,11,1204,0,969,240,32,0,0,25740,0.0447666
500,340461476,gambiae2,1024,11721,682,2883,8156,12114,5574,239256,575160,287580,2364,104,295,14,1236,0,946,263,33,0,0,25344,0.0462983
501,340461476,gambiae2,1024,11777,680,2876,8221,12126,5511,239386,553480,276740,2328,125,262,17,1234,0,913,241,24,0,0,25214,0.0440643
502,340461476,gambiae2,1024,11842,659,2883,8300,12218,5555,238979,559960,279980,2392,95,261,7,1272,0,943,235,29,0,0,25621,0.0455554
503,340461476,gambiae2,1024,11823,652,2955,8216,12187,5661,239080,563200,281600,2415,108,271,11,1163,0,909,255,18,0,0,25520,0.0457551
504,340461476,gambiae2,1024,11926,647,2977,8302,12214,5584,239061,564160,282080,2361,123,272,15,1295,0,930,231,31,0,0,25539,0.0453125
505,340461476,gambiae2,1024,11955,638,3021,8296,12232,5413,239309,568840,284420,2456,98,279,10,1217,0,929,231,28,0,0,25291,0.0452691
506,340461476,gambiae2,1024,11951,623,3043,8285,12225,5378,239169,567280,283640,2411,105,269,14,1239,0,961,245,37,0,0,25431,0.0444607
507,340461476,gambiae2,1025,11832,608,3022,8202,12223,5544,239099,565200,282600,2477,125,249,14,1126,0,944,271,30,0,0,25501,0.0448297
508,340461476,gambiae2,1025,11822,603,3027,8192,12150,5499,239321,584840,292420,2408,93,287,11,1223,0,963,251,19,0,0,25279,0.0451185
509,340461476,gambiae2,1025,11832,576,3056,8200,12211,5399,238618,560800,280400,2427,92,250,10,1224,0,943,246,25,0,0,25982,0.0432238
510,340461476,gambiae2,1025,11797,582,3052,8163,12233,5373,239359,570320,285160,2378,109,279,12,1211,0,981,240,25,0,0,25241,0.0463302
511,340461476,gambiae2,1025,11830,595,3038,8197,12236,5342,239002,563040,281520,2435,114,255,7,1205,0,916,231,25,0,0,25598,0.0442576
512,340461476,gambiae2,1025,11834,604,3018,8212,12193,5429,239137,559520,279760,2392,100,252,11,1190,0,933,227,26,0,0,25463,0.0454639
513,340461476,gambiae2,1025,11778,628,3026,8124,12250,5498,238818,575240,287620,2406,103,296,12,1149,0,927,260,18,0,0,25782,0.0455086
514,340461476,gambiae2,1025,11709,630,3025,8054,12251,5459,239052,568240,284120,2372,92,266,9,1214,0,966,280,37,0,0,25548,0.0448196
515,340461476,gambiae2,1025,11765,637,3047,8081,12206,5405,238978,556760,278380,2383,109,286,13,1232,0,898,249,29,0,0,25622,0.0449599
516,340461476,gambiae2,1025,11771,635,3001,8135,12164,5335,239069,573680,286840,2388,118,278,10,1215,0,949,236,24,0,0,25531,0.0460198
517,340461476,gambiae2,1025,11713,620,2999,8094,12223,5468,238920,550360,275180,2330,104,265,5,1154,0,961,225,26,0,0,25680,0.0445039
518,340461476,gambiae2,1024,11615,620,2956,8039,12239,5430,239015,549240,274620,2274,106,274,8,1158,0,999,239,18,0,0,25585,0.0466604
519,340461476,gambiae2,1025,11616,629,2928,8059,12283,5464,239022,577800,288900,2368,96,262,11,1218,0,910,276,31,0,0,25578,0.0465825
520,340461476,gambiae2,1025,11558,629,2937,7992,12259,5495,239037,552280,276140,2388,111,259,12,1153,0,921,255,35,0,0,25563,0.0442679
521,340461476,gambiae2,1024,11669,625,2969,8075,12337,5375,238664,546760,273380,2248,103,269,17,1234,0,861,229,33,0,0,25936,0.0462863
522,340461476,gambiae2,1024,11655,641,2944,8070,12361,5432,239293,566880,283440,2406,107,283,7,1191,0,937,246,22,0,0,25307,0.0474358
523,340461476,gambiae2,1024,11625,649,2939,8037,12352,5406,238776,552240,276120,2339,94,261,15,1201,0,961,236,34,0,0,25824,0.0446426
524,340461476,gambiae2,1024,11654,645,2904,8105,12365,5380,238964,550480,275240,2361,104,233,8,1198,0,896,250,23,0,0,25636,0.0467623
525,340461476,gambiae2,1025,11670,635,2894,8141,12275,5320,239130,566280,283140,2368,96,254,13,1214,0,941,223,34,0,0,25470,0.0465703
526,340461476,gambiae2,1025,11648,633,2914,8101,12267,5364,239153,554960,277480,2359,107,268,11,1192,0,949,240,25,0,0,25447,0.0449778
527,340461476,gambiae2,1025,11667,609,2955,8103,12221,5388,238931,544280,272140,2340,114,266,12,1204,0,919,236,30,0,0,25669,0.0458538
528,340461476,gambiae2,1024,11662,592,2974,8096,12175,5514,239297,571040,285520,2421,97,260,12,1188,0,914,251,28,0,0,25303,0.0471614
529,340461476,gambiae2,1024,11647,592,2962,8093,12122,5518,238790,554520,277260,2342,98,267,10,1206,0,952,241,28,0,0,25810,0.0443104
530,340461476,gambiae2,1024,11675,594,2981,8100,12150,5422,239002,543360,271680,2379,84,259,14,1210,0,931,231,20,0,0,25598,0.0465448
531,340461476,gambiae2,1024,11595,590,2948,8057,12138,5348,238922,564400,282200,2403,103,286,12,1203,0,1000,253,30,0,0,25678,0.0471106
532,340461476,gambiae2,1024,11564,588,2981,7995,12156,5491,239258,547520,273760,2372,102,265,9,1152,0,922,231,30,0,0,25342,0.0454961
533,340461476,gambiae2,1025,11537,613,2950,7974,12138,5512,238804,545840,272920,2382,107,258,12,1217,0,991,229,24,0,0,25796,0.0462851
534,340461476,gambiae2,1025,11568,602,2984,7982,12237,5385,239073,555760,277880,2340,91,265,14,1224,0,920,246,27,0,0,25527,0.0472593
535,340461476,gambiae2,1025,11551,594,2982,7975,12248,5424,238831,547600,273800,2389,109,250,5,1168,0,906,250,29,0,0,25769,0.0459317
536,340461476,gambiae2,1024,11519,603,2951,7965,12291,5399,238974,551800,275900,2366,106,254,4,1178,0,925,260,25,0,0,25626,0.0470581
537,340461476,gambiae2,1025,11587,601,2979,8007,12157,5414,239128,561040,280520,2358,95,241,9,1222,0,918,222,14,0,0,25472,0.0464407
538,340461476,gambiae2,1025,11634,609,2983,8042,12154,5400,239069,545680,272840,2365,94,264,18,1179,0,871,241,20,0,0,25531,0.0454014
539,340461476,gambiae2,1025,11560,620,2978,7962,12144,5413,238864,548760,274380,2333,95,256,9,1158,0,952,256,24,0,0,25736,0.0467875
540,340461476,gambiae2,1025,11558,622,2961,7975,12180,5428,239229,566680,283340,2367,100,261,13,1195,0,909,260,28,0,0,25371,0.0468985
541,340461476,gambiae2,1025,11555,634,2977,7944,12202,5404,239161,551280,275640,2399,109,246,11,1200,0,952,218,33,0,0,25439,0.0447713
542,340461476,gambiae2,1025,11540,625,2964,7951,12195,5406,239223,542600,271300,2313,110,268,7,1178,0,938,229,26,0,0,25377,0.0461453
543,340461476,gambiae2,1025,11536,621,2951,7964,12214,5362,238902,550400,275200,2293,101,306,9,1197,0,935,234,32,0,0,25698,0.0467693
544,340461476,gambiae2,1025,11459,612,2978,7869,12257,5409,239366,557000,278500,2350,113,257,10,1152,0,929,270,30,0,0,25234,0.0466897
545,340461476,gambiae2,1025,11466,598,2993,7875,12250,5391,238742,548240,274120,2387,118,228,5,1177,0,895,250,25,0,0,25858,0.0453034
546,340461476,gambiae2,1025,11528,594,2996,7938,12156,5366,238731,546240,273120,2327,96,272,6,1236,0,916,241,17,0,0,25869,0.0471655
547,340461476,gambiae2,1026,11483,590,3014,7879,12196,5328,239203,549000,274500,2379,87,252,6,1160,0,932,247,26,0,0,25397,0.0473583
548,340461476,gambiae2,1026,11562,589,3005,7968,12075,5379,238778,545880,272940,2309,107,262,15,1246,0,884,256,27,0,0,25822,0.0462605
549,340461476,gambiae2,1026,11564,606,2950,8008,11966,5361,239209,547520,273760,2323,82,291,15,1213,0,944,234,33,0,0,25391,0.0473034
550,340461476,gambiae2,1026,11569,638,2887,8044,11996,5351,239143,547000,273500,2350,104,235,11,1210,0,952,229,24,0,0,25457,0.0463746
551,340461476,gambiae2,1026,11621,632,2943,8046,11983,5355,239307,541520,270760,2335,108,261,11,1192,0,906,212,22,0,0,25293,0.0465393
552,340461476,gambiae2,1026,11668,628,2940,8100,12013,5338,239071,554520,277260,2353,99,266,14,1197,0,917,212,21,0,0,25529,0.0467074
553,340461476,gambiae2,1026,11644,606,2969,8069,12062,5387,238887,562400,281200,2371,99,265,12,1156,0,920,231,29,0,0,25713,0.046038
554,340461476,gambiae2,1025,11706,589,3005,8112,12052,5444,238927,554640,277320,2385,108,262,8,1240,0,921,236,21,0,0,25673,0.0457201
555,340461476,gambiae2,1025,11704,601,3009,8094,12078,5398,238758,561760,280880,2431,103,288,6,1191,0,921,241,31,0,0,25842,0.0462877
556,340461476,gambiae2,1025,11651,619,2974,8058,12064,5374,239115,562840,281420,2409,89,261,11,1189,0,929,281,32,0,0,25485,0.0460019
557,340461476,gambiae2,1025,11693,630,2973,8090,12083,5490,239021,551560,275780,2392,114,233,14,1161,0,855,239,25,0,0,25579,0.0452793
558,340461476,gambiae2,1025,11626,622,2935,8069,12068,5460,238585,572240,286120,2416,117,259,7,1213,0,974,276,30,0,0,26015,0.0463757
559,340461476,gambiae2,1025,11576,621,2943,8012,12112,5503,238822,557880,278940,2383,99,277,13,1203,0,961,266,26,0,0,25778,0.0454617
560,340461476,gambiae2,1024,11590,611,2948,8031,12113,5549,239209,543440,271720,2281,98,256,10,1199,0,931,228,26,0,0,25391,0.0462071
561,340461476,gambiae2,1024,11673,607,2966,8100,12174,5409,238852,560520,280260,2393,97,280,9,1275,0,916,242,34,0,0,25748,0.0467227
562,340461476,gambiae2,1023,11748,597,3004,8147,12095,5402,239117,553520,276760,2367,99,273,15,1258,0,919,241,23,0,0,25483,0.0459359
563,340461476,gambiae2,1023,11681,609,3026,8046,12081,5415,239443,549080,274540,2397,104,251,15,1193,0,982,242,36,0,0,25157,0.0460381
564,340461476,gambiae2,1023,11731,619,3028,8084,12087,5408,238873,549040,274520,2356,107,250,13,1278,0,963,241,24,0,0,25727,0.0458166
565,340461476,gambiae2,1023,11658,623,3023,8012,12237,5475,239502,562640,281320,2425,102,280,11,1141,0,932,246,36,0,0,25098,0.0468582
566,340461476,gambiae2,1023,11640,604,2996,8040,12300,5526,239049,550240,275120,2288,126,260,7,1190,0,933,245,30,0,0,25551,0.0446076
567,340461476,gambiae2,1023,11587,623,2950,8014,12375,5411,238895,550120,275060,2359,90,251,7,1164,0,951,236,30,0,0,25705,0.0464361
568,340461476,gambiae2,1023,11658,619,2937,8102,12338,5361,238930,570600,285300,2321,100,284,13,1266,0,935,224,36,0,0,25670,0.0467262
569,340461476,gambiae2,1023,11599,634,2954,8011,12307,5503,239269,541120,270560,2390,106,286,11,1158,0,952,237,28,0,0,25331,0.0449877
570,340461476,gambiae2,1023,11621,622,2971,8028,12284,5459,238910,548960,274480,2318,102,256,16,1219,0,913,251,33,0,0,25690,0.0468122
571,340461476,gambiae2,1023,11678,627,2977,8074,12395,5476,238938,568880,284440,2396,106,266,12,1204,0,893,236,18,0,0,25662,0.0467976
572,340461476,gambiae2,1023,11667,611,2997,8059,12345,5438,239056,555320,277660,2357,104,288,7,1193,0,935,235,34,0,0,25544,0.0451097
573,340461476,gambiae2,1024,11705,598,3007,8100,12338,5403,239316,545880,272940,2350,105,255,10,1248,0,936,245,29,0,0,25284,0.0459987
574,340461476,gambiae2,1024,11631,586,3008,8037,12308,5394,238880,571880,285940,2469,110,257,11,1172,0,953,260,33,0,0,25720,0.0463179
575,340461476,gambiae2,1024,11634,587,2985,8062,12257,5361,239151,554120,277060,2321,90,258,12,1213,0,938,252,20,0,0,25449,0.0449745
576,340461476,gambiae2,1024,11530,590,2925,8015,12222,5322,239225,536600,268300,2390,81,234,10,1188,0,989,280,23,0,0,25375,0.0459269
