Time,Year,Node_ID,Coital_Act_ID,Rel_ID,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,A_ID,B_ID,A_Gender,B_Gender,A_Age,B_Age,A_Is_Infected,B_Is_Infected,Did_Use_Condom,Risk_Multiplier,Transmission_Multiplier,Acquisition_Multiplier,Infection_Was_Transmitted,A_Num_Current_Rels,B_Num_Current_Rels,A_Is_Circumcised,B_Is_Circumcised,A_Has_CoInfection,B_Has_CoInfection,A_HIV_Infection_Stage,B_HIV_Infection_Stage,A_Is_On_ART,B_Is_On_ART
0,1960.5,1,1,1,0,F,4,13,MALE,FEMALE,22.839,22.738,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0
0,1960.5,1,2,1,0,F,4,13,MALE,FEMALE,22.839,22.738,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0
0,1960.5,1,3,1,0,F,4,13,MALE,FEMALE,22.839,22.738,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0
0,1960.5,1,4,2,0,F,4,3,MALE,FEMALE,22.839,18.0839,0,0,0,0,0,0,0,5,57,0,0,0,0,0,0,0,0
0,1960.5,1,5,2,0,F,4,3,MALE,FEMALE,22.839,18.0839,0,0,0,0,0,0,0,5,57,0,0,0,0,0,0,0,0
0,1960.5,1,6,2,0,F,4,3,MALE,FEMALE,22.839,18.0839,0,0,0,0,0,0,0,5,57,0,0,0,0,0,0,0,0
0,1960.5,1,7,3,0,F,4,49,MALE,FEMALE,22.839,16.5326,0,0,0,0,0,0,0,5,54,0,0,0,0,0,0,0,0
0,1960.5,1,8,3,0,F,4,49,MALE,FEMALE,22.839,16.5326,0,0,0,0,0,0,0,5,54,0,0,0,0,0,0,0,0
0,1960.5,1,9,3,0,F,4,49,MALE,FEMALE,22.839,16.5326,0,0,0,0,0,0,0,5,54,0,0,0,0,0,0,0,0
0,1960.5,1,10,4,0,F,4,18,MALE,FEMALE,22.839,20.0068,0,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0
0,1960.5,1,11,5,0,F,4,14,MALE,FEMALE,22.839,25.5959,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0
0,1960.5,1,12,5,0,F,4,14,MALE,FEMALE,22.839,25.5959,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0
0,1960.5,1,13,6,0,F,5,18,MALE,FEMALE,16.6186,20.0068,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0
0,1960.5,1,14,6,0,F,5,18,MALE,FEMALE,16.6186,20.0068,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0
0,1960.5,1,15,6,0,F,5,18,MALE,FEMALE,16.6186,20.0068,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0
0,1960.5,1,16,6,0,F,5,18,MALE,FEMALE,16.6186,20.0068,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0
0,1960.5,1,17,7,0,F,5,13,MALE,FEMALE,16.6186,22.738,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0
0,1960.5,1,18,7,0,F,5,13,MALE,FEMALE,16.6186,22.738,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0
0,1960.5,1,19,7,0,F,5,13,MALE,FEMALE,16.6186,22.738,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0
0,1960.5,1,20,7,0,F,5,13,MALE,FEMALE,16.6186,22.738,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0
