Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_previous_num_coital_acts,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_previous_num_coital_acts,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,0,12335.6,0,F,1,1,4,0,0,22.839,0,1,1,0,0,0,1,1,1,0,0,0,13,0,1,22.738,0,1,1,0,0,0,1,1,1,0,0,0
2,0,2283.42,0,F,1,1,4,0,0,22.839,0,2,2,0,0,0,2,2,1,0,0,0,3,0,1,18.0839,0,1,1,0,0,0,1,1,1,0,0,0
3,0,5298.6,0,F,1,1,4,0,0,22.839,0,3,3,0,0,0,3,3,1,0,0,0,49,0,1,16.5326,0,1,1,0,0,0,1,1,1,0,0,0
4,0,4772.89,0,F,1,1,4,0,0,22.839,0,4,4,0,0,0,4,4,1,0,0,0,18,0,1,20.0068,0,1,1,0,0,0,1,1,1,0,0,0
5,0,6637.7,0,F,1,1,4,0,0,22.839,0,5,5,0,0,0,5,5,1,0,0,0,14,0,1,25.5959,0,1,1,0,0,0,1,1,1,0,0,0
6,0,1811.29,0,F,1,1,5,0,0,16.6186,0,1,1,0,0,0,1,1,1,0,0,0,18,0,1,20.0068,0,2,2,0,0,0,2,2,1,0,0,0
7,0,9722,0,F,1,1,5,0,0,16.6186,0,2,2,0,0,0,2,2,1,0,0,0,13,0,1,22.738,0,2,2,0,0,0,2,2,1,0,0,0
8,0,9284.4,0,F,1,1,5,0,0,16.6186,0,3,3,0,0,0,3,3,1,0,0,0,3,0,1,18.0839,0,2,2,0,0,0,2,2,1,0,0,0
9,0,7845.04,0,F,1,1,5,0,0,16.6186,0,4,4,0,0,0,4,4,1,0,0,0,49,0,1,16.5326,0,2,2,0,0,0,2,2,1,0,0,0
10,0,7584.11,0,F,1,1,9,0,0,30.8958,0,1,1,0,0,0,1,1,1,0,0,0,18,0,1,20.0068,0,3,3,0,0,0,3,3,1,0,0,0
11,0,1981.15,0,F,1,1,9,0,0,30.8958,0,2,2,0,0,0,2,2,1,0,0,0,25,0,1,27.6787,0,1,1,0,0,0,1,1,1,0,0,0
12,0,6332.14,0,F,1,1,9,0,0,30.8958,0,3,3,0,0,0,3,3,1,0,0,0,112,0,1,36.0726,0,1,1,0,0,0,1,1,1,0,0,0
13,0,11754.9,0,F,1,1,9,0,0,30.8958,0,4,4,0,0,0,4,4,1,0,0,0,74,0,1,30.2963,0,1,1,0,0,0,1,1,1,0,0,0
14,0,7783.83,0,F,1,1,9,0,0,30.8958,0,5,5,0,0,0,5,5,1,0,0,0,3,0,1,18.0839,0,3,3,0,0,0,3,3,1,0,0,0
15,0,14572.3,0,F,1,1,9,0,0,30.8958,0,6,6,0,0,0,6,6,1,0,0,0,13,0,1,22.738,0,3,3,0,0,0,3,3,1,0,0,0
16,0,1642.82,0,F,1,1,9,0,0,30.8958,0,7,7,0,0,0,7,7,1,0,0,0,14,0,1,25.5959,0,2,2,0,0,0,2,2,1,0,0,0
17,0,6672.25,0,F,1,1,9,0,0,30.8958,0,8,8,0,0,0,8,8,1,0,0,0,49,0,1,16.5326,0,3,3,0,0,0,3,3,1,0,0,0
18,0,11243.8,0,F,1,1,12,0,0,39.5016,0,1,1,0,0,0,1,1,1,0,0,0,25,0,1,27.6787,0,2,2,0,0,0,2,2,1,0,0,0
19,0,1868.15,0,F,1,1,12,0,0,39.5016,0,2,2,0,0,0,2,2,1,0,0,0,74,0,1,30.2963,0,2,2,0,0,0,2,2,1,0,0,0
20,0,9525.04,0,F,1,1,12,0,0,39.5016,0,3,3,0,0,0,3,3,1,0,0,0,18,0,1,20.0068,0,4,4,0,0,0,4,4,1,0,0,0
21,0,2264.69,0,F,1,1,12,0,0,39.5016,0,4,4,0,0,0,4,4,1,0,0,0,26,0,1,34.5409,0,1,1,0,0,0,1,1,1,0,0,0
22,0,10574.5,0,F,1,1,12,0,0,39.5016,0,5,5,0,0,0,5,5,1,0,0,0,14,0,1,25.5959,0,3,3,0,0,0,3,3,1,0,0,0
23,0,3921.39,0,F,1,1,12,0,0,39.5016,0,6,6,0,0,0,6,6,1,0,0,0,112,0,1,36.0726,0,2,2,0,0,0,2,2,1,0,0,0
24,0,11098.4,0,F,1,1,17,0,0,32.9648,0,1,1,0,0,0,1,1,1,0,0,0,74,0,1,30.2963,0,3,3,0,0,0,3,3,1,0,0,0
25,0,11300.1,0,F,1,1,17,0,0,32.9648,0,2,2,0,0,0,2,2,1,0,0,0,25,0,1,27.6787,0,3,3,0,0,0,3,3,1,0,0,0
26,0,1262.57,0,F,1,1,17,0,0,32.9648,0,3,3,0,0,0,3,3,1,0,0,0,49,0,1,16.5326,0,4,4,0,0,0,4,4,1,0,0,0
27,0,3985.28,0,F,1,1,17,0,0,32.9648,0,4,4,0,0,0,4,4,1,0,0,0,14,0,1,25.5959,0,4,4,0,0,0,4,4,1,0,0,0
28,0,5817.84,0,F,1,1,17,0,0,32.9648,0,5,5,0,0,0,5,5,1,0,0,0,13,0,1,22.738,0,4,4,0,0,0,4,4,1,0,0,0
29,0,6888.54,0,F,1,1,17,0,0,32.9648,0,6,6,0,0,0,6,6,1,0,0,0,26,0,1,34.5409,0,2,2,0,0,0,2,2,1,0,0,0
