Time,Node_ID,Event_Name,Individual_ID,Age,Gender,Infected,Infectiousness,QualityOfCare,Risk
150,340461476,PropertyChange,553,2203.51,M,0,0,Good,HIGH
150,340461476,PropertyChange,577,6015.99,M,0,0,Bad,HIGH
150,340461476,PropertyChange,582,1110.96,M,0,0,OK,HIGH
150,340461476,PropertyChange,594,4935.57,F,0,0,Bad,HIGH
150,340461476,PropertyChange,622,2156.51,M,0,0,Good,HIGH
150,340461476,PropertyChange,628,2968.5,F,0,0,OK,HIGH
150,340461476,PropertyChange,630,6394.8,F,0,0,OK,HIGH
150,340461476,PropertyChange,633,28365.3,M,0,0,Bad,HIGH
150,340461476,PropertyChange,636,17765.6,M,0,0,OK,HIGH
150,340461476,PropertyChange,641,1743.94,F,0,0,OK,HIGH
150,340461476,PropertyChange,659,715.536,M,0,0,Bad,HIGH
150,340461476,PropertyChange,676,7816.25,M,0,0,Good,HIGH
150,340461476,PropertyChange,682,18421.3,F,0,0,OK,HIGH
150,340461476,PropertyChange,684,1067.39,F,0,0,Bad,HIGH
150,340461476,PropertyChange,686,12889.9,M,0,0,Good,HIGH
150,340461476,PropertyChange,690,4520.67,F,0,0,OK,HIGH
150,340461476,PropertyChange,693,1205.55,M,0,0,Good,HIGH
150,340461476,PropertyChange,700,6355.77,M,0,0,OK,HIGH
150,340461476,PropertyChange,731,3393.49,F,0,0,OK,HIGH
150,340461476,PropertyChange,732,6767.66,M,0,0,Good,HIGH
150,340461476,PropertyChange,758,1817.23,F,0,0,Good,HIGH
150,340461476,PropertyChange,776,2295.91,F,0,0,OK,HIGH
150,340461476,PropertyChange,805,17949.6,F,0,0,OK,HIGH
150,340461476,PropertyChange,832,9058.61,M,0,0,OK,HIGH
150,340461476,PropertyChange,845,2059.23,M,0,0,Good,HIGH
150,340461476,PropertyChange,846,3983.38,F,0,0,OK,HIGH
150,340461476,PropertyChange,863,12655.9,M,0,0,OK,HIGH
150,340461476,PropertyChange,864,4895.44,M,0,0,Good,HIGH
150,340461476,PropertyChange,867,4590.65,F,0,0,OK,HIGH
150,340461476,PropertyChange,874,2935.83,F,0,0,OK,HIGH
150,340461476,PropertyChange,875,10795.5,M,0,0,OK,HIGH
150,340461476,PropertyChange,883,2563.38,M,0,0,OK,HIGH
150,340461476,PropertyChange,895,1771.89,M,0,0,Bad,HIGH
150,340461476,PropertyChange,897,7071.35,F,0,0,Bad,HIGH
150,340461476,PropertyChange,928,1394.74,M,0,0,Good,HIGH
150,340461476,PropertyChange,942,12579.7,M,0,0,Bad,HIGH
150,340461476,HappyBirthday,959,1825.24,M,0,0,Good,LOW
150,340461476,PropertyChange,984,5802.22,M,0,0,Bad,HIGH
150,340461476,PropertyChange,988,5272.1,F,0,0,Bad,HIGH
150,340461476,PropertyChange,993,1516.94,M,0,0,Bad,HIGH
151,340461476,HappyBirthday,192,1460.72,M,0,0,Bad,LOW
151,340461476,HappyBirthday,260,5110.73,F,0,0,Good,HIGH
152,340461476,HappyBirthday,91,2920.95,M,0,0,Good,LOW
152,340461476,HappyBirthday,282,2190.7,M,0,0,Bad,LOW
152,340461476,HappyBirthday,754,16425.7,M,0,0,OK,LOW
152,340461476,HappyBirthday,939,2190.66,F,0,0,OK,LOW
154,340461476,HappyBirthday,716,17520.1,F,0,0,Bad,LOW
154,340461476,HappyBirthday,756,365.948,M,0,0,Bad,LOW
155,340461476,HappyBirthday,145,19710.7,M,0,0,Bad,LOW
155,340461476,HappyBirthday,485,17885.1,M,0,0,Bad,LOW
155,340461476,HappyBirthday,635,6205.06,M,0,0,Bad,LOW
156,340461476,HappyBirthday,698,5110.84,F,0,0,Bad,LOW
156,340461476,HappyBirthday,862,3650.6,F,0,0,OK,LOW
156,340461476,HappyBirthday,908,37596,M,0,0,Bad,LOW
157,340461476,HappyBirthday,764,9490.95,M,0,0,OK,LOW
158,340461476,HappyBirthday,10,12410.1,M,0,0,OK,LOW
158,340461476,HappyBirthday,560,8030.47,M,0,0,OK,LOW
158,340461476,HappyBirthday,664,2190.54,M,0,0,OK,LOW
158,340461476,HappyBirthday,758,1825.23,F,0,0,Good,HIGH
159,340461476,HappyBirthday,93,6935.41,F,0,0,Bad,LOW
159,340461476,HappyBirthday,420,5840.01,M,0,0,Bad,LOW
160,340461476,HappyBirthday,186,8030.98,M,0,0,Bad,LOW
160,340461476,HappyBirthday,238,5110.5,F,0,0,OK,LOW
161,340461476,HappyBirthday,183,7665.64,F,0,0,Bad,LOW
161,340461476,HappyBirthday,289,3650.26,F,0,0,Good,LOW
161,340461476,HappyBirthday,395,23360,M,0,0,Good,LOW
161,340461476,HappyBirthday,708,10585.1,M,0,0,Bad,LOW
161,340461476,HappyBirthday,929,1460.55,M,0,0,Bad,LOW
162,340461476,HappyBirthday,110,9490.38,M,0,0,OK,LOW
164,340461476,HappyBirthday,463,2555.88,M,0,0,OK,LOW
165,340461476,HappyBirthday,659,730.536,M,0,0,Bad,HIGH
165,340461476,HappyBirthday,781,31025.7,M,0,0,OK,LOW
165,340461476,HappyBirthday,907,1460.65,M,0,0,Bad,LOW
166,340461476,HappyBirthday,310,730.92,M,0,0,OK,HIGH
166,340461476,HappyBirthday,372,730.21,F,0,0,OK,LOW
166,340461476,HappyBirthday,596,2555.17,M,0,0,Bad,LOW
167,340461476,HappyBirthday,164,10585.5,F,0,0,Bad,LOW
167,340461476,HappyBirthday,588,365.987,F,0,0,OK,LOW
167,340461476,HappyBirthday,745,20075.2,M,0,0,OK,LOW
167,340461476,HappyBirthday,831,1095.42,F,0,0,OK,LOW
168,340461476,HappyBirthday,26,8030.72,F,0,0,Bad,LOW
168,340461476,HappyBirthday,152,4380.74,F,0,0,Bad,LOW
168,340461476,HappyBirthday,205,1825.82,F,0,0,OK,LOW
168,340461476,HappyBirthday,233,3285.68,M,0,0,OK,LOW
169,340461476,HappyBirthday,245,18250.5,F,0,0,Bad,LOW
170,340461476,HappyBirthday,49,12775.5,M,0,0,Bad,LOW
170,340461476,HappyBirthday,106,1095.34,F,0,0,Good,LOW
170,340461476,HappyBirthday,365,4015.4,F,0,0,Bad,LOW
170,340461476,HappyBirthday,871,5110.79,M,0,0,Bad,LOW
171,340461476,HappyBirthday,530,9855.16,M,0,0,Good,LOW
172,340461476,HappyBirthday,72,2920.14,M,0,0,Bad,LOW
172,340461476,HappyBirthday,281,4745.49,F,0,0,OK,LOW
173,340461476,HappyBirthday,222,20805.5,M,0,0,Bad,LOW
173,340461476,HappyBirthday,481,1460.6,F,0,0,OK,HIGH
174,340461476,HappyBirthday,45,2920.15,M,0,0,Bad,LOW
175,340461476,HappyBirthday,220,2190.62,F,0,0,Bad,LOW
175,340461476,HappyBirthday,461,4380.71,F,0,0,Good,HIGH
175,340461476,HappyBirthday,963,365.592,M,0,0,Bad,LOW
176,340461476,HappyBirthday,258,365.846,M,0,0,OK,LOW
176,340461476,HappyBirthday,549,24820.5,M,0,0,Bad,LOW
176,340461476,HappyBirthday,752,17155.3,M,0,0,OK,LOW
176,340461476,HappyBirthday,826,25915.8,F,0,0,Bad,LOW
176,340461476,HappyBirthday,837,1095.84,M,0,0,Bad,LOW
176,340461476,HappyBirthday,858,6205.04,M,0,0,OK,LOW
177,340461476,HappyBirthday,62,34310.5,M,0,0,OK,LOW
178,340461476,HappyBirthday,69,5475.81,M,0,0,OK,LOW
178,340461476,HappyBirthday,89,9855.99,F,0,0,Good,LOW
178,340461476,HappyBirthday,101,9490.47,F,0,0,Bad,HIGH
178,340461476,HappyBirthday,119,11680.7,F,0,0,Bad,LOW
178,340461476,HappyBirthday,684,1095.39,F,0,0,Bad,HIGH
179,340461476,HappyBirthday,699,9125.28,M,0,0,Bad,LOW
179,340461476,HappyBirthday,773,2920.75,M,0,0,Bad,LOW
