Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,arabiensis_AvailableHabitat,funestus_AvailableHabitat,gambiae_AvailableHabitat,arabiensis_EggCrowdingCorrection,funestus_EggCrowdingCorrection,gambiae_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
0,25,1,90,0,0,90,88,0,0,6000,3000,25,0,3,0,0,0,10,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,23,15,179,0,0,179,187,0,0,11400,5700,49,0,7,0,0,0,21,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,21,0,362,0,0,362,343,0,0,25800,12900,0,0,0,0,0,0,38,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,19,10,91,0,0,91,89,0,0,6600,3300,25,0,7,0,0,0,9,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,17,5,176,0,0,176,168,0,0,11200,5600,45,0,8,0,0,0,24,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,15,5,90,0,0,90,90,0,0,5000,2500,20,0,5,0,0,0,10,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,13,10,88,0,0,88,90,0,0,5200,2600,19,0,5,0,0,0,12,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,11,10,184,0,0,184,173,0,0,14000,7000,53,0,10,0,0,0,16,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,9,10,87,0,0,87,88,0,0,5600,2800,23,0,3,0,0,0,13,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,7,0,87,0,0,87,86,0,0,5600,2800,0,0,0,0,0,0,13,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,5,15,47,0,0,47,47,0,0,3000,1500,13,0,2,0,0,0,3,0,0,1375.71,74.625,152.857,1,1,1,0,0,0
0,3,1,92,0,0,92,97,0,0,7400,3700,27,0,8,0,0,0,8,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,1,5,94,0,0,94,86,0,0,5400,2700,21,0,5,0,0,0,6,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,26,0,904,0,0,904,892,0,0,54800,27400,0,0,0,0,0,0,96,0,0,55028.4,2985,6114.27,1,1,1,0,0,0
0,24,10,89,0,0,89,89,0,0,4800,2400,18,0,6,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
