Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
153,1,11,15.3868,16,0,1068,13988,21.0136,21.7015,BROKEUP
62,1,5,17.7692,18,0,11398,7207,30.8928,26.369,BROKEUP
76,1,7,21.9655,22,0,1272,7903,36.7621,25.0227,BROKEUP
293,1,21,27.2544,28,0,7939,7408,17.9967,17.3181,BROKEUP
168,1,12,33.7076,34,0,11368,14619,54.3636,46.7453,BROKEUP
277,1,20,35.7166,36,0,15166,5517,19.7343,20.5186,BROKEUP
374,1,28,35.5109,36,0,16339,11291,22.8156,17.5343,BROKEUP
391,1,29,36.5131,37,0,3874,14224,23.5664,16.2747,BROKEUP
191,1,13,39.0642,40,0,2829,6220,22.9936,19.0572,BROKEUP
53,1,4,40.6638,41,0,4924,17292,39.7208,33.6907,BROKEUP
533,1,40,41.0248,42,0,16395,8268,18.8196,16.3824,BROKEUP
408,1,30,42.4341,43,0,14871,15440,51.0896,48.7298,BROKEUP
114,1,9,43.1413,44,0,9165,6472,19.1342,21.3002,BROKEUP
276,1,20,43.3262,44,0,12187,14996,17.099,18.0095,BROKEUP
141,1,10,45.6224,46,0,9266,8412,28.6862,27.9181,BROKEUP
314,1,23,48.7571,49,0,6361,6324,23.212,17.3438,BROKEUP
25,1,2,49.722,50,0,5259,9753,36.5723,31.9927,BROKEUP
601,1,44,49.6258,50,0,11973,12256,22.439,19.198,BROKEUP
453,1,34,51.4448,52,0,12373,15863,30.5521,29.636,BROKEUP
382,1,28,54.1511,55,0,2723,15588,39.2378,33.1223,BROKEUP
88,1,7,55.3801,56,1,5275,6586,25.8272,24.9861,BROKEUP
728,1,55,56.4571,57,0,8719,1343,33.2836,28.0658,BROKEUP
438,1,33,58.1083,59,0,12146,1583,35.2205,28.6668,BROKEUP
254,1,18,60.4061,61,0,3037,11896,21.6119,23.074,BROKEUP
425,1,32,60.6813,61,0,2903,11655,49.4601,46.5322,BROKEUP
622,1,46,60.591,61,0,1837,7065,27.1436,17.3833,BROKEUP
730,1,55,60.312,61,0,14859,5652,27.9032,34.319,BROKEUP
321,1,23,61.9973,62,1,13135,14562,24.0619,28.2549,BROKEUP
223,1,16,63.454,64,0,15882,16183,47.4196,35.1702,BROKEUP
158,1,11,65.9715,66,0,12649,2826,40.0552,30.8834,BROKEUP
303,1,22,65.5795,66,0,1040,13516,22.9728,16.1892,BROKEUP
40,1,3,66.5965,67,0,16160,2765,31.0576,29.9205,BROKEUP
