Time,ID,FromNodeID,ToNodeID,State,Species,Age,Population
365,6136388,25,20,STATE_ADULT,arabiensis,6,1
365,4609332,25,20,STATE_ADULT,arabiensis,5,1
365,4677556,25,19,STATE_ADULT,arabiensis,1,1
365,5625194,25,24,STATE_ADULT,arabiensis,29,1
365,4576468,25,20,STATE_INFECTED,arabiensis,7,1
365,6125391,25,24,STATE_ADULT,arabiensis,6,1
365,4459104,25,24,STATE_INFECTED,arabiensis,14,1
365,8093794,25,20,STATE_INFECTIOUS,arabiensis,20,1
365,4642300,25,24,STATE_ADULT,arabiensis,3,1
365,4693754,25,20,STATE_ADULT,arabiensis,0,1
365,4658888,25,24,STATE_ADULT,arabiensis,2,1
365,5892333,25,19,STATE_ADULT,arabiensis,18,1
365,4693676,25,24,STATE_ADULT,arabiensis,0,1
365,8290717,25,19,STATE_ADULT,arabiensis,13,1
365,4576130,25,19,STATE_ADULT,arabiensis,7,1
365,6078643,25,24,STATE_ADULT,arabiensis,8,1
365,8444170,25,24,STATE_ADULT,arabiensis,9,1
365,4693546,25,24,STATE_ADULT,arabiensis,0,1
365,8567019,25,19,STATE_INFECTED,arabiensis,4,1
365,8131181,25,20,STATE_ADULT,arabiensis,18,1
365,4658706,25,20,STATE_ADULT,arabiensis,2,1
365,4510168,25,19,STATE_ADULT,arabiensis,11,1
365,4625140,25,20,STATE_INFECTED,arabiensis,4,1
365,4575792,25,19,STATE_ADULT,arabiensis,7,1
365,4693364,25,24,STATE_ADULT,arabiensis,0,1
365,4642014,25,19,STATE_INFECTED,arabiensis,3,1
365,4693312,25,20,STATE_ADULT,arabiensis,0,1
365,6033711,25,20,STATE_ADULT,arabiensis,8,1
365,4641962,25,24,STATE_ADULT,arabiensis,3,1
365,8444534,25,19,STATE_ADULT,arabiensis,9,1
365,4625010,25,24,STATE_INFECTED,arabiensis,4,1
365,4373226,25,19,STATE_INFECTED,arabiensis,19,1
365,6167793,25,19,STATE_ADULT,arabiensis,2,1
365,4676776,25,24,STATE_ADULT,arabiensis,1,1
365,6033512,25,20,STATE_INFECTED,arabiensis,14,1
365,6078431,25,20,STATE_ADULT,arabiensis,6,1
365,4676698,25,19,STATE_ADULT,arabiensis,1,1
365,4693026,25,19,STATE_ADULT,arabiensis,0,1
365,4658420,25,19,STATE_ADULT,arabiensis,2,1
365,6013773,25,19,STATE_ADULT,arabiensis,11,1
365,4692948,25,24,STATE_ADULT,arabiensis,0,1
365,4591730,25,19,STATE_ADULT,arabiensis,6,1
365,4692896,25,24,STATE_ADULT,arabiensis,0,1
365,4658342,25,19,STATE_ADULT,arabiensis,2,1
365,4658212,25,24,STATE_ADULT,arabiensis,2,1
365,8186068,25,20,STATE_INFECTIOUS,arabiensis,17,1
365,6076975,25,20,STATE_ADULT,arabiensis,6,1
365,4692766,25,20,STATE_ADULT,arabiensis,0,1
365,4525690,25,19,STATE_ADULT,arabiensis,10,1
365,4641572,25,20,STATE_ADULT,arabiensis,3,1
365,5883353,25,20,STATE_INFECTED,arabiensis,15,1
365,6121747,25,19,STATE_INFECTED,arabiensis,4,1
365,4676256,25,20,STATE_ADULT,arabiensis,1,1
365,6002748,25,24,STATE_ADULT,arabiensis,12,1
365,4641494,25,19,STATE_ADULT,arabiensis,3,1
365,6051365,25,24,STATE_ADULT,arabiensis,7,1
365,4624074,25,20,STATE_ADULT,arabiensis,4,1
365,6143821,25,19,STATE_ADULT,arabiensis,3,1
365,4591288,25,24,STATE_ADULT,arabiensis,6,1
365,4542330,25,19,STATE_ADULT,arabiensis,9,1
365,4692428,25,24,STATE_ADULT,arabiensis,0,1
365,4676048,25,20,STATE_ADULT,arabiensis,1,1
365,4505930,25,19,STATE_INFECTED,arabiensis,11,1
365,6074089,25,24,STATE_INFECTED,arabiensis,6,1
365,8448330,25,20,STATE_ADULT,arabiensis,9,1
365,5964343,25,19,STATE_INFECTED,arabiensis,11,1
365,4675684,25,19,STATE_ADULT,arabiensis,1,1
365,6105267,25,20,STATE_ADULT,arabiensis,7,1
365,5774725,25,19,STATE_ADULT,arabiensis,20,1
365,6017326,25,19,STATE_ADULT,arabiensis,11,1
365,4558736,25,24,STATE_ADULT,arabiensis,8,1
365,4675606,25,19,STATE_ADULT,arabiensis,1,1
365,4692116,25,24,STATE_ADULT,arabiensis,0,1
365,4590768,25,24,STATE_ADULT,arabiensis,6,1
365,5858757,25,24,STATE_INFECTED,arabiensis,16,1
365,4692038,25,24,STATE_ADULT,arabiensis,0,1
365,8490393,25,20,STATE_ADULT,arabiensis,5,1
365,4691986,25,19,STATE_ADULT,arabiensis,0,1
365,4607720,25,24,STATE_ADULT,arabiensis,5,1
365,4640636,25,19,STATE_ADULT,arabiensis,3,1
365,4657146,25,24,STATE_ADULT,arabiensis,2,1
365,4590664,25,24,STATE_ADULT,arabiensis,6,1
365,8479192,25,19,STATE_INFECTED,arabiensis,8,1
365,6028459,25,24,STATE_ADULT,arabiensis,8,1
365,8198303,25,24,STATE_INFECTIOUS,arabiensis,20,1
365,4691778,25,19,STATE_ADULT,arabiensis,0,1
365,5902701,25,19,STATE_INFECTED,arabiensis,16,1
365,4691726,25,19,STATE_ADULT,arabiensis,0,1
365,4640480,25,19,STATE_ADULT,arabiensis,3,1
365,4691674,25,24,STATE_ADULT,arabiensis,0,1
365,5946705,25,24,STATE_ADULT,arabiensis,13,1
365,4640454,25,24,STATE_ADULT,arabiensis,3,1
365,4508192,25,19,STATE_INFECTED,arabiensis,11,1
365,4371328,25,20,STATE_INFECTED,arabiensis,19,1
365,4640350,25,19,STATE_ADULT,arabiensis,3,1
365,4656964,25,24,STATE_ADULT,arabiensis,2,1
365,8645306,25,19,STATE_ADULT,arabiensis,3,1
365,4626076,25,20,STATE_ADULT,arabiensis,4,1
365,8414114,25,19,STATE_INFECTED,arabiensis,10,1
365,4675164,25,20,STATE_ADULT,arabiensis,1,1
365,8369180,25,20,STATE_INFECTED,arabiensis,11,1
365,8447498,25,20,STATE_ADULT,arabiensis,9,1
365,8383200,25,24,STATE_INFECTED,arabiensis,11,1
365,4590222,25,24,STATE_ADULT,arabiensis,6,1
365,4674956,25,20,STATE_ADULT,arabiensis,1,1
365,8448174,25,24,STATE_ADULT,arabiensis,9,1
365,6083271,25,19,STATE_ADULT,arabiensis,8,1
365,4622878,25,20,STATE_ADULT,arabiensis,4,1
365,4622852,25,19,STATE_INFECTED,arabiensis,4,1
365,4558112,25,19,STATE_ADULT,arabiensis,8,1
365,8511874,25,24,STATE_ADULT,arabiensis,7,1
365,8704352,25,24,STATE_ADULT,arabiensis,1,1
365,8547390,25,24,STATE_ADULT,arabiensis,6,1
365,4656704,25,19,STATE_ADULT,arabiensis,2,1
365,8151592,25,24,STATE_INFECTIOUS,arabiensis,18,1
365,4606992,25,19,STATE_ADULT,arabiensis,5,1
365,8381900,25,19,STATE_INFECTED,arabiensis,11,1
365,8477814,25,20,STATE_ADULT,arabiensis,8,1
365,4589832,25,24,STATE_ADULT,arabiensis,6,1
365,8511198,25,19,STATE_ADULT,arabiensis,7,1
365,4558216,25,19,STATE_ADULT,arabiensis,8,1
365,4639752,25,24,STATE_INFECTED,arabiensis,3,1
365,4690816,25,19,STATE_ADULT,arabiensis,0,1
365,8611168,25,19,STATE_ADULT,arabiensis,4,1
365,4690764,25,24,STATE_ADULT,arabiensis,0,1
365,8643720,25,20,STATE_ADULT,arabiensis,3,1
365,4573400,25,20,STATE_ADULT,arabiensis,7,1
365,7986929,25,20,STATE_INFECTIOUS,arabiensis,21,1
365,8672684,25,24,STATE_ADULT,arabiensis,2,1
365,4557020,25,20,STATE_INFECTED,arabiensis,8,1
365,4690608,25,24,STATE_ADULT,arabiensis,0,1
365,8642966,25,24,STATE_ADULT,arabiensis,3,1
365,4639544,25,24,STATE_ADULT,arabiensis,3,1
365,4589520,25,19,STATE_ADULT,arabiensis,6,1
365,4690504,25,20,STATE_ADULT,arabiensis,0,1
365,4639518,25,19,STATE_ADULT,arabiensis,3,1
365,4639492,25,19,STATE_ADULT,arabiensis,3,1
365,4656106,25,20,STATE_ADULT,arabiensis,2,1
365,6060564,25,24,STATE_ADULT,arabiensis,9,1
365,4622150,25,24,STATE_ADULT,arabiensis,4,1
365,8183858,25,19,STATE_INFECTIOUS,arabiensis,17,1
365,5901163,25,20,STATE_INFECTIOUS,arabiensis,14,1
365,4674280,25,20,STATE_ADULT,arabiensis,1,1
365,8510002,25,24,STATE_ADULT,arabiensis,7,1
365,6032281,25,20,STATE_ADULT,arabiensis,8,1
365,4655976,25,20,STATE_ADULT,arabiensis,2,1
365,5882391,25,20,STATE_ADULT,arabiensis,15,1
365,6013057,25,20,STATE_INFECTED,arabiensis,10,1
365,4639128,25,24,STATE_INFECTED,arabiensis,3,1
365,4639102,25,24,STATE_ADULT,arabiensis,3,1
365,4690088,25,19,STATE_ADULT,arabiensis,0,1
365,4673838,25,19,STATE_ADULT,arabiensis,1,1
365,4454762,25,19,STATE_INFECTIOUS,arabiensis,14,1
365,4605042,25,20,STATE_ADULT,arabiensis,5,1
365,8174337,25,20,STATE_ADULT,arabiensis,15,1
365,4689958,25,20,STATE_ADULT,arabiensis,0,1
365,4689932,25,19,STATE_ADULT,arabiensis,0,1
365,4673786,25,24,STATE_ADULT,arabiensis,1,1
365,4655742,25,24,STATE_ADULT,arabiensis,2,1
365,5597474,25,19,STATE_INFECTIOUS,arabiensis,35,1
365,6184670,25,24,STATE_ADULT,arabiensis,4,1
365,4606238,25,19,STATE_ADULT,arabiensis,5,1
365,8325495,25,24,STATE_ADULT,arabiensis,16,1
365,8611272,25,24,STATE_INFECTED,arabiensis,4,1
365,6026798,25,19,STATE_ADULT,arabiensis,11,1
365,4572464,25,20,STATE_ADULT,arabiensis,7,1
365,6006749,25,20,STATE_ADULT,arabiensis,9,1
365,4572334,25,19,STATE_ADULT,arabiensis,7,1
365,4689620,25,24,STATE_ADULT,arabiensis,0,1
365,8556173,25,20,STATE_ADULT,arabiensis,3,1
365,4655378,25,24,STATE_ADULT,arabiensis,2,1
365,8490341,25,20,STATE_ADULT,arabiensis,5,1
365,4654546,25,20,STATE_ADULT,arabiensis,2,1
365,8580451,25,24,STATE_INFECTED,arabiensis,8,1
365,4606082,25,19,STATE_ADULT,arabiensis,5,1
365,4655222,25,19,STATE_ADULT,arabiensis,2,1
365,4506268,25,20,STATE_ADULT,arabiensis,11,1
365,4672954,25,20,STATE_ADULT,arabiensis,1,1
365,4654520,25,20,STATE_ADULT,arabiensis,2,1
365,8305922,25,20,STATE_ADULT,arabiensis,13,1
365,4556422,25,19,STATE_ADULT,arabiensis,8,1
365,4655014,25,24,STATE_ADULT,arabiensis,2,1
365,8181674,25,24,STATE_ADULT,arabiensis,17,1
365,4672330,25,24,STATE_ADULT,arabiensis,1,1
365,4672356,25,19,STATE_ADULT,arabiensis,1,1
365,6270939,24,23,STATE_MALE,arabiensis,0,5
365,6270965,24,18,STATE_MALE,arabiensis,0,8
365,6270991,24,19,STATE_MALE,arabiensis,0,2
365,6271017,24,25,STATE_MALE,arabiensis,0,5
365,6271043,24,20,STATE_MALE,arabiensis,0,8
365,6271069,24,23,STATE_MALE,arabiensis,1,6
365,6271095,24,18,STATE_MALE,arabiensis,1,3
365,6271121,24,19,STATE_MALE,arabiensis,1,2
365,6271147,24,25,STATE_MALE,arabiensis,1,4
365,6271173,24,20,STATE_MALE,arabiensis,1,2
365,6271199,24,23,STATE_MALE,arabiensis,2,3
365,6271225,24,18,STATE_MALE,arabiensis,2,6
365,6271251,24,19,STATE_MALE,arabiensis,2,4
365,6271277,24,25,STATE_MALE,arabiensis,2,5
365,6271303,24,20,STATE_MALE,arabiensis,2,2
365,6271329,24,23,STATE_MALE,arabiensis,3,8
365,6271355,24,18,STATE_MALE,arabiensis,3,6
365,6271381,24,19,STATE_MALE,arabiensis,3,8
365,6271407,24,25,STATE_MALE,arabiensis,3,2
365,6271433,24,20,STATE_MALE,arabiensis,3,3
365,6271459,24,23,STATE_MALE,arabiensis,4,7
365,6271485,24,18,STATE_MALE,arabiensis,4,4
365,6271511,24,19,STATE_MALE,arabiensis,4,7
365,6271537,24,25,STATE_MALE,arabiensis,4,9
365,6271563,24,20,STATE_MALE,arabiensis,4,8
365,6271589,24,23,STATE_MALE,arabiensis,5,9
365,6271615,24,18,STATE_MALE,arabiensis,5,2
365,6271641,24,19,STATE_MALE,arabiensis,5,7
365,6271667,24,25,STATE_MALE,arabiensis,5,6
365,6271693,24,20,STATE_MALE,arabiensis,5,3
365,6271719,24,23,STATE_MALE,arabiensis,6,3
365,6271745,24,18,STATE_MALE,arabiensis,6,1
365,6271771,24,19,STATE_MALE,arabiensis,6,4
365,6271797,24,25,STATE_MALE,arabiensis,6,6
365,6271823,24,20,STATE_MALE,arabiensis,6,6
365,6271849,24,23,STATE_MALE,arabiensis,7,5
365,6271875,24,18,STATE_MALE,arabiensis,7,6
365,6271901,24,19,STATE_MALE,arabiensis,7,3
365,6271927,24,25,STATE_MALE,arabiensis,7,4
365,6271953,24,20,STATE_MALE,arabiensis,7,4
365,6271979,24,23,STATE_MALE,arabiensis,8,4
365,6272005,24,18,STATE_MALE,arabiensis,8,1
365,6272031,24,19,STATE_MALE,arabiensis,8,1
365,6272057,24,25,STATE_MALE,arabiensis,8,4
365,6272083,24,20,STATE_MALE,arabiensis,8,1
365,6272109,24,23,STATE_MALE,arabiensis,9,1
365,6272135,24,18,STATE_MALE,arabiensis,9,1
365,6272161,24,19,STATE_MALE,arabiensis,9,2
365,6272187,24,25,STATE_MALE,arabiensis,9,2
365,6272213,24,20,STATE_MALE,arabiensis,9,4
365,6272239,24,23,STATE_MALE,arabiensis,10,3
365,6272265,24,18,STATE_MALE,arabiensis,10,2
365,6272317,24,25,STATE_MALE,arabiensis,10,2
365,6272343,24,20,STATE_MALE,arabiensis,10,1
365,6272369,24,23,STATE_MALE,arabiensis,11,1
365,6272395,24,18,STATE_MALE,arabiensis,11,3
365,6272421,24,19,STATE_MALE,arabiensis,11,5
365,6272447,24,25,STATE_MALE,arabiensis,11,2
365,6272473,24,20,STATE_MALE,arabiensis,11,4
365,6272499,24,23,STATE_MALE,arabiensis,12,7
365,6272525,24,18,STATE_MALE,arabiensis,12,1
365,6272551,24,19,STATE_MALE,arabiensis,12,2
365,6272577,24,25,STATE_MALE,arabiensis,12,1
365,6272603,24,20,STATE_MALE,arabiensis,12,2
365,6272629,24,23,STATE_MALE,arabiensis,13,3
365,6272655,24,18,STATE_MALE,arabiensis,13,3
365,6272681,24,19,STATE_MALE,arabiensis,13,2
365,6272707,24,25,STATE_MALE,arabiensis,13,2
365,6272759,24,23,STATE_MALE,arabiensis,14,1
365,6272811,24,19,STATE_MALE,arabiensis,14,2
365,6272837,24,25,STATE_MALE,arabiensis,14,2
365,6272863,24,20,STATE_MALE,arabiensis,14,1
365,6272915,24,18,STATE_MALE,arabiensis,15,1
365,6272967,24,25,STATE_MALE,arabiensis,15,2
365,6273045,24,18,STATE_MALE,arabiensis,16,2
365,6273071,24,19,STATE_MALE,arabiensis,16,3
365,6273097,24,25,STATE_MALE,arabiensis,16,1
365,6273123,24,20,STATE_MALE,arabiensis,16,2
365,6273149,24,23,STATE_MALE,arabiensis,17,1
365,6273201,24,19,STATE_MALE,arabiensis,17,1
365,6273253,24,20,STATE_MALE,arabiensis,17,2
365,6273279,24,23,STATE_MALE,arabiensis,18,2
365,6273435,24,18,STATE_MALE,arabiensis,19,1
365,6273487,24,25,STATE_MALE,arabiensis,19,2
365,6273513,24,20,STATE_MALE,arabiensis,19,1
365,6273539,24,23,STATE_MALE,arabiensis,20,1
365,6273643,24,20,STATE_MALE,arabiensis,20,1
365,6273721,24,19,STATE_MALE,arabiensis,21,1
365,6273773,24,20,STATE_MALE,arabiensis,21,1
365,6274007,24,25,STATE_MALE,arabiensis,23,1
365,6274033,24,20,STATE_MALE,arabiensis,23,2
365,6274137,24,25,STATE_MALE,arabiensis,24,1
365,6274215,24,18,STATE_MALE,arabiensis,25,1
365,6274371,24,19,STATE_MALE,arabiensis,26,1
365,6274553,24,20,STATE_MALE,arabiensis,27,1
365,6274657,24,25,STATE_MALE,arabiensis,28,1
365,6274709,24,23,STATE_MALE,arabiensis,30,1
365,6274943,24,20,STATE_MALE,arabiensis,31,1
365,6275463,24,20,STATE_MALE,arabiensis,0,1
365,6275567,24,25,STATE_MALE,arabiensis,1,1
365,6275697,24,25,STATE_MALE,arabiensis,2,1
365,6276061,24,19,STATE_MALE,arabiensis,5,1
365,6276815,24,18,STATE_MALE,arabiensis,13,1
365,6277075,24,18,STATE_MALE,arabiensis,18,1
365,6277439,24,23,STATE_MALE,arabiensis,25,1
365,6245615,24,25,STATE_ADULT,arabiensis,1,1
365,6245589,24,18,STATE_ADULT,arabiensis,1,1
365,5818660,24,18,STATE_ADULT,arabiensis,20,1
365,6199491,24,25,STATE_ADULT,arabiensis,3,1
365,6105709,24,25,STATE_ADULT,arabiensis,7,1
365,6199465,24,20,STATE_ADULT,arabiensis,3,1
365,6176455,24,19,STATE_ADULT,arabiensis,4,1
365,6057089,24,23,STATE_ADULT,arabiensis,9,1
365,6130955,24,23,STATE_ADULT,arabiensis,6,1
365,6176403,24,25,STATE_ADULT,arabiensis,4,1
365,6060027,24,23,STATE_ADULT,arabiensis,9,1
365,6176273,24,23,STATE_ADULT,arabiensis,4,1
365,6245485,24,25,STATE_ADULT,arabiensis,1,1
365,6130877,24,19,STATE_ADULT,arabiensis,6,1
365,4526522,24,18,STATE_ADULT,arabiensis,10,1
365,4625374,24,19,STATE_ADULT,arabiensis,4,1
365,8513018,24,20,STATE_ADULT,arabiensis,7,1
365,6106385,24,18,STATE_ADULT,arabiensis,7,1
365,6106359,24,23,STATE_ADULT,arabiensis,7,1
365,6054459,24,25,STATE_ADULT,arabiensis,7,1
365,6222033,24,19,STATE_ADULT,arabiensis,2,1
365,4676204,24,25,STATE_ADULT,arabiensis,1,1
365,4608318,24,23,STATE_ADULT,arabiensis,5,1
365,6245095,24,19,STATE_ADULT,arabiensis,1,1
365,6130539,24,20,STATE_ADULT,arabiensis,6,1
365,6267793,24,18,STATE_ADULT,arabiensis,0,1
365,4459442,24,25,STATE_INFECTIOUS,arabiensis,14,1
365,4626258,24,23,STATE_ADULT,arabiensis,4,1
365,6221825,24,18,STATE_ADULT,arabiensis,2,1
365,4624724,24,20,STATE_ADULT,arabiensis,4,1
365,8069847,24,25,STATE_INFECTIOUS,arabiensis,20,1
365,4423926,24,23,STATE_INFECTIOUS,arabiensis,16,1
365,6267611,24,20,STATE_ADULT,arabiensis,0,1
365,6152717,24,23,STATE_ADULT,arabiensis,5,1
365,6175493,24,20,STATE_ADULT,arabiensis,4,1
365,6015747,24,18,STATE_ADULT,arabiensis,9,1
365,4490278,24,18,STATE_ADULT,arabiensis,12,1
365,6267481,24,23,STATE_ADULT,arabiensis,0,1
365,6221409,24,20,STATE_ADULT,arabiensis,2,1
365,6130071,24,20,STATE_ADULT,arabiensis,6,1
365,6198217,24,23,STATE_ADULT,arabiensis,3,1
365,6267377,24,25,STATE_ADULT,arabiensis,0,1
365,4590352,24,20,STATE_INFECTED,arabiensis,6,1
365,6267325,24,19,STATE_ADULT,arabiensis,0,1
365,4623736,24,19,STATE_ADULT,arabiensis,4,1
365,6244497,24,20,STATE_ADULT,arabiensis,1,1
365,8547847,24,23,STATE_ADULT,arabiensis,9,1
365,4623190,24,18,STATE_ADULT,arabiensis,4,1
365,4675060,24,18,STATE_ADULT,arabiensis,1,1
365,6244315,24,18,STATE_ADULT,arabiensis,1,1
365,4307342,24,25,STATE_INFECTIOUS,arabiensis,23,1
365,6198009,24,25,STATE_ADULT,arabiensis,3,1
365,8481896,24,20,STATE_INFECTED,arabiensis,8,1
365,6267065,24,25,STATE_ADULT,arabiensis,0,1
365,6244263,24,23,STATE_ADULT,arabiensis,1,1
365,6267013,24,19,STATE_ADULT,arabiensis,0,1
365,4590508,24,23,STATE_ADULT,arabiensis,6,1
365,4575142,24,25,STATE_ADULT,arabiensis,7,1
365,6244185,24,19,STATE_ADULT,arabiensis,1,1
365,4622800,24,18,STATE_INFECTED,arabiensis,4,1
365,6266883,24,23,STATE_ADULT,arabiensis,0,1
365,6266857,24,25,STATE_ADULT,arabiensis,0,1
365,6129733,24,20,STATE_ADULT,arabiensis,6,1
365,5969963,24,19,STATE_ADULT,arabiensis,13,1
365,6266779,24,25,STATE_ADULT,arabiensis,0,1
365,6266753,24,25,STATE_ADULT,arabiensis,0,1
365,4639700,24,18,STATE_ADULT,arabiensis,3,1
365,6221097,24,23,STATE_ADULT,arabiensis,2,1
365,6266675,24,23,STATE_ADULT,arabiensis,0,1
365,6174973,24,19,STATE_ADULT,arabiensis,4,1
365,6266623,24,19,STATE_ADULT,arabiensis,0,1
365,4574570,24,23,STATE_INFECTED,arabiensis,7,1
365,6014215,24,18,STATE_ADULT,arabiensis,11,1
365,6266545,24,18,STATE_ADULT,arabiensis,0,1
365,4573374,24,25,STATE_INFECTED,arabiensis,7,1
365,4639284,24,25,STATE_ADULT,arabiensis,3,1
365,6243795,24,19,STATE_ADULT,arabiensis,1,1
365,4557878,24,18,STATE_ADULT,arabiensis,8,1
365,6266415,24,18,STATE_ADULT,arabiensis,0,1
365,4673864,24,20,STATE_ADULT,arabiensis,1,1
365,6220759,24,18,STATE_ADULT,arabiensis,2,1
365,6197567,24,25,STATE_ADULT,arabiensis,3,1
365,6220681,24,18,STATE_ADULT,arabiensis,2,1
365,4573634,24,20,STATE_ADULT,arabiensis,7,1
365,6266259,24,19,STATE_ADULT,arabiensis,0,1
365,6243275,24,19,STATE_ADULT,arabiensis,1,1
365,6243197,24,25,STATE_ADULT,arabiensis,1,1
365,6252660,24,20,STATE_ADULT,arabiensis,1,1
365,6243145,24,19,STATE_ADULT,arabiensis,1,1
365,6266129,24,19,STATE_ADULT,arabiensis,0,1
365,6266103,24,25,STATE_ADULT,arabiensis,0,1
365,6128927,24,20,STATE_ADULT,arabiensis,6,1
365,6104799,24,18,STATE_ADULT,arabiensis,7,1
365,6197333,24,19,STATE_ADULT,arabiensis,3,1
365,6057791,24,18,STATE_ADULT,arabiensis,9,1
365,4387968,24,19,STATE_INFECTIOUS,arabiensis,18,1
