Time,NodeID,Gender,AgeYears,NumIndividuals,NumInfected
0,4,M,40,0,0
0,4,M,80,0,0
0,4,M,125,0,0
0,4,F,40,0,0
0,4,F,80,0,0
0,4,F,125,0,0
0,3,M,40,6,0
0,3,M,80,0,0
0,3,M,125,0,0
0,3,F,40,3,0
0,3,F,80,1,0
0,3,F,125,0,0
0,2,M,40,4,0
0,2,M,80,0,0
0,2,M,125,0,0
0,2,F,40,5,0
0,2,F,80,1,0
0,2,F,125,0,0
0,1,M,40,4,0
0,1,M,80,1,0
0,1,M,125,0,0
0,1,F,40,3,0
0,1,F,80,1,0
0,1,F,125,1,0
1,4,M,40,0,0
1,4,M,80,0,0
1,4,M,125,0,0
1,4,F,40,0,0
1,4,F,80,0,0
1,4,F,125,0,0
1,3,M,40,6,0
1,3,M,80,0,0
1,3,M,125,0,0
1,3,F,40,3,0
1,3,F,80,1,0
1,3,F,125,0,0
1,2,M,40,4,0
1,2,M,80,0,0
1,2,M,125,0,0
1,2,F,40,5,0
1,2,F,80,1,0
1,2,F,125,0,0
1,1,M,40,4,0
1,1,M,80,1,0
1,1,M,125,0,0
1,1,F,40,3,0
1,1,F,80,1,0
1,1,F,125,1,0
2,4,M,40,0,0
2,4,M,80,0,0
2,4,M,125,0,0
2,4,F,40,0,0
2,4,F,80,0,0
2,4,F,125,0,0
2,3,M,40,6,0
2,3,M,80,0,0
2,3,M,125,0,0
2,3,F,40,3,0
2,3,F,80,1,0
2,3,F,125,0,0
2,2,M,40,4,0
2,2,M,80,0,0
2,2,M,125,0,0
2,2,F,40,5,0
2,2,F,80,1,0
2,2,F,125,0,0
2,1,M,40,4,0
2,1,M,80,1,0
2,1,M,125,0,0
2,1,F,40,3,0
2,1,F,80,1,0
2,1,F,125,1,0
3,4,M,40,0,0
3,4,M,80,0,0
3,4,M,125,0,0
3,4,F,40,0,0
3,4,F,80,0,0
3,4,F,125,0,0
3,3,M,40,6,0
3,3,M,80,0,0
3,3,M,125,0,0
3,3,F,40,3,0
3,3,F,80,1,0
3,3,F,125,0,0
3,2,M,40,4,0
3,2,M,80,0,0
3,2,M,125,0,0
3,2,F,40,5,0
3,2,F,80,1,0
3,2,F,125,0,0
3,1,M,40,4,0
3,1,M,80,1,0
3,1,M,125,0,0
3,1,F,40,3,0
3,1,F,80,1,0
3,1,F,125,1,0
4,4,M,40,0,0
4,4,M,80,0,0
4,4,M,125,0,0
4,4,F,40,0,0
4,4,F,80,0,0
4,4,F,125,0,0
4,3,M,40,6,0
4,3,M,80,0,0
4,3,M,125,0,0
4,3,F,40,3,0
4,3,F,80,1,0
4,3,F,125,0,0
4,2,M,40,4,0
4,2,M,80,0,0
4,2,M,125,0,0
4,2,F,40,5,0
4,2,F,80,1,0
4,2,F,125,0,0
4,1,M,40,4,0
4,1,M,80,1,0
4,1,M,125,0,0
4,1,F,40,3,0
