Time, NodeID, NumIndividuals, NumInfected, NodeProp=InterventionStatus, NodeProp=Place
67,10,100,28,STOP_VACCINATING,URBAN
67,9,90,7,STOP_VACCINATING,URBAN
67,8,80,17,STOP_VACCINATING,URBAN
67,7,70,25,1_VISIT,RURAL
67,6,60,28,1_VISIT,RURAL
67,5,50,18,1_VISIT,RURAL
67,4,40,6,1_VISIT,RURAL
67,3,30,1,1_VISIT,RURAL
67,2,20,0,1_VISIT,RURAL
67,1,10,0,1_VISIT,RURAL
68,10,100,28,STOP_VACCINATING,URBAN
68,9,90,9,STOP_VACCINATING,URBAN
68,8,80,17,STOP_VACCINATING,URBAN
68,7,70,22,1_VISIT,RURAL
68,6,60,26,1_VISIT,RURAL
68,5,50,20,1_VISIT,RURAL
68,4,40,8,1_VISIT,RURAL
68,3,30,1,1_VISIT,RURAL
68,2,20,0,1_VISIT,RURAL
68,1,10,0,1_VISIT,RURAL
69,10,100,27,STOP_VACCINATING,URBAN
69,9,90,9,STOP_VACCINATING,URBAN
69,8,80,15,STOP_VACCINATING,URBAN
69,7,70,20,1_VISIT,RURAL
69,6,60,30,1_VISIT,RURAL
69,5,50,18,1_VISIT,RURAL
69,4,40,8,1_VISIT,RURAL
69,3,30,1,1_VISIT,RURAL
69,2,20,0,1_VISIT,RURAL
69,1,10,0,1_VISIT,RURAL
70,10,100,29,STOP_VACCINATING,URBAN
70,9,90,10,STOP_VACCINATING,URBAN
70,8,80,14,STOP_VACCINATING,URBAN
70,7,70,19,1_VISIT,RURAL
70,6,60,30,1_VISIT,RURAL
70,5,50,19,1_VISIT,RURAL
70,4,40,9,1_VISIT,RURAL
70,3,30,1,1_VISIT,RURAL
70,2,20,0,1_VISIT,RURAL
70,1,10,0,1_VISIT,RURAL
71,10,100,30,STOP_VACCINATING,URBAN
71,9,90,11,STOP_VACCINATING,URBAN
71,8,80,13,STOP_VACCINATING,URBAN
71,7,70,18,1_VISIT,RURAL
71,6,60,29,1_VISIT,RURAL
71,5,50,19,1_VISIT,RURAL
71,4,40,8,1_VISIT,RURAL
71,3,30,1,1_VISIT,RURAL
71,2,20,0,1_VISIT,RURAL
71,1,10,0,1_VISIT,RURAL
72,10,100,32,STOP_VACCINATING,URBAN
72,9,90,9,STOP_VACCINATING,URBAN
72,8,80,13,STOP_VACCINATING,URBAN
72,7,70,14,1_VISIT,RURAL
72,6,60,28,1_VISIT,RURAL
72,5,50,17,1_VISIT,RURAL
72,4,40,8,1_VISIT,RURAL
72,3,30,1,1_VISIT,RURAL
72,2,20,0,1_VISIT,RURAL
72,1,10,0,1_VISIT,RURAL
73,10,100,30,STOP_VACCINATING,URBAN
73,9,90,12,STOP_VACCINATING,URBAN
73,8,80,11,STOP_VACCINATING,URBAN
73,7,70,15,1_VISIT,RURAL
73,6,60,25,1_VISIT,RURAL
73,5,50,18,1_VISIT,RURAL
73,4,40,7,1_VISIT,RURAL
73,3,30,1,1_VISIT,RURAL
73,2,20,0,1_VISIT,RURAL
73,1,10,0,1_VISIT,RURAL
74,10,100,27,STOP_VACCINATING,URBAN
74,9,90,11,STOP_VACCINATING,URBAN
74,8,80,12,STOP_VACCINATING,URBAN
74,7,70,16,1_VISIT,RURAL
74,6,60,23,1_VISIT,RURAL
74,5,50,15,1_VISIT,RURAL
74,4,40,7,1_VISIT,RURAL
74,3,30,1,1_VISIT,RURAL
74,2,20,0,1_VISIT,RURAL
74,1,10,0,1_VISIT,RURAL
75,10,100,30,STOP_VACCINATING,URBAN
75,9,90,12,STOP_VACCINATING,URBAN
75,8,80,11,STOP_VACCINATING,URBAN
75,7,70,16,1_VISIT,RURAL
75,6,60,23,1_VISIT,RURAL
75,5,50,11,1_VISIT,RURAL
75,4,40,6,1_VISIT,RURAL
75,3,30,1,1_VISIT,RURAL
75,2,20,0,1_VISIT,RURAL
75,1,10,0,1_VISIT,RURAL
76,10,100,27,STOP_VACCINATING,URBAN
76,9,90,9,STOP_VACCINATING,URBAN
76,8,80,10,STOP_VACCINATING,URBAN
76,7,70,15,1_VISIT,RURAL
76,6,60,20,1_VISIT,RURAL
76,5,50,11,1_VISIT,RURAL
76,4,40,5,1_VISIT,RURAL
76,3,30,1,1_VISIT,RURAL
76,2,20,0,1_VISIT,RURAL
76,1,10,0,1_VISIT,RURAL
77,10,100,25,STOP_VACCINATING,URBAN
77,9,90,9,STOP_VACCINATING,URBAN
77,8,80,10,STOP_VACCINATING,URBAN
77,7,70,15,1_VISIT,RURAL
77,6,60,20,1_VISIT,RURAL
77,5,50,11,1_VISIT,RURAL
77,4,40,5,1_VISIT,RURAL
77,3,30,1,1_VISIT,RURAL
77,2,20,0,1_VISIT,RURAL
77,1,10,0,1_VISIT,RURAL
78,10,100,22,STOP_VACCINATING,URBAN
78,9,90,9,STOP_VACCINATING,URBAN
78,8,80,8,STOP_VACCINATING,URBAN
78,7,70,14,1_VISIT,RURAL
78,6,60,20,1_VISIT,RURAL
78,5,50,12,1_VISIT,RURAL
78,4,40,3,1_VISIT,RURAL
78,3,30,2,1_VISIT,RURAL
78,2,20,0,1_VISIT,RURAL
78,1,10,0,1_VISIT,RURAL
79,10,100,24,STOP_VACCINATING,URBAN
79,9,90,7,STOP_VACCINATING,URBAN
79,8,80,7,STOP_VACCINATING,URBAN
79,7,70,15,1_VISIT,RURAL
79,6,60,22,1_VISIT,RURAL
79,5,50,14,1_VISIT,RURAL
79,4,40,4,1_VISIT,RURAL
79,3,30,2,1_VISIT,RURAL
79,2,20,0,1_VISIT,RURAL
79,1,10,0,1_VISIT,RURAL
80,10,100,24,STOP_VACCINATING,URBAN
80,9,90,7,STOP_VACCINATING,URBAN
80,8,80,6,STOP_VACCINATING,URBAN
80,7,70,15,1_VISIT,RURAL
80,6,60,22,1_VISIT,RURAL
80,5,50,14,1_VISIT,RURAL
80,4,40,5,1_VISIT,RURAL
80,3,30,3,1_VISIT,RURAL
80,2,20,0,1_VISIT,RURAL
80,1,10,0,1_VISIT,RURAL
81,10,100,22,STOP_VACCINATING,URBAN
81,9,90,8,STOP_VACCINATING,URBAN
81,8,80,7,STOP_VACCINATING,URBAN
81,7,70,16,1_VISIT,RURAL
81,6,60,24,1_VISIT,RURAL
81,5,50,13,1_VISIT,RURAL
81,4,40,5,1_VISIT,RURAL
81,3,30,3,1_VISIT,RURAL
81,2,20,0,1_VISIT,RURAL
81,1,10,0,1_VISIT,RURAL
82,10,100,19,STOP_VACCINATING,URBAN
82,9,90,8,STOP_VACCINATING,URBAN
82,8,80,7,STOP_VACCINATING,URBAN
82,7,70,18,1_VISIT,RURAL
82,6,60,20,1_VISIT,RURAL
82,5,50,13,1_VISIT,RURAL
82,4,40,6,1_VISIT,RURAL
82,3,30,4,1_VISIT,RURAL
82,2,20,0,1_VISIT,RURAL
82,1,10,0,1_VISIT,RURAL
83,10,100,20,STOP_VACCINATING,URBAN
83,9,90,6,STOP_VACCINATING,URBAN
83,8,80,7,STOP_VACCINATING,URBAN
83,7,70,16,1_VISIT,RURAL
83,6,60,20,1_VISIT,RURAL
83,5,50,13,1_VISIT,RURAL
83,4,40,10,1_VISIT,RURAL
83,3,30,4,1_VISIT,RURAL
83,2,20,0,1_VISIT,RURAL
83,1,10,0,1_VISIT,RURAL
84,10,100,21,STOP_VACCINATING,URBAN
84,9,90,6,STOP_VACCINATING,URBAN
84,8,80,6,STOP_VACCINATING,URBAN
84,7,70,16,1_VISIT,RURAL
84,6,60,20,1_VISIT,RURAL
84,5,50,13,1_VISIT,RURAL
84,4,40,11,1_VISIT,RURAL
84,3,30,4,1_VISIT,RURAL
84,2,20,0,1_VISIT,RURAL
84,1,10,0,1_VISIT,RURAL
85,10,100,20,STOP_VACCINATING,URBAN
85,9,90,6,STOP_VACCINATING,URBAN
85,8,80,6,STOP_VACCINATING,URBAN
85,7,70,15,1_VISIT,RURAL
85,6,60,17,1_VISIT,RURAL
85,5,50,14,1_VISIT,RURAL
85,4,40,12,1_VISIT,RURAL
85,3,30,5,1_VISIT,RURAL
85,2,20,0,1_VISIT,RURAL
85,1,10,0,1_VISIT,RURAL
86,10,100,27,STOP_VACCINATING,URBAN
86,9,90,6,STOP_VACCINATING,URBAN
86,8,80,5,STOP_VACCINATING,URBAN
86,7,70,15,1_VISIT,RURAL
86,6,60,17,1_VISIT,RURAL
86,5,50,13,1_VISIT,RURAL
86,4,40,12,1_VISIT,RURAL
86,3,30,7,1_VISIT,RURAL
86,2,20,0,1_VISIT,RURAL
86,1,10,0,1_VISIT,RURAL
87,10,100,29,STOP_VACCINATING,URBAN
87,9,90,7,STOP_VACCINATING,URBAN
87,8,80,3,STOP_VACCINATING,URBAN
87,7,70,14,1_VISIT,RURAL
87,6,60,16,1_VISIT,RURAL
87,5,50,13,1_VISIT,RURAL
87,4,40,12,1_VISIT,RURAL
87,3,30,10,1_VISIT,RURAL
87,2,20,0,1_VISIT,RURAL
87,1,10,0,1_VISIT,RURAL
88,10,100,27,STOP_VACCINATING,URBAN
88,9,90,7,STOP_VACCINATING,URBAN
88,8,80,2,STOP_VACCINATING,URBAN
88,7,70,15,1_VISIT,RURAL
88,6,60,17,1_VISIT,RURAL
88,5,50,13,1_VISIT,RURAL
88,4,40,12,1_VISIT,RURAL
88,3,30,11,1_VISIT,RURAL
88,2,20,0,1_VISIT,RURAL
88,1,10,0,1_VISIT,RURAL
89,10,100,28,STOP_VACCINATING,URBAN
89,9,90,7,STOP_VACCINATING,URBAN
89,8,80,2,STOP_VACCINATING,URBAN
89,7,70,18,1_VISIT,RURAL
89,6,60,18,1_VISIT,RURAL
89,5,50,12,1_VISIT,RURAL
89,4,40,12,1_VISIT,RURAL
89,3,30,12,1_VISIT,RURAL
89,2,20,0,1_VISIT,RURAL
89,1,10,0,1_VISIT,RURAL
