Time,NodeID,NumIndividuals,NumInfected,NodeProp=InterventionStatus
202,1486368789,102,102,NONE
203,1486303252,99,99,NONE
203,1486368789,102,102,NONE
204,1486303252,99,99,NONE
204,1486368789,102,102,NONE
205,1486303252,99,99,NONE
205,1486368789,102,102,NONE
206,1486303252,99,99,NONE
206,1486368789,102,102,NONE
207,1486303252,99,99,NONE
207,1486368789,102,102,NONE
208,1486303252,99,99,NONE
208,1486368789,102,102,NONE
209,1486303252,99,99,NONE
209,1486368789,102,102,NONE
210,1486303252,99,99,NONE
210,1486368789,102,102,NONE
211,1486303252,99,99,NONE
211,1486368789,102,102,NONE
212,1486303252,99,99,NONE
212,1486368789,102,102,NONE
213,1486303252,99,99,NONE
213,1486368789,102,102,NONE
214,1486303252,99,99,NONE
214,1486368789,102,102,NONE
215,1486303252,99,99,NONE
215,1486368789,102,102,NONE
216,1486303252,99,99,NONE
216,1486368789,102,102,NONE
217,1486303252,99,99,NONE
217,1486368789,102,102,NONE
218,1486303252,99,99,NONE
218,1486368789,102,102,NONE
219,1486303252,99,99,NONE
219,1486368789,102,102,NONE
220,1486303252,99,99,NONE
220,1486368789,102,102,NONE
221,1486303252,99,99,NONE
221,1486368789,102,102,NONE
222,1486303252,99,99,NONE
222,1486368789,102,102,NONE
223,1486303252,99,99,NONE
223,1486368789,102,102,NONE
224,1486303252,99,99,NONE
224,1486368789,102,102,NONE
225,1486303252,99,99,NONE
225,1486368789,102,102,NONE
226,1486303252,99,99,NONE
226,1486368789,102,102,NONE
227,1486303252,99,99,NONE
227,1486368789,102,102,NONE
228,1486303252,99,99,NONE
228,1486368789,102,102,NONE
229,1486303252,99,99,NONE
229,1486368789,102,102,NONE
230,1486303252,99,99,NONE
230,1486368789,102,102,NONE
231,1486303252,99,99,NONE
231,1486368789,102,102,NONE
232,1486303252,99,99,NONE
232,1486368789,102,102,NONE
233,1486303252,99,99,NONE
233,1486368789,102,102,NONE
234,1486303252,99,99,NONE
234,1486368789,102,102,NONE
235,1486303252,99,99,NONE
235,1486368789,102,102,NONE
236,1486303252,99,99,NONE
236,1486368789,102,102,NONE
237,1486303252,99,99,NONE
237,1486368789,102,102,NONE
238,1486303252,99,99,NONE
238,1486368789,102,102,NONE
239,1486303252,100,99,NONE
239,1486368789,102,102,NONE
240,1486303252,100,100,NONE
240,1486368789,102,102,NONE
241,1486303252,100,100,NONE
241,1486368789,102,102,NONE
242,1486303252,100,100,NONE
242,1486368789,102,102,NONE
243,1486303252,100,100,NONE
243,1486368789,102,102,NONE
244,1486303252,100,100,NONE
244,1486368789,102,102,NONE
245,1486303252,100,100,NONE
245,1486368789,102,102,NONE
246,1486303252,100,100,NONE
246,1486368789,102,102,NONE
247,1486303252,100,100,NONE
247,1486368789,102,102,NONE
248,1486303252,100,100,NONE
248,1486368789,102,102,NONE
249,1486303252,100,100,NONE
249,1486368789,102,102,NONE
250,1486303252,100,100,NONE
250,1486368789,102,102,NONE
251,1486303252,100,100,NONE
251,1486368789,102,102,NONE
252,1486303252,100,100,NONE
252,1486368789,102,102,NONE
253,1486303252,100,100,NONE
253,1486368789,102,102,NONE
254,1486303252,100,100,NONE
254,1486368789,102,102,NONE
255,1486303252,100,100,NONE
255,1486368789,102,102,NONE
256,1486303252,100,100,NONE
256,1486368789,102,102,NONE
257,1486303252,100,100,NONE
257,1486368789,102,102,NONE
258,1486303252,100,100,NONE
258,1486368789,102,102,NONE
259,1486303252,100,100,NONE
259,1486368789,102,102,NONE
260,1486303252,100,100,NONE
260,1486368789,102,102,NONE
261,1486303252,100,100,NONE
261,1486368789,102,102,NONE
262,1486303252,100,100,NONE
262,1486368789,102,102,NONE
263,1486303252,100,100,NONE
263,1486368789,102,102,NONE
264,1486303252,100,100,NONE
264,1486368789,102,102,NONE
265,1486303252,100,100,NONE
265,1486368789,102,102,NONE
266,1486303252,100,100,NONE
266,1486368789,102,102,NONE
267,1486303252,100,100,NONE
267,1486368789,102,102,NONE
268,1486303252,100,100,NONE
268,1486368789,102,102,NONE
269,1486303252,100,100,NONE
269,1486368789,102,102,NONE
270,1486303252,100,100,NONE
270,1486368789,102,102,NONE
271,1486303252,100,100,NONE
271,1486368789,102,102,NONE
272,1486303252,100,100,NONE
272,1486368789,102,102,NONE
273,1486303252,100,100,NONE
273,1486368789,102,102,NONE
274,1486303252,100,100,NONE
274,1486368789,102,102,NONE
275,1486303252,100,100,NONE
275,1486368789,102,102,NONE
276,1486303252,100,100,NONE
276,1486368789,102,102,NONE
277,1486303252,100,100,NONE
277,1486368789,102,102,NONE
278,1486303252,100,100,NONE
278,1486368789,102,102,NONE
279,1486303252,100,100,NONE
279,1486368789,102,102,NONE
280,1486303252,100,100,NONE
280,1486368789,102,102,NONE
281,1486303252,100,100,NONE
281,1486368789,102,102,NONE
282,1486303252,100,100,NONE
282,1486368789,102,102,NONE
283,1486303252,100,100,NONE
283,1486368789,102,102,NONE
284,1486303252,100,100,NONE
284,1486368789,102,102,NONE
285,1486303252,100,100,NONE
285,1486368789,102,102,NONE
286,1486303252,100,100,NONE
286,1486368789,102,102,NONE
287,1486303252,100,100,NONE
287,1486368789,102,102,NONE
288,1486303252,100,100,NONE
288,1486368789,102,102,NONE
289,1486303252,100,100,NONE
289,1486368789,102,102,NONE
290,1486303252,100,100,NONE
290,1486368789,102,102,NONE
291,1486303252,100,100,NONE
291,1486368789,102,102,NONE
292,1486303252,100,100,NONE
292,1486368789,102,102,NONE
293,1486303252,100,100,NONE
293,1486368789,102,102,NONE
294,1486303252,100,100,NONE
294,1486368789,102,102,NONE
295,1486303252,100,100,NONE
295,1486368789,102,102,NONE
296,1486303252,100,100,NONE
296,1486368789,102,102,NONE
297,1486303252,100,100,NONE
297,1486368789,102,102,NONE
298,1486303252,100,100,NONE
298,1486368789,102,102,NONE
299,1486303252,100,100,NONE
299,1486368789,102,102,NONE
300,1486303252,100,100,RECENT_SPRAY
300,1486368789,102,102,RECENT_SPRAY
301,1486303252,100,100,RECENT_SPRAY
301,1486368789,102,102,RECENT_SPRAY
302,1486303252,100,100,RECENT_SPRAY
302,1486368789,102,102,RECENT_SPRAY
303,1486303252,100,100,RECENT_SPRAY
303,1486368789,102,102,RECENT_SPRAY
304,1486303252,100,100,RECENT_SPRAY
304,1486368789,102,102,RECENT_SPRAY
305,1486303252,100,100,RECENT_SPRAY
305,1486368789,102,102,RECENT_SPRAY
306,1486303252,100,100,RECENT_SPRAY
306,1486368789,102,102,RECENT_SPRAY
307,1486303252,100,100,RECENT_SPRAY
307,1486368789,102,102,RECENT_SPRAY
308,1486303252,100,100,RECENT_SPRAY
308,1486368789,102,102,RECENT_SPRAY
309,1486303252,100,100,RECENT_SPRAY
309,1486368789,102,102,RECENT_SPRAY
310,1486303252,100,100,RECENT_SPRAY
310,1486368789,102,102,RECENT_SPRAY
311,1486303252,100,100,RECENT_SPRAY
311,1486368789,102,102,RECENT_SPRAY
312,1486303252,100,100,RECENT_SPRAY
312,1486368789,102,102,RECENT_SPRAY
313,1486303252,100,100,RECENT_SPRAY
313,1486368789,102,102,RECENT_SPRAY
314,1486303252,100,100,RECENT_SPRAY
314,1486368789,102,102,RECENT_SPRAY
315,1486303252,100,100,RECENT_SPRAY
315,1486368789,102,102,RECENT_SPRAY
316,1486303252,100,100,RECENT_SPRAY
316,1486368789,102,102,RECENT_SPRAY
317,1486303252,100,100,RECENT_SPRAY
317,1486368789,102,102,RECENT_SPRAY
318,1486303252,100,100,RECENT_SPRAY
318,1486368789,102,102,RECENT_SPRAY
319,1486303252,100,100,RECENT_SPRAY
319,1486368789,102,102,RECENT_SPRAY
320,1486303252,100,100,RECENT_SPRAY
320,1486368789,102,102,RECENT_SPRAY
321,1486303252,100,100,RECENT_SPRAY
321,1486368789,102,102,RECENT_SPRAY
322,1486303252,100,100,RECENT_SPRAY
322,1486368789,102,102,RECENT_SPRAY
323,1486303252,100,100,RECENT_SPRAY
323,1486368789,102,102,RECENT_SPRAY
324,1486303252,100,100,RECENT_SPRAY
324,1486368789,102,102,RECENT_SPRAY
325,1486303252,100,100,RECENT_SPRAY
325,1486368789,102,102,RECENT_SPRAY
326,1486303252,100,100,RECENT_SPRAY
326,1486368789,102,102,RECENT_SPRAY
327,1486303252,100,100,RECENT_SPRAY
327,1486368789,102,102,RECENT_SPRAY
328,1486303252,100,100,RECENT_SPRAY
328,1486368789,102,102,RECENT_SPRAY
329,1486303252,100,100,RECENT_SPRAY
329,1486368789,102,102,RECENT_SPRAY
330,1486303252,100,100,RECENT_SPRAY
330,1486368789,102,102,RECENT_SPRAY
331,1486303252,100,100,RECENT_SPRAY
331,1486368789,102,102,RECENT_SPRAY
332,1486303252,100,100,RECENT_SPRAY
332,1486368789,102,102,RECENT_SPRAY
333,1486303252,100,100,RECENT_SPRAY
333,1486368789,102,102,RECENT_SPRAY
334,1486303252,100,100,RECENT_SPRAY
334,1486368789,102,102,RECENT_SPRAY
335,1486303252,100,100,RECENT_SPRAY
335,1486368789,102,102,RECENT_SPRAY
336,1486303252,100,100,RECENT_SPRAY
336,1486368789,102,102,RECENT_SPRAY
337,1486303252,100,100,RECENT_SPRAY
337,1486368789,102,102,RECENT_SPRAY
338,1486303252,100,100,RECENT_SPRAY
338,1486368789,102,102,RECENT_SPRAY
339,1486303252,100,100,RECENT_SPRAY
339,1486368789,102,102,RECENT_SPRAY
340,1486303252,100,100,RECENT_SPRAY
340,1486368789,102,102,RECENT_SPRAY
341,1486303252,100,100,RECENT_SPRAY
341,1486368789,102,102,RECENT_SPRAY
342,1486303252,100,100,RECENT_SPRAY
342,1486368789,102,102,RECENT_SPRAY
343,1486303252,100,100,RECENT_SPRAY
343,1486368789,102,102,RECENT_SPRAY
344,1486303252,100,100,RECENT_SPRAY
344,1486368789,102,102,RECENT_SPRAY
345,1486303252,100,100,RECENT_SPRAY
345,1486368789,102,102,RECENT_SPRAY
346,1486303252,100,100,RECENT_SPRAY
346,1486368789,102,102,RECENT_SPRAY
347,1486303252,100,100,RECENT_SPRAY
347,1486368789,102,102,RECENT_SPRAY
348,1486303252,100,100,RECENT_SPRAY
348,1486368789,102,102,RECENT_SPRAY
349,1486303252,100,100,RECENT_SPRAY
349,1486368789,101,101,RECENT_SPRAY
350,1486303252,100,100,RECENT_SPRAY
350,1486368789,101,101,RECENT_SPRAY
351,1486303252,100,100,RECENT_SPRAY
351,1486368789,101,101,RECENT_SPRAY
352,1486303252,100,100,RECENT_SPRAY
352,1486368789,101,101,RECENT_SPRAY
353,1486303252,100,100,RECENT_SPRAY
353,1486368789,101,101,RECENT_SPRAY
354,1486303252,100,100,RECENT_SPRAY
354,1486368789,101,101,RECENT_SPRAY
355,1486303252,100,100,RECENT_SPRAY
355,1486368789,101,101,RECENT_SPRAY
356,1486303252,100,100,RECENT_SPRAY
356,1486368789,101,101,RECENT_SPRAY
357,1486303252,100,100,RECENT_SPRAY
357,1486368789,101,101,RECENT_SPRAY
358,1486303252,100,100,RECENT_SPRAY
358,1486368789,101,101,RECENT_SPRAY
359,1486303252,100,100,RECENT_SPRAY
359,1486368789,101,101,RECENT_SPRAY
360,1486303252,100,100,RECENT_SPRAY
360,1486368789,101,101,RECENT_SPRAY
361,1486303252,100,100,RECENT_SPRAY
361,1486368789,101,101,RECENT_SPRAY
362,1486303252,100,100,RECENT_SPRAY
362,1486368789,101,101,RECENT_SPRAY
363,1486303252,100,100,RECENT_SPRAY
363,1486368789,101,101,RECENT_SPRAY
364,1486303252,100,100,RECENT_SPRAY
364,1486368789,101,101,RECENT_SPRAY
365,1486303252,100,100,RECENT_SPRAY
365,1486368789,101,101,RECENT_SPRAY
366,1486303252,100,100,RECENT_SPRAY
366,1486368789,101,101,RECENT_SPRAY
367,1486303252,100,100,RECENT_SPRAY
367,1486368789,101,101,RECENT_SPRAY
368,1486303252,100,100,RECENT_SPRAY
368,1486368789,101,101,RECENT_SPRAY
369,1486303252,100,100,RECENT_SPRAY
369,1486368789,101,101,RECENT_SPRAY
370,1486303252,100,100,RECENT_SPRAY
370,1486368789,101,101,RECENT_SPRAY
371,1486303252,100,100,RECENT_SPRAY
371,1486368789,101,101,RECENT_SPRAY
372,1486303252,100,100,RECENT_SPRAY
372,1486368789,101,101,RECENT_SPRAY
373,1486303252,100,100,RECENT_SPRAY
373,1486368789,101,101,RECENT_SPRAY
374,1486303252,100,100,RECENT_SPRAY
374,1486368789,101,101,RECENT_SPRAY
375,1486303252,100,100,RECENT_SPRAY
375,1486368789,101,101,RECENT_SPRAY
376,1486303252,100,100,RECENT_SPRAY
376,1486368789,101,101,RECENT_SPRAY
377,1486303252,100,100,RECENT_SPRAY
377,1486368789,101,101,RECENT_SPRAY
378,1486303252,100,100,RECENT_SPRAY
378,1486368789,101,101,RECENT_SPRAY
379,1486303252,100,100,RECENT_SPRAY
379,1486368789,101,101,RECENT_SPRAY
380,1486303252,100,100,RECENT_SPRAY
380,1486368789,101,101,RECENT_SPRAY
381,1486303252,100,100,RECENT_SPRAY
381,1486368789,101,101,RECENT_SPRAY
382,1486303252,100,100,RECENT_SPRAY
382,1486368789,101,101,RECENT_SPRAY
383,1486303252,100,100,RECENT_SPRAY
383,1486368789,101,101,RECENT_SPRAY
384,1486303252,100,100,RECENT_SPRAY
384,1486368789,101,101,RECENT_SPRAY
385,1486303252,100,100,RECENT_SPRAY
385,1486368789,101,101,RECENT_SPRAY
386,1486303252,100,100,RECENT_SPRAY
386,1486368789,101,101,RECENT_SPRAY
387,1486303252,100,100,RECENT_SPRAY
387,1486368789,101,101,RECENT_SPRAY
388,1486303252,100,100,RECENT_SPRAY
388,1486368789,101,101,RECENT_SPRAY
389,1486303252,100,100,RECENT_SPRAY
389,1486368789,101,101,RECENT_SPRAY
390,1486303252,100,100,NONE
390,1486368789,101,101,NONE
391,1486303252,100,100,NONE
391,1486368789,101,101,NONE
392,1486303252,100,100,NONE
392,1486368789,101,101,NONE
393,1486303252,100,100,NONE
393,1486368789,101,101,NONE
394,1486303252,100,100,NONE
394,1486368789,101,101,NONE
395,1486303252,100,100,NONE
395,1486368789,101,101,NONE
396,1486303252,100,100,NONE
396,1486368789,101,101,NONE
397,1486303252,100,100,NONE
397,1486368789,101,101,NONE
398,1486303252,100,100,NONE
398,1486368789,101,101,NONE
399,1486303252,100,100,NONE
399,1486368789,101,101,NONE
