Time, Year, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
7,1960.52,55,24.3743,M,2,4,local,STIPreEmigrating,0,1,5,0,0,INFORMAL,NORMAL,23,2,2
7,1960.52,10,25.0758,M,1,4,local,STIPreEmigrating,0,2,2,0,0,INFORMAL,NORMAL,46,1,1
7,1960.52,10,25.0758,M,4,0,N/A,STIPostImmigrating,0,2,2,0,0,INFORMAL,PAUSED,46,4,0
7,1960.52,55,24.3743,M,4,0,N/A,STIPostImmigrating,0,1,5,0,0,INFORMAL,PAUSED,23,4,0
10,1960.53,21,26.4976,F,4,3,local,STIPreEmigrating,0,4,3,0,0,INFORMAL,NORMAL,29,4,4
10,1960.53,21,26.4976,F,3,0,N/A,STIPostImmigrating,0,4,3,0,0,INFORMAL,PAUSED,29,0,3
16,1960.54,55,24.3989,M,4,2,local,STIPreEmigrating,0,1,5,0,0,INFORMAL,PAUSED,23,4,0
16,1960.54,55,24.3989,M,2,0,N/A,STIPostImmigrating,0,1,5,0,0,INFORMAL,NORMAL,23,2,2
27,1960.57,68,33.1858,M,3,1,local,STIPreEmigrating,0,6,8,0,0,INFORMAL,NORMAL,30,3,3
27,1960.57,68,33.1858,M,1,0,N/A,STIPostImmigrating,0,6,8,0,0,INFORMAL,PAUSED,30,1,0
29,1960.58,21,26.5497,F,3,4,local,STIPreEmigrating,0,4,3,0,0,INFORMAL,PAUSED,29,0,3
29,1960.58,55,24.4345,M,2,4,local,STIPreEmigrating,0,1,17,0,0,INFORMAL,NORMAL,23,2,2
29,1960.58,55,24.4345,M,4,0,N/A,STIPostImmigrating,0,1,17,0,0,INFORMAL,PAUSED,23,4,0
29,1960.58,21,26.5497,F,4,0,N/A,STIPostImmigrating,0,4,3,0,0,INFORMAL,NORMAL,29,4,4
33,1960.59,53,23.0125,F,4,1,local,STIPreEmigrating,0,3,12,0,0,INFORMAL,NORMAL,49,4,4
33,1960.59,68,33.2022,M,1,3,local,STIPreEmigrating,0,6,8,0,0,INFORMAL,PAUSED,30,1,0
33,1960.59,68,33.2022,M,3,0,N/A,STIPostImmigrating,0,6,8,0,0,INFORMAL,NORMAL,30,3,3
33,1960.59,53,23.0125,F,1,0,N/A,STIPostImmigrating,0,3,12,0,0,INFORMAL,PAUSED,49,0,1
47,1960.63,40,45.5137,M,3,4,local,STIPreEmigrating,0,10,3,0,0,INFORMAL,NORMAL,28,3,3
47,1960.63,40,45.5137,M,4,0,N/A,STIPostImmigrating,0,10,3,0,0,INFORMAL,PAUSED,28,4,0
49,1960.63,41,17.2441,M,4,3,local,STIPreEmigrating,0,8,9,0,0,INFORMAL,NORMAL,20,4,4
49,1960.63,41,17.2441,M,3,0,N/A,STIPostImmigrating,0,8,9,0,0,INFORMAL,PAUSED,20,3,0
58,1960.66,30,30.4403,F,3,1,local,STIPreEmigrating,0,6,15,0,0,INFORMAL,NORMAL,68,3,3
58,1960.66,30,30.4403,F,1,0,N/A,STIPostImmigrating,0,6,15,0,0,INFORMAL,PAUSED,68,0,1
61,1960.67,30,30.4486,F,1,4,local,STIPreEmigrating,0,6,15,0,0,INFORMAL,PAUSED,68,0,1
61,1960.67,30,30.4486,F,4,0,N/A,STIPostImmigrating,0,6,15,0,0,INFORMAL,PAUSED,68,0,4
62,1960.67,49,29.5614,M,4,3,local,STIPreEmigrating,0,3,12,0,0,INFORMAL,PAUSED,53,4,0
62,1960.67,49,29.5614,M,3,0,N/A,STIPostImmigrating,0,3,12,0,0,INFORMAL,PAUSED,53,3,0
68,1960.69,41,17.2962,M,3,4,local,STIPreEmigrating,0,8,9,0,0,INFORMAL,PAUSED,20,3,0
68,1960.69,41,17.2962,M,4,0,N/A,STIPostImmigrating,0,8,9,0,0,INFORMAL,NORMAL,20,4,4
73,1960.7,50,28.4813,M,2,1,local,STIPreEmigrating,0,11,4,0,0,INFORMAL,NORMAL,16,2,2
73,1960.7,50,28.4813,M,1,0,N/A,STIPostImmigrating,0,11,4,0,0,INFORMAL,PAUSED,16,1,0
80,1960.72,55,24.5743,M,4,2,local,STIPreEmigrating,0,1,17,0,0,INFORMAL,PAUSED,23,4,0
80,1960.72,55,24.5743,M,2,0,N/A,STIPostImmigrating,0,1,17,0,0,INFORMAL,NORMAL,23,2,2
82,1960.72,46,21.5522,F,1,2,local,STIPreEmigrating,0,2,2,0,0,INFORMAL,PAUSED,10,0,1
82,1960.72,46,21.5522,F,2,0,N/A,STIPostImmigrating,0,2,2,0,0,INFORMAL,PAUSED,10,0,2
85,1960.73,28,41.5918,F,3,1,local,STIPreEmigrating,0,10,3,0,0,INFORMAL,PAUSED,40,0,3
85,1960.73,28,41.5918,F,1,0,N/A,STIPostImmigrating,0,10,3,0,0,INFORMAL,PAUSED,40,0,1
90,1960.75,29,30.7298,M,4,1,local,STIPreEmigrating,0,4,18,0,0,INFORMAL,NORMAL,21,4,4
90,1960.75,29,30.7298,M,1,0,N/A,STIPostImmigrating,0,4,18,0,0,INFORMAL,PAUSED,21,1,0
92,1960.75,53,23.1742,F,1,4,local,STIPreEmigrating,0,3,12,0,0,INFORMAL,PAUSED,49,0,1
92,1960.75,53,23.1742,F,4,0,N/A,STIPostImmigrating,0,3,12,0,0,INFORMAL,PAUSED,49,0,4
93,1960.75,46,21.5823,F,2,1,local,STIPreEmigrating,0,2,2,0,0,INFORMAL,PAUSED,10,0,2
93,1960.75,46,21.5823,F,1,0,N/A,STIPostImmigrating,0,2,2,0,0,INFORMAL,PAUSED,10,0,1
96,1960.76,55,24.6181,M,2,1,local,STIPreEmigrating,0,1,19,0,0,INFORMAL,NORMAL,23,2,2
96,1960.76,55,24.6181,M,1,0,N/A,STIPostImmigrating,0,1,19,0,0,INFORMAL,PAUSED,23,1,0
102,1960.78,4,37.2383,F,3,1,local,STIPreEmigrating,0,5,34,0,0,INFORMAL,NORMAL,56,3,3
102,1960.78,4,37.2383,F,1,0,N/A,STIPostImmigrating,0,5,34,0,0,INFORMAL,PAUSED,56,0,1
104,1960.78,56,39.5938,M,3,4,local,STIPreEmigrating,0,5,34,0,0,INFORMAL,PAUSED,4,3,0
104,1960.78,56,39.5938,M,4,0,N/A,STIPostImmigrating,0,5,34,0,0,INFORMAL,PAUSED,4,4,0
113,1960.81,28,41.6686,F,1,3,local,STIPreEmigrating,0,10,3,0,0,INFORMAL,PAUSED,40,0,1
113,1960.81,28,41.6686,F,3,0,N/A,STIPostImmigrating,0,10,3,0,0,INFORMAL,PAUSED,40,0,3
116,1960.82,21,26.788,F,4,1,local,STIPreEmigrating,0,4,18,0,0,INFORMAL,PAUSED,29,0,4
116,1960.82,21,26.788,F,1,0,N/A,STIPostImmigrating,0,4,18,0,0,INFORMAL,NORMAL,29,1,1
119,1960.83,53,23.2481,F,4,1,local,STIPreEmigrating,0,3,12,0,0,INFORMAL,PAUSED,49,0,4
119,1960.83,53,23.2481,F,1,0,N/A,STIPostImmigrating,0,3,12,0,0,INFORMAL,PAUSED,49,0,1
128,1960.85,68,33.4625,M,3,2,local,STIPreEmigrating,0,6,15,0,0,INFORMAL,PAUSED,30,3,0
128,1960.85,68,33.4625,M,2,0,N/A,STIPostImmigrating,0,6,15,0,0,INFORMAL,PAUSED,30,2,0
129,1960.85,23,24.7681,F,2,3,local,STIPreEmigrating,0,1,19,0,0,INFORMAL,PAUSED,55,0,2
129,1960.85,23,24.7681,F,3,0,N/A,STIPostImmigrating,0,1,19,0,0,INFORMAL,PAUSED,55,0,3
130,1960.86,48,36.4812,M,1,3,local,STIPreEmigrating,0,12,10,0,0,INFORMAL,NORMAL,58,1,1
130,1960.86,48,36.4812,M,3,0,N/A,STIPostImmigrating,0,12,10,0,0,INFORMAL,PAUSED,58,3,0
131,1960.86,56,39.6677,M,4,3,local,STIPreEmigrating,0,5,34,0,0,INFORMAL,PAUSED,4,4,0
131,1960.86,50,28.6402,M,1,2,local,STIPreEmigrating,0,11,4,0,0,INFORMAL,PAUSED,16,1,0
131,1960.86,50,28.6402,M,2,0,N/A,STIPostImmigrating,0,11,4,0,0,INFORMAL,NORMAL,16,2,2
131,1960.86,56,39.6677,M,3,0,N/A,STIPostImmigrating,0,5,34,0,0,INFORMAL,PAUSED,4,3,0
135,1960.87,5,47.7892,M,4,2,local,STIPreEmigrating,0,9,31,0,0,INFORMAL,NORMAL,26,4,4
135,1960.87,5,47.7892,M,2,0,N/A,STIPostImmigrating,0,9,31,0,0,INFORMAL,PAUSED,26,2,0
142,1960.89,30,30.6705,F,4,1,local,STIPreEmigrating,0,6,15,0,0,INFORMAL,PAUSED,68,0,4
142,1960.89,30,30.6705,F,1,0,N/A,STIPostImmigrating,0,6,15,0,0,INFORMAL,PAUSED,68,0,1
144,1960.89,56,39.7034,M,3,4,local,STIPreEmigrating,0,5,34,0,0,INFORMAL,PAUSED,4,3,0
144,1960.89,56,39.7034,M,4,0,N/A,STIPostImmigrating,0,5,34,0,0,INFORMAL,PAUSED,4,4,0
148,1960.91,20,17.0764,F,4,3,local,STIPreEmigrating,0,8,24,0,0,INFORMAL,NORMAL,41,4,4
148,1960.91,20,17.0764,F,3,0,N/A,STIPostImmigrating,0,8,24,0,0,INFORMAL,PAUSED,41,0,3
152,1960.92,16,22.965,F,2,3,local,STIPreEmigrating,0,11,15,0,0,INFORMAL,NORMAL,50,2,2
152,1960.92,16,22.965,F,3,0,N/A,STIPostImmigrating,0,11,15,0,0,INFORMAL,PAUSED,50,0,3
165,1960.95,49,29.8436,M,3,4,local,STIPreEmigrating,0,3,12,0,0,INFORMAL,PAUSED,53,3,0
165,1960.95,49,29.8436,M,4,0,N/A,STIPostImmigrating,0,3,12,0,0,INFORMAL,PAUSED,53,4,0
