Time, NodeID, Gender, AgeYears, NumIndividuals, NumInfected
0,3,M,150,0,0
0,3,F,150,0,0
0,2,M,150,0,0
0,2,F,150,1,0
0,1,M,150,0,0
0,1,F,150,1,0
1,3,M,150,0,0
1,3,F,150,0,0
1,2,M,150,0,0
1,2,F,150,1,0
1,1,M,150,0,0
1,1,F,150,1,1
2,3,M,150,0,0
2,3,F,150,0,0
2,2,M,150,0,0
2,2,F,150,1,0
2,1,M,150,0,0
2,1,F,150,1,1
3,3,M,150,0,0
3,3,F,150,0,0
3,2,M,150,0,0
3,2,F,150,1,0
3,1,M,150,0,0
3,1,F,150,1,1
4,3,M,150,0,0
4,3,F,150,0,0
4,2,M,150,0,0
4,2,F,150,1,0
4,1,M,150,0,0
4,1,F,150,1,1
5,3,M,150,0,0
5,3,F,150,0,0
5,2,M,150,0,0
5,2,F,150,1,0
5,1,M,150,0,0
5,1,F,150,1,1
6,3,M,150,0,0
6,3,F,150,0,0
6,2,M,150,0,0
6,2,F,150,1,0
6,1,M,150,0,0
6,1,F,150,1,1
7,3,M,150,0,0
7,3,F,150,0,0
7,2,M,150,0,0
7,2,F,150,1,0
7,1,M,150,0,0
7,1,F,150,1,1
8,3,M,150,0,0
8,3,F,150,0,0
8,2,M,150,0,0
8,2,F,150,1,0
8,1,M,150,0,0
8,1,F,150,1,1
9,3,M,150,0,0
9,3,F,150,0,0
9,2,M,150,0,0
9,2,F,150,1,0
9,1,M,150,0,0
9,1,F,150,1,1
10,3,M,150,0,0
10,3,F,150,0,0
10,2,M,150,0,0
10,2,F,150,1,0
10,1,M,150,0,0
10,1,F,150,1,1
11,3,M,150,0,0
11,3,F,150,0,0
11,2,M,150,0,0
11,2,F,150,1,0
11,1,M,150,0,0
11,1,F,150,1,1
12,3,M,150,0,0
12,3,F,150,0,0
12,2,M,150,0,0
12,2,F,150,1,0
12,1,M,150,0,0
12,1,F,150,1,1
13,3,M,150,0,0
13,3,F,150,0,0
13,2,M,150,0,0
13,2,F,150,1,0
13,1,M,150,0,0
13,1,F,150,1,1
14,3,M,150,0,0
14,3,F,150,0,0
14,2,M,150,0,0
14,2,F,150,1,0
14,1,M,150,0,0
14,1,F,150,1,1
15,3,M,150,0,0
15,3,F,150,0,0
15,2,M,150,0,0
15,2,F,150,1,0
15,1,M,150,0,0
15,1,F,150,1,1
16,3,M,150,0,0
16,3,F,150,0,0
16,2,M,150,0,0
16,2,F,150,1,0
16,1,M,150,0,0
16,1,F,150,1,0
17,3,M,150,0,0
17,3,F,150,0,0
17,2,M,150,0,0
17,2,F,150,2,0
17,1,M,150,0,0
17,1,F,150,0,0
18,3,M,150,0,0
18,3,F,150,0,0
18,2,M,150,0,0
18,2,F,150,2,0
18,1,M,150,0,0
18,1,F,150,0,0
19,3,M,150,0,0
19,3,F,150,0,0
19,2,M,150,0,0
19,2,F,150,1,0
19,1,M,150,0,0
19,1,F,150,1,1
20,3,M,150,0,0
20,3,F,150,0,0
20,2,M,150,0,0
20,2,F,150,2,1
20,1,M,150,0,0
20,1,F,150,0,0
21,3,M,150,0,0
21,3,F,150,0,0
21,2,M,150,0,0
21,2,F,150,2,1
21,1,M,150,0,0
21,1,F,150,0,0
22,3,M,150,0,0
22,3,F,150,0,0
22,2,M,150,0,0
22,2,F,150,2,1
22,1,M,150,0,0
22,1,F,150,0,0
23,3,M,150,0,0
23,3,F,150,0,0
23,2,M,150,0,0
23,2,F,150,2,1
23,1,M,150,0,0
23,1,F,150,0,0
24,3,M,150,0,0
24,3,F,150,0,0
24,2,M,150,0,0
24,2,F,150,2,1
24,1,M,150,0,0
24,1,F,150,0,0
25,3,M,150,0,0
25,3,F,150,0,0
25,2,M,150,0,0
25,2,F,150,2,1
25,1,M,150,0,0
25,1,F,150,0,0
26,3,M,150,0,0
26,3,F,150,0,0
26,2,M,150,0,0
26,2,F,150,2,1
26,1,M,150,0,0
26,1,F,150,0,0
27,3,M,150,0,0
27,3,F,150,0,0
27,2,M,150,0,0
27,2,F,150,2,1
27,1,M,150,0,0
27,1,F,150,0,0
28,3,M,150,0,0
28,3,F,150,0,0
28,2,M,150,0,0
28,2,F,150,2,1
28,1,M,150,0,0
28,1,F,150,0,0
29,3,M,150,0,0
29,3,F,150,0,0
29,2,M,150,0,0
29,2,F,150,2,1
29,1,M,150,0,0
29,1,F,150,0,0
