Year, NodeId, IP_Key:Accessibility, HasIntervention:Delayed_Intervention_Test_On_ANC, On_Art_Dim, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Transmitters
1997,1,Yes,0,1,40,5,5,0,5,0,0,5,5,5,0,0,0
1997,1,Yes,0,1,50,2,2,0,2,0,0,2,2,2,0,0,0
1997,1,Yes,0,1,60,2,2,0,2,0,0,2,2,2,0,0,0
1997,1,Yes,0,1,70,1,1,0,1,0,0,1,1,1,0,0,0
1997,1,Yes,0,1,80,1,1,0,1,0,0,1,1,1,0,0,0
1997,1,Yes,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,Yes,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,0,0,46,12,1,0,2,2,0,0,0,0,0,0
1997,1,No,0,0,10,28,11,0,0,1,1,0,0,0,0,0,0
1997,1,No,0,0,20,22,6,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,0,30,20,7,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,0,40,10,5,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,0,50,11,7,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,0,60,3,1,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,0,70,2,1,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,No,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,0,0,0,122,28,0,0,3,1,7,26,3,0,2,0
1997.5,4,Yes,0,0,10,76,29,0,0,2,2,2,2,0,1,0,0
1997.5,4,Yes,0,0,20,72,38,0,0,0,0,3,8,3,3,2,0
1997.5,4,Yes,0,0,30,62,28,0,0,0,0,5,8,0,3,2,0
1997.5,4,Yes,0,0,40,41,14,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,0,0,50,34,19,0,0,0,0,0,0,0,1,0,0
1997.5,4,Yes,0,0,60,14,4,0,0,0,0,1,1,1,1,0,0
1997.5,4,Yes,0,0,70,8,5,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,0,0,80,1,1,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,0,1,10,1,1,0,1,0,0,1,1,1,0,0,0
1997.5,4,Yes,0,1,20,13,13,0,13,0,0,13,13,13,0,0,0
1997.5,4,Yes,0,1,30,8,8,0,8,0,0,8,8,8,0,0,0
1997.5,4,Yes,0,1,40,4,4,0,4,0,0,4,4,4,0,0,0
1997.5,4,Yes,0,1,50,5,5,0,5,2,1,5,5,5,0,0,0
1997.5,4,Yes,0,1,60,2,2,0,2,0,0,2,2,2,0,0,0
1997.5,4,Yes,0,1,70,1,1,0,1,0,0,1,1,1,0,0,0
1997.5,4,Yes,0,1,80,1,1,0,1,0,0,1,1,1,0,0,0
1997.5,4,Yes,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,Yes,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,0,34,12,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,10,22,6,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,20,22,7,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,30,21,10,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,40,13,6,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,50,9,4,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,70,2,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,4,No,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,0,0,0,129,36,0,0,0,0,16,37,4,0,5,0
1997.5,3,Yes,0,0,10,94,30,0,0,1,1,4,6,3,2,1,0
1997.5,3,Yes,0,0,20,81,39,0,0,0,0,4,11,3,2,1,0
1997.5,3,Yes,0,0,30,63,28,0,0,0,0,2,7,3,3,1,0
1997.5,3,Yes,0,0,40,54,31,0,0,0,0,0,1,1,1,0,0
1997.5,3,Yes,0,0,50,27,10,0,0,0,0,0,0,0,1,0,0
1997.5,3,Yes,0,0,60,22,12,0,0,1,0,0,0,0,0,0,0
1997.5,3,Yes,0,0,70,20,11,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,0,0,80,4,2,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,0,1,10,2,2,0,2,0,0,2,2,2,0,0,0
1997.5,3,Yes,0,1,20,8,8,0,8,0,0,8,8,8,0,0,0
1997.5,3,Yes,0,1,30,6,6,0,6,0,0,6,6,6,0,0,0
1997.5,3,Yes,0,1,40,7,7,0,7,0,0,7,7,7,0,0,0
1997.5,3,Yes,0,1,50,5,5,0,5,0,0,5,5,5,0,0,0
1997.5,3,Yes,0,1,60,4,4,0,4,0,0,4,4,4,0,0,0
1997.5,3,Yes,0,1,70,1,1,0,1,0,0,1,1,1,0,0,0
1997.5,3,Yes,0,1,80,0,0,0,0,1,0,0,0,0,0,0,0
1997.5,3,Yes,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,Yes,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,0,0,44,11,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,0,10,29,8,0,0,1,1,0,0,0,0,0,0
1997.5,3,No,0,0,20,19,10,0,0,1,1,0,0,0,0,0,0
1997.5,3,No,0,0,30,11,6,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,0,40,13,3,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,0,50,10,3,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,0,60,5,1,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,0,70,2,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,3,No,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,0,0,0,129,36,1,0,1,0,13,32,3,1,7,0
1997.5,2,Yes,0,0,10,101,35,0,0,0,0,3,5,2,1,1,0
1997.5,2,Yes,0,0,20,91,50,0,0,0,0,1,6,2,4,0,0
1997.5,2,Yes,0,0,30,62,32,0,0,0,0,0,2,0,3,1,0
1997.5,2,Yes,0,0,40,39,21,0,0,0,0,0,1,0,0,0,0
1997.5,2,Yes,0,0,50,34,19,0,0,0,0,0,0,0,1,0,0
1997.5,2,Yes,0,0,60,19,6,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,0,0,70,8,3,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,0,0,80,1,0,0,0,0,0,0,0,0,1,0,0
1997.5,2,Yes,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,0,1,10,4,4,0,4,0,0,4,4,4,0,0,0
1997.5,2,Yes,0,1,20,9,9,0,9,0,0,9,9,9,0,0,0
1997.5,2,Yes,0,1,30,12,12,0,12,0,0,12,12,12,0,0,0
1997.5,2,Yes,0,1,40,8,8,0,8,0,0,8,8,8,0,0,0
1997.5,2,Yes,0,1,50,3,3,0,3,0,0,3,3,3,0,0,0
1997.5,2,Yes,0,1,60,5,5,0,5,0,0,5,5,5,0,0,0
1997.5,2,Yes,0,1,70,1,1,0,1,0,0,1,1,1,0,0,0
1997.5,2,Yes,0,1,80,1,1,0,1,0,0,1,1,1,0,0,0
1997.5,2,Yes,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,Yes,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,0,0,28,6,0,0,1,1,0,0,0,0,0,0
1997.5,2,No,0,0,10,27,11,0,0,1,1,0,0,0,0,0,0
1997.5,2,No,0,0,20,27,14,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,0,30,24,11,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,0,40,20,11,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,0,50,8,4,0,0,1,1,0,0,0,0,0,0
1997.5,2,No,0,0,60,6,5,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,0,70,4,3,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,2,No,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,0,0,0,109,26,0,0,3,2,10,28,1,0,11,0
1997.5,1,Yes,0,0,10,97,38,0,0,0,0,2,2,0,0,2,0
1997.5,1,Yes,0,0,20,103,58,0,0,0,0,3,11,2,0,1,0
1997.5,1,Yes,0,0,30,74,37,0,0,0,0,3,7,3,1,1,0
1997.5,1,Yes,0,0,40,49,29,0,0,0,0,1,1,0,2,0,0
1997.5,1,Yes,0,0,50,33,15,0,0,0,0,1,1,1,3,0,0
1997.5,1,Yes,0,0,60,17,12,0,0,0,0,0,0,0,1,0,0
1997.5,1,Yes,0,0,70,11,3,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,0,1,10,3,3,0,3,0,0,3,3,3,0,0,0
1997.5,1,Yes,0,1,20,9,9,0,9,0,0,9,9,9,0,0,0
1997.5,1,Yes,0,1,30,12,12,0,12,0,0,12,12,12,0,0,0
1997.5,1,Yes,0,1,40,3,3,0,3,0,0,3,3,3,0,0,0
1997.5,1,Yes,0,1,50,4,4,0,4,0,0,4,4,4,0,0,0
1997.5,1,Yes,0,1,60,2,2,0,2,0,0,2,2,2,0,0,0
1997.5,1,Yes,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,0,1,80,2,2,0,2,0,0,2,2,2,0,0,0
1997.5,1,Yes,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,80,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,Yes,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0
1997.5,1,No,0,0,0,34,5,0,0,0,0,0,0,0,0,0,0
1997.5,1,No,0,0,10,17,8,0,0,1,1,0,0,0,0,0,0
1997.5,1,No,0,0,20,18,6,0,0,0,0,0,0,0,0,0,0
