Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_previous_num_coital_acts,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_previous_num_coital_acts,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,29,351.314,0,F,1,1,3450,1,0,36.3888,0,1,1,0,0,0,1,1,0,0,0,0,17348,1,1,20.2797,0,1,1,0,0,0,1,1,0,0,0,0
2,29,354.773,0,F,1,1,13146,0,0,23.548,0,1,1,0,0,0,1,1,0,0,0,0,6130,0,1,14.4693,0,1,1,0,0,0,1,1,0,0,0,0
3,29,185.425,0,F,1,1,15538,0,0,18.8509,0,1,1,0,0,0,1,1,0,0,0,0,680,0,1,18.0332,0,1,1,0,0,0,1,1,0,0,0,0
4,29,173,0,F,1,1,6897,0,0,19.0431,0,1,1,0,0,0,1,1,0,0,0,0,4091,0,1,15.832,0,1,1,0,0,0,1,1,0,0,0,0
5,29,384.352,0,F,1,1,6956,0,0,28.0665,0,1,1,0,0,0,1,1,0,0,0,0,10172,0,1,16.599,0,1,1,0,0,0,1,1,0,0,0,0
6,29,306.595,0,F,1,1,7808,1,0,24.7063,0,1,1,0,0,0,1,1,0,0,0,0,6733,1,1,16.1671,0,1,1,0,0,0,1,1,0,0,0,0
7,29,1200.49,0,F,1,1,7821,0,0,30.3184,0,1,1,0,0,0,1,1,0,0,0,0,5064,0,1,25.4108,0,1,1,0,0,0,1,1,0,0,0,0
8,29,71.8965,0,F,1,1,9303,0,0,23.5049,0,1,1,0,0,0,1,1,0,0,0,0,442,0,1,16.7984,0,1,1,0,0,0,1,1,0,0,0,0
9,29,852.094,0,F,1,1,12027,0,0,27.5463,0,1,1,0,0,0,1,1,0,0,0,0,17065,0,1,31.8699,0,1,1,0,0,0,1,1,0,0,0,0
10,29,196.69,0,F,1,1,12319,1,0,19.1731,0,1,1,0,0,0,1,1,0,0,0,0,10792,1,1,16.2669,0,1,1,0,0,0,1,1,0,0,0,0
11,29,31.1281,0,F,1,1,13246,0,0,38.2597,0,1,1,0,0,0,1,1,0,0,0,0,16024,0,1,33.8218,0,1,1,0,0,0,1,1,0,0,0,0
12,29,360.591,0,F,1,1,177,0,0,29.0061,0,1,1,0,0,0,1,1,0,0,0,0,6439,0,1,14.6439,0,1,1,0,0,0,1,1,0,0,0,0
13,29,448.047,0,F,1,1,2088,0,0,17.618,0,1,1,0,0,0,1,1,0,0,0,0,5728,0,1,17.3174,0,1,1,0,0,0,1,1,0,0,0,0
14,29,383.244,0,F,1,1,2711,0,0,31.8294,0,1,1,0,0,0,1,1,0,0,0,0,4196,0,1,22.6193,0,1,1,0,0,0,1,1,0,0,0,0
15,29,674.129,0,F,1,1,5268,0,0,18.4488,0,1,1,0,0,0,1,1,0,0,0,0,11855,0,1,19.0316,0,1,1,0,0,0,1,1,0,0,0,0
