Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,340461476,X-a0:X-a0,7068,0,0,7068,0,0,248625
0,340461476,X-a0:X-a1,784,0,0,784,0,0,27125
0,340461476,X-a1:X-a0,796,0,0,796,0,0,27675
0,340461476,X-a1:X-a1,88,0,0,88,0,0,3075
1,340461476,X-a0:X-a0,6134,0,0,6134,0,75518,219725
1,340461476,X-a0:X-a1,700,0,0,700,0,8338,24675
1,340461476,X-a1:X-a0,686,0,0,686,0,8465,25175
1,340461476,X-a1:X-a1,79,0,0,79,0,956,2625
2,340461476,X-a0:X-a0,5386,0,0,5386,0,99649,193375
2,340461476,X-a0:X-a1,626,0,0,626,0,10948,21725
2,340461476,X-a1:X-a0,593,0,0,593,0,11249,21775
2,340461476,X-a1:X-a1,67,0,0,67,0,1246,2625
3,340461476,X-a0:X-a0,4701,0,0,4701,0,125191,163100
3,340461476,X-a0:X-a1,556,0,0,556,0,13807,17400
3,340461476,X-a1:X-a0,523,0,0,523,0,14102,18200
3,340461476,X-a1:X-a1,57,0,0,57,0,1585,2200
4,340461476,X-a0:X-a0,4134,0,0,4134,0,147175,147575
4,340461476,X-a0:X-a1,474,0,0,474,0,16039,17525
4,340461476,X-a1:X-a0,469,0,0,469,0,16539,16725
4,340461476,X-a1:X-a1,48,0,0,48,0,1864,1675
5,340461476,X-a0:X-a0,3573,0,0,3573,0,166167,130150
5,340461476,X-a0:X-a1,410,0,0,410,0,18453,14550
5,340461476,X-a1:X-a0,414,0,0,414,0,18543,14400
5,340461476,X-a1:X-a1,44,0,0,44,0,2082,1800
6,340461476,X-a0:X-a0,3119,0,0,3119,0,183446,109350
6,340461476,X-a0:X-a1,358,0,0,358,0,20454,11700
6,340461476,X-a1:X-a0,371,0,0,371,0,20349,12750
6,340461476,X-a1:X-a1,42,0,0,42,0,2317,1600
7,340461476,X-a0:X-a0,2701,0,0,2701,0,198249,96775
7,340461476,X-a0:X-a1,323,0,0,323,0,22042,10625
7,340461476,X-a1:X-a0,325,0,0,325,0,22274,11725
7,340461476,X-a1:X-a1,37,0,0,37,0,2541,1075
8,340461476,X-a0:X-a0,2370,0,0,2370,0,211586,87200
8,340461476,X-a0:X-a1,285,0,0,285,0,23387,9750
8,340461476,X-a1:X-a0,291,0,0,291,0,24088,9950
8,340461476,X-a1:X-a1,36,0,0,36,0,2688,1300
9,340461476,X-a0:X-a0,2101,0,0,2101,0,223547,71800
9,340461476,X-a0:X-a1,255,0,0,255,0,24704,8000
9,340461476,X-a1:X-a0,256,0,0,256,0,25391,9300
9,340461476,X-a1:X-a1,29,0,0,29,0,2863,900
10,340461476,X-a0:X-a0,1832,0,0,1832,0,233287,68075
10,340461476,X-a0:X-a1,227,0,0,227,0,25783,7825
10,340461476,X-a1:X-a0,229,0,0,229,0,27012,8925
10,340461476,X-a1:X-a1,26,0,0,26,0,3003,775
11,340461476,X-a0:X-a0,1600,0,0,1600,0,242036,58675
11,340461476,X-a0:X-a1,194,0,0,194,0,26770,6425
11,340461476,X-a1:X-a0,202,0,0,202,0,28526,6825
11,340461476,X-a1:X-a1,21,0,0,21,0,3078,875
12,340461476,X-a0:X-a0,1400,0,0,1400,25242,224885,48525
12,340461476,X-a0:X-a1,166,0,0,166,2703,24964,4975
12,340461476,X-a1:X-a0,173,0,0,173,2852,26580,5525
12,340461476,X-a1:X-a1,18,0,0,18,303,2953,475
13,340461476,X-a0:X-a0,1218,0,0,1218,33319,241466,45350
13,340461476,X-a0:X-a1,144,0,0,144,3574,26383,5200
13,340461476,X-a1:X-a0,147,0,0,147,3803,28315,5950
13,340461476,X-a1:X-a1,18,0,0,18,393,3038,600
14,340461476,X-a0:X-a0,1062,0,0,1062,41833,252323,38900
14,340461476,X-a0:X-a1,130,0,0,130,4524,27775,4050
14,340461476,X-a1:X-a0,129,0,0,129,4681,30320,4400
14,340461476,X-a1:X-a1,15,0,0,15,524,3174,550
15,340461476,X-a0:X-a0,921,0,0,921,49054,255851,31650
15,340461476,X-a0:X-a1,114,0,0,114,5312,27971,3250
15,340461476,X-a1:X-a0,110,0,0,110,5470,30514,3650
15,340461476,X-a1:X-a1,12,0,0,12,636,3254,250
16,340461476,X-a0:X-a0,17789,0,0,17789,38249,252199,30975
16,340461476,X-a0:X-a1,1918,0,0,1918,4382,27142,3175
16,340461476,X-a1:X-a0,1999,0,0,1999,4209,30054,4025
16,340461476,X-a1:X-a1,215,0,0,215,488,3050,425
17,340461476,X-a0:X-a0,21609,0,0,21609,38834,247865,26225
17,340461476,X-a0:X-a1,2314,0,0,2314,4434,26525,2625
17,340461476,X-a1:X-a0,2442,0,0,2442,4189,30084,3125
17,340461476,X-a1:X-a1,265,0,0,265,495,3058,425
18,340461476,X-a0:X-a0,26752,0,0,26752,38098,239645,21775
18,340461476,X-a0:X-a1,2896,0,0,2896,4264,25557,2225
18,340461476,X-a1:X-a0,2955,0,0,2955,4275,28999,2475
18,340461476,X-a1:X-a1,358,0,0,358,471,3026,225
19,340461476,X-a0:X-a0,31080,0,0,31080,37756,227892,20175
19,340461476,X-a0:X-a1,3395,0,0,3395,4114,24211,2025
19,340461476,X-a1:X-a0,3427,0,0,3427,4304,27399,2425
19,340461476,X-a1:X-a1,410,0,0,410,450,2851,275
20,340461476,X-a0:X-a0,33844,0,0,33844,37481,215644,1039550
20,340461476,X-a0:X-a1,3800,0,0,3800,3948,22730,114900
20,340461476,X-a1:X-a0,3728,0,0,3728,4341,26041,114750
20,340461476,X-a1:X-a1,435,0,0,435,463,2736,12700
21,340461476,X-a0:X-a0,37042,0,0,37042,36752,288064,440575
21,340461476,X-a0:X-a1,4116,0,0,4116,3881,30780,49175
21,340461476,X-a1:X-a0,4073,0,0,4073,4439,33559,49525
21,340461476,X-a1:X-a1,456,0,0,456,452,3609,4925
22,340461476,X-a0:X-a0,39687,0,0,39687,36127,284095,492300
22,340461476,X-a0:X-a1,4349,0,0,4349,3926,30414,55450
22,340461476,X-a1:X-a0,4393,0,0,4393,4481,32848,53700
22,340461476,X-a1:X-a1,41377,0,0,41377,461,3502,5450
23,340461476,X-a0:X-a0,41459,0,0,41459,35760,286850,1152550
23,340461476,X-a0:X-a1,4474,0,0,4474,4001,30956,132150
23,340461476,X-a1:X-a0,4644,0,0,4644,4391,32960,128200
23,340461476,X-a1:X-a1,37578,0,0,37578,513,3441,14100
24,340461476,X-a0:X-a0,43178,0,0,43178,41531,282520,745425
24,340461476,X-a0:X-a1,4701,0,0,4701,4501,30879,80475
24,340461476,X-a1:X-a0,4882,0,0,4882,4922,32404,85825
24,340461476,X-a1:X-a1,34095,0,0,34095,532,3417,8575
25,340461476,X-a0:X-a0,44567,0,0,44567,45506,285853,777500
25,340461476,X-a0:X-a1,4815,0,0,4815,5035,31111,88850
25,340461476,X-a1:X-a0,5122,0,0,5122,5559,32411,2820300
25,340461476,X-a1:X-a1,28214,0,0,28214,564,3437,318650
26,340461476,X-a0:X-a0,45346,0,628,44718,47402,256359,1210100
26,340461476,X-a0:X-a1,4960,0,67,4893,5161,28055,139550
26,340461476,X-a1:X-a0,5340,0,62,5278,5633,65961,135450
