,Year, NodeId, Gender, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Currently (TRANSITORY),Currently (INFORMAL),Currently (MARITAL),Currently (COMMERCIAL),Ever (TRANSITORY),Ever (INFORMAL),Ever (MARITAL),Ever (COMMERCIAL),Considering (TRANSITORY),Considering (INFORMAL),Considering (MARITAL),Considering (COMMERCIAL),Available for Relationship (TRANSITORY),Available for Relationship (INFORMAL),Available for Relationship (MARITAL),Available for Relationship (COMMERCIAL),Has Concurrent Partners,Current Partners,Lifetime Partners,Has Debuted,Had First Coital Act,Ratio - Has Debuted,Ratio - First Coital Act,Target,Ratio - Considering (TRANSITORY),Ratio - Available for Relationship (TRANSITORY),In queue no partner
2049,1968.88,1,0,50,39,0,0,0,0,0,0,0,0,0,0,8,8,9,0,30,26,13,0,0,0,0,0,20,17,18,0,4,28,151,39,39,1.0,1.0,1.0,0.0,0.5128205128205128,20
2050,1968.88,1,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2051,1968.88,1,1,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2052,1968.88,1,1,15,38,0,0,0,0,0,0,0,0,0,0,3,15,0,0,7,23,0,0,1,4,0,0,10,8,11,0,1,19,44,28,27,0.7368421052631579,0.7105263157894737,0.768916155,0.02631578947368421,0.2631578947368421,9
2053,1968.88,1,1,20,28,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,22,0,0,0,8,1,0,14,10,13,0,1,9,79,28,27,1.0,0.9642857142857143,0.988976378,0.0,0.5,14
2054,1968.88,1,1,25,17,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,16,0,0,0,2,0,0,13,10,13,0,2,8,95,17,17,1.0,1.0,1.0,0.0,0.7647058823529411,13
2055,1968.88,1,1,30,16,0,0,0,0,0,0,0,0,0,0,4,10,1,0,12,14,1,0,1,1,0,0,7,3,6,0,2,16,92,16,16,1.0,1.0,1.0,0.0625,0.4375,6
2056,1968.88,1,1,35,15,0,0,0,0,0,0,0,0,0,0,3,9,1,0,9,14,1,0,0,2,1,0,2,1,1,0,1,14,74,15,15,1.0,1.0,1.0,0.0,0.13333333333333333,2
2057,1968.88,1,1,40,8,0,0,0,0,0,0,0,0,0,0,4,3,1,0,5,7,1,0,0,0,0,0,3,3,4,0,2,9,64,8,8,1.0,1.0,1.0,0.0,0.375,3
2058,1968.88,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,3,3,0,9,8,3,0,1,1,0,0,4,4,3,0,2,11,46,10,10,1.0,1.0,1.0,0.1,0.4,3
2059,1968.88,1,1,50,42,0,0,0,1,0,0,0,0,0,0,3,4,7,0,15,25,11,0,2,2,5,0,20,20,19,0,1,15,84,42,38,1.0,0.9047619047619048,1.0,0.047619047619047616,0.47619047619047616,18
2060,1968.97,1,0,0,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2061,1968.97,1,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2062,1968.97,1,0,15,34,0,0,0,0,0,0,0,0,0,0,2,8,0,0,8,15,0,0,0,0,0,0,13,12,13,0,0,10,24,23,22,0.6764705882352942,0.6470588235294118,0.665211063,0.0,0.38235294117647056,13
2063,1968.97,1,0,20,19,0,0,0,0,0,0,0,0,0,0,1,4,0,0,14,14,0,0,3,0,0,0,14,13,15,0,0,5,41,19,19,1.0,1.0,0.955583756,0.15789473684210525,0.7368421052631579,11
2064,1968.97,1,0,25,21,0,0,0,0,0,0,0,0,0,0,4,6,0,0,18,14,0,0,1,0,0,0,19,16,15,0,2,10,67,21,21,1.0,1.0,1.0,0.047619047619047616,0.9047619047619048,18
2065,1968.97,1,0,30,16,0,0,0,0,0,0,0,0,0,0,2,9,0,0,10,15,0,0,0,0,0,0,7,6,6,0,2,11,73,16,16,1.0,1.0,1.0,0.0,0.4375,7
2066,1968.97,1,0,35,18,0,0,0,0,0,0,0,0,0,0,6,7,1,0,12,17,1,0,1,0,0,0,7,6,8,0,2,15,88,18,18,1.0,1.0,1.0,0.05555555555555555,0.3888888888888889,6
2067,1968.97,1,0,40,15,0,0,0,0,0,0,0,0,0,0,4,6,2,0,12,14,2,0,1,0,1,0,8,7,7,0,2,14,80,15,15,1.0,1.0,1.0,0.06666666666666667,0.5333333333333333,7
2068,1968.97,1,0,45,10,0,0,0,0,0,0,0,0,0,0,1,7,1,0,9,9,1,0,0,0,1,0,0,0,0,0,0,9,49,10,10,1.0,1.0,1.0,0.0,0.0,0
2069,1968.97,1,0,50,39,0,0,0,0,0,0,0,0,0,0,7,7,9,0,30,26,13,0,0,0,0,0,21,19,19,0,3,25,151,39,39,1.0,1.0,1.0,0.0,0.5384615384615384,21
2070,1968.97,1,1,0,108,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2071,1968.97,1,1,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2072,1968.97,1,1,15,39,0,0,0,0,0,0,0,0,0,0,2,16,0,0,7,24,0,0,2,4,0,0,11,8,12,0,1,19,45,29,28,0.7435897435897436,0.717948717948718,0.768916155,0.05128205128205128,0.28205128205128205,9
2073,1968.97,1,1,20,28,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,22,0,0,0,8,1,0,14,10,13,0,1,9,79,28,27,1.0,0.9642857142857143,0.988976378,0.0,0.5,14
2074,1968.97,1,1,25,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,15,0,0,1,2,0,0,12,9,12,0,2,7,90,16,16,1.0,1.0,1.0,0.0625,0.75,11
2075,1968.97,1,1,30,16,0,0,0,0,0,0,0,0,0,0,3,11,1,0,12,14,1,0,0,0,0,0,7,3,6,0,2,17,90,16,16,1.0,1.0,1.0,0.0,0.4375,7
2076,1968.97,1,1,35,16,0,0,0,0,0,0,0,0,0,0,3,10,1,0,10,15,1,0,0,1,1,0,4,2,3,0,1,14,84,16,16,1.0,1.0,1.0,0.0,0.25,4
2077,1968.97,1,1,40,8,0,0,0,0,0,0,0,0,0,0,4,3,1,0,5,7,1,0,0,1,0,0,2,2,3,0,2,9,64,8,8,1.0,1.0,1.0,0.0,0.25,2
2078,1968.97,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,2,3,0,9,8,3,0,2,1,0,0,4,5,4,0,2,10,46,10,10,1.0,1.0,1.0,0.2,0.4,2
2079,1968.97,1,1,50,41,0,0,0,0,0,0,0,0,0,0,2,4,7,0,15,25,11,0,2,2,5,0,21,21,20,0,1,14,84,41,38,1.0,0.926829268292683,1.0,0.04878048780487805,0.5121951219512195,19
2080,1969.05,1,0,0,101,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2081,1969.05,1,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2082,1969.05,1,0,15,34,0,0,0,0,0,0,0,0,0,0,2,8,0,0,8,15,0,0,0,0,0,0,14,12,14,0,0,10,24,22,22,0.6470588235294118,0.6470588235294118,0.665211063,0.0,0.4117647058823529,14
2083,1969.05,1,0,20,20,0,0,0,0,0,0,0,0,0,0,2,5,0,0,14,15,0,0,3,0,0,0,14,13,15,0,0,7,43,20,20,1.0,1.0,0.955583756,0.15,0.7,11
2084,1969.05,1,0,25,20,0,0,0,0,0,0,0,0,0,0,5,6,0,0,18,13,0,0,0,0,0,0,18,15,14,0,2,11,65,20,20,1.0,1.0,1.0,0.0,0.9,18
2085,1969.05,1,0,30,16,0,0,0,0,0,0,0,0,0,0,2,9,0,0,9,15,0,0,1,0,0,0,6,5,5,0,2,11,71,16,16,1.0,1.0,1.0,0.0625,0.375,5
2086,1969.05,1,0,35,18,0,0,0,0,0,0,0,0,0,0,5,8,1,0,13,17,1,0,0,0,0,0,6,5,7,0,1,16,94,18,18,1.0,1.0,1.0,0.0,0.3333333333333333,6
2087,1969.05,1,0,40,14,0,0,0,0,0,0,0,0,0,0,5,5,2,0,11,14,2,0,0,0,0,0,10,8,8,0,2,13,75,14,14,1.0,1.0,1.0,0.0,0.7142857142857143,10
2088,1969.05,1,0,45,12,0,0,0,0,0,0,0,0,0,0,1,8,1,0,10,10,1,0,0,0,2,0,0,0,0,0,0,10,56,12,12,1.0,1.0,1.0,0.0,0.0,0
2089,1969.05,1,0,50,39,0,0,0,0,0,0,0,0,0,0,7,8,9,0,30,27,13,0,0,0,0,0,20,18,18,0,2,25,152,39,39,1.0,1.0,1.0,0.0,0.5128205128205128,20
2090,1969.05,1,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2091,1969.05,1,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2092,1969.05,1,1,15,39,0,0,0,0,0,0,0,0,0,0,2,16,0,0,7,24,0,0,2,4,0,0,10,8,11,0,1,19,44,29,28,0.7435897435897436,0.717948717948718,0.768916155,0.05128205128205128,0.2564102564102564,8
2093,1969.05,1,1,20,29,0,0,0,0,0,0,0,0,0,0,4,6,0,0,17,23,0,0,0,10,1,0,11,7,10,0,1,11,82,29,28,1.0,0.9655172413793104,0.988976378,0.0,0.3793103448275862,11
2094,1969.05,1,1,25,16,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,15,0,0,0,1,0,0,12,9,12,0,2,9,92,16,16,1.0,1.0,1.0,0.0,0.75,12
2095,1969.05,1,1,30,16,0,0,0,0,0,0,0,0,0,0,4,11,1,0,12,14,1,0,0,0,0,0,6,2,5,0,2,18,91,16,16,1.0,1.0,1.0,0.0,0.375,6
2096,1969.05,1,1,35,16,0,0,0,0,0,0,0,0,0,0,2,11,1,0,10,15,1,0,0,0,1,0,5,3,4,0,1,15,86,16,16,1.0,1.0,1.0,0.0,0.3125,5
2097,1969.05,1,1,40,8,0,0,0,0,0,0,0,0,0,0,2,3,1,0,5,7,1,0,0,1,0,0,2,2,3,0,1,7,64,8,8,1.0,1.0,1.0,0.0,0.25,2
2098,1969.05,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,2,3,0,9,8,3,0,2,1,0,0,4,5,4,0,2,10,46,10,10,1.0,1.0,1.0,0.2,0.4,2
2099,1969.05,1,1,50,41,0,0,0,0,0,0,0,0,0,0,2,4,7,0,15,25,11,0,2,2,5,0,21,21,20,0,1,14,84,41,38,1.0,0.926829268292683,1.0,0.04878048780487805,0.5121951219512195,19
2100,1969.13,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2101,1969.13,1,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2102,1969.13,1,0,15,33,0,0,0,0,0,0,0,0,0,0,2,8,0,0,7,15,0,0,0,0,0,0,12,11,12,0,0,10,23,22,21,0.6666666666666666,0.6363636363636364,0.665211063,0.0,0.36363636363636365,12
2103,1969.13,1,0,20,21,0,0,0,0,0,0,0,0,0,0,3,6,0,0,15,15,0,0,2,0,0,0,14,13,15,0,0,9,46,21,21,1.0,1.0,0.955583756,0.09523809523809523,0.6666666666666666,12
2104,1969.13,1,0,25,20,0,0,0,0,0,0,0,0,0,0,5,4,0,0,18,13,0,0,0,0,0,0,19,16,15,0,2,9,65,20,20,1.0,1.0,1.0,0.0,0.95,19
2105,1969.13,1,0,30,16,0,0,0,0,0,0,0,0,0,0,2,8,0,0,9,15,0,0,1,0,0,0,7,6,5,0,2,10,71,16,16,1.0,1.0,1.0,0.0625,0.4375,6
2106,1969.13,1,0,35,18,0,0,0,0,0,0,0,0,0,0,5,7,1,0,13,17,1,0,0,0,0,0,7,6,8,0,1,15,94,18,18,1.0,1.0,1.0,0.0,0.3888888888888889,7
2107,1969.13,1,0,40,14,0,0,0,0,0,0,0,0,0,0,4,5,2,0,11,14,2,0,0,0,0,0,11,9,9,0,2,12,75,14,14,1.0,1.0,1.0,0.0,0.7857142857142857,11
2108,1969.13,1,0,45,12,0,0,0,0,0,0,0,0,0,0,1,8,1,0,10,10,1,0,0,0,2,0,0,0,0,0,0,10,56,12,12,1.0,1.0,1.0,0.0,0.0,0
2109,1969.13,1,0,50,39,0,0,0,0,0,0,0,0,0,0,6,8,9,0,30,27,13,0,0,0,0,0,21,19,19,0,2,24,152,39,39,1.0,1.0,1.0,0.0,0.5384615384615384,21
2110,1969.13,1,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2111,1969.13,1,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2112,1969.13,1,1,15,38,0,0,0,0,0,0,0,0,0,0,2,16,0,0,7,23,0,0,2,4,0,0,11,8,12,0,1,19,43,29,27,0.7631578947368421,0.7105263157894737,0.768916155,0.05263157894736842,0.2894736842105263,9
2113,1969.13,1,1,20,30,0,0,0,0,0,0,0,0,0,0,5,4,0,0,17,24,0,0,0,10,1,0,14,10,13,0,1,10,85,30,29,1.0,0.9666666666666667,0.988976378,0.0,0.4666666666666667,14
2114,1969.13,1,1,25,16,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,15,0,0,0,1,0,0,12,9,12,0,2,9,92,16,16,1.0,1.0,1.0,0.0,0.75,12
2115,1969.13,1,1,30,16,0,0,0,0,0,0,0,0,0,0,3,11,1,0,12,14,1,0,0,1,0,0,5,1,4,0,2,17,91,16,16,1.0,1.0,1.0,0.0,0.3125,5
2116,1969.13,1,1,35,16,0,0,0,0,0,0,0,0,0,0,2,10,1,0,10,15,1,0,1,0,1,0,6,4,5,0,1,14,86,16,16,1.0,1.0,1.0,0.0625,0.375,5
2117,1969.13,1,1,40,8,0,0,0,0,0,0,0,0,0,0,2,3,1,0,5,7,1,0,0,1,0,0,2,2,3,0,0,6,64,8,8,1.0,1.0,1.0,0.0,0.25,2
2118,1969.13,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,2,3,0,9,8,3,0,2,1,0,0,4,5,4,0,2,10,46,10,10,1.0,1.0,1.0,0.2,0.4,2
2119,1969.13,1,1,50,41,0,0,0,0,0,0,0,0,0,0,2,4,7,0,15,25,11,0,2,2,5,0,21,21,20,0,1,14,84,41,38,1.0,0.926829268292683,1.0,0.04878048780487805,0.5121951219512195,19
2120,1969.21,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2121,1969.21,1,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2122,1969.21,1,0,15,34,0,0,0,0,0,0,0,0,0,0,2,9,0,0,7,16,0,0,0,0,0,0,13,11,13,0,0,11,24,22,22,0.6470588235294118,0.6470588235294118,0.665211063,0.0,0.38235294117647056,13
2123,1969.21,1,0,20,20,0,0,0,0,0,0,0,0,0,0,4,6,0,0,14,14,0,0,2,0,0,0,13,12,14,0,0,10,42,20,20,1.0,1.0,0.955583756,0.1,0.65,11
2124,1969.21,1,0,25,21,0,0,0,0,0,0,0,0,0,0,5,5,0,0,19,14,0,0,1,0,0,0,19,17,16,0,2,10,71,21,21,1.0,1.0,1.0,0.047619047619047616,0.9047619047619048,18
2125,1969.21,1,0,30,16,0,0,0,0,0,0,0,0,0,0,2,8,0,0,9,15,0,0,0,0,0,0,7,6,5,0,1,10,72,16,16,1.0,1.0,1.0,0.0,0.4375,7
2126,1969.21,1,0,35,18,0,0,0,0,0,0,0,0,0,0,5,8,1,0,13,17,1,0,0,0,0,0,6,5,7,0,1,16,95,18,18,1.0,1.0,1.0,0.0,0.3333333333333333,6
2127,1969.21,1,0,40,14,0,0,0,0,0,0,0,0,0,0,4,5,2,0,11,14,2,0,0,0,0,0,11,9,9,0,2,12,75,14,14,1.0,1.0,1.0,0.0,0.7857142857142857,11
2128,1969.21,1,0,45,12,0,0,0,0,0,0,0,0,0,0,1,8,1,0,10,10,1,0,0,0,2,0,0,0,0,0,0,10,56,12,12,1.0,1.0,1.0,0.0,0.0,0
2129,1969.21,1,0,50,39,0,0,0,0,0,0,0,0,0,0,5,8,10,0,30,27,14,0,0,0,0,0,21,19,19,0,2,24,154,39,39,1.0,1.0,1.0,0.0,0.5384615384615384,21
2130,1969.21,1,1,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2131,1969.21,1,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2132,1969.21,1,1,15,38,0,0,0,0,0,0,0,0,0,0,3,18,0,0,7,25,0,0,2,3,0,0,11,8,12,0,1,22,46,30,29,0.7894736842105263,0.7631578947368421,0.768916155,0.05263157894736842,0.2894736842105263,9
2133,1969.21,1,1,20,30,0,0,0,0,0,0,0,0,0,0,4,4,0,0,17,24,0,0,0,12,1,0,12,8,11,0,1,9,85,30,29,1.0,0.9666666666666667,0.988976378,0.0,0.4,12
2134,1969.21,1,1,25,16,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,15,0,0,1,1,0,0,11,8,11,0,2,10,93,16,16,1.0,1.0,1.0,0.0625,0.6875,10
2135,1969.21,1,1,30,14,0,0,0,0,0,0,0,0,0,0,3,10,1,0,10,12,1,0,1,0,0,0,4,1,4,0,2,15,83,14,14,1.0,1.0,1.0,0.07142857142857142,0.2857142857142857,3
2136,1969.21,1,1,35,17,0,0,0,0,0,0,0,0,0,0,3,10,1,0,11,17,1,0,1,1,1,0,6,5,5,0,2,16,91,17,17,1.0,1.0,1.0,0.058823529411764705,0.35294117647058826,5
2137,1969.21,1,1,40,9,0,0,0,0,0,0,0,0,0,0,2,4,1,0,6,7,1,0,1,0,0,0,3,2,4,0,0,7,69,9,9,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,2
2138,1969.21,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,2,3,0,9,8,3,0,2,1,0,0,4,5,4,0,2,10,46,10,10,1.0,1.0,1.0,0.2,0.4,2
2139,1969.21,1,1,50,41,0,0,0,0,0,0,0,0,0,0,2,4,8,0,15,25,12,0,2,2,4,0,22,21,20,0,0,14,85,41,38,1.0,0.926829268292683,1.0,0.04878048780487805,0.5365853658536586,20
2140,1969.29,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2141,1969.29,1,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2142,1969.29,1,0,15,34,0,0,0,0,0,0,0,0,0,0,2,9,0,0,7,16,0,0,0,0,0,0,12,11,12,0,0,11,24,23,22,0.6764705882352942,0.6470588235294118,0.665211063,0.0,0.35294117647058826,12
2143,1969.29,1,0,20,19,0,0,0,0,0,0,0,0,0,0,3,7,0,0,13,14,0,0,2,0,0,0,11,11,12,0,0,10,41,19,19,1.0,1.0,0.955583756,0.10526315789473684,0.5789473684210527,9
2144,1969.29,1,0,25,22,0,0,0,0,0,0,0,0,0,0,4,5,0,0,20,14,0,0,1,0,0,0,20,17,17,0,3,10,74,22,22,1.0,1.0,1.0,0.045454545454545456,0.9090909090909091,19
2145,1969.29,1,0,30,16,0,0,0,0,0,0,0,0,0,0,2,7,0,0,9,15,0,0,1,0,0,0,8,7,6,0,1,9,72,16,16,1.0,1.0,1.0,0.0625,0.5,7
2146,1969.29,1,0,35,17,0,0,0,0,0,0,0,0,0,0,5,8,1,0,13,16,1,0,0,0,0,0,5,4,6,0,1,16,93,17,17,1.0,1.0,1.0,0.0,0.29411764705882354,5
2147,1969.29,1,0,40,15,0,0,0,0,0,0,0,0,0,0,4,5,2,0,11,15,2,0,0,0,0,0,12,10,10,0,2,12,77,15,15,1.0,1.0,1.0,0.0,0.8,12
2148,1969.29,1,0,45,12,0,0,0,0,0,0,0,0,0,0,0,7,1,0,10,10,1,0,0,0,2,0,2,2,1,0,0,8,56,12,12,1.0,1.0,1.0,0.0,0.16666666666666666,2
2149,1969.29,1,0,50,39,0,0,0,0,0,0,0,0,0,0,5,8,11,0,30,27,14,0,0,0,0,0,21,19,18,0,3,26,156,39,39,1.0,1.0,1.0,0.0,0.5384615384615384,21
2150,1969.29,1,1,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2151,1969.29,1,1,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2152,1969.29,1,1,15,37,0,0,0,0,0,0,0,0,0,0,3,18,0,0,7,24,0,0,3,3,0,0,11,8,12,0,1,22,45,29,28,0.7837837837837838,0.7567567567567568,0.768916155,0.08108108108108109,0.2972972972972973,8
2153,1969.29,1,1,20,28,0,0,0,0,0,0,0,0,0,0,1,5,0,0,14,23,0,0,0,13,1,0,9,7,8,0,0,6,67,28,27,1.0,0.9642857142857143,0.988976378,0.0,0.32142857142857145,9
2154,1969.29,1,1,25,19,0,0,0,0,0,0,0,0,0,0,6,5,0,0,14,17,0,0,0,2,0,0,14,9,14,0,3,12,114,19,19,1.0,1.0,1.0,0.0,0.7368421052631579,14
2155,1969.29,1,1,30,14,0,0,0,0,0,0,0,0,0,0,3,10,1,0,10,12,1,0,1,0,0,0,4,1,4,0,2,15,83,14,14,1.0,1.0,1.0,0.07142857142857142,0.2857142857142857,3
2156,1969.29,1,1,35,17,0,0,0,0,0,0,0,0,0,0,3,9,1,0,11,17,1,0,1,2,1,0,6,5,5,0,2,15,91,17,17,1.0,1.0,1.0,0.058823529411764705,0.35294117647058826,5
2157,1969.29,1,1,40,9,0,0,0,0,0,0,0,0,0,0,2,4,1,0,6,7,1,0,3,0,0,0,2,2,4,0,0,7,69,9,9,1.0,1.0,1.0,0.3333333333333333,0.2222222222222222,-1
2158,1969.29,1,1,45,9,0,0,0,0,0,0,0,0,0,0,2,2,3,0,8,7,3,0,1,1,0,0,5,5,4,0,2,9,43,9,9,1.0,1.0,1.0,0.1111111111111111,0.5555555555555556,4
2159,1969.29,1,1,50,42,0,0,0,0,0,0,0,0,0,0,3,4,9,0,16,26,13,0,2,2,3,0,22,21,20,0,0,16,90,42,39,1.0,0.9285714285714286,1.0,0.047619047619047616,0.5238095238095238,20
2160,1969.38,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2161,1969.38,1,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2162,1969.38,1,0,15,32,0,0,0,0,0,0,0,0,0,0,2,10,0,0,7,15,0,0,0,0,0,0,12,10,12,0,0,12,24,21,21,0.65625,0.65625,0.665211063,0.0,0.375,12
2163,1969.38,1,0,20,20,0,0,0,0,0,0,0,0,0,0,2,7,0,0,12,16,0,0,2,0,0,0,12,12,13,0,0,9,39,20,20,1.0,1.0,0.955583756,0.1,0.6,10
2164,1969.38,1,0,25,23,0,0,0,0,0,0,0,0,0,0,5,5,0,0,21,14,0,0,2,0,0,0,20,18,18,0,3,11,78,23,23,1.0,1.0,1.0,0.08695652173913043,0.8695652173913043,18
2165,1969.38,1,0,30,16,0,0,0,0,0,0,0,0,0,0,2,5,0,0,9,15,0,0,1,0,0,0,10,9,8,0,1,7,72,16,16,1.0,1.0,1.0,0.0625,0.625,9
2166,1969.38,1,0,35,17,0,0,0,0,0,0,0,0,0,0,5,9,1,0,13,16,1,0,0,0,0,0,5,3,5,0,1,16,94,17,17,1.0,1.0,1.0,0.0,0.29411764705882354,5
2167,1969.38,1,0,40,15,0,0,0,0,0,0,0,0,0,0,4,5,1,0,11,15,2,0,0,0,0,0,12,10,11,0,2,12,78,15,15,1.0,1.0,1.0,0.0,0.8,12
2168,1969.38,1,0,45,11,0,0,0,0,0,0,0,0,0,0,0,7,1,0,9,9,1,0,0,0,2,0,1,1,0,0,0,8,52,11,11,1.0,1.0,1.0,0.0,0.09090909090909091,1
2169,1969.38,1,0,50,40,0,0,0,1,0,0,0,0,0,0,5,8,10,0,31,28,14,0,0,0,0,0,22,20,19,0,3,25,161,40,40,1.0,1.0,1.0,0.0,0.55,22
2170,1969.38,1,1,0,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2171,1969.38,1,1,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,0
2172,1969.38,1,1,15,36,0,0,0,1,0,0,0,0,0,0,3,19,0,0,7,24,0,0,3,1,0,0,10,8,11,0,1,23,45,28,28,0.7777777777777778,0.7777777777777778,0.768916155,0.08333333333333333,0.2777777777777778,7
2173,1969.38,1,1,20,29,0,0,0,0,0,0,0,0,0,0,1,5,0,0,14,24,0,0,0,13,1,0,10,8,9,0,0,6,69,29,28,1.0,0.9655172413793104,0.988976378,0.0,0.3448275862068966,10
2174,1969.38,1,1,25,19,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14,17,0,0,0,3,0,0,14,10,14,0,1,10,114,19,19,1.0,1.0,1.0,0.0,0.7368421052631579,14
2175,1969.38,1,1,30,14,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,12,1,0,1,0,0,0,5,2,6,0,2,14,84,14,14,1.0,1.0,1.0,0.07142857142857142,0.35714285714285715,4
2176,1969.38,1,1,35,17,0,0,0,0,0,0,0,0,0,0,3,11,1,0,11,17,1,0,2,0,1,0,5,5,5,0,3,17,93,17,17,1.0,1.0,1.0,0.11764705882352941,0.29411764705882354,3
