Year, NodeId, Gender, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,Currently (TRANSITORY),Currently (INFORMAL),Currently (MARITAL),Currently (COMMERCIAL),Ever (TRANSITORY),Ever (INFORMAL),Ever (MARITAL),Ever (COMMERCIAL),Considering (TRANSITORY),Considering (INFORMAL),Considering (MARITAL),Considering (COMMERCIAL),Available for Relationship (TRANSITORY),Available for Relationship (INFORMAL),Available for Relationship (MARITAL),Available for Relationship (COMMERCIAL),Has Concurrent Partners,Current Partners,Lifetime Partners,Has Debuted,Had First Coital Act
1968.31,1,1,45,10,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10,8,3,0,2,2,0,0,3,2,2,0,2,11,44,10,10
1968.31,1,1,50,40,0,0,0,0,0,0,0,0,0,0,2,3,5,0,13,23,9,0,3,2,8,0,20,20,19,0,0,10,70,40,34
1968.39,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.39,1,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.39,1,0,15,35,0,0,0,0,0,0,0,0,0,0,5,7,0,0,12,14,0,0,0,0,0,0,12,11,12,0,0,12,27,24,24
1968.39,1,0,20,17,0,0,0,0,0,0,0,0,0,0,2,4,0,0,12,13,0,0,0,0,0,0,12,12,12,0,1,7,37,17,17
1968.39,1,0,25,19,0,0,0,0,0,0,0,0,0,0,4,6,0,0,17,12,0,0,3,0,0,0,17,14,13,0,2,10,62,19,19
1968.39,1,0,30,17,0,0,0,0,0,0,0,0,0,0,4,11,0,0,10,16,0,0,3,0,0,0,4,3,3,0,1,15,71,17,17
1968.39,1,0,35,19,0,0,0,0,0,0,0,0,0,0,6,5,1,0,12,18,1,0,6,0,0,0,7,7,8,0,3,13,84,19,19
1968.39,1,0,40,15,0,0,0,1,0,0,0,0,0,0,3,7,2,0,10,14,2,0,0,0,1,0,7,6,6,0,2,15,74,15,15
1968.39,1,0,45,10,0,0,0,0,0,0,0,0,0,0,3,6,1,0,9,9,2,0,0,0,1,0,0,0,1,0,1,10,56,10,10
1968.39,1,0,50,39,0,0,0,0,0,0,0,0,0,0,5,9,7,0,28,25,10,0,0,0,0,0,23,19,20,0,2,23,131,39,39
1968.39,1,1,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.39,1,1,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.39,1,1,15,38,0,0,0,0,0,0,0,0,0,0,5,15,0,0,9,22,0,0,0,3,1,0,10,9,11,0,2,22,45,30,27
1968.39,1,1,20,25,0,0,0,0,0,0,0,0,0,0,4,9,0,0,15,21,0,0,0,2,0,0,15,11,15,0,2,14,84,25,25
1968.39,1,1,25,16,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11,15,0,0,0,0,0,0,10,8,10,0,2,9,82,16,16
1968.39,1,1,30,18,0,0,0,0,0,0,0,0,0,0,6,9,1,0,13,16,1,0,0,4,1,0,7,3,6,0,5,20,102,18,18
1968.39,1,1,35,13,0,0,0,0,0,0,0,0,0,0,3,5,1,0,8,12,1,0,0,2,0,0,3,3,3,0,0,9,59,13,13
1968.39,1,1,40,10,0,0,0,0,0,0,0,0,0,0,3,4,1,0,6,9,1,0,1,2,0,0,2,2,4,0,2,10,69,10,10
1968.39,1,1,45,10,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10,8,3,0,2,2,0,0,3,2,2,0,2,11,44,10,10
1968.39,1,1,50,40,0,0,0,0,0,0,0,0,0,0,2,3,5,0,13,23,9,0,3,2,8,0,20,20,19,0,0,10,70,40,34
1968.47,1,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.47,1,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.47,1,0,15,35,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,13,0,0,0,0,0,0,13,12,13,0,0,10,25,23,23
1968.47,1,0,20,18,0,0,0,0,0,0,0,0,0,0,1,5,0,0,13,14,0,0,0,0,0,0,12,12,12,0,1,7,39,18,18
1968.47,1,0,25,19,0,0,0,0,0,0,0,0,0,0,4,6,0,0,17,12,0,0,3,0,0,0,17,14,13,0,2,10,62,19,19
1968.47,1,0,30,17,0,0,0,0,0,0,0,0,0,0,3,11,0,0,10,16,0,0,2,0,0,0,4,3,3,0,1,15,72,17,17
1968.47,1,0,35,18,0,0,0,0,0,0,0,0,0,0,5,6,1,0,11,17,1,0,4,0,0,0,6,6,7,0,3,13,81,18,18
1968.47,1,0,40,15,0,0,0,0,0,0,0,0,0,0,2,6,2,0,11,14,2,0,2,0,1,0,10,9,8,0,2,13,75,15,15
1968.47,1,0,45,10,0,0,0,0,0,0,0,0,0,0,3,6,1,0,9,9,2,0,0,0,1,0,0,0,1,0,1,10,56,10,10
1968.47,1,0,50,39,0,0,0,1,0,0,0,0,0,0,5,8,8,0,28,25,11,0,0,0,0,0,23,19,20,0,2,23,133,39,39
1968.47,1,1,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.47,1,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.47,1,1,15,38,0,0,0,0,0,0,0,0,0,0,3,14,0,0,8,21,0,0,0,3,1,0,11,10,12,0,2,19,43,29,26
1968.47,1,1,20,26,0,0,0,0,0,0,0,0,0,0,5,9,0,0,16,22,0,0,0,2,0,0,15,11,15,0,1,14,86,26,26
1968.47,1,1,25,16,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11,15,0,0,0,0,0,0,10,9,11,0,3,10,83,16,16
1968.47,1,1,30,17,0,0,0,0,0,0,0,0,0,0,5,7,1,0,12,15,1,0,0,4,1,0,8,4,7,0,4,16,98,17,17
1968.47,1,1,35,14,0,0,0,0,0,0,0,0,0,0,3,7,1,0,9,13,1,0,0,2,0,0,2,2,2,0,0,11,64,14,14
1968.47,1,1,40,10,0,0,0,0,0,0,0,0,0,0,3,3,1,0,6,9,1,0,1,2,0,0,3,3,5,0,2,9,69,10,10
1968.47,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,4,3,0,10,8,3,0,1,2,0,0,4,3,3,0,2,11,45,10,10
1968.47,1,1,50,40,0,0,0,0,0,0,0,0,0,0,2,3,6,0,13,23,10,0,3,2,7,0,20,20,19,0,0,11,71,40,35
1968.55,1,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.55,1,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.55,1,0,15,36,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,13,0,0,0,0,0,0,15,14,15,0,0,8,25,24,23
1968.55,1,0,20,18,0,0,0,0,0,0,0,0,0,0,1,4,0,0,13,14,0,0,1,0,0,0,14,13,13,0,0,5,39,18,18
1968.55,1,0,25,19,0,0,0,0,0,0,0,0,0,0,5,6,0,0,17,12,0,0,2,0,0,0,17,14,13,0,2,11,63,19,19
1968.55,1,0,30,17,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,16,0,0,2,0,0,0,5,4,4,0,1,14,72,17,17
1968.55,1,0,35,18,0,0,0,0,0,0,0,0,0,0,5,6,1,0,11,17,1,0,4,0,0,0,6,6,7,0,3,13,81,18,18
1968.55,1,0,40,15,0,0,0,0,0,0,0,0,0,0,2,6,2,0,11,14,2,0,2,0,1,0,9,8,7,0,2,13,77,15,15
1968.55,1,0,45,10,0,0,0,0,0,0,0,0,0,0,2,6,1,0,9,9,2,0,0,0,1,0,1,1,2,0,1,9,56,10,10
1968.55,1,0,50,38,0,0,0,0,0,0,0,0,0,0,6,8,8,0,28,24,11,0,0,0,0,0,21,17,18,0,3,25,134,38,38
1968.55,1,1,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.55,1,1,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.55,1,1,15,39,0,0,0,0,0,0,0,0,0,0,3,14,0,0,8,21,0,0,0,3,1,0,12,10,12,0,1,17,43,29,26
1968.55,1,1,20,26,0,0,0,0,0,0,0,0,0,0,4,6,0,0,16,22,0,0,0,5,0,0,16,12,16,0,2,11,87,26,26
1968.55,1,1,25,16,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,15,0,0,0,1,0,0,10,9,11,0,3,9,83,16,16
1968.55,1,1,30,17,0,0,0,0,0,0,0,0,0,0,5,8,1,0,12,15,1,0,0,3,1,0,8,4,7,0,4,17,99,17,17
1968.55,1,1,35,14,0,0,0,0,0,0,0,0,0,0,2,7,1,0,9,13,1,0,0,2,0,0,2,2,2,0,0,10,64,14,14
1968.55,1,1,40,10,0,0,0,0,0,0,0,0,0,0,3,4,1,0,6,9,1,0,0,1,0,0,3,3,5,0,3,11,71,10,10
1968.55,1,1,45,9,0,0,0,0,0,0,0,0,0,0,2,4,3,0,9,7,3,0,0,1,0,0,4,3,3,0,2,12,43,9,9
1968.55,1,1,50,41,0,0,0,0,0,0,0,0,0,0,2,3,6,0,14,24,10,0,3,3,7,0,20,20,19,0,0,11,74,41,36
1968.64,1,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.64,1,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.64,1,0,15,38,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11,14,0,0,0,0,0,0,16,14,16,0,0,9,26,24,24
1968.64,1,0,20,17,0,0,0,0,0,0,0,0,0,0,1,4,0,0,12,13,0,0,1,0,0,0,14,12,13,0,0,5,38,17,17
1968.64,1,0,25,20,0,0,0,0,0,0,0,0,0,0,5,6,0,0,18,13,0,0,2,0,0,0,18,15,14,0,2,11,65,20,20
1968.64,1,0,30,17,0,0,0,0,0,0,0,0,0,0,3,8,0,0,10,16,0,0,1,0,0,0,8,7,7,0,1,12,73,17,17
1968.64,1,0,35,18,0,0,0,0,0,0,0,0,0,0,7,6,1,0,12,17,1,0,2,0,0,0,6,6,7,0,3,15,83,18,18
1968.64,1,0,40,14,0,0,0,0,0,0,0,0,0,0,2,4,2,0,10,13,2,0,4,0,1,0,9,8,7,0,2,11,73,14,14
1968.64,1,0,45,11,0,0,0,0,0,0,0,0,0,0,2,7,1,0,10,10,2,0,0,0,1,0,1,1,2,0,1,10,60,11,11
1968.64,1,0,50,38,0,0,0,0,0,0,0,0,0,0,6,6,9,0,28,24,12,0,1,0,0,0,20,17,17,0,3,23,135,38,38
1968.64,1,1,0,112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.64,1,1,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.64,1,1,15,40,0,0,0,0,0,0,0,0,0,0,3,15,0,0,8,23,0,0,0,2,1,0,12,10,12,0,1,18,45,30,28
1968.64,1,1,20,26,0,0,0,0,0,0,0,0,0,0,4,5,0,0,16,22,0,0,0,7,0,0,15,11,15,0,1,10,87,26,26
1968.64,1,1,25,16,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12,15,0,0,0,1,0,0,9,8,10,0,3,11,85,16,16
1968.64,1,1,30,17,0,0,0,0,0,0,0,0,0,0,5,7,1,0,12,15,1,0,0,3,1,0,8,5,8,0,4,17,100,17,17
1968.64,1,1,35,14,0,0,0,0,0,0,0,0,0,0,2,6,1,0,9,13,1,0,0,3,0,0,2,2,2,0,0,9,64,14,14
1968.64,1,1,40,9,0,0,0,0,0,0,0,0,0,0,3,3,1,0,5,8,1,0,0,1,0,0,4,3,4,0,2,8,65,9,9
1968.64,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,3,3,0,10,8,3,0,0,1,0,0,5,5,4,0,2,11,49,10,10
1968.64,1,1,50,41,0,0,0,0,0,0,0,0,0,0,2,3,7,0,14,24,11,0,3,3,6,0,20,20,19,0,0,12,75,41,37
1968.72,1,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.72,1,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.72,1,0,15,37,0,0,0,1,0,0,0,0,0,0,3,6,0,0,10,14,0,0,0,0,0,0,15,14,15,0,0,9,25,25,23
1968.72,1,0,20,18,0,0,0,0,0,0,0,0,0,0,1,4,0,0,13,13,0,0,2,0,0,0,14,12,14,0,0,5,39,18,18
1968.72,1,0,25,20,0,0,0,0,0,0,0,0,0,0,3,6,0,0,18,13,0,0,2,0,0,0,18,15,14,0,1,9,65,20,20
1968.72,1,0,30,17,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,16,0,0,1,0,0,0,7,6,6,0,1,13,74,17,17
1968.72,1,0,35,17,0,0,0,0,0,0,0,0,0,0,7,7,1,0,11,16,1,0,2,0,0,0,4,4,5,0,2,15,82,17,17
1968.72,1,0,40,15,0,0,0,0,0,0,0,0,0,0,3,5,2,0,11,14,2,0,3,0,1,0,9,8,8,0,2,13,77,15,15
1968.72,1,0,45,11,0,0,0,0,0,0,0,0,0,0,2,8,1,0,10,10,2,0,0,0,1,0,0,0,1,0,1,11,61,11,11
1968.72,1,0,50,38,0,0,0,0,0,0,0,0,0,0,6,6,9,0,28,24,12,0,1,0,0,0,21,18,18,0,3,23,136,38,38
1968.72,1,1,0,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.72,1,1,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.72,1,1,15,40,0,0,0,0,0,0,0,0,0,0,3,15,0,0,8,23,0,0,0,3,1,0,13,10,13,0,1,18,45,31,28
1968.72,1,1,20,26,0,0,0,0,0,0,0,0,0,0,2,5,0,0,16,22,0,0,0,7,0,0,15,11,15,0,1,8,87,26,26
1968.72,1,1,25,15,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,14,0,0,0,0,0,0,9,8,10,0,3,11,82,15,15
1968.72,1,1,30,17,0,0,0,0,0,0,0,0,0,0,5,10,1,0,13,15,1,0,0,1,1,0,8,4,7,0,4,20,105,17,17
1968.72,1,1,35,15,0,0,0,0,0,0,0,0,0,0,2,7,1,0,9,14,1,0,0,3,0,0,2,2,2,0,0,10,67,15,15
1968.72,1,1,40,9,0,0,0,0,0,0,0,0,0,0,3,4,1,0,5,8,1,0,1,0,0,0,3,3,4,0,2,9,66,9,9
1968.72,1,1,45,9,0,0,0,0,0,0,0,0,0,0,2,2,3,0,9,7,3,0,0,1,0,0,5,5,4,0,2,10,43,9,9
1968.72,1,1,50,42,0,0,0,0,0,0,0,0,0,0,2,3,7,0,15,25,11,0,3,3,6,0,21,21,20,0,0,12,81,42,38
1968.8,1,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.8,1,0,12,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.8,1,0,15,36,0,0,0,0,0,0,0,0,0,0,3,8,0,0,9,16,0,0,0,0,0,0,16,13,16,0,0,11,26,24,24
1968.8,1,0,20,18,0,0,0,0,0,0,0,0,0,0,1,4,0,0,13,13,0,0,3,0,0,0,13,12,14,0,0,5,39,18,18
1968.8,1,0,25,20,0,0,0,0,0,0,0,0,0,0,3,6,0,0,18,13,0,0,2,0,0,0,18,15,14,0,1,9,65,20,20
1968.8,1,0,30,17,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,16,0,0,1,0,0,0,7,6,6,0,1,12,74,17,17
1968.8,1,0,35,17,0,0,0,0,0,0,0,0,0,0,7,7,1,0,11,16,1,0,2,0,0,0,4,4,5,0,2,15,82,17,17
1968.8,1,0,40,15,0,0,0,0,0,0,0,0,0,0,2,5,2,0,11,14,2,0,3,0,1,0,9,8,8,0,2,12,77,15,15
1968.8,1,0,45,10,0,0,0,0,0,0,0,0,0,0,1,7,1,0,9,9,1,0,0,0,1,0,0,0,0,0,0,9,49,10,10
1968.8,1,0,50,39,0,0,0,0,0,0,0,0,0,0,7,8,9,0,29,26,13,0,1,0,0,0,20,17,18,0,4,26,149,39,39
1968.8,1,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.8,1,1,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.8,1,1,15,38,0,0,0,0,0,0,0,0,0,0,3,17,0,0,7,24,0,0,0,2,0,0,11,9,12,0,1,20,45,28,28
1968.8,1,1,20,28,0,0,0,0,0,0,0,0,0,0,2,5,0,0,16,22,0,0,0,7,1,0,15,11,14,0,1,8,79,28,27
1968.8,1,1,25,16,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12,15,0,0,0,2,0,0,10,7,10,0,2,10,92,16,16
1968.8,1,1,30,17,0,0,0,0,0,0,0,0,0,0,5,10,1,0,13,15,1,0,0,2,1,0,7,3,6,0,4,19,105,17,17
1968.8,1,1,35,15,0,0,0,1,0,0,0,0,0,0,2,7,1,0,9,14,1,0,0,3,0,0,2,2,2,0,0,10,67,15,15
1968.8,1,1,40,9,0,0,0,0,0,0,0,0,0,0,3,4,1,0,5,8,1,0,1,0,0,0,3,3,4,0,2,9,66,9,9
1968.8,1,1,45,9,0,0,0,0,0,0,0,0,0,0,2,2,3,0,9,7,3,0,0,1,0,0,5,5,4,0,2,10,43,9,9
1968.8,1,1,50,42,0,0,0,0,0,0,0,0,0,0,2,4,7,0,15,25,11,0,4,2,6,0,20,20,19,0,0,13,82,42,38
1968.88,1,0,0,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.88,1,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.88,1,0,15,34,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,15,0,0,0,0,0,0,12,11,12,0,0,11,24,22,22
1968.88,1,0,20,19,0,0,0,0,0,0,0,0,0,0,1,3,0,0,14,13,0,0,3,0,0,0,15,14,16,0,0,4,40,19,19
1968.88,1,0,25,21,0,0,0,0,0,0,0,0,0,0,3,6,0,0,18,14,0,0,2,0,0,0,19,16,15,0,1,9,66,21,21
1968.88,1,0,30,16,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,15,0,0,0,0,0,0,6,5,5,0,2,12,73,16,16
1968.88,1,0,35,18,0,0,0,0,0,0,0,0,0,0,6,6,1,0,12,17,1,0,1,0,0,0,8,7,9,0,2,14,87,18,18
1968.88,1,0,40,15,0,0,0,0,0,0,0,0,0,0,4,5,2,0,12,14,2,0,1,0,1,0,9,8,8,0,2,14,79,15,15
1968.88,1,0,45,10,0,0,0,0,0,0,0,0,0,0,1,7,1,0,9,9,1,0,0,0,1,0,0,0,0,0,0,9,49,10,10
1968.88,1,0,50,39,0,0,0,0,0,0,0,0,0,0,8,8,9,0,30,26,13,0,0,0,0,0,20,17,18,0,4,28,151,39,39
1968.88,1,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.88,1,1,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.88,1,1,15,38,0,0,0,0,0,0,0,0,0,0,3,15,0,0,7,23,0,0,1,4,0,0,10,8,11,0,1,19,44,28,27
1968.88,1,1,20,28,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,22,0,0,0,8,1,0,14,10,13,0,1,9,79,28,27
1968.88,1,1,25,17,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,16,0,0,0,2,0,0,13,10,13,0,2,8,95,17,17
1968.88,1,1,30,16,0,0,0,0,0,0,0,0,0,0,4,10,1,0,12,14,1,0,1,1,0,0,7,3,6,0,2,16,92,16,16
1968.88,1,1,35,15,0,0,0,0,0,0,0,0,0,0,3,9,1,0,9,14,1,0,0,2,1,0,2,1,1,0,1,14,74,15,15
1968.88,1,1,40,8,0,0,0,0,0,0,0,0,0,0,4,3,1,0,5,7,1,0,0,0,0,0,3,3,4,0,2,9,64,8,8
1968.88,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,3,3,0,9,8,3,0,1,1,0,0,4,4,3,0,2,11,46,10,10
1968.88,1,1,50,42,0,0,0,1,0,0,0,0,0,0,3,4,7,0,15,25,11,0,2,2,5,0,20,20,19,0,1,15,84,42,38
1968.97,1,0,0,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.97,1,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.97,1,0,15,34,0,0,0,0,0,0,0,0,0,0,2,8,0,0,8,15,0,0,0,0,0,0,13,12,13,0,0,10,24,23,22
1968.97,1,0,20,19,0,0,0,0,0,0,0,0,0,0,1,4,0,0,14,14,0,0,3,0,0,0,14,13,15,0,0,5,41,19,19
1968.97,1,0,25,21,0,0,0,0,0,0,0,0,0,0,4,6,0,0,18,14,0,0,1,0,0,0,19,16,15,0,2,10,67,21,21
1968.97,1,0,30,16,0,0,0,0,0,0,0,0,0,0,2,9,0,0,10,15,0,0,0,0,0,0,7,6,6,0,2,11,73,16,16
1968.97,1,0,35,18,0,0,0,0,0,0,0,0,0,0,6,7,1,0,12,17,1,0,1,0,0,0,7,6,8,0,2,15,88,18,18
1968.97,1,0,40,15,0,0,0,0,0,0,0,0,0,0,4,6,2,0,12,14,2,0,1,0,1,0,8,7,7,0,2,14,80,15,15
1968.97,1,0,45,10,0,0,0,0,0,0,0,0,0,0,1,7,1,0,9,9,1,0,0,0,1,0,0,0,0,0,0,9,49,10,10
1968.97,1,0,50,39,0,0,0,0,0,0,0,0,0,0,7,7,9,0,30,26,13,0,0,0,0,0,21,19,19,0,3,25,151,39,39
1968.97,1,1,0,108,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.97,1,1,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.97,1,1,15,39,0,0,0,0,0,0,0,0,0,0,2,16,0,0,7,24,0,0,2,4,0,0,11,8,12,0,1,19,45,29,28
1968.97,1,1,20,28,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,22,0,0,0,8,1,0,14,10,13,0,1,9,79,28,27
1968.97,1,1,25,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,15,0,0,1,2,0,0,12,9,12,0,2,7,90,16,16
1968.97,1,1,30,16,0,0,0,0,0,0,0,0,0,0,3,11,1,0,12,14,1,0,0,0,0,0,7,3,6,0,2,17,90,16,16
1968.97,1,1,35,16,0,0,0,0,0,0,0,0,0,0,3,10,1,0,10,15,1,0,0,1,1,0,4,2,3,0,1,14,84,16,16
1968.97,1,1,40,8,0,0,0,0,0,0,0,0,0,0,4,3,1,0,5,7,1,0,0,1,0,0,2,2,3,0,2,9,64,8,8
1968.97,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,2,3,0,9,8,3,0,2,1,0,0,4,5,4,0,2,10,46,10,10
1968.97,1,1,50,41,0,0,0,0,0,0,0,0,0,0,2,4,7,0,15,25,11,0,2,2,5,0,21,21,20,0,1,14,84,41,38
1969.05,1,0,0,101,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.05,1,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.05,1,0,15,34,0,0,0,0,0,0,0,0,0,0,2,8,0,0,8,15,0,0,0,0,0,0,14,12,14,0,0,10,24,22,22
1969.05,1,0,20,20,0,0,0,0,0,0,0,0,0,0,2,5,0,0,14,15,0,0,3,0,0,0,14,13,15,0,0,7,43,20,20
1969.05,1,0,25,20,0,0,0,0,0,0,0,0,0,0,5,6,0,0,18,13,0,0,0,0,0,0,18,15,14,0,2,11,65,20,20
1969.05,1,0,30,16,0,0,0,0,0,0,0,0,0,0,2,9,0,0,9,15,0,0,1,0,0,0,6,5,5,0,2,11,71,16,16
1969.05,1,0,35,18,0,0,0,0,0,0,0,0,0,0,5,8,1,0,13,17,1,0,0,0,0,0,6,5,7,0,1,16,94,18,18
1969.05,1,0,40,14,0,0,0,0,0,0,0,0,0,0,5,5,2,0,11,14,2,0,0,0,0,0,10,8,8,0,2,13,75,14,14
1969.05,1,0,45,12,0,0,0,0,0,0,0,0,0,0,1,8,1,0,10,10,1,0,0,0,2,0,0,0,0,0,0,10,56,12,12
1969.05,1,0,50,39,0,0,0,0,0,0,0,0,0,0,7,8,9,0,30,27,13,0,0,0,0,0,20,18,18,0,2,25,152,39,39
1969.05,1,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.05,1,1,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.05,1,1,15,39,0,0,0,0,0,0,0,0,0,0,2,16,0,0,7,24,0,0,2,4,0,0,10,8,11,0,1,19,44,29,28
1969.05,1,1,20,29,0,0,0,0,0,0,0,0,0,0,4,6,0,0,17,23,0,0,0,10,1,0,11,7,10,0,1,11,82,29,28
1969.05,1,1,25,16,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,15,0,0,0,1,0,0,12,9,12,0,2,9,92,16,16
1969.05,1,1,30,16,0,0,0,0,0,0,0,0,0,0,4,11,1,0,12,14,1,0,0,0,0,0,6,2,5,0,2,18,91,16,16
1969.05,1,1,35,16,0,0,0,0,0,0,0,0,0,0,2,11,1,0,10,15,1,0,0,0,1,0,5,3,4,0,1,15,86,16,16
1969.05,1,1,40,8,0,0,0,0,0,0,0,0,0,0,2,3,1,0,5,7,1,0,0,1,0,0,2,2,3,0,1,7,64,8,8
1969.05,1,1,45,10,0,0,0,0,0,0,0,0,0,0,2,2,3,0,9,8,3,0,2,1,0,0,4,5,4,0,2,10,46,10,10
1969.05,1,1,50,41,0,0,0,0,0,0,0,0,0,0,2,4,7,0,15,25,11,0,2,2,5,0,21,21,20,0,1,14,84,41,38
