Time,NodeID,Genome,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,MaleNumDied,MaleAvgAgeAtDeath
412,1,X-a0-b1:Y-a1-b1,14697,9699,146498,2382290,1761,7.88529
412,1,Other,28883,17933,245951,3812609,3472,8.33842
413,1,X-a0-b0:Y-a1-b0,15844,8996,108184,1533645,1862,8.57197
413,1,X-a0-b0:Y-a0-b1,15499,8795,106537,1544251,1913,8.37167
413,1,X-a0-b0:Y-a1-b1,31882,19795,265478,4003939,3753,8.43912
413,1,X-a1-b0:Y-a1-b1,14842,10075,148524,2375906,1742,8.01894
413,1,X-a0-b1:Y-a1-b1,14862,9758,147588,2419057,1706,7.99766
413,1,Other,28784,18071,246308,3867860,3477,8.24418
414,1,X-a0-b0:Y-a1-b0,15867,8747,107147,1579217,1853,8.59255
414,1,X-a0-b0:Y-a0-b1,15341,8896,105398,1524513,1812,8.45254
414,1,X-a0-b0:Y-a1-b1,31816,19798,264883,4046733,3851,8.38665
414,1,X-a1-b0:Y-a1-b1,15032,10182,149828,2417846,1733,8.01558
414,1,X-a0-b1:Y-a1-b1,14824,10035,148943,2398129,1794,7.83222
414,1,Other,28840,18090,247159,3864192,3439,8.28235
415,1,X-a0-b0:Y-a1-b0,15618,8673,106679,1531259,1927,8.4821
415,1,X-a0-b0:Y-a0-b1,15343,8733,104398,1502704,1813,8.97463
415,1,X-a0-b0:Y-a1-b1,31794,19812,264743,4028632,3846,8.29303
415,1,X-a1-b0:Y-a1-b1,15147,10151,150990,2459822,1822,7.46048
415,1,X-a0-b1:Y-a1-b1,14957,10105,149780,2424585,1767,7.99095
415,1,Other,28857,17931,247565,3905847,3503,8.2986
416,1,X-a0-b0:Y-a1-b0,15397,8719,105505,1486660,1875,8.77067
416,1,X-a0-b0:Y-a0-b1,15134,8697,103341,1523583,1884,8.71868
416,1,X-a0-b0:Y-a1-b1,31956,19675,264252,4015186,3737,8.2304
416,1,X-a1-b0:Y-a1-b1,15324,10092,151944,2477475,1829,8.07819
416,1,X-a0-b1:Y-a1-b1,15032,10149,150911,2509193,1808,7.87998
416,1,Other,28795,17748,248193,3942257,3548,8.43743
417,1,X-a0-b0:Y-a1-b0,15316,8616,103951,1534776,1826,8.74206
417,1,X-a0-b0:Y-a0-b1,15019,8559,102220,1494514,1840,8.79402
417,1,X-a0-b0:Y-a1-b1,31883,19681,263178,4066443,3839,8.47669
417,1,X-a1-b0:Y-a1-b1,15417,10232,152818,2513450,1797,7.8542
417,1,X-a0-b1:Y-a1-b1,15187,10225,152311,2491556,1793,7.686
417,1,Other,28862,17707,248903,3948958,3430,8.18601
418,1,X-a0-b0:Y-a1-b0,15201,8538,103110,1509607,1846,8.4935
418,1,X-a0-b0:Y-a0-b1,14936,8478,100960,1471505,1759,8.66174
418,1,X-a0-b0:Y-a1-b1,31790,19714,262777,3993688,3941,8.23903
418,1,X-a1-b0:Y-a1-b1,15539,10245,154132,2502275,1876,7.82196
418,1,X-a0-b1:Y-a1-b1,15349,10292,153393,2492335,1802,8.09489
418,1,Other,28776,17731,249537,3970869,3503,8.07793
419,1,X-a0-b0:Y-a1-b0,15106,8452,102071,1508773,1783,8.80875
419,1,X-a0-b0:Y-a0-b1,14815,8431,99787,1508030,1739,8.75503
419,1,X-a0-b0:Y-a1-b1,31713,19829,261732,4059159,3883,8.52253
419,1,X-a1-b0:Y-a1-b1,15600,10410,155115,2576652,1895,7.90396
419,1,X-a0-b1:Y-a1-b1,15512,10301,154202,2557217,1845,7.66883
419,1,Other,28737,17928,249920,4046092,3491,8.43111
420,1,X-a0-b0:Y-a1-b0,15014,8425,100824,1497884,1775,9.01408
420,1,X-a0-b0:Y-a0-b1,14719,8309,98989,1475150,1794,8.97882
420,1,X-a0-b0:Y-a1-b1,31681,19801,261294,4106613,3849,8.28267
420,1,X-a1-b0:Y-a1-b1,15686,10522,156119,2588687,1845,8.06233
420,1,X-a0-b1:Y-a1-b1,15675,10499,155384,2568389,1783,8.09478
420,1,Other,28541,18098,250915,4051801,3475,8.13065
421,1,X-a0-b0:Y-a1-b0,14827,8417,99661,1488373,1852,8.58585
421,1,X-a0-b0:Y-a0-b1,14534,8154,97999,1483410,1791,8.70687
421,1,X-a0-b0:Y-a1-b1,31652,19857,260488,4076232,3805,8.43285
421,1,X-a1-b0:Y-a1-b1,15871,10610,157058,2601631,1841,8.11298
421,1,X-a0-b1:Y-a1-b1,15679,10590,156227,2555606,1933,7.83601
421,1,Other,28525,17982,251096,4033743,3501,8.42988
422,1,X-a0-b0:Y-a1-b0,14701,8287,99213,1497105,1801,8.60855
422,1,X-a0-b0:Y-a0-b1,14383,8159,97368,1455812,1780,8.59775
422,1,X-a0-b0:Y-a1-b1,31719,19787,260036,4061970,3784,8.25
422,1,X-a1-b0:Y-a1-b1,15912,10748,158144,2650283,1882,8.11371
422,1,X-a0-b1:Y-a1-b1,15883,10511,157185,2608871,1795,8.05905
422,1,Other,28593,18090,251890,4082640,3436,8.24505
423,1,X-a0-b0:Y-a1-b0,14555,8183,98258,1484406,1724,9.13805
423,1,X-a0-b0:Y-a0-b1,14234,8013,96501,1452416,1767,8.71986
423,1,X-a0-b0:Y-a1-b1,31702,19865,258846,4132454,3843,8.32475
423,1,X-a1-b0:Y-a1-b1,16098,10714,159372,2675834,1941,8.02576
423,1,X-a0-b1:Y-a1-b1,16019,10544,158049,2647341,1913,8.15264
423,1,Other,28696,18108,252095,4135070,3452,8.25753
424,1,X-a0-b0:Y-a1-b0,14492,8063,97130,1463504,1685,8.90623
424,1,X-a0-b0:Y-a0-b1,14112,7897,95481,1438505,1753,8.94353
424,1,X-a0-b0:Y-a1-b1,31666,19654,258374,4078622,3880,8.41495
424,1,X-a1-b0:Y-a1-b1,16309,10815,160430,2697389,1851,7.88655
424,1,X-a0-b1:Y-a1-b1,16167,10674,159012,2622004,1889,8.02382
424,1,Other,28808,18063,252868,4126026,3366,8.53476
425,1,X-a0-b0:Y-a1-b0,14324,7962,96500,1470166,1802,8.80522
425,1,X-a0-b0:Y-a0-b1,13901,7990,94468,1440397,1686,8.63998
425,1,X-a0-b0:Y-a1-b1,31603,19603,257995,4070048,3835,8.2146
425,1,X-a1-b0:Y-a1-b1,16460,10820,161588,2670443,1927,7.84328
425,1,X-a0-b1:Y-a1-b1,16343,10767,159573,2660462,1888,8.0053
425,1,Other,28797,18280,253449,4130190,3431,8.63917
426,1,X-a0-b0:Y-a1-b0,14148,7876,95854,1466540,1755,8.95556
426,1,X-a0-b0:Y-a0-b1,13844,7796,93672,1438435,1685,9.06231
426,1,X-a0-b0:Y-a1-b1,31591,19713,257133,4171888,3801,8.19021
426,1,X-a1-b0:Y-a1-b1,16514,10928,161979,2785411,2029,8.01134
426,1,X-a0-b1:Y-a1-b1,16447,10832,160664,2736266,1902,7.76183
426,1,Other,28924,18243,254139,4274776,3454,8.337
427,1,X-a0-b0:Y-a1-b0,13936,7869,94961,1442833,1719,8.99825
427,1,X-a0-b0:Y-a0-b1,13625,7782,92595,1392698,1715,8.71137
427,1,X-a0-b0:Y-a1-b1,31673,19690,256396,4122891,3816,8.32521
427,1,X-a1-b0:Y-a1-b1,16635,11140,163299,2768113,1932,8.09731
427,1,X-a0-b1:Y-a1-b1,16531,10884,161511,2667278,2034,7.96313
427,1,Other,29000,18247,254925,4173519,3524,8.03746
428,1,X-a0-b0:Y-a1-b0,13799,7766,94180,1444634,1706,8.65827
428,1,X-a0-b0:Y-a0-b1,13492,7664,91720,1411125,1641,8.91408
428,1,X-a0-b0:Y-a1-b1,31614,19579,256094,4114501,3792,8.2645
428,1,X-a1-b0:Y-a1-b1,16832,11169,163933,2745890,1961,8.02805
428,1,X-a0-b1:Y-a1-b1,16665,10985,162149,2761119,1975,7.89975
428,1,Other,29024,18201,255445,4201022,3484,8.25976
429,1,X-a0-b0:Y-a1-b0,13621,7862,93365,1438941,1679,8.78499
429,1,X-a0-b0:Y-a0-b1,13389,7542,90840,1398951,1632,8.49632
429,1,X-a0-b0:Y-a1-b1,31556,19599,255112,4152648,3770,8.40133
429,1,X-a1-b0:Y-a1-b1,16886,11302,164552,2858271,2006,7.98056
429,1,X-a0-b1:Y-a1-b1,16757,11106,163260,2764767,1971,8.31355
429,1,Other,29127,18262,255910,4324487,3462,8.33218
430,1,X-a0-b0:Y-a1-b0,13470,7686,92454,1408043,1650,8.66121
430,1,X-a0-b0:Y-a0-b1,13294,7424,89813,1363724,1581,8.99304
430,1,X-a0-b0:Y-a1-b1,31674,19369,254451,4142664,3751,8.265
430,1,X-a1-b0:Y-a1-b1,17075,11299,166011,2840375,1963,8.12226
430,1,X-a0-b1:Y-a1-b1,16957,11250,163724,2802929,1923,8.5247
430,1,Other,29134,18389,256682,4283613,3548,8.21392
431,1,X-a0-b0:Y-a1-b0,13388,7597,91515,1408697,1604,8.69389
431,1,X-a0-b0:Y-a0-b1,13237,7361,88830,1398144,1577,8.92644
431,1,X-a0-b0:Y-a1-b1,31715,19208,253550,4185779,3801,8.13944
431,1,X-a1-b0:Y-a1-b1,17211,11494,166919,2866035,2032,7.88533
431,1,X-a0-b1:Y-a1-b1,17094,11355,164431,2845256,1994,7.83099
431,1,Other,29245,18499,257418,4321369,3466,8.23514
432,1,X-a0-b0:Y-a1-b0,13360,7519,90549,1394020,1566,8.95977
432,1,X-a0-b0:Y-a0-b1,13098,7294,88063,1399987,1552,8.71198
432,1,X-a0-b0:Y-a1-b1,31571,19241,253145,4239987,3812,8.29407
432,1,X-a1-b0:Y-a1-b1,17380,11458,167577,2926206,2053,8.11934
432,1,X-a0-b1:Y-a1-b1,17237,11306,165448,2878104,2024,8.41304
432,1,Other,29252,18476,258160,4395499,3490,8.09828
433,1,X-a0-b0:Y-a1-b0,13214,7304,89281,1372257,1665,8.96396
433,1,X-a0-b0:Y-a0-b1,12888,7278,87277,1336339,1650,8.7097
433,1,X-a0-b0:Y-a1-b1,31509,19152,252813,4163261,3850,8.30494
433,1,X-a1-b0:Y-a1-b1,17455,11617,168566,2970800,2049,7.9346
433,1,X-a0-b1:Y-a1-b1,17378,11334,165826,2865736,1992,8.21586
433,1,Other,29409,18641,258662,4361467,3383,8.34851
434,1,X-a0-b0:Y-a1-b0,12939,7266,88486,1375708,1653,8.74047
434,1,X-a0-b0:Y-a0-b1,12664,7275,86466,1370274,1596,8.86278
434,1,X-a0-b0:Y-a1-b1,31427,19143,252765,4225952,3772,8.22561
434,1,X-a1-b0:Y-a1-b1,17616,11640,170169,2945308,2033,7.85834
434,1,X-a0-b1:Y-a1-b1,17420,11547,166559,2953673,2115,8.09551
434,1,Other,29469,18764,258957,4418423,3517,8.25419
435,1,X-a0-b0:Y-a1-b0,12820,7268,87427,1403149,1549,8.91156
435,1,X-a0-b0:Y-a0-b1,12521,7135,85571,1380678,1600,8.59437
435,1,X-a0-b0:Y-a1-b1,31335,19293,251857,4307697,3771,8.35746
435,1,X-a1-b0:Y-a1-b1,17749,11658,170727,3037178,2176,7.96186
435,1,X-a0-b1:Y-a1-b1,17608,11555,167167,2979136,2043,7.91434
435,1,Other,29603,18600,259274,4504933,3540,8.30085
436,1,X-a0-b0:Y-a1-b0,12730,7226,86306,1383389,1569,8.53983
436,1,X-a0-b0:Y-a0-b1,12408,7057,84696,1314543,1528,9.10079
436,1,X-a0-b0:Y-a1-b1,31341,19111,251614,4213127,3752,8.57596
436,1,X-a1-b0:Y-a1-b1,17865,11722,171470,3089779,2108,8.06025
436,1,X-a0-b1:Y-a1-b1,17625,11780,168058,2932163,2117,7.87813
436,1,Other,29592,18701,259775,4506080,3539,8.36621
437,1,X-a0-b0:Y-a1-b0,12594,7166,85543,1327152,1526,8.58191
437,1,X-a0-b0:Y-a0-b1,12318,6945,83764,1344831,1516,8.7058
437,1,X-a0-b0:Y-a1-b1,31283,19033,250737,4225385,3773,8.39677
437,1,X-a1-b0:Y-a1-b1,18049,11990,172785,3040702,2048,7.93896
437,1,X-a0-b1:Y-a1-b1,17791,11910,168594,3024350,2046,8.08309
437,1,Other,29713,18714,260268,4467524,3547,8.25486
438,1,X-a0-b0:Y-a1-b0,12434,7136,84481,1368751,1508,8.87599
438,1,X-a0-b0:Y-a0-b1,12184,6786,83262,1349441,1505,8.89103
438,1,X-a0-b0:Y-a1-b1,31171,18960,250696,4287595,3784,8.47463
438,1,X-a1-b0:Y-a1-b1,18141,12003,173645,3049287,2088,8.00862
438,1,X-a0-b1:Y-a1-b1,18059,11816,169599,3060218,2049,8.11664
438,1,Other,29876,18541,260924,4576234,3488,8.35436
439,1,X-a0-b0:Y-a1-b0,12330,7074,83625,1347361,1517,8.77917
439,1,X-a0-b0:Y-a0-b1,12070,6782,82139,1293906,1448,8.82528
439,1,X-a0-b0:Y-a1-b1,31212,19051,250329,4171012,3784,8.38583
439,1,X-a1-b0:Y-a1-b1,18364,12082,174034,3092824,2158,7.98517
439,1,X-a0-b1:Y-a1-b1,18210,11832,170545,2971819,2133,7.94421
439,1,Other,29843,18753,261384,4544555,3560,8.12697
440,1,X-a0-b0:Y-a1-b0,12287,6940,82967,1326898,1482,8.95277
440,1,X-a0-b0:Y-a0-b1,12028,6684,81167,1318183,1399,8.75482
440,1,X-a0-b0:Y-a1-b1,31104,19009,249394,4211991,3795,8.5336
440,1,X-a1-b0:Y-a1-b1,18501,12106,175598,3102073,2163,8.1595
440,1,X-a0-b1:Y-a1-b1,18307,11765,171379,3044252,2227,8.0009
440,1,Other,29840,18855,261881,4534207,3575,8.32783
441,1,X-a0-b0:Y-a1-b0,12153,6788,82309,1340786,1486,8.91857
441,1,X-a0-b0:Y-a0-b1,11923,6620,80761,1326302,1445,8.58408
441,1,X-a0-b0:Y-a1-b1,31032,18918,248874,4304923,3687,8.1904
441,1,X-a1-b0:Y-a1-b1,18688,12174,177006,3094501,2218,8.078
441,1,X-a0-b1:Y-a1-b1,18443,11837,172109,3094682,2180,8.09266
441,1,Other,29927,18769,262102,4604257,3574,7.96586
442,1,X-a0-b0:Y-a1-b0,11978,6782,81279,1301137,1510,8.6894
442,1,X-a0-b0:Y-a0-b1,11766,6643,80019,1300210,1433,8.84787
442,1,X-a0-b0:Y-a1-b1,30950,18880,248555,4184263,3695,8.49202
442,1,X-a1-b0:Y-a1-b1,18712,12355,177212,3150374,2252,7.89698
442,1,X-a0-b1:Y-a1-b1,18379,11976,173149,3066091,2312,7.97362
442,1,Other,29940,18874,262613,4632807,3560,8.08736
443,1,X-a0-b0:Y-a1-b0,11858,6859,80238,1306014,1446,8.57746
443,1,X-a0-b0:Y-a0-b1,11607,6689,79396,1289196,1427,8.92922
443,1,X-a0-b0:Y-a1-b1,31114,18655,248250,4233974,3717,8.3067
443,1,X-a1-b0:Y-a1-b1,18877,12324,177885,3195078,2211,7.99367
443,1,X-a0-b1:Y-a1-b1,18486,12018,173637,3155645,2170,8.11382
443,1,Other,29940,18969,263555,4688590,3682,8.30282
444,1,X-a0-b0:Y-a1-b0,11816,6740,79454,1311385,1366,8.96632
444,1,X-a0-b0:Y-a0-b1,11482,6590,78668,1286712,1428,9.23599
444,1,X-a0-b0:Y-a1-b1,30988,18579,247749,4265962,3770,8.35305
444,1,X-a1-b0:Y-a1-b1,19026,12380,178927,3162785,2183,8.16812
444,1,X-a0-b1:Y-a1-b1,18591,12070,175110,3170094,2169,8.15952
444,1,Other,29963,18992,264369,4692049,3587,8.3889
445,1,X-a0-b0:Y-a1-b0,11622,6736,78570,1281319,1468,8.47411
445,1,X-a0-b0:Y-a0-b1,11466,6559,77843,1271435,1306,8.51838
445,1,X-a0-b0:Y-a1-b1,30906,18760,246823,4178397,3630,8.52755
445,1,X-a1-b0:Y-a1-b1,19205,12379,179300,3225483,2236,7.92665
445,1,X-a0-b1:Y-a1-b1,18704,12071,175895,3146732,2204,8.03947
445,1,Other,29955,19009,265194,4754384,3668,8.21592
446,1,X-a0-b0:Y-a1-b0,11526,6724,77520,1264713,1455,9.01856
446,1,X-a0-b0:Y-a0-b1,11359,6590,77065,1259809,1385,8.79495
446,1,X-a0-b0:Y-a1-b1,30868,18607,246413,4188599,3669,8.46934
446,1,X-a1-b0:Y-a1-b1,19334,12330,180269,3302182,2256,8.13165
446,1,X-a0-b1:Y-a1-b1,18842,12247,176514,3232708,2255,8.09623
446,1,Other,29924,19197,266250,4866944,3659,8.41295
447,1,X-a0-b0:Y-a1-b0,11440,6612,76590,1297541,1441,8.62387
447,1,X-a0-b0:Y-a0-b1,11291,6405,76251,1268642,1381,9.01376
447,1,X-a0-b0:Y-a1-b1,30773,18594,245063,4294404,3691,8.37361
447,1,X-a1-b0:Y-a1-b1,19370,12588,181133,3318755,2309,8.16457
447,1,X-a0-b1:Y-a1-b1,19038,12136,177373,3304945,2223,7.76923
447,1,Other,30119,19207,267368,4943463,3500,8.29086
448,1,X-a0-b0:Y-a1-b0,11243,6456,75824,1256409,1445,9.0699
448,1,X-a0-b0:Y-a0-b1,11183,6323,75692,1254088,1393,8.87006
448,1,X-a0-b0:Y-a1-b1,30660,18521,244309,4289287,3712,8.32543
448,1,X-a1-b0:Y-a1-b1,19443,12637,181650,3369332,2336,8.15368
448,1,X-a0-b1:Y-a1-b1,19028,12237,178022,3316766,2305,8.11887
448,1,Other,30274,19343,268199,4897309,3534,8.09281
449,1,X-a0-b0:Y-a1-b0,11116,6441,75079,1255610,1362,8.77533
449,1,X-a0-b0:Y-a0-b1,11104,6247,74587,1241249,1350,8.59111
449,1,X-a0-b0:Y-a1-b1,30661,18425,243583,4239939,3679,8.53683
449,1,X-a1-b0:Y-a1-b1,19515,12700,182435,3336379,2346,8.0942
449,1,X-a0-b1:Y-a1-b1,18987,12372,178849,3315038,2314,8.11279
449,1,Other,30375,19282,268751,4955345,3624,8.2856
450,1,X-a0-b0:Y-a1-b0,11131,6232,74405,1286850,1335,8.74757
450,1,X-a0-b0:Y-a0-b1,10934,6193,73907,1223879,1422,8.9121
450,1,X-a0-b0:Y-a1-b1,30445,18487,242545,4309651,3694,8.30807
450,1,X-a1-b0:Y-a1-b1,19569,12844,183388,3427383,2299,8.40496
450,1,X-a0-b1:Y-a1-b1,19179,12404,179925,3435120,2248,8.17927
450,1,Other,30591,19350,269489,5080221,3594,8.21703
451,1,X-a0-b0:Y-a1-b0,10989,6225,73573,1223992,1383,8.87202
451,1,X-a0-b0:Y-a0-b1,10799,6165,72917,1240749,1302,8.72197
451,1,X-a0-b0:Y-a1-b1,30298,18353,241496,4278982,3721,8.55173
451,1,X-a1-b0:Y-a1-b1,19709,12962,184005,3346637,2374,8.16723
451,1,X-a0-b1:Y-a1-b1,19246,12516,180970,3389415,2241,8.04685
451,1,Other,30656,19325,270403,4921803,3634,8.21189
452,1,X-a0-b0:Y-a1-b0,10817,6172,72630,1237424,1341,8.6428
452,1,X-a0-b0:Y-a0-b1,10757,6179,72311,1209010,1245,9.13092
452,1,X-a0-b0:Y-a1-b1,30230,18366,241533,4251240,3624,8.48869
452,1,X-a1-b0:Y-a1-b1,19879,13079,184491,3424950,2308,8.04636
452,1,X-a0-b1:Y-a1-b1,19422,12477,182100,3412779,2276,8.12127
452,1,Other,30727,19231,271450,5036796,3693,8.05037
453,1,X-a0-b0:Y-a1-b0,10682,6044,72046,1261013,1331,8.571
453,1,X-a0-b0:Y-a0-b1,10718,6063,71438,1206799,1276,8.65674
453,1,X-a0-b0:Y-a1-b1,30323,18192,240488,4322721,3591,8.41409
453,1,X-a1-b0:Y-a1-b1,20029,13085,185086,3516221,2342,8.02903
453,1,X-a0-b1:Y-a1-b1,19449,12523,182689,3517658,2367,8.14322
453,1,Other,30674,19345,272147,5174219,3713,8.38486
454,1,X-a0-b0:Y-a1-b0,10605,5931,71508,1203252,1259,8.4162
454,1,X-a0-b0:Y-a0-b1,10648,5866,70503,1226694,1281,8.879
454,1,X-a0-b0:Y-a1-b1,30137,18251,239405,4260763,3734,8.47322
454,1,X-a1-b0:Y-a1-b1,20176,13156,185797,3452187,2416,8.08071
454,1,X-a0-b1:Y-a1-b1,19515,12569,183726,3475547,2361,8.0377
454,1,Other,30810,19266,273353,5094457,3708,8.40804
455,1,X-a0-b0:Y-a1-b0,10586,5838,70612,1216430,1257,8.90294
455,1,X-a0-b0:Y-a0-b1,10471,5917,69718,1171421,1316,8.34575
455,1,X-a0-b0:Y-a1-b1,30009,18266,238096,4273413,3662,8.37029
455,1,X-a1-b0:Y-a1-b1,20279,13118,185994,3524884,2477,7.71902
455,1,X-a0-b1:Y-a1-b1,19587,12807,184626,3467593,2326,8.04901
455,1,Other,30835,19232,274046,5168796,3728,8.19796
456,1,X-a0-b0:Y-a1-b0,10459,5859,69874,1214342,1287,8.46698
456,1,X-a0-b0:Y-a0-b1,10451,5770,68924,1184984,1202,8.47005
456,1,X-a0-b0:Y-a1-b1,29923,18407,236885,4284065,3595,8.46092
456,1,X-a1-b0:Y-a1-b1,20426,12954,186948,3582459,2423,7.89847
456,1,X-a0-b1:Y-a1-b1,19639,12984,185206,3555866,2380,8.0437
456,1,Other,30783,19415,274890,5260833,3680,8.16766
457,1,X-a0-b0:Y-a1-b0,10338,5858,69172,1166022,1272,8.67138
457,1,X-a0-b0:Y-a0-b1,10284,5649,68158,1178945,1297,8.74325
457,1,X-a0-b0:Y-a1-b1,29774,18347,235977,4190529,3628,8.46307
457,1,X-a1-b0:Y-a1-b1,20529,13245,187703,3494318,2392,8.06145
457,1,X-a0-b1:Y-a1-b1,19718,13041,186004,3488977,2342,8.2105
457,1,Other,30757,19597,275563,5166841,3722,8.30629
458,1,X-a0-b0:Y-a1-b0,10240,5835,68429,1180336,1230,8.9065
458,1,X-a0-b0:Y-a0-b1,10089,5759,67424,1155509,1266,9.1951
458,1,X-a0-b0:Y-a1-b1,29800,18342,234971,4259136,3574,8.49412
458,1,X-a1-b0:Y-a1-b1,20614,13227,188634,3614389,2483,7.99799
458,1,X-a0-b1:Y-a1-b1,19848,12924,186806,3551876,2386,7.98659
458,1,Other,30848,19549,276733,5288693,3679,8.24925
459,1,X-a0-b0:Y-a1-b0,10114,5803,67776,1192902,1273,8.94894
459,1,X-a0-b0:Y-a0-b1,10099,5706,66707,1156948,1140,8.55088
459,1,X-a0-b0:Y-a1-b1,29742,18344,233937,4273090,3593,8.4531
459,1,X-a1-b0:Y-a1-b1,20754,13147,189613,3628120,2376,8.04461
459,1,X-a0-b1:Y-a1-b1,20113,12885,187221,3584111,2302,8.44309
459,1,Other,30977,19399,277732,5341239,3673,8.21154
460,1,X-a0-b0:Y-a1-b0,10069,5645,67202,1164818,1228,8.9772
460,1,X-a0-b0:Y-a0-b1,9968,5683,65822,1145691,1222,8.64075
460,1,X-a0-b0:Y-a1-b1,29767,18234,233314,4192751,3581,8.4926
460,1,X-a1-b0:Y-a1-b1,20758,13249,190584,3603017,2472,8.00809
460,1,X-a0-b1:Y-a1-b1,20222,12855,188015,3496477,2436,8.25452
460,1,Other,31129,19446,278709,5233857,3660,8.17678
461,1,X-a0-b0:Y-a1-b0,9940,5622,66686,1168656,1267,8.64167
461,1,X-a0-b0:Y-a0-b1,9798,5650,65233,1127711,1262,8.76783
461,1,X-a0-b0:Y-a1-b1,29840,18116,232412,4221900,3478,8.43042
461,1,X-a1-b0:Y-a1-b1,20889,13377,190779,3628203,2542,7.87766
461,1,X-a0-b1:Y-a1-b1,20322,13100,188311,3601032,2366,8.22612
461,1,Other,31220,19598,279827,5340623,3715,8.16474
462,1,X-a0-b0:Y-a1-b0,9858,5576,66086,1177050,1170,8.6735
462,1,X-a0-b0:Y-a0-b1,9682,5503,64641,1111193,1246,8.72392
462,1,X-a0-b0:Y-a1-b1,29881,17843,231506,4232081,3590,8.35933
462,1,X-a1-b0:Y-a1-b1,20947,13394,191702,3743529,2526,8.2019
462,1,X-a0-b1:Y-a1-b1,20311,13251,188999,3646764,2456,8.14292
462,1,Other,31220,19724,280797,5498848,3714,8.17313
463,1,X-a0-b0:Y-a1-b0,9758,5550,65451,1151679,1188,8.51263
463,1,X-a0-b0:Y-a0-b1,9624,5366,63873,1133432,1186,8.91315
463,1,X-a0-b0:Y-a1-b1,29921,17660,230015,4262141,3518,8.54576
463,1,X-a1-b0:Y-a1-b1,20833,13631,192189,3662569,2543,8.12977
463,1,X-a0-b1:Y-a1-b1,20406,13258,189476,3584756,2423,7.98432
463,1,Other,31302,19998,282393,5363212,3677,8.06418
464,1,X-a0-b0:Y-a1-b0,9623,5451,64944,1126099,1198,8.82888
464,1,X-a0-b0:Y-a0-b1,9532,5299,63235,1108169,1119,8.73012
464,1,X-a0-b0:Y-a1-b1,29768,17653,229483,4168728,3610,8.3831
464,1,X-a1-b0:Y-a1-b1,20950,13643,192430,3641123,2479,8.32271
464,1,X-a0-b1:Y-a1-b1,20538,13204,190176,3602280,2392,8.01881
464,1,Other,31265,20098,282607,5357786,3806,8.37677
465,1,X-a0-b0:Y-a1-b0,9504,5321,64263,1143658,1218,8.94253
465,1,X-a0-b0:Y-a0-b1,9468,5138,62699,1086294,1153,8.84128
465,1,X-a0-b0:Y-a1-b1,29580,17580,228851,4208997,3606,8.35358
465,1,X-a1-b0:Y-a1-b1,21128,13596,193127,3807457,2510,8.33426
465,1,X-a0-b1:Y-a1-b1,20705,13172,190888,3733903,2447,8.18635
465,1,Other,31389,20022,283392,5600760,3730,8.26354
466,1,X-a0-b0:Y-a1-b0,9389,5251,63623,1120513,1172,8.79607
466,1,X-a0-b0:Y-a0-b1,9329,5047,61875,1093742,1194,8.61139
466,1,X-a0-b0:Y-a1-b1,29452,17515,227376,4195399,3523,8.2847
466,1,X-a1-b0:Y-a1-b1,21230,13802,193813,3730660,2486,8.09936
466,1,X-a0-b1:Y-a1-b1,20716,13240,191432,3657212,2565,7.8846
466,1,Other,31441,20047,284625,5427470,3784,8.44715
467,1,X-a0-b0:Y-a1-b0,9300,5137,62998,1100186,1162,8.83563
467,1,X-a0-b0:Y-a0-b1,9164,5061,61258,1081384,1163,8.95185
467,1,X-a0-b0:Y-a1-b1,29270,17386,226771,4183758,3616,8.59956
467,1,X-a1-b0:Y-a1-b1,21395,13928,194220,3710487,2492,8.09912
467,1,X-a0-b1:Y-a1-b1,20822,13337,191892,3597302,2450,7.91959
467,1,Other,31694,19823,285640,5372091,3734,8.33342
468,1,X-a0-b0:Y-a1-b0,9238,5116,62247,1115285,1079,9.08248
468,1,X-a0-b0:Y-a0-b1,9028,5073,60653,1055304,1118,8.62791
468,1,X-a0-b0:Y-a1-b1,29080,17453,226427,4174707,3580,8.45922
468,1,X-a1-b0:Y-a1-b1,21408,13871,195087,3805066,2610,8.31647
468,1,X-a0-b1:Y-a1-b1,20724,13577,192202,3768767,2613,8.19671
468,1,Other,31866,19983,285677,5648179,3689,8.0778
469,1,X-a0-b0:Y-a1-b0,9075,5033,61660,1095447,1180,8.72542
469,1,X-a0-b0:Y-a0-b1,8907,5115,60028,1072462,1085,8.80461
469,1,X-a0-b0:Y-a1-b1,28979,17487,225382,4236463,3488,8.4289
469,1,X-a1-b0:Y-a1-b1,21508,14103,195659,3789760,2521,8.23959
469,1,X-a0-b1:Y-a1-b1,20876,13762,192855,3849785,2444,8.1874
469,1,Other,31790,20102,287051,5637857,3837,8.25567
470,1,X-a0-b0:Y-a1-b0,8896,5021,60807,1072883,1134,8.56437
470,1,X-a0-b0:Y-a0-b1,8785,5065,59427,1067503,1111,8.79118
470,1,X-a0-b0:Y-a1-b1,28823,17387,224849,4149066,3530,8.3187
470,1,X-a1-b0:Y-a1-b1,21652,14025,196016,3759577,2587,8.24894
470,1,X-a0-b1:Y-a1-b1,20992,13885,193580,3672474,2485,8.14406
470,1,Other,31715,20137,288153,5486514,3890,8.18638
471,1,X-a0-b0:Y-a1-b0,8807,5012,60267,1102488,1065,8.7277
