Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG
29,340461476,X-a1:X-a1,0,0,0,0,0,0,2693,0
29,340461476,X-a1:Y-a1,0,0,0,0,0,0,2650,0
30,340461476,X-a0:X-a0,105,43,2,60,0,0,3561,0
30,340461476,X-a0:Y-a0,0,0,0,0,633,0,3549,0
30,340461476,X-a0:X-a1,7222,0,166,7056,0,6317,36666,0
30,340461476,X-a0:Y-a1,0,0,0,0,8432,6265,36558,0
30,340461476,X-a1:X-a1,0,0,0,0,0,0,2418,0
30,340461476,X-a1:Y-a1,0,0,0,0,0,0,2392,0
31,340461476,X-a0:X-a0,97,40,2,55,0,0,3246,120680
31,340461476,X-a0:Y-a0,0,0,0,0,570,0,3216,120680
31,340461476,X-a0:X-a1,5880,0,307,5573,0,5745,33179,209570
31,340461476,X-a0:Y-a1,0,0,0,0,7627,5658,33069,209570
31,340461476,X-a1:X-a1,0,0,0,0,0,0,2210,88890
31,340461476,X-a1:Y-a1,0,0,0,0,0,0,2159,88890
32,340461476,X-a0:X-a0,75,29,10,36,0,0,5091,0
32,340461476,X-a0:Y-a0,0,0,0,0,514,0,5114,0
32,340461476,X-a0:X-a1,5314,0,281,5033,0,9910,29325,8760
32,340461476,X-a0:Y-a1,0,0,0,0,6911,9838,28964,8760
32,340461476,X-a1:X-a1,0,0,0,0,0,0,3627,0
32,340461476,X-a1:Y-a1,0,0,0,0,0,0,3497,0
33,340461476,X-a0:X-a0,70,27,9,34,0,0,4586,0
33,340461476,X-a0:Y-a0,0,0,0,0,465,0,4624,0
33,340461476,X-a0:X-a1,9515,0,260,9255,0,4223,34973,0
33,340461476,X-a0:Y-a1,0,0,0,0,10903,4286,34606,0
33,340461476,X-a1:X-a1,0,0,0,0,0,0,3286,0
33,340461476,X-a1:Y-a1,0,0,0,0,0,0,3150,0
34,340461476,X-a0:X-a0,66,24,8,34,0,0,4157,121305
34,340461476,X-a0:Y-a0,0,0,0,0,411,0,4225,121305
34,340461476,X-a0:X-a1,7761,0,1219,6542,0,3812,31629,216070
34,340461476,X-a0:Y-a1,0,0,0,0,9867,3891,31323,216070
34,340461476,X-a1:X-a1,0,0,0,0,0,0,2972,94765
34,340461476,X-a1:Y-a1,0,0,0,0,0,0,2841,94765
35,340461476,X-a0:X-a0,51,20,6,25,0,0,5960,0
35,340461476,X-a0:Y-a0,0,0,0,0,369,0,5999,0
35,340461476,X-a0:X-a1,7038,0,1107,5931,0,8632,27385,5980
35,340461476,X-a0:Y-a1,0,0,0,0,8861,8665,27071,5980
35,340461476,X-a1:X-a1,0,0,0,0,0,0,4430,0
35,340461476,X-a1:Y-a1,0,0,0,0,0,0,4294,0
36,340461476,X-a0:X-a0,46,20,6,20,0,0,5389,0
36,340461476,X-a0:Y-a0,0,0,0,0,332,0,5381,0
36,340461476,X-a0:X-a1,9495,68,946,8481,0,4695,30767,0
36,340461476,X-a0:Y-a1,0,0,0,0,11245,4652,30511,0
36,340461476,X-a1:X-a1,0,0,0,0,0,0,4013,0
36,340461476,X-a1:Y-a1,0,0,0,0,0,0,3869,0
37,340461476,X-a0:X-a0,41,18,6,17,0,705,4176,152070
37,340461476,X-a0:Y-a0,0,0,0,0,304,715,4106,152070
37,340461476,X-a0:X-a1,7720,56,1945,5719,0,5519,26516,281570
37,340461476,X-a0:Y-a1,0,0,0,0,10170,5484,26319,281570
37,340461476,X-a1:X-a1,0,0,0,0,0,473,3134,129500
37,340461476,X-a1:Y-a1,0,0,0,0,0,465,3019,129500
38,340461476,X-a0:X-a0,34,14,7,13,0,645,7326,0
38,340461476,X-a0:Y-a0,0,0,0,0,274,656,7109,0
38,340461476,X-a0:X-a1,6995,46,1765,5184,0,7521,27992,3680
38,340461476,X-a0:Y-a1,0,0,0,0,9175,7400,27841,3680
38,340461476,X-a1:X-a1,0,0,0,0,0,435,5773,0
38,340461476,X-a1:Y-a1,0,0,0,0,0,417,5715,0
39,340461476,X-a0:X-a0,31,13,5,13,0,572,6637,0
39,340461476,X-a0:Y-a0,0,0,0,0,243,579,6448,0
39,340461476,X-a0:X-a1,9827,113,1527,8187,0,3328,28939,0
39,340461476,X-a0:Y-a1,0,0,0,0,11776,3217,28908,0
39,340461476,X-a1:X-a1,0,0,0,0,0,397,5228,0
39,340461476,X-a1:Y-a1,0,0,0,0,0,385,5174,0
40,340461476,X-a0:X-a0,30,15,3,12,0,1310,5251,145430
40,340461476,X-a0:Y-a0,0,0,0,0,211,1271,5068,145430
40,340461476,X-a0:X-a1,8028,87,2428,5513,0,4355,24839,273440
40,340461476,X-a0:Y-a1,0,0,0,0,10617,4214,24840,273440
40,340461476,X-a1:X-a1,0,0,0,0,0,890,4211,128010
40,340461476,X-a1:Y-a1,0,0,0,0,0,869,4179,128010
41,340461476,X-a0:X-a0,495,11,5,479,0,716,8110,0
41,340461476,X-a0:Y-a0,0,0,0,0,682,677,7905,0
41,340461476,X-a0:X-a1,8110,84,2202,5824,0,6692,25102,2940
41,340461476,X-a0:Y-a1,0,0,0,0,10400,6582,25208,2940
