Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_IMMATURE,STATE_LARVA,STATE_EGG
0,340461476,X-a0:X-a0,2253,0,0,2253,0,0,73625
0,340461476,X-a0:X-a1,2242,0,0,2242,0,0,74625
0,340461476,X-a1:X-a0,2241,0,0,2241,0,0,75625
0,340461476,X-a1:X-a1,2271,0,0,2271,0,0,76725
1,340461476,X-a0:X-a0,2043,0,0,2043,0,22980,69075
1,340461476,X-a0:X-a1,2049,0,0,2049,0,23107,67125
1,340461476,X-a1:X-a0,2010,0,0,2010,0,23409,68225
1,340461476,X-a1:X-a1,2067,0,0,2067,0,23629,66575
2,340461476,X-a0:X-a0,1829,0,0,1829,0,30733,62625
2,340461476,X-a0:X-a1,1852,0,0,1852,0,30527,63425
2,340461476,X-a1:X-a0,1806,0,0,1806,0,30909,62775
2,340461476,X-a1:X-a1,1861,0,0,1861,0,30968,62575
3,340461476,X-a0:X-a0,1656,0,0,1656,0,38363,54200
3,340461476,X-a0:X-a1,1662,0,0,1662,0,38204,55400
3,340461476,X-a1:X-a0,1648,0,0,1648,0,38658,55900
3,340461476,X-a1:X-a1,1698,0,0,1698,0,38639,57200
4,340461476,X-a0:X-a0,1500,0,0,1500,0,44936,51475
4,340461476,X-a0:X-a1,1503,0,0,1503,0,45079,49025
4,340461476,X-a1:X-a0,1485,0,0,1485,0,45650,51425
4,340461476,X-a1:X-a1,1525,0,0,1525,0,45763,49275
5,340461476,X-a0:X-a0,1340,0,0,1340,0,51476,45550
5,340461476,X-a0:X-a1,1359,0,0,1359,0,50880,46750
5,340461476,X-a1:X-a0,1334,0,0,1334,0,51967,45100
5,340461476,X-a1:X-a1,1363,0,0,1363,0,51372,46200
6,340461476,X-a0:X-a0,1192,0,0,1192,0,56468,39450
6,340461476,X-a0:X-a1,1215,0,0,1215,0,56322,41000
6,340461476,X-a1:X-a0,1205,0,0,1205,0,56878,40800
