Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),Original_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_transitory_rels,A_num_active_informal_rels,A_num_active_marital_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_transitory_rels,B_num_active_informal_rels,B_num_active_marital_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,A_IndividualProperties,B_IndividualProperties
1,0,160.496,0,1,1273,0,0,34.2268,1,1,0,0,1,1,0,0,0,0,2604,0,1,23.6399,1,1,0,0,1,1,0,0,0,0,None,None
2,0,245.642,0,1,3604,0,0,25.3333,1,1,0,0,1,1,0,0,0,0,12464,0,1,18.2666,1,1,0,0,1,1,0,0,0,0,None,None
3,0,125.321,0,1,3642,0,0,23.4916,1,1,0,0,1,1,0,0,0,0,15684,0,1,19.5221,1,1,0,0,1,1,0,0,0,0,None,None
4,0,177.069,0,1,5266,0,0,20.2157,1,1,0,0,1,1,0,0,0,0,4781,0,1,29.9902,1,1,0,0,1,1,0,0,0,0,None,None
5,0,744.706,0,1,6915,0,0,24.3598,1,1,0,0,1,1,0,0,0,0,62,0,1,16.8187,1,1,0,0,1,1,0,0,0,0,None,None
6,0,241.148,0,1,7035,0,0,36.7079,1,1,0,0,1,1,0,0,0,0,3781,0,1,26.38,1,1,0,0,1,1,0,0,0,0,None,None
7,0,308.876,0,1,7541,0,0,15.0895,1,1,0,0,1,1,0,0,0,0,4017,0,1,20.0766,1,1,0,0,1,1,0,0,0,0,None,None
8,0,172.249,0,1,9484,0,0,27.0896,1,1,0,0,1,1,0,0,0,0,12494,0,1,21.4744,1,1,0,0,1,1,0,0,0,0,None,None
9,0,100.01,0,1,9799,0,0,22.8884,1,1,0,0,1,1,0,0,0,0,2178,0,1,17.2781,1,1,0,0,1,1,0,0,0,0,None,None
10,0,253.098,0,1,10064,0,0,23.235,1,1,0,0,1,1,0,0,0,0,2371,0,1,14.9562,1,1,0,0,1,1,0,0,0,0,None,None
11,0,331.659,1,1,1520,0,0,27.7803,1,0,1,0,1,1,0,0,0,0,9522,0,1,21.0686,1,0,1,0,1,1,0,0,0,0,None,None
12,0,839.821,1,1,1592,0,0,50.0216,1,0,1,0,1,1,0,0,0,0,13133,0,1,45.4231,1,0,1,0,1,1,0,0,0,0,None,None
13,0,262.459,1,1,6148,0,0,16.9962,1,0,1,0,1,1,0,0,0,0,1367,0,1,18.1282,1,0,1,0,1,1,0,0,0,0,None,None
14,0,843.781,1,1,7338,0,0,15.5301,1,0,1,0,1,1,0,0,0,0,5449,0,1,23.5468,1,0,1,0,1,1,0,0,0,0,None,None
15,0,1359.87,1,1,7795,0,0,32.1185,1,0,1,0,1,1,0,0,0,0,6005,0,1,19.5897,1,0,1,0,1,1,0,0,0,0,None,None
16,1,4.18307,0,1,15649,0,0,28.0741,1,1,0,0,1,1,0,0,0,0,1089,0,1,24.9729,1,1,0,0,1,1,0,0,0,0,None,None
17,1,410.711,0,1,8949,1,0,16.8476,1,1,0,0,1,1,0,0,0,0,11286,1,1,16.5409,1,1,0,0,1,1,0,0,0,0,None,None
18,1,416.293,0,1,15062,0,0,55.6791,1,1,0,0,1,1,0,0,0,0,7760,0,1,48.2464,1,1,0,0,1,1,0,0,0,0,None,None
19,1,181.908,1,1,6790,0,0,41.5385,1,0,1,0,1,1,0,0,0,0,3657,0,1,31.5476,1,0,1,0,1,1,0,0,0,0,None,None
20,1,802.842,1,1,8380,0,0,47.542,1,0,1,0,1,1,0,0,0,0,16021,0,1,52.6954,1,0,1,0,1,1,0,0,0,0,None,None
21,1,1095.85,1,1,2236,0,0,29.4025,1,0,1,0,1,1,0,0,0,0,6022,0,1,20.495,1,0,1,0,1,1,0,0,0,0,None,None
22,1,705.867,1,1,5844,0,0,32.0523,1,0,1,0,1,1,0,0,0,0,13657,0,1,26.5368,1,0,1,0,1,1,0,0,0,0,None,None
23,1,861.016,1,1,10063,0,0,23.6668,1,0,1,0,1,1,0,0,0,0,10688,1,1,18.7635,1,0,1,0,1,1,0,0,0,0,None,None
24,1,1127.34,1,1,11146,0,0,25.5285,1,0,1,0,1,1,0,0,0,0,16923,1,1,17.7612,1,0,1,0,1,1,0,0,0,0,None,None
25,1,881.444,1,1,17155,0,0,53.5809,1,0,1,0,1,1,0,0,0,0,6136,0,1,43.864,1,0,1,0,1,1,0,0,0,0,None,None
26,2,69.4869,0,1,11950,0,0,41.0679,1,1,0,0,1,1,0,0,0,0,4315,0,1,34.3627,1,1,0,0,1,1,0,0,0,0,None,None
27,2,192.133,0,1,1492,0,0,33.2141,1,1,0,0,1,1,0,0,0,0,7304,0,1,21.1974,1,1,0,0,1,1,0,0,0,0,None,None
28,2,466.578,0,1,11251,0,0,26.0352,1,1,0,0,1,1,0,0,0,0,14859,0,1,21.1259,1,1,0,0,1,1,0,0,0,0,None,None
29,2,289.4,0,1,13080,0,0,31.2176,1,1,0,0,1,1,0,0,0,0,13265,1,1,16.5675,1,1,0,0,1,1,0,0,0,0,None,None
30,2,144.878,0,1,13860,0,0,38.1303,1,1,0,0,1,1,0,0,0,0,5153,0,1,35.4129,1,1,0,0,1,1,0,0,0,0,None,None
31,2,574.106,1,1,12663,1,0,15.6703,1,0,1,0,1,1,0,0,0,0,15117,1,1,18.2377,1,0,1,0,1,1,0,0,0,0,None,None
32,2,191.854,1,1,15336,0,0,27.691,1,0,1,0,1,1,0,0,0,0,11118,0,1,30.1679,1,0,1,0,1,1,0,0,0,0,None,None
33,2,230.141,1,1,67,0,0,32.3124,1,0,1,0,1,1,0,0,0,0,9531,0,1,28.9283,1,0,1,0,1,1,0,0,0,0,None,None
34,2,667.561,1,1,1231,0,0,28.2702,1,0,1,0,1,1,0,0,0,0,8640,0,1,15.5314,1,0,1,0,1,1,0,0,0,0,None,None
35,2,718.539,1,1,13331,0,0,31.5547,1,0,1,0,1,1,0,0,0,0,493,0,1,33.3132,1,0,1,0,1,1,0,0,0,0,None,None
36,2,592.57,1,1,13614,0,0,41.6315,1,0,1,0,1,1,0,0,0,0,1286,0,1,28.7716,1,0,1,0,1,1,0,0,0,0,None,None
37,3,51.0211,0,1,15104,0,0,27.3973,1,1,0,0,1,1,0,0,0,0,8231,1,1,16.5726,1,1,0,0,1,1,0,0,0,0,None,None
38,3,213.864,0,1,15367,0,0,27.3045,1,1,0,0,1,1,0,0,0,0,9633,0,1,16.8316,1,1,0,0,1,1,0,0,0,0,None,None
39,3,343.527,0,1,15894,0,0,28.2234,1,1,0,0,1,1,0,0,0,0,9475,1,1,18.912,1,1,0,0,1,1,0,0,0,0,None,None
40,3,248.565,0,1,1351,0,0,29.9383,1,1,0,0,1,1,0,0,0,0,5487,0,1,27.8349,1,1,0,0,1,1,0,0,0,0,None,None
41,3,496.613,0,1,10139,0,0,26.8481,1,1,0,0,1,1,0,0,0,0,16315,0,1,19.2019,1,1,0,0,1,1,0,0,0,0,None,None
42,3,485.276,0,1,10543,0,0,36.4784,1,1,0,0,1,1,0,0,0,0,12591,0,1,37.4216,1,1,0,0,1,1,0,0,0,0,None,None
43,3,194.641,1,1,4926,0,0,21.6441,1,0,1,0,1,1,0,0,0,0,12094,0,1,28.8637,1,0,1,0,1,1,0,0,0,0,None,None
44,3,1583.2,1,1,1916,1,0,17.6935,1,0,1,0,1,1,0,0,0,0,5567,1,1,16.4428,1,0,1,0,1,1,0,0,0,0,None,None
45,3,639.799,1,1,3229,0,0,26.3543,1,0,1,0,1,1,0,0,0,0,15757,0,1,20.8174,1,0,1,0,1,1,0,0,0,0,None,None
46,3,882.271,1,1,9512,0,0,25.6561,1,0,1,0,1,1,0,0,0,0,7716,1,1,17.9655,1,0,1,0,1,1,0,0,0,0,None,None
47,3,303.941,1,1,10058,0,0,20.4718,1,0,1,0,1,1,0,0,0,0,13964,0,1,27.2691,1,0,1,0,1,1,0,0,0,0,None,None
48,3,651.607,1,1,13322,0,0,22.6467,1,0,1,0,1,1,0,0,0,0,14572,1,1,18.4618,1,0,1,0,1,1,0,0,0,0,None,None
49,3,1206.04,1,1,15239,0,0,23.3986,1,0,1,0,1,1,0,0,0,0,6493,0,1,24.5228,1,0,1,0,1,1,0,0,0,0,None,None
50,4,210.612,0,1,1598,0,0,30.9314,1,1,0,0,1,1,0,0,0,0,2101,0,1,21.8835,1,1,0,0,1,1,0,0,0,0,None,None
51,4,295.598,0,1,10376,1,0,17.4542,1,1,0,0,1,1,0,0,0,0,10330,1,1,16.1876,1,1,0,0,1,1,0,0,0,0,None,None
52,4,81.6503,0,1,11906,0,0,27.486,1,1,0,0,1,1,0,0,0,0,4600,0,1,21.6831,1,1,0,0,1,1,0,0,0,0,None,None
53,4,1129.61,1,1,253,1,0,18.1114,1,0,1,0,1,1,0,0,0,0,2926,0,1,21.2083,1,0,1,0,1,1,0,0,0,0,None,None
54,4,465.137,1,1,2483,0,0,21.6216,1,0,1,0,1,1,0,0,0,0,3098,0,1,23.1593,1,0,1,0,1,1,0,0,0,0,None,None
55,4,836.228,1,1,5151,0,0,26.9383,1,0,1,0,1,1,0,0,0,0,4695,0,1,20.1091,1,0,1,0,1,1,0,0,0,0,None,None
56,4,686.76,1,1,7960,1,0,19.4437,1,0,1,0,1,1,0,0,0,0,14096,1,1,15.4999,1,0,1,0,1,1,0,0,0,0,None,None
57,4,577.119,1,1,13166,0,0,26.1472,1,0,1,0,1,1,0,0,0,0,15078,1,1,15.9526,1,0,1,0,1,1,0,0,0,0,None,None
58,4,658.573,1,1,13782,0,0,39.3193,1,0,1,0,1,1,0,0,0,0,511,0,1,39.6222,1,0,1,0,1,1,0,0,0,0,None,None
59,4,650.646,1,1,15751,0,0,28.2856,1,0,1,0,1,1,0,0,0,0,11520,0,1,24.743,1,0,1,0,1,1,0,0,0,0,None,None
60,5,264.896,0,1,14730,1,0,19.985,1,1,0,0,1,1,0,0,0,0,1768,1,1,18.5631,1,1,0,0,1,1,0,0,0,0,None,None
61,5,601.916,0,1,4114,0,0,34.8806,1,1,0,0,1,1,0,0,0,0,15317,0,1,31.9634,1,1,0,0,1,1,0,0,0,0,None,None
62,5,446.519,0,1,4492,1,0,17.4679,1,1,0,0,1,1,0,0,0,0,9144,1,1,17.598,1,1,0,0,1,1,0,0,0,0,None,None
63,5,1122.51,0,1,6829,0,0,23.45,1,1,0,0,1,1,0,0,0,0,329,1,1,16.6063,1,1,0,0,1,1,0,0,0,0,None,None
64,5,230.388,0,1,9222,1,0,16.6924,1,1,0,0,1,1,0,0,0,0,11647,1,1,16.4096,1,1,0,0,1,1,0,0,0,0,None,None
65,5,36.5286,0,1,13989,0,0,49.4725,1,1,0,0,1,1,0,0,0,0,3403,0,1,32.9821,1,1,0,0,1,1,0,0,0,0,None,None
66,5,90.3249,0,1,2530,0,0,63.6918,1,1,0,0,1,1,0,0,0,0,577,0,1,60.0569,1,1,0,0,1,1,0,0,0,0,None,None
67,5,908.744,1,1,2293,0,0,39.6116,1,0,1,0,1,1,0,0,0,0,12462,0,1,35.3742,1,0,1,0,1,1,0,0,0,0,None,None
68,5,495.138,1,1,4498,0,0,26.9254,1,0,1,0,1,1,0,0,0,0,11505,0,1,22.3949,1,0,1,0,1,1,0,0,0,0,None,None
69,5,823.484,1,1,10630,0,0,26.4226,1,0,1,0,1,1,0,0,0,0,2544,1,1,15.2663,1,0,1,0,1,1,0,0,0,0,None,None
70,5,358.017,1,1,10764,0,0,29.8287,1,0,1,0,1,1,0,0,0,0,5674,0,1,29.714,1,0,1,0,1,1,0,0,0,0,None,None
71,5,411.061,1,1,11171,0,0,23.8505,1,0,1,0,1,1,0,0,0,0,15359,0,1,23.8618,1,0,1,0,1,1,0,0,0,0,None,None
72,5,981.163,1,1,11539,0,0,32.1197,1,0,1,0,1,1,0,0,0,0,8177,0,1,23.2519,1,0,1,0,1,1,0,0,0,0,None,None
73,5,263.354,1,1,11605,0,0,26.2465,1,0,1,0,1,1,0,0,0,0,7030,1,1,19.7012,1,0,1,0,1,1,0,0,0,0,None,None
74,5,275.083,1,1,11930,0,0,51.5466,1,0,1,0,1,1,0,0,0,0,4352,0,1,45.8722,1,0,1,0,1,1,0,0,0,0,None,None
75,6,552.779,0,1,7869,0,0,41,1,1,0,0,1,1,0,0,0,0,9506,0,1,28.7673,1,1,0,0,1,1,0,0,0,0,None,None
76,6,274.068,0,1,8197,0,0,26.8713,1,1,0,0,1,1,0,0,0,0,6748,0,1,22.4928,1,1,0,0,1,1,0,0,0,0,None,None
77,6,206.023,0,1,10234,0,0,27.6939,1,1,0,0,1,1,0,0,0,0,3716,0,1,16.6578,1,1,0,0,1,1,0,0,0,0,None,None
78,6,394.754,0,1,14114,1,0,18.1653,1,1,0,0,1,1,0,0,0,0,7029,0,1,20.9454,1,1,0,0,1,1,0,0,0,0,None,None
79,6,350.934,0,1,16700,0,0,31.2584,1,1,0,0,1,1,0,0,0,0,4705,0,1,27.3913,1,1,0,0,1,1,0,0,0,0,None,None
80,6,209.248,0,1,5550,0,0,24.8394,1,1,0,0,1,1,0,0,0,0,8566,1,1,18.5194,1,1,0,0,1,1,0,0,0,0,None,None
81,6,240.294,1,1,2663,0,0,24.8175,1,0,1,0,1,1,0,0,0,0,15546,0,1,21.2446,1,0,1,0,1,1,0,0,0,0,None,None
82,6,737.41,1,1,2882,0,0,32.409,1,0,1,0,1,1,0,0,0,0,9836,1,1,19.0382,1,0,1,0,1,1,0,0,0,0,None,None
83,6,359.688,1,1,9736,0,0,24.6655,1,0,1,0,1,1,0,0,0,0,5869,1,1,17.1472,1,0,1,0,1,1,0,0,0,0,None,None
84,6,890.143,1,1,13017,0,0,29.4331,1,0,1,0,1,1,0,0,0,0,14534,0,1,22.7192,1,0,1,0,1,1,0,0,0,0,None,None
85,6,846.353,1,1,13587,0,0,13.3475,1,0,1,0,1,1,0,0,0,0,12098,1,1,17.3072,1,0,1,0,1,1,0,0,0,0,None,None
86,6,868.781,1,1,13836,0,0,20.2789,1,0,1,0,1,1,0,0,0,0,5140,0,1,26.2942,1,0,1,0,1,1,0,0,0,0,None,None
87,6,520.101,1,1,17181,0,0,33.5982,1,0,1,0,1,1,0,0,0,0,14409,0,1,31.5132,1,0,1,0,1,1,0,0,0,0,None,None
88,7,818.21,0,1,115,0,0,27.3213,1,1,0,0,1,1,0,0,0,0,10642,0,1,23.2496,1,1,0,0,1,1,0,0,0,0,None,None
89,7,1045.94,0,1,1641,0,0,26.258,1,1,0,0,1,1,0,0,0,0,3550,1,1,17.2971,1,1,0,0,1,1,0,0,0,0,None,None
90,7,523.992,0,1,2919,0,0,33.7935,1,1,0,0,1,1,0,0,0,0,14037,0,1,23.2185,1,1,0,0,1,1,0,0,0,0,None,None
91,7,31.8218,0,1,6287,0,0,20.1174,1,1,0,0,1,1,0,0,0,0,14156,0,1,20.7577,1,1,0,0,1,1,0,0,0,0,None,None
92,7,233.812,0,1,8468,0,0,35.1095,1,1,0,0,1,1,0,0,0,0,17294,0,1,20.5507,1,1,0,0,1,1,0,0,0,0,None,None
93,7,201.556,0,1,5749,0,0,47.852,1,1,0,0,1,1,0,0,0,0,1612,0,1,45.7221,1,1,0,0,1,1,0,0,0,0,None,None
94,7,43.1719,0,1,2047,0,0,34.7888,1,1,0,0,1,1,0,0,0,0,8446,0,1,38.425,1,1,0,0,1,1,0,0,0,0,None,None
95,7,137.257,0,1,11198,0,0,44.0746,1,1,0,0,1,1,0,0,0,0,1270,0,1,30.1,1,1,0,0,1,1,0,0,0,0,None,None
96,7,988.187,1,1,897,1,0,19.5383,1,0,1,0,1,1,0,0,0,0,11612,1,1,17.891,1,0,1,0,1,1,0,0,0,0,None,None
97,7,996.652,1,1,2210,0,0,43.7726,1,0,1,0,1,1,0,0,0,0,1543,0,1,34.1466,1,0,1,0,1,1,0,0,0,0,None,None
98,8,93.9431,0,1,11787,1,0,17.5915,1,1,0,0,1,1,0,0,0,0,8072,1,1,15.911,1,1,0,0,1,1,0,0,0,0,None,None
99,8,351.492,0,1,5421,1,0,16.1535,1,1,0,0,1,1,0,0,0,0,15786,1,1,17.3164,1,1,0,0,1,1,0,0,0,0,None,None
100,8,159.324,0,1,5176,0,0,24.0888,1,1,0,0,1,1,0,0,0,0,4743,0,1,27.3945,1,1,0,0,1,1,0,0,0,0,None,None
101,8,415.627,0,1,5687,1,0,15.7514,1,1,0,0,1,1,0,0,0,0,12937,0,1,24.5351,1,1,0,0,1,1,0,0,0,0,None,None
102,8,115.998,0,1,14707,0,0,22.9977,1,1,0,0,1,1,0,0,0,0,14688,0,1,20.2195,1,1,0,0,1,1,0,0,0,0,None,None
103,8,432.027,0,1,2721,0,0,43.4508,1,1,0,0,1,1,0,0,0,0,9287,0,1,25.608,1,1,0,0,1,1,0,0,0,0,None,None
104,8,877.46,1,1,4196,0,0,32.5335,1,0,1,0,1,1,0,0,0,0,11855,0,1,27.9601,1,0,1,0,1,1,0,0,0,0,None,None
105,8,444.707,1,1,6641,0,0,30.9926,1,0,1,0,1,1,0,0,0,0,15340,0,1,25.174,1,0,1,0,1,1,0,0,0,0,None,None
106,8,377.662,1,1,8237,0,0,50.3396,1,0,1,0,1,1,0,0,0,0,14431,0,1,36.3952,1,0,1,0,1,1,0,0,0,0,None,None
107,8,1075.09,1,1,13001,0,0,24.9449,1,0,1,0,1,1,0,0,0,0,13583,0,1,13.8433,1,0,1,0,1,1,0,0,0,0,None,None
108,8,1100.54,1,1,14561,0,0,36.7895,1,0,1,0,1,1,0,0,0,0,5434,0,1,33.1476,1,0,1,0,1,1,0,0,0,0,None,None
109,8,1466.95,1,1,16720,0,0,36.8683,1,0,1,0,1,1,0,0,0,0,12885,0,1,30.4892,1,0,1,0,1,1,0,0,0,0,None,None
110,8,7606.21,2,1,2979,0,0,44.96,1,0,0,1,1,1,0,0,0,0,14857,0,1,29.9086,1,0,0,1,1,1,0,0,0,0,None,None
111,8,8307.54,2,1,16959,0,0,46.8785,1,0,0,1,1,1,0,0,0,0,6801,0,1,43.1009,1,0,0,1,1,1,0,0,0,0,None,None
112,9,499.087,0,1,14870,1,0,17.3059,1,1,0,0,1,1,0,0,0,0,4809,0,1,15.7294,1,1,0,0,1,1,0,0,0,0,None,None
113,9,247.809,0,1,6583,0,0,30.6228,1,1,0,0,1,1,0,0,0,0,4469,0,1,28.6607,1,1,0,0,1,1,0,0,0,0,None,None
114,9,210.139,0,1,12904,0,0,23.4354,1,1,0,0,1,1,0,0,0,0,17151,0,1,24.964,1,1,0,0,1,1,0,0,0,0,None,None
115,9,29.3986,0,1,6324,0,0,34.3855,1,1,0,0,1,1,0,0,0,0,2359,0,1,31.5033,1,1,0,0,1,1,0,0,0,0,None,None
116,9,427.166,1,1,3498,1,0,19.9969,1,0,1,0,1,1,0,0,0,0,101,1,1,18.9022,1,0,1,0,1,1,0,0,0,0,None,None
117,9,233.049,1,1,6834,0,0,33.8941,1,0,1,0,1,1,0,0,0,0,7629,0,1,22.5377,1,0,1,0,1,1,0,0,0,0,None,None
118,9,331.771,1,1,9809,0,0,26.9261,1,0,1,0,1,1,0,0,0,0,15496,0,1,14.8688,1,0,1,0,1,1,0,0,0,0,None,None
119,9,185.366,1,1,14533,0,0,44.478,1,0,1,0,1,1,0,0,0,0,15423,0,1,39.5232,1,0,1,0,1,1,0,0,0,0,None,None
120,10,114.138,0,1,15852,1,0,17.3145,1,1,0,0,1,1,0,0,0,0,476,0,1,26.7132,1,1,0,0,1,1,0,0,0,0,None,None
121,10,175.827,0,1,5931,1,0,16.9236,1,1,0,0,1,1,0,0,0,0,4759,1,1,19.3048,1,1,0,0,1,1,0,0,0,0,None,None
122,10,48.7535,0,1,7099,0,0,22.4801,1,1,0,0,1,1,0,0,0,0,16279,1,1,18.0178,1,1,0,0,1,1,0,0,0,0,None,None
123,10,113.588,0,1,405,0,0,25.9543,1,1,0,0,1,1,0,0,0,0,6369,0,1,20.9919,1,1,0,0,1,1,0,0,0,0,None,None
124,10,31.3936,0,1,8605,0,0,44.6466,1,1,0,0,1,1,0,0,0,0,15833,0,1,33.1004,1,1,0,0,1,1,0,0,0,0,None,None
125,10,388.685,1,1,1716,0,0,60.865,1,0,1,0,1,1,0,0,0,0,14705,0,1,52.3937,1,0,1,0,1,1,0,0,0,0,None,None
126,10,1273.49,1,1,507,0,0,21.2191,1,0,1,0,1,1,0,0,0,0,17281,0,1,22.7101,1,0,1,0,1,1,0,0,0,0,None,None
127,10,556.083,1,1,6222,1,0,15.4547,1,0,1,0,1,1,0,0,0,0,4702,0,1,25.2652,1,0,1,0,1,1,0,0,0,0,None,None
128,10,901.097,1,1,6624,1,0,17.8809,1,0,1,0,1,1,0,0,0,0,1993,1,1,17.5484,1,0,1,0,1,1,0,0,0,0,None,None
129,10,545.646,1,1,8442,1,0,18.7832,1,0,1,0,1,1,0,0,0,0,8575,0,1,25.9018,1,0,1,0,1,1,0,0,0,0,None,None
130,10,716.689,1,1,8760,1,0,16.8554,1,0,1,0,1,1,0,0,0,0,14562,0,1,17.8724,1,0,1,0,1,1,0,0,0,0,None,None
131,10,557.207,1,1,8986,0,0,32.0542,1,0,1,0,1,1,0,0,0,0,1593,0,1,31.5526,1,0,1,0,1,1,0,0,0,0,None,None
132,10,730.301,1,1,9229,0,0,39.5369,1,0,1,0,1,1,0,0,0,0,14345,0,1,27.4321,1,0,1,0,1,1,0,0,0,0,None,None
133,10,615.807,1,1,13344,0,0,42.9871,1,0,1,0,1,1,0,0,0,0,16080,0,1,43.7672,1,0,1,0,1,1,0,0,0,0,None,None
134,10,817.621,1,1,13838,0,0,30.0562,1,0,1,0,1,1,0,0,0,0,2432,0,1,20.7195,1,0,1,0,1,1,0,0,0,0,None,None
135,10,154.606,1,1,16772,0,0,26.7129,1,0,1,0,1,1,0,0,0,0,7016,0,1,21.0636,1,0,1,0,1,1,0,0,0,0,None,None
136,10,381.845,1,1,16818,0,0,35.7238,1,0,1,0,1,1,0,0,0,0,6775,0,1,25.1152,1,0,1,0,1,1,0,0,0,0,None,None
137,11,353.305,0,1,12054,0,0,52.0421,1,1,0,0,1,1,0,0,0,0,4151,1,1,19.9467,1,1,0,0,1,1,0,0,0,0,None,None
138,11,33.2103,0,1,1121,0,0,23.3103,1,1,0,0,1,1,0,0,0,0,1608,0,1,22.0572,1,1,0,0,1,1,0,0,0,0,None,None
139,11,116.191,0,1,4726,0,0,23.1169,1,1,0,0,1,1,0,0,0,0,14978,0,1,20.9276,1,1,0,0,1,1,0,0,0,0,None,None
140,11,384.277,1,1,1205,0,0,64.009,1,0,1,0,1,1,0,0,0,0,83,0,1,60.648,1,0,1,0,1,1,0,0,0,0,None,None
141,11,555.421,1,1,3358,0,0,26.1986,1,0,1,0,1,1,0,0,0,0,1882,0,1,26.8147,1,0,1,0,1,1,0,0,0,0,None,None
142,11,765.61,1,1,5917,1,0,19.4313,1,0,1,0,1,1,0,0,0,0,8191,1,1,18.5648,1,0,1,0,1,1,0,0,0,0,None,None
143,11,1120.31,1,1,6452,0,0,31.8773,1,0,1,0,1,1,0,0,0,0,7497,0,1,20.8495,1,0,1,0,1,1,0,0,0,0,None,None
144,11,933.286,1,1,7133,0,0,24.8664,1,0,1,0,1,1,0,0,0,0,14097,0,1,21.5409,1,0,1,0,1,1,0,0,0,0,None,None
145,11,1354.98,1,1,7432,0,0,41.5759,1,0,1,0,1,1,0,0,0,0,15189,0,1,40.3699,1,0,1,0,1,1,0,0,0,0,None,None
146,11,840.147,1,1,9268,0,0,27.2013,1,0,1,0,1,1,0,0,0,0,7022,0,1,29.5661,1,0,1,0,1,1,0,0,0,0,None,None
147,11,863.18,1,1,9524,0,0,34.731,1,0,1,0,1,1,0,0,0,0,6029,0,1,27.6335,1,0,1,0,1,1,0,0,0,0,None,None
148,12,287.457,0,1,1566,0,0,51.9524,1,1,0,0,1,1,0,0,0,0,5354,0,1,41.9637,1,1,0,0,1,1,0,0,0,0,None,None
149,12,836.17,0,1,10828,1,0,19.424,1,1,0,0,1,1,0,0,0,0,10791,0,1,21.399,1,1,0,0,1,1,0,0,0,0,None,None
150,12,571.116,0,1,10617,0,0,31.6058,1,1,0,0,1,1,0,0,0,0,14003,0,1,23.8737,1,1,0,0,1,1,0,0,0,0,None,None
151,12,730.697,0,1,11931,0,0,48.205,1,1,0,0,1,1,0,0,0,0,11131,0,1,39.4091,1,1,0,0,1,1,0,0,0,0,None,None
152,12,499.982,1,1,16043,1,0,17.3335,1,0,1,0,1,1,0,0,0,0,4810,1,1,15.4253,1,0,1,0,1,1,0,0,0,0,None,None
153,12,1060,1,1,5557,0,0,25.2228,1,0,1,0,1,1,0,0,0,0,4802,0,1,20.3553,1,0,1,0,1,1,0,0,0,0,None,None
154,12,222.028,1,1,6106,0,0,21.8648,1,0,1,0,1,1,0,0,0,0,13387,0,1,22.2066,1,0,1,0,1,1,0,0,0,0,None,None
155,12,1221.49,1,1,9596,0,0,25.5335,1,0,1,0,1,1,0,0,0,0,2918,0,1,21.3222,1,0,1,0,1,1,0,0,0,0,None,None
156,12,267.393,1,1,12111,0,0,26.9846,1,0,1,0,1,1,0,0,0,0,6356,0,1,21.6244,1,0,1,0,1,1,0,0,0,0,None,None
157,12,1223.64,1,1,14082,0,0,30.0846,1,0,1,0,1,1,0,0,0,0,9322,0,1,28.5135,1,0,1,0,1,1,0,0,0,0,None,None
158,13,98.5731,0,1,17070,0,0,58.1363,1,1,0,0,1,1,0,0,0,0,6314,0,1,50.9733,1,1,0,0,1,1,0,0,0,0,None,None
159,13,324.837,0,1,14507,1,0,17.3359,1,1,0,0,1,1,0,0,0,0,12935,0,1,17.8965,1,1,0,0,1,1,0,0,0,0,None,None
160,13,163.067,0,1,7287,0,0,25.7538,1,1,0,0,1,1,0,0,0,0,9392,0,1,17.369,1,1,0,0,1,1,0,0,0,0,None,None
161,13,795.964,0,1,8388,0,0,25.9915,1,1,0,0,1,1,0,0,0,0,13668,1,1,19.9658,1,1,0,0,1,1,0,0,0,0,None,None
162,13,158.182,0,1,1805,0,0,20.1454,1,1,0,0,1,1,0,0,0,0,9428,1,1,16.8367,1,1,0,0,1,1,0,0,0,0,None,None
163,13,117.899,0,1,3458,0,0,18.2525,1,1,0,0,1,1,0,0,0,0,9461,1,1,17.3186,1,1,0,0,1,1,0,0,0,0,None,None
164,13,537.602,1,1,3489,1,0,19.453,1,0,1,0,1,1,0,0,0,0,8132,0,1,31.4579,1,0,1,0,1,1,0,0,0,0,None,None
165,13,1057.27,1,1,3649,0,0,20.9881,1,0,1,0,1,1,0,0,0,0,10781,1,1,18.925,1,0,1,0,1,1,0,0,0,0,None,None
166,13,1810.12,1,1,9426,0,0,25.5544,1,0,1,0,1,1,0,0,0,0,9286,0,1,22.0233,1,0,1,0,1,1,0,0,0,0,None,None
167,13,1300.84,1,1,10065,0,0,31.6622,1,0,1,0,1,1,0,0,0,0,17085,0,1,21.3956,1,0,1,0,1,1,0,0,0,0,None,None
168,14,103.685,0,1,6474,1,0,17.1341,1,1,0,0,1,1,0,0,0,0,597,1,1,19.0124,1,1,0,0,1,1,0,0,0,0,None,None
169,14,541.561,0,1,7158,0,0,30.3505,1,1,0,0,1,1,0,0,0,0,16947,0,1,21.4906,1,1,0,0,1,1,0,0,0,0,None,None
170,14,79.0224,0,1,10538,0,0,20.4067,1,1,0,0,1,1,0,0,0,0,2506,1,1,16.832,1,1,0,0,1,1,0,0,0,0,None,None
