Time,ID,FromNodeID,ToNodeID,State,Species,Age,Population
365,5794437,25,20,STATE_ADULT,arabiensis,4,1
365,4405570,25,19,STATE_ADULT,arabiensis,5,1
365,4421300,25,19,STATE_ADULT,arabiensis,4,1
365,4434950,25,20,STATE_ADULT,arabiensis,3,1
365,5774833,25,20,STATE_ADULT,arabiensis,5,1
365,5794775,25,24,STATE_ADULT,arabiensis,4,1
365,4463498,25,19,STATE_ADULT,arabiensis,1,1
365,5813053,25,19,STATE_ADULT,arabiensis,3,1
365,5519275,25,19,STATE_ADULT,arabiensis,19,1
365,5493227,25,24,STATE_ADULT,arabiensis,20,1
365,4463420,25,24,STATE_ADULT,arabiensis,1,1
365,4477304,25,19,STATE_ADULT,arabiensis,0,1
365,5736951,25,19,STATE_ADULT,arabiensis,7,1
365,5792825,25,24,STATE_ADULT,arabiensis,4,1
365,4477226,25,19,STATE_ADULT,arabiensis,0,1
365,5598526,25,20,STATE_ADULT,arabiensis,16,1
365,4350736,25,20,STATE_ADULT,arabiensis,9,1
365,4463082,25,24,STATE_ADULT,arabiensis,1,1
365,4462952,25,24,STATE_ADULT,arabiensis,1,1
365,4434326,25,24,STATE_ADULT,arabiensis,3,1
365,4462926,25,19,STATE_ADULT,arabiensis,1,1
365,4462692,25,24,STATE_ADULT,arabiensis,1,1
365,4477018,25,20,STATE_ADULT,arabiensis,0,1
365,7757483,25,24,STATE_INFECTED,arabiensis,15,1
365,4448184,25,19,STATE_ADULT,arabiensis,2,1
365,4476940,25,19,STATE_ADULT,arabiensis,0,1
365,4462614,25,24,STATE_ADULT,arabiensis,1,1
365,4462588,25,20,STATE_ADULT,arabiensis,1,1
365,7784107,25,20,STATE_ADULT,arabiensis,14,1
365,4462432,25,19,STATE_ADULT,arabiensis,1,1
365,5762375,25,20,STATE_ADULT,arabiensis,6,1
365,7665416,25,20,STATE_ADULT,arabiensis,19,1
365,4476758,25,24,STATE_ADULT,arabiensis,0,1
365,5602973,25,19,STATE_ADULT,arabiensis,14,1
365,4364334,25,24,STATE_ADULT,arabiensis,8,1
365,4447638,25,19,STATE_ADULT,arabiensis,2,1
365,4433676,25,19,STATE_ADULT,arabiensis,3,1
365,7754078,25,20,STATE_INFECTED,arabiensis,13,1
365,4447586,25,20,STATE_ADULT,arabiensis,2,1
365,4364282,25,20,STATE_ADULT,arabiensis,8,1
365,4433494,25,24,STATE_ADULT,arabiensis,3,1
365,5820823,25,24,STATE_ADULT,arabiensis,3,1
365,4335448,25,20,STATE_ADULT,arabiensis,10,1
365,4406740,25,20,STATE_ADULT,arabiensis,5,1
365,4433390,25,20,STATE_ADULT,arabiensis,3,1
365,4335370,25,24,STATE_ADULT,arabiensis,10,1
365,4462146,25,20,STATE_ADULT,arabiensis,1,1
365,4433208,25,19,STATE_ADULT,arabiensis,3,1
365,4393272,25,24,STATE_ADULT,arabiensis,6,1
365,5761465,25,19,STATE_ADULT,arabiensis,6,1
365,5686143,25,20,STATE_ADULT,arabiensis,10,1
365,5780315,25,20,STATE_ADULT,arabiensis,5,1
365,5651199,25,19,STATE_ADULT,arabiensis,12,1
365,5839127,25,20,STATE_ADULT,arabiensis,2,1
365,5798333,25,20,STATE_ADULT,arabiensis,4,1
365,4392934,25,19,STATE_ADULT,arabiensis,6,1
365,5781537,25,24,STATE_ADULT,arabiensis,5,1
365,4446780,25,24,STATE_ADULT,arabiensis,2,1
365,4461626,25,24,STATE_ADULT,arabiensis,1,1
365,4461600,25,24,STATE_ADULT,arabiensis,1,1
365,5665811,25,24,STATE_ADULT,arabiensis,11,1
365,4446702,25,19,STATE_ADULT,arabiensis,2,1
365,5836189,25,24,STATE_ADULT,arabiensis,2,1
365,4475952,25,19,STATE_ADULT,arabiensis,0,1
365,4419350,25,24,STATE_ADULT,arabiensis,4,1
365,5759099,25,19,STATE_ADULT,arabiensis,6,1
365,5661369,25,24,STATE_ADULT,arabiensis,11,1
365,4475848,25,24,STATE_ADULT,arabiensis,0,1
365,5797891,25,19,STATE_ADULT,arabiensis,4,1
365,5837333,25,19,STATE_ADULT,arabiensis,2,1
365,5760503,25,19,STATE_ADULT,arabiensis,6,1
365,4461236,25,20,STATE_ADULT,arabiensis,1,1
365,4461080,25,20,STATE_ADULT,arabiensis,1,1
365,4293588,25,19,STATE_ADULT,arabiensis,13,1
365,7936338,25,20,STATE_ADULT,arabiensis,6,1
365,4475640,25,20,STATE_ADULT,arabiensis,0,1
365,4461002,25,20,STATE_ADULT,arabiensis,1,1
365,4475588,25,24,STATE_ADULT,arabiensis,0,1
365,5420945,25,19,STATE_ADULT,arabiensis,25,1
365,4460950,25,24,STATE_ADULT,arabiensis,1,1
365,4392180,25,19,STATE_ADULT,arabiensis,6,1
365,5655349,25,24,STATE_ADULT,arabiensis,11,1
365,4475458,25,20,STATE_ADULT,arabiensis,0,1
365,7783249,25,20,STATE_ADULT,arabiensis,14,1
365,4446286,25,19,STATE_ADULT,arabiensis,2,1
365,5492178,25,24,STATE_INFECTIOUS,arabiensis,21,1
365,7616242,25,20,STATE_ADULT,arabiensis,21,1
365,4319172,25,20,STATE_ADULT,arabiensis,11,1
365,4460664,25,24,STATE_ADULT,arabiensis,1,1
365,7992758,25,19,STATE_ADULT,arabiensis,4,1
365,7880828,25,19,STATE_ADULT,arabiensis,8,1
365,5518339,25,20,STATE_ADULT,arabiensis,19,1
365,4460638,25,19,STATE_ADULT,arabiensis,1,1
365,4445974,25,19,STATE_ADULT,arabiensis,2,1
365,5773225,25,24,STATE_ADULT,arabiensis,8,1
365,4431960,25,24,STATE_ADULT,arabiensis,3,1
365,5668437,25,19,STATE_ADULT,arabiensis,11,1
365,5748325,25,19,STATE_ADULT,arabiensis,6,1
365,4475042,25,19,STATE_ADULT,arabiensis,0,1
365,8060509,25,20,STATE_ADULT,arabiensis,3,1
365,4460274,25,20,STATE_ADULT,arabiensis,1,1
365,7966706,25,24,STATE_ADULT,arabiensis,5,1
365,4445766,25,24,STATE_ADULT,arabiensis,2,1
365,4474912,25,19,STATE_ADULT,arabiensis,0,1
365,7991432,25,24,STATE_ADULT,arabiensis,4,1
365,4418440,25,19,STATE_ADULT,arabiensis,4,1
365,8018732,25,24,STATE_ADULT,arabiensis,3,1
365,7834885,25,19,STATE_INFECTED,arabiensis,12,1
365,8016262,25,20,STATE_ADULT,arabiensis,3,1
365,7991354,25,20,STATE_ADULT,arabiensis,4,1
365,4431726,25,24,STATE_ADULT,arabiensis,3,1
365,8018602,25,19,STATE_ADULT,arabiensis,3,1
365,7856154,25,20,STATE_ADULT,arabiensis,9,1
365,4391504,25,24,STATE_ADULT,arabiensis,6,1
365,4376944,25,19,STATE_ADULT,arabiensis,7,1
365,4460092,25,19,STATE_ADULT,arabiensis,1,1
365,7911924,25,19,STATE_ADULT,arabiensis,7,1
365,4363996,25,20,STATE_ADULT,arabiensis,8,1
365,4431518,25,19,STATE_ADULT,arabiensis,3,1
365,4474496,25,20,STATE_ADULT,arabiensis,0,1
365,4418154,25,24,STATE_ADULT,arabiensis,4,1
365,7962052,25,19,STATE_ADULT,arabiensis,5,1
365,5776809,25,20,STATE_ADULT,arabiensis,5,1
365,4362020,25,20,STATE_ADULT,arabiensis,8,1
365,4445454,25,19,STATE_ADULT,arabiensis,2,1
365,7828542,25,19,STATE_ADULT,arabiensis,10,1
365,4459858,25,24,STATE_ADULT,arabiensis,1,1
365,4474288,25,24,STATE_ADULT,arabiensis,0,1
365,4459832,25,24,STATE_ADULT,arabiensis,1,1
365,4445350,25,19,STATE_ADULT,arabiensis,2,1
365,4333082,25,24,STATE_ADULT,arabiensis,10,1
365,7988338,25,24,STATE_ADULT,arabiensis,4,1
365,4459728,25,20,STATE_ADULT,arabiensis,1,1
365,4431232,25,24,STATE_ADULT,arabiensis,3,1
365,4446234,25,24,STATE_ADULT,arabiensis,2,1
365,4445272,25,24,STATE_ADULT,arabiensis,2,1
365,4474054,25,24,STATE_ADULT,arabiensis,0,1
365,8069302,25,19,STATE_ADULT,arabiensis,1,1
365,4431050,25,24,STATE_ADULT,arabiensis,3,1
365,7651871,25,19,STATE_ADULT,arabiensis,19,1
365,7827866,25,19,STATE_ADULT,arabiensis,10,1
365,5664927,25,19,STATE_ADULT,arabiensis,11,1
365,7750796,25,19,STATE_ADULT,arabiensis,14,1
365,7860521,25,19,STATE_ADULT,arabiensis,11,1
365,4445090,25,20,STATE_ADULT,arabiensis,2,1
365,7960751,25,19,STATE_ADULT,arabiensis,7,1
365,4459364,25,24,STATE_ADULT,arabiensis,1,1
365,4417790,25,19,STATE_ADULT,arabiensis,4,1
365,4459286,25,19,STATE_ADULT,arabiensis,1,1
365,4417712,25,20,STATE_ADULT,arabiensis,4,1
365,4361292,25,20,STATE_ADULT,arabiensis,8,1
365,4346680,25,24,STATE_ADULT,arabiensis,9,1
365,4417660,25,19,STATE_ADULT,arabiensis,4,1
365,5604507,25,19,STATE_ADULT,arabiensis,14,1
365,4417634,25,24,STATE_ADULT,arabiensis,4,1
365,5730437,25,20,STATE_ADULT,arabiensis,7,1
365,5793733,25,24,STATE_ADULT,arabiensis,5,1
365,4203192,25,20,STATE_ADULT,arabiensis,18,1
365,4389554,25,19,STATE_ADULT,arabiensis,6,1
365,4444674,25,19,STATE_ADULT,arabiensis,2,1
365,4458922,25,20,STATE_ADULT,arabiensis,1,1
365,4331782,25,24,STATE_ADULT,arabiensis,10,1
365,5654465,25,19,STATE_ADULT,arabiensis,11,1
365,4416880,25,19,STATE_ADULT,arabiensis,4,1
365,4458688,25,24,STATE_ADULT,arabiensis,1,1
365,4389476,25,20,STATE_ADULT,arabiensis,6,1
365,4443816,25,24,STATE_ADULT,arabiensis,2,1
365,4444154,25,19,STATE_ADULT,arabiensis,2,1
365,5873399,24,25,STATE_MALE,arabiensis,0,9
365,5873425,24,23,STATE_MALE,arabiensis,0,4
365,5873451,24,19,STATE_MALE,arabiensis,0,10
365,5873477,24,18,STATE_MALE,arabiensis,0,6
365,5873503,24,20,STATE_MALE,arabiensis,0,7
365,5873529,24,25,STATE_MALE,arabiensis,1,11
365,5873555,24,23,STATE_MALE,arabiensis,1,7
365,5873581,24,19,STATE_MALE,arabiensis,1,9
365,5873607,24,18,STATE_MALE,arabiensis,1,4
365,5873633,24,20,STATE_MALE,arabiensis,1,5
365,5873659,24,25,STATE_MALE,arabiensis,2,11
365,5873685,24,23,STATE_MALE,arabiensis,2,5
365,5873711,24,19,STATE_MALE,arabiensis,2,3
365,5873737,24,18,STATE_MALE,arabiensis,2,6
365,5873763,24,20,STATE_MALE,arabiensis,2,7
365,5873789,24,25,STATE_MALE,arabiensis,3,1
365,5873815,24,23,STATE_MALE,arabiensis,3,9
365,5873841,24,19,STATE_MALE,arabiensis,3,6
365,5873867,24,18,STATE_MALE,arabiensis,3,5
365,5873893,24,20,STATE_MALE,arabiensis,3,2
365,5873919,24,25,STATE_MALE,arabiensis,4,4
365,5873945,24,23,STATE_MALE,arabiensis,4,11
365,5873971,24,19,STATE_MALE,arabiensis,4,5
365,5873997,24,18,STATE_MALE,arabiensis,4,6
365,5874023,24,20,STATE_MALE,arabiensis,4,3
365,5874049,24,25,STATE_MALE,arabiensis,5,2
365,5874075,24,23,STATE_MALE,arabiensis,5,4
365,5874101,24,19,STATE_MALE,arabiensis,5,2
365,5874127,24,18,STATE_MALE,arabiensis,5,7
365,5874153,24,20,STATE_MALE,arabiensis,5,4
365,5874179,24,25,STATE_MALE,arabiensis,6,3
365,5874205,24,23,STATE_MALE,arabiensis,6,6
365,5874231,24,19,STATE_MALE,arabiensis,6,5
365,5874257,24,18,STATE_MALE,arabiensis,6,3
365,5874283,24,20,STATE_MALE,arabiensis,6,4
365,5874309,24,25,STATE_MALE,arabiensis,7,4
365,5874335,24,23,STATE_MALE,arabiensis,7,5
365,5874361,24,19,STATE_MALE,arabiensis,7,2
365,5874387,24,18,STATE_MALE,arabiensis,7,5
365,5874413,24,20,STATE_MALE,arabiensis,7,2
365,5874439,24,25,STATE_MALE,arabiensis,8,6
365,5874465,24,23,STATE_MALE,arabiensis,8,3
365,5874517,24,18,STATE_MALE,arabiensis,8,5
365,5874543,24,20,STATE_MALE,arabiensis,8,4
365,5874569,24,25,STATE_MALE,arabiensis,9,2
365,5874595,24,23,STATE_MALE,arabiensis,9,4
365,5874621,24,19,STATE_MALE,arabiensis,9,2
365,5874647,24,18,STATE_MALE,arabiensis,9,2
365,5874699,24,25,STATE_MALE,arabiensis,10,2
365,5874725,24,23,STATE_MALE,arabiensis,10,4
365,5874751,24,19,STATE_MALE,arabiensis,10,2
365,5874777,24,18,STATE_MALE,arabiensis,10,3
365,5874803,24,20,STATE_MALE,arabiensis,10,4
365,5874829,24,25,STATE_MALE,arabiensis,11,2
365,5874855,24,23,STATE_MALE,arabiensis,11,3
365,5874881,24,19,STATE_MALE,arabiensis,11,4
365,5874959,24,25,STATE_MALE,arabiensis,12,2
365,5874985,24,23,STATE_MALE,arabiensis,12,1
365,5875063,24,20,STATE_MALE,arabiensis,12,1
365,5875141,24,19,STATE_MALE,arabiensis,13,1
365,5875167,24,18,STATE_MALE,arabiensis,13,1
365,5875193,24,20,STATE_MALE,arabiensis,13,2
365,5875219,24,25,STATE_MALE,arabiensis,14,3
365,5875245,24,23,STATE_MALE,arabiensis,14,3
365,5875271,24,19,STATE_MALE,arabiensis,14,2
365,5875297,24,18,STATE_MALE,arabiensis,14,2
365,5875323,24,20,STATE_MALE,arabiensis,14,2
365,5875349,24,25,STATE_MALE,arabiensis,15,1
365,5875401,24,19,STATE_MALE,arabiensis,15,1
365,5875427,24,18,STATE_MALE,arabiensis,15,1
365,5875453,24,20,STATE_MALE,arabiensis,15,1
365,5875479,24,25,STATE_MALE,arabiensis,16,1
365,5875531,24,19,STATE_MALE,arabiensis,16,1
365,5875557,24,18,STATE_MALE,arabiensis,16,1
365,5875583,24,20,STATE_MALE,arabiensis,16,1
365,5875609,24,25,STATE_MALE,arabiensis,17,2
365,5875635,24,23,STATE_MALE,arabiensis,17,1
365,5875661,24,19,STATE_MALE,arabiensis,17,1
365,5875687,24,18,STATE_MALE,arabiensis,17,1
365,5875713,24,20,STATE_MALE,arabiensis,17,2
365,5875791,24,19,STATE_MALE,arabiensis,18,1
365,5875869,24,25,STATE_MALE,arabiensis,19,1
365,5875895,24,23,STATE_MALE,arabiensis,19,1
365,5876051,24,19,STATE_MALE,arabiensis,20,1
365,5876077,24,18,STATE_MALE,arabiensis,20,1
365,5876129,24,25,STATE_MALE,arabiensis,21,1
365,5876181,24,19,STATE_MALE,arabiensis,21,1
365,5876259,24,25,STATE_MALE,arabiensis,22,1
365,5876363,24,20,STATE_MALE,arabiensis,22,1
365,5876571,24,19,STATE_MALE,arabiensis,24,1
365,5876883,24,20,STATE_MALE,arabiensis,26,1
365,5876909,24,25,STATE_MALE,arabiensis,27,1
365,5876987,24,18,STATE_MALE,arabiensis,27,1
365,5877091,24,19,STATE_MALE,arabiensis,28,1
365,4295850,24,20,STATE_ADULT,arabiensis,13,1
365,5796309,24,19,STATE_ADULT,arabiensis,4,1
365,4449458,24,20,STATE_ADULT,arabiensis,2,1
365,4380142,24,19,STATE_ADULT,arabiensis,7,1
365,5870643,24,18,STATE_ADULT,arabiensis,0,1
365,5852391,24,19,STATE_ADULT,arabiensis,1,1
365,4408196,24,19,STATE_ADULT,arabiensis,5,1
365,5870565,24,23,STATE_ADULT,arabiensis,0,1
365,4463784,24,19,STATE_ADULT,arabiensis,1,1
365,5721403,24,20,STATE_ADULT,arabiensis,8,1
365,5814379,24,20,STATE_ADULT,arabiensis,3,1
365,5717893,24,19,STATE_ADULT,arabiensis,8,1
365,5870435,24,23,STATE_ADULT,arabiensis,0,1
365,5740591,24,18,STATE_ADULT,arabiensis,7,1
365,5870383,24,25,STATE_ADULT,arabiensis,0,1
365,5833177,24,18,STATE_ADULT,arabiensis,2,1
365,5814275,24,23,STATE_ADULT,arabiensis,3,1
365,5793631,24,19,STATE_ADULT,arabiensis,4,1
365,5795815,24,18,STATE_ADULT,arabiensis,4,1
365,5626581,24,18,STATE_ADULT,arabiensis,13,1
365,5852261,24,25,STATE_ADULT,arabiensis,1,1
365,5736509,24,25,STATE_ADULT,arabiensis,7,1
365,4434014,24,20,STATE_ADULT,arabiensis,3,1
365,5740201,24,19,STATE_ADULT,arabiensis,7,1
365,5777043,24,25,STATE_ADULT,arabiensis,5,1
365,5870097,24,19,STATE_ADULT,arabiensis,0,1
365,4433962,24,20,STATE_ADULT,arabiensis,3,1
365,5851949,24,20,STATE_ADULT,arabiensis,1,1
365,5702215,24,19,STATE_ADULT,arabiensis,9,1
365,5851871,24,23,STATE_ADULT,arabiensis,1,1
365,4251104,24,18,STATE_ADULT,arabiensis,16,1
365,5869941,24,23,STATE_ADULT,arabiensis,0,1
365,5869915,24,19,STATE_ADULT,arabiensis,0,1
365,4448236,24,23,STATE_ADULT,arabiensis,2,1
365,5813677,24,25,STATE_ADULT,arabiensis,3,1
365,5851715,24,20,STATE_ADULT,arabiensis,1,1
365,5869811,24,25,STATE_ADULT,arabiensis,0,1
365,5869785,24,25,STATE_ADULT,arabiensis,0,1
365,4378894,24,20,STATE_ADULT,arabiensis,7,1
365,5851663,24,18,STATE_ADULT,arabiensis,1,1
365,5758661,24,20,STATE_ADULT,arabiensis,6,1
365,4350034,24,25,STATE_ADULT,arabiensis,9,1
365,5851559,24,20,STATE_ADULT,arabiensis,1,1
365,7761513,24,19,STATE_INFECTIOUS,arabiensis,15,1
365,5782993,24,23,STATE_ADULT,arabiensis,5,1
365,5851507,24,20,STATE_ADULT,arabiensis,1,1
365,5758453,24,23,STATE_ADULT,arabiensis,6,1
365,5869525,24,18,STATE_ADULT,arabiensis,0,1
365,5851481,24,20,STATE_ADULT,arabiensis,1,1
365,5851455,24,19,STATE_ADULT,arabiensis,1,1
365,5851429,24,23,STATE_ADULT,arabiensis,1,1
365,4433416,24,19,STATE_ADULT,arabiensis,3,1
365,5869395,24,25,STATE_ADULT,arabiensis,0,1
365,5851403,24,20,STATE_ADULT,arabiensis,1,1
365,5851325,24,18,STATE_ADULT,arabiensis,1,1
365,5706085,24,20,STATE_ADULT,arabiensis,9,1
365,5706059,24,18,STATE_ADULT,arabiensis,9,1
365,5683209,24,23,STATE_ADULT,arabiensis,10,1
365,5851221,24,23,STATE_ADULT,arabiensis,1,1
365,5760165,24,25,STATE_ADULT,arabiensis,6,1
365,5851195,24,18,STATE_ADULT,arabiensis,1,1
365,4320524,24,19,STATE_ADULT,arabiensis,11,1
365,5832501,24,25,STATE_ADULT,arabiensis,2,1
365,5869109,24,23,STATE_ADULT,arabiensis,0,1
365,4446962,24,25,STATE_ADULT,arabiensis,2,1
365,5851143,24,20,STATE_ADULT,arabiensis,1,1
365,5869031,24,19,STATE_ADULT,arabiensis,0,1
365,5794931,24,20,STATE_ADULT,arabiensis,4,1
365,5868979,24,18,STATE_ADULT,arabiensis,0,1
365,5832371,24,18,STATE_ADULT,arabiensis,2,1
365,4419532,24,18,STATE_ADULT,arabiensis,4,1
365,5813183,24,25,STATE_ADULT,arabiensis,3,1
365,5868875,24,25,STATE_ADULT,arabiensis,0,1
365,5832319,24,25,STATE_ADULT,arabiensis,2,1
365,5850831,24,23,STATE_ADULT,arabiensis,1,1
365,4446988,24,23,STATE_ADULT,arabiensis,2,1
365,5868771,24,25,STATE_ADULT,arabiensis,0,1
365,5776081,24,19,STATE_ADULT,arabiensis,5,1
365,5831929,24,18,STATE_ADULT,arabiensis,2,1
365,5548728,24,20,STATE_ADULT,arabiensis,18,1
365,5850623,24,25,STATE_ADULT,arabiensis,1,1
365,5850493,24,19,STATE_ADULT,arabiensis,1,1
365,5868615,24,20,STATE_ADULT,arabiensis,0,1
365,5850467,24,25,STATE_ADULT,arabiensis,1,1
365,5739031,24,19,STATE_ADULT,arabiensis,7,1
365,5562386,24,20,STATE_ADULT,arabiensis,18,1
365,5868511,24,19,STATE_ADULT,arabiensis,0,1
365,5850207,24,23,STATE_ADULT,arabiensis,1,1
365,5850181,24,23,STATE_ADULT,arabiensis,1,1
365,4278768,24,19,STATE_ADULT,arabiensis,14,1
365,5850129,24,19,STATE_ADULT,arabiensis,1,1
365,5606249,24,20,STATE_ADULT,arabiensis,14,1
365,5868355,24,25,STATE_ADULT,arabiensis,0,1
365,7675948,24,23,STATE_ADULT,arabiensis,16,1
365,5775431,24,25,STATE_ADULT,arabiensis,5,1
365,4304872,24,18,STATE_ADULT,arabiensis,12,1
365,5868251,24,23,STATE_ADULT,arabiensis,0,1
365,5831513,24,19,STATE_ADULT,arabiensis,2,1
365,4431804,24,18,STATE_ADULT,arabiensis,3,1
365,5831461,24,19,STATE_ADULT,arabiensis,2,1
365,5756893,24,20,STATE_ADULT,arabiensis,6,1
365,5794073,24,25,STATE_ADULT,arabiensis,4,1
365,5774989,24,18,STATE_ADULT,arabiensis,5,1
365,4264676,24,23,STATE_ADULT,arabiensis,15,1
365,4334122,24,18,STATE_ADULT,arabiensis,10,1
365,5794047,24,23,STATE_ADULT,arabiensis,4,1
365,5849921,24,25,STATE_ADULT,arabiensis,1,1
365,5849765,24,25,STATE_ADULT,arabiensis,1,1
365,5867939,24,25,STATE_ADULT,arabiensis,0,1
365,5793943,24,25,STATE_ADULT,arabiensis,4,1
365,4391842,24,20,STATE_ADULT,arabiensis,6,1
365,5867861,24,18,STATE_ADULT,arabiensis,0,1
365,5849609,24,20,STATE_ADULT,arabiensis,1,1
365,5867809,24,19,STATE_ADULT,arabiensis,0,1
365,4361786,24,25,STATE_ADULT,arabiensis,8,1
365,5867757,24,25,STATE_ADULT,arabiensis,0,1
365,7964808,24,19,STATE_ADULT,arabiensis,5,1
365,5867705,24,23,STATE_ADULT,arabiensis,0,1
365,5867679,24,25,STATE_ADULT,arabiensis,0,1
365,7907478,24,20,STATE_ADULT,arabiensis,7,1
365,5737913,24,25,STATE_ADULT,arabiensis,7,1
365,5867601,24,23,STATE_ADULT,arabiensis,0,1
365,5830577,24,19,STATE_ADULT,arabiensis,2,1
365,5849349,24,19,STATE_ADULT,arabiensis,1,1
365,5867523,24,20,STATE_ADULT,arabiensis,0,1
365,5867497,24,23,STATE_ADULT,arabiensis,0,1
365,5811909,24,25,STATE_ADULT,arabiensis,3,1
365,5830551,24,25,STATE_ADULT,arabiensis,2,1
365,7703248,24,18,STATE_ADULT,arabiensis,15,1
365,5867393,24,25,STATE_ADULT,arabiensis,0,1
365,7698167,24,23,STATE_ADULT,arabiensis,17,1
365,5827092,24,19,STATE_ADULT,arabiensis,4,1
365,5811779,24,20,STATE_ADULT,arabiensis,3,1
365,5830317,24,25,STATE_ADULT,arabiensis,2,1
365,5809204,24,20,STATE_ADULT,arabiensis,5,1
365,5867237,24,19,STATE_ADULT,arabiensis,0,1
365,5793319,24,25,STATE_ADULT,arabiensis,4,1
365,5613889,24,19,STATE_ADULT,arabiensis,14,1
365,5642779,24,19,STATE_ADULT,arabiensis,12,1
365,5737471,24,18,STATE_ADULT,arabiensis,7,1
365,5714928,24,20,STATE_ADULT,arabiensis,10,1
365,5511366,24,19,STATE_ADULT,arabiensis,20,1
365,5830135,24,18,STATE_ADULT,arabiensis,2,1
365,5661811,24,25,STATE_ADULT,arabiensis,11,1
365,4261894,24,18,STATE_ADULT,arabiensis,15,1
365,5848985,24,23,STATE_ADULT,arabiensis,1,1
365,5848959,24,19,STATE_ADULT,arabiensis,1,1
365,5699043,24,19,STATE_ADULT,arabiensis,9,1
365,5772258,24,25,STATE_ADULT,arabiensis,7,1
365,5753096,24,18,STATE_ADULT,arabiensis,8,1
365,5773819,24,19,STATE_ADULT,arabiensis,5,1
365,5829953,24,25,STATE_ADULT,arabiensis,2,1
365,5829927,24,23,STATE_ADULT,arabiensis,2,1
365,5754397,24,20,STATE_ADULT,arabiensis,6,1
365,5866743,24,25,STATE_ADULT,arabiensis,0,1
365,5792955,24,25,STATE_ADULT,arabiensis,4,1
365,5714252,24,19,STATE_ADULT,arabiensis,10,1
365,5829745,24,18,STATE_ADULT,arabiensis,2,1
365,5752524,24,19,STATE_ADULT,arabiensis,8,1
365,5773455,24,18,STATE_ADULT,arabiensis,5,1
365,5773429,24,18,STATE_ADULT,arabiensis,5,1
365,5675980,24,25,STATE_ADULT,arabiensis,12,1
365,5829303,24,18,STATE_ADULT,arabiensis,2,1
365,4458558,24,19,STATE_ADULT,arabiensis,1,1
365,5699095,24,18,STATE_ADULT,arabiensis,9,1
365,5829251,24,25,STATE_ADULT,arabiensis,2,1
365,7755014,24,23,STATE_ADULT,arabiensis,13,1
