Time, ID, FromNodeID, ToNodeID, MigrationType, Species, Age
367,0,4,8,local,arabiensis,10
367,0,4,9,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,9,local,arabiensis,12
367,0,4,5,local,arabiensis,13
367,0,4,3,local,arabiensis,4
367,0,4,3,local,arabiensis,4
367,0,4,9,local,arabiensis,11
367,0,4,9,local,arabiensis,11
367,0,4,9,local,arabiensis,5
367,0,4,8,local,arabiensis,19
367,0,4,3,local,arabiensis,9
367,0,4,5,local,arabiensis,10
367,0,4,8,local,arabiensis,0
367,0,4,3,local,arabiensis,17
367,0,4,3,local,arabiensis,16
367,0,4,10,local,arabiensis,8
367,0,4,3,local,arabiensis,15
367,0,4,8,local,arabiensis,10
367,0,4,5,local,arabiensis,16
367,0,4,3,local,arabiensis,5
367,0,4,5,local,arabiensis,4
367,0,4,8,local,arabiensis,7
367,0,4,5,local,arabiensis,21
367,0,4,5,local,arabiensis,2
367,0,4,5,local,arabiensis,0
367,0,4,8,local,arabiensis,8
367,0,4,10,local,arabiensis,14
367,0,4,10,local,arabiensis,8
367,0,4,5,local,arabiensis,5
367,0,4,5,local,arabiensis,10
367,0,4,3,local,arabiensis,5
367,0,4,9,local,arabiensis,0
367,0,4,8,local,arabiensis,11
367,0,4,9,local,arabiensis,8
367,0,4,10,local,arabiensis,13
367,0,4,5,local,arabiensis,19
367,0,4,8,local,arabiensis,8
367,0,4,3,local,arabiensis,0
367,0,4,3,local,arabiensis,0
367,0,4,5,local,arabiensis,2
367,0,4,9,local,arabiensis,5
367,0,4,10,local,arabiensis,9
367,0,4,9,local,arabiensis,9
367,0,4,9,local,arabiensis,9
367,0,4,8,local,arabiensis,6
367,0,4,10,local,arabiensis,11
367,0,4,8,local,arabiensis,11
367,0,4,9,local,arabiensis,7
367,0,4,10,local,arabiensis,0
367,0,4,5,local,arabiensis,12
367,0,4,5,local,arabiensis,0
367,0,4,8,local,arabiensis,7
367,0,4,9,local,arabiensis,17
367,0,4,3,local,arabiensis,6
367,0,4,5,local,arabiensis,7
367,0,4,10,local,arabiensis,12
367,0,4,5,local,arabiensis,11
367,0,4,10,local,arabiensis,6
367,0,4,8,local,arabiensis,9
367,0,4,8,local,arabiensis,15
367,0,4,8,local,arabiensis,8
367,0,4,8,local,arabiensis,7
367,0,4,5,local,arabiensis,10
367,0,4,3,local,arabiensis,0
367,0,4,5,local,arabiensis,25
367,0,4,8,local,arabiensis,15
367,0,4,5,local,arabiensis,0
367,0,4,3,local,arabiensis,23
367,0,4,3,local,arabiensis,12
367,0,4,9,local,arabiensis,9
367,0,4,9,local,arabiensis,6
367,0,4,3,local,arabiensis,9
367,0,4,10,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,3,local,arabiensis,3
367,0,4,3,local,arabiensis,0
367,0,4,3,local,arabiensis,1
367,0,4,9,local,arabiensis,4
367,0,4,5,local,arabiensis,6
367,0,4,8,local,arabiensis,9
367,0,4,3,local,arabiensis,13
367,0,4,10,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,3,local,arabiensis,0
367,0,4,9,local,arabiensis,0
367,0,4,5,local,arabiensis,0
367,0,4,3,local,arabiensis,0
367,0,4,9,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,9,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,3,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,5,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,5,local,arabiensis,0
367,0,4,5,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,5,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,9,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,5,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,8,local,arabiensis,0
367,0,4,3,local,arabiensis,0
367,0,4,5,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,9,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,4,3,local,arabiensis,0
367,0,4,3,local,arabiensis,0
367,0,4,10,local,arabiensis,0
367,0,3,9,local,gambiae,5
367,0,3,7,local,gambiae,4
367,0,3,8,local,gambiae,8
367,0,3,7,local,gambiae,17
367,0,3,4,local,gambiae,5
367,0,3,4,local,gambiae,4
367,0,3,9,local,gambiae,4
367,0,3,7,local,gambiae,19
367,0,3,2,local,gambiae,5
367,0,3,9,local,gambiae,0
367,0,3,2,local,gambiae,0
367,0,3,7,local,gambiae,3
367,0,3,8,local,gambiae,1
367,0,3,8,local,gambiae,0
367,0,3,4,local,gambiae,0
367,0,3,7,local,gambiae,5
367,0,3,8,local,gambiae,13
367,0,3,9,local,gambiae,1
367,0,3,8,local,gambiae,3
367,0,3,4,local,gambiae,0
367,0,3,9,local,gambiae,3
367,0,3,9,local,gambiae,8
367,0,3,7,local,gambiae,4
367,0,3,4,local,gambiae,9
367,0,3,2,local,gambiae,10
367,0,3,4,local,gambiae,6
367,0,3,4,local,gambiae,13
367,0,3,9,local,gambiae,6
367,0,3,2,local,gambiae,12
367,0,3,4,local,gambiae,4
367,0,3,8,local,gambiae,7
367,0,3,7,local,gambiae,20
367,0,3,9,local,gambiae,8
367,0,3,2,local,gambiae,20
367,0,3,2,local,gambiae,10
367,0,3,8,local,gambiae,2
367,0,3,9,local,gambiae,9
367,0,3,7,local,gambiae,4
367,0,3,2,local,gambiae,2
367,0,3,2,local,gambiae,2
367,0,3,4,local,gambiae,8
367,0,3,8,local,gambiae,3
367,0,3,7,local,gambiae,2
367,0,3,4,local,gambiae,11
367,0,3,9,local,funestus,1
367,0,3,7,local,funestus,2
367,0,3,9,local,funestus,1
367,0,3,4,local,funestus,2
367,0,3,7,local,funestus,4
367,0,3,9,local,funestus,6
367,0,3,7,local,funestus,0
367,0,3,9,local,funestus,7
367,0,3,4,local,funestus,0
367,0,3,7,local,funestus,1
367,0,3,8,local,funestus,0
367,0,3,8,local,funestus,1
367,0,3,7,local,funestus,7
367,0,3,7,local,funestus,1
367,0,3,4,local,funestus,0
367,0,3,2,local,funestus,7
367,0,3,2,local,funestus,3
367,0,3,9,local,funestus,1
367,0,3,4,local,funestus,4
367,0,3,7,local,funestus,4
367,0,3,7,local,funestus,9
367,0,3,4,local,funestus,0
367,0,3,9,local,funestus,4
367,0,3,4,local,funestus,8
367,0,3,2,local,funestus,1
367,0,3,9,local,funestus,1
367,0,3,2,local,funestus,6
367,0,3,7,local,funestus,5
367,0,3,4,local,funestus,0
367,0,3,7,local,funestus,4
367,0,3,2,local,funestus,0
367,0,3,4,local,funestus,0
367,0,3,7,local,funestus,6
367,0,3,8,local,funestus,1
367,0,3,2,local,funestus,3
367,0,3,2,local,funestus,2
367,0,3,7,local,funestus,1
367,0,3,2,local,funestus,0
367,0,3,2,local,funestus,11
367,0,3,9,local,funestus,8
367,0,3,2,local,funestus,6
367,0,3,4,local,funestus,1
367,0,3,8,local,funestus,12
367,0,3,4,local,funestus,5
367,0,3,8,local,funestus,18
367,0,3,9,local,funestus,4
367,0,3,7,local,funestus,2
367,0,3,9,local,funestus,2
367,0,3,8,local,funestus,2
367,0,3,8,local,funestus,26
367,0,3,2,local,funestus,4
367,0,3,2,local,funestus,15
367,0,3,4,local,funestus,11
367,0,3,2,local,funestus,15
367,0,3,8,local,funestus,15
367,0,3,4,local,funestus,11
367,0,3,7,local,funestus,2
367,0,3,9,local,funestus,9
367,0,3,8,local,funestus,9
367,0,3,8,local,funestus,7
367,0,3,4,local,funestus,6
367,0,3,2,local,funestus,2
367,0,3,2,local,funestus,14
367,0,3,7,local,funestus,6
367,0,3,9,local,funestus,4
367,0,3,4,local,funestus,3
367,0,3,9,local,funestus,5
367,0,3,9,local,funestus,5
367,0,3,8,local,funestus,18
367,0,3,2,local,funestus,13
367,0,3,2,local,funestus,5
367,0,3,9,local,funestus,2
367,0,3,8,local,funestus,2
367,0,3,9,local,funestus,8
367,0,3,4,local,funestus,3
367,0,3,9,local,funestus,2
367,0,3,8,local,funestus,2
367,0,3,2,local,funestus,10
367,0,3,7,local,funestus,13
367,0,3,4,local,funestus,3
367,0,3,7,local,funestus,15
367,0,3,4,local,funestus,5
367,0,3,9,local,funestus,9
367,0,3,4,local,funestus,13
367,0,3,8,local,funestus,13
367,0,3,7,local,funestus,3
367,0,3,8,local,funestus,7
367,0,3,7,local,funestus,2
367,0,3,8,local,funestus,5
367,0,3,4,local,funestus,15
367,0,3,7,local,funestus,12
367,0,3,4,local,funestus,1
367,0,3,9,local,funestus,6
367,0,3,9,local,funestus,18
367,0,3,4,local,funestus,6
367,0,3,9,local,arabiensis,11
367,0,3,9,local,arabiensis,1
367,0,3,4,local,arabiensis,1
367,0,3,2,local,arabiensis,0
367,0,3,8,local,arabiensis,5
367,0,3,8,local,arabiensis,3
367,0,3,7,local,arabiensis,1
367,0,3,9,local,arabiensis,3
367,0,3,8,local,arabiensis,1
367,0,3,7,local,arabiensis,0
367,0,3,9,local,arabiensis,0
367,0,3,2,local,arabiensis,1
367,0,3,8,local,arabiensis,1
367,0,3,4,local,arabiensis,2
367,0,3,7,local,arabiensis,8
367,0,3,7,local,arabiensis,0
367,0,3,4,local,arabiensis,3
367,0,3,4,local,arabiensis,2
367,0,3,4,local,arabiensis,6
367,0,3,8,local,arabiensis,2
367,0,3,8,local,arabiensis,7
367,0,3,2,local,arabiensis,6
367,0,3,2,local,arabiensis,4
367,0,3,9,local,arabiensis,2
367,0,3,4,local,arabiensis,5
367,0,3,9,local,arabiensis,3
367,0,3,7,local,arabiensis,1
367,0,3,4,local,arabiensis,11
367,0,3,4,local,arabiensis,8
367,0,3,4,local,arabiensis,11
367,0,3,2,local,arabiensis,8
367,0,3,9,local,arabiensis,0
367,0,3,7,local,arabiensis,4
367,0,3,7,local,arabiensis,2
367,0,3,4,local,arabiensis,8
367,0,3,9,local,arabiensis,1
367,0,3,8,local,arabiensis,12
367,0,3,9,local,arabiensis,6
367,0,3,2,local,arabiensis,7
367,0,3,8,local,arabiensis,1
367,0,3,2,local,arabiensis,0
367,0,3,8,local,arabiensis,3
367,0,3,8,local,arabiensis,5
367,0,3,7,local,arabiensis,1
367,0,3,7,local,arabiensis,1
367,0,3,4,local,arabiensis,8
367,0,3,8,local,arabiensis,4
367,0,3,4,local,arabiensis,0
367,0,3,4,local,arabiensis,0
367,0,3,8,local,arabiensis,3
367,0,3,4,local,arabiensis,2
367,0,3,7,local,arabiensis,11
367,0,3,7,local,arabiensis,2
367,0,3,9,local,arabiensis,4
367,0,3,7,local,arabiensis,3
367,0,3,9,local,arabiensis,3
367,0,3,4,local,arabiensis,10
367,0,3,2,local,arabiensis,9
367,0,3,2,local,arabiensis,1
367,0,3,2,local,arabiensis,11
367,0,3,9,local,arabiensis,3
367,0,3,9,local,arabiensis,3
367,0,3,9,local,arabiensis,4
367,0,3,2,local,arabiensis,0
367,0,3,8,local,arabiensis,2
367,0,3,7,local,arabiensis,9
367,0,3,7,local,arabiensis,0
367,0,3,9,local,arabiensis,6
367,0,3,8,local,arabiensis,0
367,0,3,7,local,arabiensis,4
367,0,3,9,local,arabiensis,3
367,0,3,7,local,arabiensis,33
367,0,3,4,local,arabiensis,14
367,0,3,9,local,arabiensis,0
367,0,3,4,local,arabiensis,6
367,0,3,7,local,arabiensis,11
367,0,3,2,local,arabiensis,2
367,0,3,2,local,arabiensis,9
367,0,3,8,local,arabiensis,2
367,0,3,8,local,arabiensis,0
367,0,3,2,local,arabiensis,1
367,0,3,2,local,arabiensis,0
367,0,3,4,local,arabiensis,11
367,0,3,7,local,arabiensis,4
367,0,3,4,local,arabiensis,2
367,0,3,4,local,arabiensis,11
367,0,3,2,local,arabiensis,7
367,0,3,4,local,arabiensis,0
367,0,3,8,local,arabiensis,7
367,0,3,4,local,arabiensis,10
367,0,3,2,local,arabiensis,1
367,0,3,4,local,arabiensis,4
367,0,3,2,local,arabiensis,2
367,0,3,2,local,arabiensis,3
367,0,3,8,local,arabiensis,3
367,0,3,8,local,arabiensis,2
367,0,3,4,local,arabiensis,0
367,0,3,7,local,arabiensis,5
367,0,3,8,local,arabiensis,0
367,0,3,2,local,arabiensis,2
367,0,3,9,local,arabiensis,1
367,0,3,4,local,arabiensis,0
367,0,3,7,local,arabiensis,6
367,0,3,2,local,arabiensis,0
367,0,3,9,local,arabiensis,4
367,0,3,4,local,arabiensis,1
367,0,3,2,local,arabiensis,11
367,0,3,4,local,arabiensis,0
367,0,3,4,local,arabiensis,0
367,0,3,2,local,arabiensis,0
367,0,3,7,local,arabiensis,1
367,0,3,4,local,arabiensis,0
367,0,3,9,local,arabiensis,9
367,0,3,7,local,arabiensis,2
367,0,3,2,local,arabiensis,0
367,0,3,8,local,arabiensis,0
367,0,3,9,local,arabiensis,2
367,0,3,9,local,arabiensis,0
367,0,3,9,local,arabiensis,7
367,0,3,7,local,arabiensis,9
367,0,3,4,local,arabiensis,6
367,0,3,8,local,arabiensis,4
367,0,3,2,local,arabiensis,4
367,0,3,7,local,arabiensis,11
367,0,3,7,local,arabiensis,4
367,0,3,2,local,arabiensis,1
367,0,3,9,local,arabiensis,1
367,0,3,2,local,arabiensis,2
367,0,3,9,local,arabiensis,3
367,0,3,8,local,arabiensis,3
367,0,3,4,local,arabiensis,7
367,0,3,7,local,arabiensis,3
367,0,3,4,local,arabiensis,10
367,0,3,9,local,arabiensis,11
367,0,3,9,local,arabiensis,10
367,0,3,8,local,arabiensis,15
367,0,3,4,local,arabiensis,1
367,0,3,7,local,arabiensis,8
367,0,3,7,local,arabiensis,2
367,0,3,9,local,arabiensis,8
367,0,3,9,local,arabiensis,9
367,0,3,8,local,arabiensis,10
367,0,3,8,local,arabiensis,7
367,0,3,9,local,arabiensis,1
367,0,3,7,local,arabiensis,5
367,0,3,7,local,arabiensis,3
367,0,3,9,local,arabiensis,8
367,0,3,9,local,arabiensis,6
367,0,3,7,local,arabiensis,3
367,0,3,2,local,arabiensis,1
367,0,3,8,local,arabiensis,4
367,0,3,8,local,arabiensis,11
367,0,3,2,local,arabiensis,4
367,0,3,8,local,arabiensis,7
367,0,3,2,local,arabiensis,20
367,0,3,4,local,arabiensis,1
367,0,3,8,local,arabiensis,7
367,0,3,2,local,arabiensis,5
367,0,3,4,local,arabiensis,6
367,0,3,2,local,arabiensis,6
367,0,3,2,local,arabiensis,7
367,0,3,8,local,arabiensis,1
367,0,3,4,local,arabiensis,2
367,0,3,2,local,arabiensis,7
367,0,3,7,local,arabiensis,17
367,0,3,8,local,arabiensis,5
367,0,3,2,local,arabiensis,6
367,0,3,9,local,arabiensis,8
367,0,3,4,local,arabiensis,2
367,0,3,9,local,arabiensis,21
367,0,3,7,local,arabiensis,3
367,0,3,9,local,arabiensis,5
367,0,3,9,local,arabiensis,6
367,0,3,9,local,arabiensis,2
367,0,3,4,local,arabiensis,24
367,0,3,2,local,arabiensis,5
367,0,3,2,local,arabiensis,2
367,0,3,9,local,arabiensis,4
367,0,3,4,local,arabiensis,5
367,0,3,4,local,arabiensis,7
367,0,3,4,local,arabiensis,2
367,0,3,9,local,arabiensis,12
367,0,3,9,local,arabiensis,10
367,0,3,7,local,arabiensis,5
367,0,3,7,local,arabiensis,3
367,0,3,2,local,arabiensis,1
367,0,3,9,local,arabiensis,6
367,0,3,7,local,arabiensis,16
367,0,3,8,local,arabiensis,4
367,0,3,9,local,arabiensis,11
367,0,3,9,local,arabiensis,9
367,0,3,8,local,arabiensis,2
367,0,3,2,local,arabiensis,13
367,0,3,8,local,arabiensis,21
367,0,3,7,local,arabiensis,24
367,0,3,2,local,arabiensis,4
367,0,3,2,local,arabiensis,8
367,0,3,9,local,arabiensis,12
367,0,3,7,local,arabiensis,7
367,0,3,2,local,arabiensis,32
367,0,3,7,local,arabiensis,17
367,0,3,9,local,arabiensis,6
367,0,3,4,local,arabiensis,16
367,0,3,4,local,arabiensis,4
367,0,3,8,local,arabiensis,5
367,0,3,2,local,arabiensis,8
367,0,3,7,local,arabiensis,1
367,0,3,4,local,arabiensis,10
367,0,3,4,local,arabiensis,2
367,0,3,8,local,arabiensis,4
367,0,3,4,local,arabiensis,8
367,0,3,2,local,arabiensis,8
367,0,3,4,local,arabiensis,8
367,0,3,9,local,arabiensis,13
367,0,3,8,local,arabiensis,12
367,0,3,7,local,arabiensis,4
367,0,3,9,local,arabiensis,8
367,0,3,9,local,arabiensis,1
367,0,3,7,local,arabiensis,1
367,0,3,8,local,arabiensis,4
367,0,3,9,local,arabiensis,6
367,0,3,2,local,arabiensis,8
367,0,3,8,local,arabiensis,5
367,0,3,9,local,arabiensis,2
367,0,3,4,local,arabiensis,1
367,0,3,7,local,arabiensis,6
367,0,3,8,local,arabiensis,6
367,0,3,2,local,arabiensis,2
367,0,3,7,local,arabiensis,10
367,0,3,2,local,arabiensis,2
367,0,3,7,local,arabiensis,6
367,0,3,7,local,arabiensis,16
367,0,3,8,local,arabiensis,8
367,0,3,4,local,arabiensis,4
367,0,3,8,local,arabiensis,3
367,0,3,8,local,arabiensis,9
367,0,3,8,local,arabiensis,9
367,0,3,2,local,arabiensis,2
367,0,3,4,local,arabiensis,8
367,0,3,8,local,arabiensis,10
367,0,3,2,local,arabiensis,13
367,0,3,7,local,arabiensis,5
367,0,3,7,local,arabiensis,4
367,0,3,9,local,arabiensis,3
367,0,3,8,local,arabiensis,2
367,0,3,2,local,arabiensis,13
367,0,3,9,local,arabiensis,2
367,0,3,4,local,arabiensis,3
367,0,3,8,local,arabiensis,9
367,0,3,8,local,arabiensis,5
367,0,3,2,local,arabiensis,2
367,0,3,7,local,arabiensis,9
367,0,3,9,local,arabiensis,16
367,0,3,4,local,arabiensis,13
367,0,3,7,local,arabiensis,5
367,0,3,9,local,arabiensis,10
367,0,3,2,local,arabiensis,6
367,0,3,9,local,arabiensis,10
367,0,3,9,local,arabiensis,14
367,0,3,9,local,arabiensis,11
367,0,3,8,local,arabiensis,16
367,0,3,4,local,arabiensis,9
367,0,3,9,local,arabiensis,7
367,0,3,9,local,arabiensis,9
367,0,3,2,local,arabiensis,9
367,0,3,7,local,arabiensis,16
367,0,3,2,local,arabiensis,8
367,0,3,4,local,arabiensis,7
367,0,3,8,local,arabiensis,14
367,0,3,8,local,arabiensis,16
367,0,3,7,local,arabiensis,8
367,0,3,2,local,arabiensis,12
367,0,3,4,local,arabiensis,10
367,0,3,2,local,arabiensis,11
367,0,3,9,local,arabiensis,10
367,0,3,4,local,arabiensis,4
367,0,3,2,local,arabiensis,16
367,0,3,7,local,arabiensis,11
367,0,3,8,local,arabiensis,17
367,0,3,4,local,arabiensis,6
367,0,3,2,local,arabiensis,6
367,0,3,9,local,arabiensis,11
367,0,3,8,local,arabiensis,15
367,0,3,4,local,arabiensis,17
367,0,3,2,local,arabiensis,6
367,0,3,4,local,arabiensis,10
367,0,3,9,local,arabiensis,8
367,0,3,9,local,arabiensis,9
367,0,3,7,local,arabiensis,28
367,0,3,8,local,arabiensis,14
367,0,3,7,local,arabiensis,4
367,0,3,7,local,arabiensis,13
367,0,3,8,local,arabiensis,10
367,0,3,2,local,arabiensis,6
367,0,3,9,local,arabiensis,14
367,0,3,7,local,arabiensis,8
367,0,3,8,local,arabiensis,13
367,0,3,8,local,arabiensis,13
367,0,3,7,local,arabiensis,6
367,0,3,9,local,arabiensis,10
367,0,3,4,local,arabiensis,12
367,0,3,7,local,arabiensis,13
367,0,3,4,local,arabiensis,5
367,0,3,2,local,arabiensis,12
367,0,3,8,local,arabiensis,21
367,0,3,8,local,arabiensis,17
367,0,3,2,local,arabiensis,6
367,0,3,4,local,arabiensis,7
367,0,3,4,local,arabiensis,4
367,0,3,4,local,arabiensis,5
367,0,3,8,local,arabiensis,17
367,0,3,2,local,arabiensis,25
367,0,3,7,local,arabiensis,13
367,0,3,9,local,arabiensis,5
367,0,3,2,local,arabiensis,17
367,0,3,2,local,arabiensis,14
367,0,3,2,local,arabiensis,7
367,0,3,8,local,arabiensis,11
367,0,3,2,local,arabiensis,20
367,0,3,2,local,arabiensis,16
367,0,3,7,local,arabiensis,18
367,0,3,7,local,arabiensis,7
367,0,3,9,local,arabiensis,7
367,0,3,8,local,arabiensis,11
367,0,3,4,local,arabiensis,18
367,0,3,2,local,arabiensis,4
367,0,3,9,local,arabiensis,3
367,0,3,8,local,arabiensis,13
367,0,3,8,local,arabiensis,4
367,0,3,2,local,arabiensis,8
367,0,3,8,local,arabiensis,12
367,0,3,9,local,arabiensis,23
367,0,3,8,local,arabiensis,8
367,0,3,2,local,arabiensis,14
367,0,3,7,local,arabiensis,5
367,0,3,9,local,arabiensis,9
367,0,3,7,local,arabiensis,8
367,0,3,9,local,arabiensis,27
367,0,3,2,local,arabiensis,4
367,0,3,4,local,arabiensis,7
367,0,3,9,local,arabiensis,4
367,0,3,8,local,arabiensis,12
367,0,3,4,local,arabiensis,2
367,0,3,7,local,arabiensis,23
367,0,3,9,local,arabiensis,12
367,0,3,7,local,arabiensis,16
367,0,3,7,local,arabiensis,14
367,0,3,2,local,arabiensis,8
367,0,3,4,local,arabiensis,10
367,0,3,9,local,arabiensis,5
367,0,3,7,local,arabiensis,3
367,0,3,7,local,arabiensis,4
367,0,3,2,local,arabiensis,3
367,0,2,6,local,gambiae,14
367,0,2,7,local,gambiae,12
367,0,2,6,local,gambiae,4
367,0,2,3,local,gambiae,4
367,0,2,3,local,gambiae,0
367,0,2,3,local,gambiae,3
367,0,2,8,local,gambiae,2
367,0,2,1,local,gambiae,6
367,0,2,6,local,gambiae,8
367,0,2,3,local,gambiae,4
367,0,2,1,local,gambiae,5
367,0,2,7,local,gambiae,4
367,0,2,7,local,gambiae,6
367,0,2,3,local,gambiae,13
367,0,2,3,local,gambiae,1
367,0,2,6,local,gambiae,11
367,0,2,3,local,gambiae,25
367,0,2,8,local,gambiae,11
367,0,2,8,local,gambiae,9
367,0,2,8,local,gambiae,2
367,0,2,1,local,gambiae,13
367,0,2,6,local,gambiae,7
367,0,2,7,local,gambiae,10
367,0,2,6,local,gambiae,10
367,0,2,8,local,gambiae,8
367,0,2,3,local,gambiae,16
367,0,2,7,local,gambiae,7
367,0,2,3,local,gambiae,5
367,0,2,3,local,gambiae,5
367,0,2,8,local,gambiae,9
367,0,2,6,local,gambiae,14
367,0,2,1,local,funestus,6
367,0,2,1,local,funestus,4
367,0,2,7,local,funestus,5
367,0,2,1,local,funestus,0
367,0,2,7,local,funestus,3
367,0,2,3,local,funestus,13
367,0,2,8,local,funestus,1
367,0,2,3,local,funestus,0
367,0,2,8,local,funestus,2
367,0,2,3,local,funestus,4
367,0,2,3,local,funestus,7
367,0,2,3,local,funestus,4
367,0,2,1,local,funestus,6
367,0,2,6,local,funestus,14
367,0,2,3,local,funestus,5
367,0,2,3,local,funestus,3
367,0,2,7,local,funestus,7
367,0,2,8,local,funestus,0
367,0,2,8,local,funestus,2
367,0,2,6,local,funestus,0
367,0,2,3,local,funestus,3
367,0,2,8,local,funestus,13
367,0,2,7,local,funestus,0
367,0,2,8,local,funestus,16
367,0,2,3,local,funestus,0
367,0,2,8,local,funestus,0
367,0,2,8,local,funestus,2
367,0,2,3,local,funestus,10
367,0,2,7,local,funestus,0
367,0,2,6,local,funestus,0
367,0,2,1,local,funestus,0
367,0,2,1,local,funestus,0
367,0,2,1,local,funestus,0
367,0,2,1,local,funestus,3
367,0,2,3,local,funestus,16
367,0,2,1,local,funestus,2
367,0,2,8,local,funestus,16
367,0,2,7,local,funestus,8
367,0,2,8,local,funestus,1
367,0,2,3,local,funestus,1
367,0,2,7,local,funestus,19
367,0,2,3,local,funestus,1
367,0,2,6,local,funestus,4
367,0,2,8,local,funestus,3
367,0,2,7,local,funestus,4
367,0,2,7,local,funestus,1
367,0,2,8,local,funestus,2
367,0,2,1,local,funestus,2
367,0,2,7,local,funestus,3
367,0,2,8,local,funestus,5
367,0,2,1,local,funestus,2
367,0,2,3,local,funestus,26
367,0,2,1,local,funestus,9
367,0,2,3,local,funestus,0
367,0,2,8,local,funestus,19
367,0,2,3,local,funestus,2
367,0,2,3,local,funestus,0
367,0,2,1,local,funestus,0
367,0,2,1,local,funestus,12
367,0,2,7,local,funestus,8
367,0,2,6,local,funestus,2
367,0,2,7,local,funestus,0
367,0,2,1,local,funestus,1
367,0,2,1,local,funestus,2
367,0,2,6,local,funestus,8
367,0,2,1,local,funestus,2
367,0,2,7,local,funestus,6
367,0,2,6,local,funestus,6
367,0,2,1,local,funestus,6
367,0,2,1,local,funestus,0
367,0,2,8,local,funestus,14
367,0,2,3,local,funestus,2
367,0,2,3,local,funestus,6
367,0,2,7,local,funestus,2
367,0,2,3,local,funestus,0
367,0,2,6,local,funestus,0
367,0,2,8,local,funestus,8
367,0,2,7,local,funestus,9
367,0,2,6,local,funestus,7
367,0,2,7,local,funestus,0
367,0,2,7,local,funestus,8
367,0,2,1,local,funestus,8
367,0,2,1,local,funestus,3
367,0,2,6,local,funestus,2
367,0,2,8,local,funestus,3
367,0,2,1,local,funestus,11
367,0,2,3,local,funestus,3
367,0,2,8,local,funestus,21
367,0,2,3,local,funestus,16
367,0,2,6,local,funestus,7
367,0,2,3,local,funestus,2
367,0,2,3,local,funestus,2
367,0,2,6,local,funestus,10
367,0,2,8,local,funestus,15
367,0,2,3,local,funestus,8
367,0,2,6,local,funestus,7
367,0,2,7,local,funestus,2
367,0,2,6,local,funestus,9
367,0,2,3,local,funestus,9
367,0,2,8,local,funestus,17
367,0,2,6,local,funestus,10
367,0,2,6,local,funestus,4
367,0,2,1,local,funestus,4
367,0,2,1,local,funestus,2
367,0,2,8,local,funestus,2
367,0,2,1,local,funestus,20
367,0,2,6,local,funestus,2
367,0,2,3,local,funestus,2
367,0,2,7,local,funestus,15
367,0,2,8,local,funestus,4
367,0,2,8,local,funestus,4
367,0,2,7,local,funestus,6
367,0,2,7,local,arabiensis,3
367,0,2,3,local,arabiensis,5
367,0,2,8,local,arabiensis,2
367,0,2,7,local,arabiensis,0
367,0,2,8,local,arabiensis,4
367,0,2,1,local,arabiensis,14
367,0,2,1,local,arabiensis,5
367,0,2,3,local,arabiensis,2
367,0,2,3,local,arabiensis,0
367,0,2,3,local,arabiensis,9
367,0,2,8,local,arabiensis,3
367,0,2,7,local,arabiensis,4
367,0,2,7,local,arabiensis,0
367,0,2,3,local,arabiensis,1
367,0,2,6,local,arabiensis,0
367,0,2,7,local,arabiensis,2
367,0,2,7,local,arabiensis,1
367,0,2,3,local,arabiensis,0
367,0,2,8,local,arabiensis,3
367,0,2,7,local,arabiensis,2
367,0,2,7,local,arabiensis,0
367,0,2,8,local,arabiensis,3
367,0,2,7,local,arabiensis,0
367,0,2,8,local,arabiensis,1
367,0,2,8,local,arabiensis,2
367,0,2,6,local,arabiensis,3
367,0,2,3,local,arabiensis,9
367,0,2,3,local,arabiensis,4
367,0,2,1,local,arabiensis,4
367,0,2,8,local,arabiensis,13
367,0,2,3,local,arabiensis,0
367,0,2,6,local,arabiensis,4
367,0,2,7,local,arabiensis,6
367,0,2,3,local,arabiensis,6
367,0,2,8,local,arabiensis,0
367,0,2,1,local,arabiensis,1
367,0,2,6,local,arabiensis,0
367,0,2,6,local,arabiensis,0
367,0,2,1,local,arabiensis,3
367,0,2,7,local,arabiensis,13
367,0,2,6,local,arabiensis,0
367,0,2,1,local,arabiensis,0
367,0,2,6,local,arabiensis,3
367,0,2,3,local,arabiensis,4
367,0,2,7,local,arabiensis,0
367,0,2,1,local,arabiensis,19
367,0,2,3,local,arabiensis,5
367,0,2,6,local,arabiensis,2
367,0,2,8,local,arabiensis,0
367,0,2,6,local,arabiensis,1
