Time, NodeID, Population, VectorPopulation, AdultCount, InfectedCount, InfectiousCount, MaleCount, NewEggsCount, IndoorBitesCount, OutdoorBitesCount, NewAdults, DiedBeforeFeeding, DiedDuringFeedingIndoor, DiedDuringFeedingOutdoor, MigrationFromCountLocal, MigrationFromCountRegional, arabiensis_AvailableHabitat, funestus_AvailableHabitat, gambiae_AvailableHabitat, arabiensis_EggCrowdingCorrection, funestus_EggCrowdingCorrection, gambiae_EggCrowdingCorrection
0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,100,100000,100000,0,0,100000,0,1000,0,0,0,0,0,8,0,0,0,0,0,0,0
0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,100,4855,4855,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,100,4940,4940,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,100,4855,4855,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,100,4937,4937,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,100,60670,60670,0,0,100000,0,606,0,0,0,0,0,8,0,0,0,0,0,0,0
1,4,100,4976,4976,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,100,4955,4955,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,100,4869,4869,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,100,4943,4943,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,100,7810,7810,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,100,7877,7877,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,101,7880,7880,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,100,7830,7830,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,100,36716,36716,0,0,100000,0,367,0,0,0,0,0,8,0,0,0,0,0,0,0
2,4,100,7973,7973,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0
