Time,ID,FromNodeID,ToNodeID,State,Species,Age,Population
0,24,5,9,STATE_MALE,SillySkeeter,1,4966
0,33,5,1,STATE_MALE,SillySkeeter,1,4688
0,42,5,3,STATE_MALE,SillySkeeter,1,4404
0,51,5,4,STATE_MALE,SillySkeeter,1,4207
0,60,5,6,STATE_MALE,SillySkeeter,1,4041
0,69,5,2,STATE_MALE,SillySkeeter,1,3876
0,78,5,8,STATE_MALE,SillySkeeter,1,3647
0,87,5,7,STATE_MALE,SillySkeeter,1,3532
0,96,5,9,STATE_ADULT,SillySkeeter,1,5015
0,105,5,3,STATE_ADULT,SillySkeeter,1,4725
0,114,5,2,STATE_ADULT,SillySkeeter,1,4403
0,123,5,8,STATE_ADULT,SillySkeeter,1,4261
0,132,5,7,STATE_ADULT,SillySkeeter,1,3985
0,141,5,4,STATE_ADULT,SillySkeeter,1,3874
0,150,5,6,STATE_ADULT,SillySkeeter,1,3604
0,159,5,1,STATE_ADULT,SillySkeeter,1,3533
1,168,5,4,STATE_MALE,SillySkeeter,2,3326
1,177,5,7,STATE_MALE,SillySkeeter,2,2993
1,186,5,3,STATE_MALE,SillySkeeter,2,3010
1,195,5,2,STATE_MALE,SillySkeeter,2,2789
1,204,5,6,STATE_MALE,SillySkeeter,2,2619
1,213,5,1,STATE_MALE,SillySkeeter,2,2577
1,222,5,9,STATE_MALE,SillySkeeter,2,2456
1,231,5,8,STATE_MALE,SillySkeeter,2,2292
1,240,5,9,STATE_ADULT,SillySkeeter,2,3301
1,249,5,6,STATE_ADULT,SillySkeeter,2,3131
1,258,5,4,STATE_ADULT,SillySkeeter,2,2985
1,267,5,7,STATE_ADULT,SillySkeeter,2,2830
1,276,5,3,STATE_ADULT,SillySkeeter,2,2688
1,285,5,2,STATE_ADULT,SillySkeeter,2,2639
1,294,5,1,STATE_ADULT,SillySkeeter,2,2441
1,303,5,8,STATE_ADULT,SillySkeeter,2,2241
2,312,5,7,STATE_MALE,SillySkeeter,3,2133
2,321,5,8,STATE_MALE,SillySkeeter,3,2050
2,330,5,9,STATE_MALE,SillySkeeter,3,1900
2,339,5,6,STATE_MALE,SillySkeeter,3,1904
2,348,5,3,STATE_MALE,SillySkeeter,3,1802
2,357,5,2,STATE_MALE,SillySkeeter,3,1706
2,366,5,4,STATE_MALE,SillySkeeter,3,1612
2,375,5,1,STATE_MALE,SillySkeeter,3,1614
2,384,5,7,STATE_ADULT,SillySkeeter,3,2150
2,393,5,6,STATE_ADULT,SillySkeeter,3,2100
2,402,5,2,STATE_ADULT,SillySkeeter,3,1940
2,411,5,3,STATE_ADULT,SillySkeeter,3,1808
2,420,5,9,STATE_ADULT,SillySkeeter,3,1815
2,429,5,4,STATE_ADULT,SillySkeeter,3,1631
2,438,5,1,STATE_ADULT,SillySkeeter,3,1617
2,447,5,8,STATE_ADULT,SillySkeeter,3,1572
3,456,5,2,STATE_MALE,SillySkeeter,4,1425
3,465,5,9,STATE_MALE,SillySkeeter,4,1418
3,474,5,6,STATE_MALE,SillySkeeter,4,1230
3,483,5,4,STATE_MALE,SillySkeeter,4,1257
3,492,5,3,STATE_MALE,SillySkeeter,4,1177
3,501,5,7,STATE_MALE,SillySkeeter,4,1162
3,510,5,8,STATE_MALE,SillySkeeter,4,1048
3,519,5,1,STATE_MALE,SillySkeeter,4,1030
3,528,5,9,STATE_ADULT,SillySkeeter,4,1441
3,537,5,2,STATE_ADULT,SillySkeeter,4,1414
3,546,5,4,STATE_ADULT,SillySkeeter,4,1318
3,555,5,6,STATE_ADULT,SillySkeeter,4,1243
3,564,5,7,STATE_ADULT,SillySkeeter,4,1192
3,573,5,8,STATE_ADULT,SillySkeeter,4,1172
3,582,5,1,STATE_ADULT,SillySkeeter,4,1129
3,591,5,3,STATE_ADULT,SillySkeeter,4,1082
4,600,5,7,STATE_MALE,SillySkeeter,5,934
4,609,5,9,STATE_MALE,SillySkeeter,5,931
4,618,5,8,STATE_MALE,SillySkeeter,5,915
4,627,5,2,STATE_MALE,SillySkeeter,5,888
4,636,5,1,STATE_MALE,SillySkeeter,5,793
4,645,5,6,STATE_MALE,SillySkeeter,5,785
4,654,5,3,STATE_MALE,SillySkeeter,5,690
4,663,5,4,STATE_MALE,SillySkeeter,5,663
4,672,5,6,STATE_ADULT,SillySkeeter,5,963
4,681,5,1,STATE_ADULT,SillySkeeter,5,899
4,690,5,2,STATE_ADULT,SillySkeeter,5,853
4,699,5,9,STATE_ADULT,SillySkeeter,5,822
4,708,5,8,STATE_ADULT,SillySkeeter,5,737
4,717,5,3,STATE_ADULT,SillySkeeter,5,759
4,726,5,4,STATE_ADULT,SillySkeeter,5,719
4,735,5,7,STATE_ADULT,SillySkeeter,5,721
5,744,5,3,STATE_MALE,SillySkeeter,6,654
5,753,5,8,STATE_MALE,SillySkeeter,6,654
5,762,5,9,STATE_MALE,SillySkeeter,6,585
5,771,5,6,STATE_MALE,SillySkeeter,6,559
5,780,5,2,STATE_MALE,SillySkeeter,6,568
5,789,5,1,STATE_MALE,SillySkeeter,6,511
5,798,5,7,STATE_MALE,SillySkeeter,6,537
5,807,5,4,STATE_MALE,SillySkeeter,6,476
5,816,5,1,STATE_ADULT,SillySkeeter,6,636
5,825,5,4,STATE_ADULT,SillySkeeter,6,573
5,834,5,3,STATE_ADULT,SillySkeeter,6,606
5,843,5,6,STATE_ADULT,SillySkeeter,6,573
5,852,5,2,STATE_ADULT,SillySkeeter,6,523
5,861,5,9,STATE_ADULT,SillySkeeter,6,503
5,870,5,8,STATE_ADULT,SillySkeeter,6,485
5,879,5,7,STATE_ADULT,SillySkeeter,6,441
6,888,5,6,STATE_MALE,SillySkeeter,7,426
6,897,5,4,STATE_MALE,SillySkeeter,7,418
6,906,5,7,STATE_MALE,SillySkeeter,7,405
6,915,5,3,STATE_MALE,SillySkeeter,7,391
6,924,5,9,STATE_MALE,SillySkeeter,7,348
6,933,5,1,STATE_MALE,SillySkeeter,7,317
6,942,5,2,STATE_MALE,SillySkeeter,7,311
6,951,5,8,STATE_MALE,SillySkeeter,7,320
6,960,5,6,STATE_ADULT,SillySkeeter,7,439
6,969,5,1,STATE_ADULT,SillySkeeter,7,410
6,978,5,8,STATE_ADULT,SillySkeeter,7,425
6,987,5,4,STATE_ADULT,SillySkeeter,7,415
6,996,5,3,STATE_ADULT,SillySkeeter,7,352
6,1005,5,2,STATE_ADULT,SillySkeeter,7,352
6,1014,5,7,STATE_ADULT,SillySkeeter,7,302
6,1023,5,9,STATE_ADULT,SillySkeeter,7,310
7,1032,5,3,STATE_MALE,SillySkeeter,8,284
7,1041,5,7,STATE_MALE,SillySkeeter,8,309
7,1050,5,8,STATE_MALE,SillySkeeter,8,248
7,1059,5,9,STATE_MALE,SillySkeeter,8,252
7,1068,5,6,STATE_MALE,SillySkeeter,8,237
7,1077,5,4,STATE_MALE,SillySkeeter,8,244
7,1086,5,1,STATE_MALE,SillySkeeter,8,229
7,1095,5,2,STATE_MALE,SillySkeeter,8,191
7,1104,5,3,STATE_ADULT,SillySkeeter,8,297
7,1113,5,8,STATE_ADULT,SillySkeeter,8,250
7,1122,5,2,STATE_ADULT,SillySkeeter,8,274
7,1131,5,1,STATE_ADULT,SillySkeeter,8,257
7,1140,5,4,STATE_ADULT,SillySkeeter,8,227
7,1149,5,7,STATE_ADULT,SillySkeeter,8,238
7,1158,5,9,STATE_ADULT,SillySkeeter,8,224
7,1167,5,6,STATE_ADULT,SillySkeeter,8,199
8,1176,5,7,STATE_MALE,SillySkeeter,9,187
8,1185,5,9,STATE_MALE,SillySkeeter,9,193
8,1194,5,3,STATE_MALE,SillySkeeter,9,183
8,1203,5,4,STATE_MALE,SillySkeeter,9,154
8,1212,5,1,STATE_MALE,SillySkeeter,9,161
8,1221,5,2,STATE_MALE,SillySkeeter,9,158
8,1230,5,8,STATE_MALE,SillySkeeter,9,134
