Time, Year, IndividualID, AgeYears, Gender, From_NodeID, To_NodeID, MigrationType, Event,IsInfected, Rel_ID, NumCoitalActs, IsDiscordant, HasMigrated, RelationshipType, RelationshipState, PartnerID, Male_NodeID, Female_NodeID
1278,1964,267,52.5321,F,4,2,local,STIPreEmigrating,0,84,72,0,0,MARITAL,PAUSED,101,0,4
1278,1964,267,52.5321,F,2,0,N/A,STIPostImmigrating,0,84,72,0,0,MARITAL,NORMAL,101,2,2
1279,1964,238,41.2518,F,1,2,local,STIPreEmigrating,0,91,130,0,0,INFORMAL,PAUSED,263,0,1
1279,1964,238,41.2518,F,2,0,N/A,STIPostImmigrating,0,91,130,0,0,INFORMAL,PAUSED,263,0,2
1280,1964.01,71,41.5481,M,4,2,local,STIPreEmigrating,0,106,35,0,0,MARITAL,PAUSED,255,4,0
1280,1964.01,202,36.6187,M,1,4,local,STIPreEmigrating,0,166,21,0,0,TRANSITORY,PAUSED,58,1,0
1280,1964.01,202,36.6187,M,4,0,N/A,STIPostImmigrating,0,166,21,0,0,TRANSITORY,PAUSED,58,4,0
1280,1964.01,71,41.5481,M,2,0,N/A,STIPostImmigrating,0,106,35,0,0,MARITAL,NORMAL,255,2,2
1281,1964.01,316,32.6281,F,4,3,local,STIPreEmigrating,0,154,47,0,0,MARITAL,PAUSED,20,0,4
1281,1964.01,129,53.1052,F,2,4,local,STIPreEmigrating,0,62,141,0,0,MARITAL,PAUSED,249,0,2
1281,1964.01,129,53.1052,F,4,0,N/A,STIPostImmigrating,0,62,141,0,0,MARITAL,PAUSED,249,0,4
1281,1964.01,316,32.6281,F,3,0,N/A,STIPostImmigrating,0,154,47,0,0,MARITAL,PAUSED,20,0,3
1282,1964.01,164,43.9009,F,2,3,local,STIPreEmigrating,0,44,66,0,0,MARITAL,NORMAL,248,2,2
1282,1964.01,164,43.9009,F,3,0,N/A,STIPostImmigrating,0,44,66,0,0,MARITAL,PAUSED,248,0,3
1283,1964.02,26,39.4271,F,3,1,local,STIPreEmigrating,0,130,64,0,0,MARITAL,PAUSED,187,0,3
1283,1964.02,148,31.3444,M,2,3,local,STIPreEmigrating,0,116,48,0,0,INFORMAL,NORMAL,63,2,2
1283,1964.02,148,31.3444,M,3,0,N/A,STIPostImmigrating,0,116,48,0,0,INFORMAL,PAUSED,63,3,0
1283,1964.02,26,39.4271,F,1,0,N/A,STIPostImmigrating,0,130,64,0,0,MARITAL,PAUSED,187,0,1
1284,1964.02,238,41.2654,F,2,1,local,STIPreEmigrating,0,91,130,0,0,INFORMAL,PAUSED,263,0,2
1284,1964.02,35,30.2736,F,1,2,local,STIPreEmigrating,0,165,9,0,0,INFORMAL,PAUSED,117,0,1
1284,1964.02,35,30.2736,F,2,0,N/A,STIPostImmigrating,0,165,9,0,0,INFORMAL,PAUSED,117,0,2
1284,1964.02,238,41.2654,F,1,0,N/A,STIPostImmigrating,0,91,130,0,0,INFORMAL,PAUSED,263,0,1
1285,1964.02,129,53.1161,F,4,3,local,STIPreEmigrating,0,62,141,0,0,MARITAL,PAUSED,249,0,4
1285,1964.02,119,43.9805,F,4,2,local,STIPreEmigrating,0,68,98,0,0,MARITAL,PAUSED,163,0,4
1285,1964.02,119,43.9805,F,2,0,N/A,STIPostImmigrating,0,68,98,0,0,MARITAL,PAUSED,163,0,2
1285,1964.02,129,53.1161,F,3,0,N/A,STIPostImmigrating,0,62,141,0,0,MARITAL,NORMAL,249,3,3
1286,1964.02,168,38.5155,F,4,3,local,STIPreEmigrating,0,18,86,0,0,MARITAL,PAUSED,160,0,4
1286,1964.02,168,38.5155,F,3,0,N/A,STIPostImmigrating,0,18,86,0,0,MARITAL,NORMAL,160,3,3
1287,1964.03,248,50.4619,M,2,3,local,STIPreEmigrating,0,44,66,0,0,MARITAL,PAUSED,164,2,0
1287,1964.03,248,50.4619,M,3,0,N/A,STIPostImmigrating,0,44,66,0,0,MARITAL,NORMAL,164,3,3
1288,1964.03,277,31.8828,M,4,2,local,STIPreEmigrating,0,160,30,0,0,INFORMAL,NORMAL,237,4,4
1288,1964.03,67,52.7351,F,2,1,local,STIPreEmigrating,0,50,53,0,0,MARITAL,PAUSED,89,0,2
1288,1964.03,294,42.8007,F,1,4,local,STIPreEmigrating,0,129,101,0,0,MARITAL,NORMAL,190,1,1
1288,1964.03,294,42.8007,F,4,0,N/A,STIPostImmigrating,0,129,101,0,0,MARITAL,PAUSED,190,0,4
1288,1964.03,67,52.7351,F,1,0,N/A,STIPostImmigrating,0,50,53,0,0,MARITAL,PAUSED,89,0,1
1288,1964.03,277,31.8828,M,2,0,N/A,STIPostImmigrating,0,160,30,0,0,INFORMAL,PAUSED,237,2,0
1289,1964.03,125,35.7124,F,4,1,local,STIPreEmigrating,0,70,120,0,0,MARITAL,PAUSED,109,0,4
1289,1964.03,125,35.7124,F,1,0,N/A,STIPostImmigrating,0,70,120,0,0,MARITAL,NORMAL,109,1,1
1291,1964.04,157,33.7553,F,2,4,local,STIPreEmigrating,0,69,102,0,0,MARITAL,PAUSED,161,0,2
1291,1964.04,206,50.9564,M,1,2,local,STIPreEmigrating,0,73,97,0,0,MARITAL,PAUSED,175,1,0
1291,1964.04,206,50.9564,M,2,0,N/A,STIPostImmigrating,0,73,97,0,0,MARITAL,PAUSED,175,2,0
1291,1964.04,157,33.7553,F,4,0,N/A,STIPostImmigrating,0,69,102,0,0,MARITAL,PAUSED,161,0,4
1292,1964.04,138,40.4986,F,2,1,local,STIPreEmigrating,0,86,121,0,0,MARITAL,NORMAL,236,2,2
1292,1964.04,234,46.7915,F,1,3,local,STIPreEmigrating,0,14,184,0,0,MARITAL,NORMAL,6,1,1
1292,1964.04,234,46.7915,F,3,0,N/A,STIPostImmigrating,0,14,184,0,0,MARITAL,PAUSED,6,0,3
1292,1964.04,138,40.4986,F,1,0,N/A,STIPostImmigrating,0,86,121,0,0,MARITAL,PAUSED,236,0,1
1293,1964.04,206,50.9618,M,2,1,local,STIPreEmigrating,0,73,97,0,0,MARITAL,PAUSED,175,2,0
1293,1964.04,206,50.9618,M,1,0,N/A,STIPostImmigrating,0,73,97,0,0,MARITAL,PAUSED,175,1,0
1294,1964.05,222,30.0154,F,1,2,local,STIPreEmigrating,0,131,94,0,0,INFORMAL,NORMAL,84,1,1
1294,1964.05,222,30.0154,F,2,0,N/A,STIPostImmigrating,0,131,94,0,0,INFORMAL,PAUSED,84,0,2
1295,1964.05,158,59.3107,F,4,1,local,STIPreEmigrating,0,79,49,0,0,MARITAL,PAUSED,155,0,4
1295,1964.05,44,38.2341,M,3,4,local,STIPreEmigrating,0,164,14,0,0,TRANSITORY,NORMAL,46,3,3
1295,1964.05,44,38.2341,M,4,0,N/A,STIPostImmigrating,0,164,14,0,0,TRANSITORY,PAUSED,46,4,0
1295,1964.05,158,59.3107,F,1,0,N/A,STIPostImmigrating,0,79,49,0,0,MARITAL,PAUSED,155,0,1
1296,1964.05,268,46.7595,M,4,3,local,STIPreEmigrating,0,51,140,0,0,MARITAL,PAUSED,34,4,0
1296,1964.05,170,46.4924,M,1,3,local,STIPreEmigrating,0,36,84,0,0,MARITAL,PAUSED,130,1,0
1296,1964.05,170,46.4924,M,3,0,N/A,STIPostImmigrating,0,36,84,0,0,MARITAL,NORMAL,130,3,3
1296,1964.05,268,46.7595,M,3,0,N/A,STIPostImmigrating,0,51,140,0,0,MARITAL,PAUSED,34,3,0
1298,1964.06,340,35.6874,F,2,3,local,STIPreEmigrating,0,151,94,0,0,MARITAL,PAUSED,293,0,2
1298,1964.06,190,42.865,M,1,3,local,STIPreEmigrating,0,129,101,0,0,MARITAL,PAUSED,294,1,0
1298,1964.06,190,42.865,M,3,0,N/A,STIPostImmigrating,0,129,101,0,0,MARITAL,PAUSED,294,3,0
1298,1964.06,340,35.6874,F,3,0,N/A,STIPostImmigrating,0,151,94,0,0,MARITAL,PAUSED,293,0,3
1300,1964.06,340,35.6929,F,3,4,local,STIPreEmigrating,0,151,94,0,0,MARITAL,PAUSED,293,0,3
1300,1964.06,268,46.7705,M,3,2,local,STIPreEmigrating,0,51,140,0,0,MARITAL,PAUSED,34,3,0
1300,1964.06,287,46.5349,F,2,4,local,STIPreEmigrating,0,30,148,0,0,MARITAL,PAUSED,131,0,2
1300,1964.06,287,46.5349,F,4,0,N/A,STIPostImmigrating,0,30,148,0,0,MARITAL,PAUSED,131,0,4
1300,1964.06,268,46.7705,M,2,0,N/A,STIPostImmigrating,0,51,140,0,0,MARITAL,NORMAL,34,2,2
1300,1964.06,340,35.6929,F,4,0,N/A,STIPostImmigrating,0,151,94,0,0,MARITAL,NORMAL,293,4,4
1301,1964.06,4,35.8665,F,2,3,local,STIPreEmigrating,0,139,58,0,0,MARITAL,PAUSED,320,0,2
1301,1964.06,4,35.8665,F,3,0,N/A,STIPostImmigrating,0,139,58,0,0,MARITAL,PAUSED,320,0,3
1302,1964.07,26,39.4792,F,1,2,local,STIPreEmigrating,0,130,64,0,0,MARITAL,PAUSED,187,0,1
1302,1964.07,109,38.5086,M,1,4,local,STIPreEmigrating,0,70,125,0,0,MARITAL,NORMAL,125,1,1
1302,1964.07,109,38.5086,M,4,0,N/A,STIPostImmigrating,0,70,125,0,0,MARITAL,PAUSED,125,4,0
1302,1964.07,26,39.4792,F,2,0,N/A,STIPostImmigrating,0,130,64,0,0,MARITAL,NORMAL,187,2,2
1304,1964.07,191,44.1007,M,2,1,local,STIPreEmigrating,0,20,69,0,0,MARITAL,PAUSED,31,2,0
1304,1964.07,191,44.1007,M,1,0,N/A,STIPostImmigrating,0,20,69,0,0,MARITAL,NORMAL,31,1,1
1306,1964.08,316,32.6966,F,3,4,local,STIPreEmigrating,0,154,47,0,0,MARITAL,PAUSED,20,0,3
1306,1964.08,316,32.6966,F,4,0,N/A,STIPostImmigrating,0,154,47,0,0,MARITAL,PAUSED,20,0,4
1307,1964.08,123,37.9381,M,1,2,local,STIPreEmigrating,0,34,213,0,0,MARITAL,PAUSED,94,1,0
1307,1964.08,123,37.9381,M,2,0,N/A,STIPostImmigrating,0,34,213,0,0,MARITAL,PAUSED,94,2,0
1308,1964.08,83,30.9766,M,3,2,local,STIPreEmigrating,0,153,4,0,0,INFORMAL,PAUSED,150,3,0
1308,1964.08,71,41.6248,M,2,3,local,STIPreEmigrating,0,106,43,0,0,MARITAL,NORMAL,255,2,2
1308,1964.08,158,59.3463,F,1,2,local,STIPreEmigrating,0,79,49,0,0,MARITAL,PAUSED,155,0,1
1308,1964.08,158,59.3463,F,2,0,N/A,STIPostImmigrating,0,79,49,0,0,MARITAL,PAUSED,155,0,2
1308,1964.08,71,41.6248,M,3,0,N/A,STIPostImmigrating,0,106,43,0,0,MARITAL,PAUSED,255,3,0
1308,1964.08,83,30.9766,M,2,0,N/A,STIPostImmigrating,0,153,4,0,0,INFORMAL,PAUSED,150,2,0
1309,1964.09,69,55.7577,M,4,3,local,STIPreEmigrating,0,82,126,0,0,MARITAL,PAUSED,184,4,0
1309,1964.09,69,55.7577,M,3,0,N/A,STIPostImmigrating,0,82,126,0,0,MARITAL,NORMAL,184,3,3
1311,1964.09,8,34.1074,F,1,3,local,STIPreEmigrating,0,74,52,0,0,MARITAL,PAUSED,189,0,1
1311,1964.09,8,34.1074,F,3,0,N/A,STIPostImmigrating,0,74,52,0,0,MARITAL,PAUSED,189,0,3
1312,1964.09,129,53.1901,F,3,4,local,STIPreEmigrating,0,62,152,0,0,MARITAL,NORMAL,249,3,3
1312,1964.09,268,46.8034,M,2,3,local,STIPreEmigrating,0,51,145,0,0,MARITAL,NORMAL,34,2,2
1312,1964.09,268,46.8034,M,3,0,N/A,STIPostImmigrating,0,51,145,0,0,MARITAL,PAUSED,34,3,0
1312,1964.09,129,53.1901,F,4,0,N/A,STIPostImmigrating,0,62,152,0,0,MARITAL,PAUSED,249,0,4
1313,1964.1,89,54.5262,M,3,4,local,STIPreEmigrating,0,50,53,0,0,MARITAL,PAUSED,67,3,0
1313,1964.1,255,39.6106,F,2,1,local,STIPreEmigrating,0,106,43,0,0,MARITAL,PAUSED,71,0,2
1313,1964.1,255,39.6106,F,1,0,N/A,STIPostImmigrating,0,106,43,0,0,MARITAL,PAUSED,71,0,1
1313,1964.1,89,54.5262,M,4,0,N/A,STIPostImmigrating,0,50,53,0,0,MARITAL,PAUSED,67,4,0
1314,1964.1,244,42.4863,F,3,2,local,STIPreEmigrating,0,45,188,0,0,MARITAL,NORMAL,124,3,3
1314,1964.1,244,42.4863,F,2,0,N/A,STIPostImmigrating,0,45,188,0,0,MARITAL,PAUSED,124,0,2
1315,1964.1,202,36.7146,M,4,1,local,STIPreEmigrating,0,166,21,0,0,TRANSITORY,PAUSED,58,4,0
1315,1964.1,206,51.0221,M,1,3,local,STIPreEmigrating,0,73,97,0,0,MARITAL,PAUSED,175,1,0
1315,1964.1,206,51.0221,M,3,0,N/A,STIPostImmigrating,0,73,97,0,0,MARITAL,PAUSED,175,3,0
1315,1964.1,202,36.7146,M,1,0,N/A,STIPostImmigrating,0,166,21,0,0,TRANSITORY,PAUSED,58,1,0
1316,1964.11,234,46.8573,F,3,1,local,STIPreEmigrating,0,14,184,0,0,MARITAL,PAUSED,6,0,3
1316,1964.11,234,46.8573,F,1,0,N/A,STIPostImmigrating,0,14,184,0,0,MARITAL,NORMAL,6,1,1
1317,1964.11,223,37.3903,F,2,4,local,STIPreEmigrating,0,132,66,0,0,MARITAL,PAUSED,174,0,2
1317,1964.11,158,59.3709,F,2,1,local,STIPreEmigrating,0,79,49,0,0,MARITAL,PAUSED,155,0,2
1317,1964.11,20,31.4761,M,1,3,local,STIPreEmigrating,0,154,47,0,0,MARITAL,PAUSED,316,1,0
