Time,NodeID,IndividualID,Gender,AgeYears,InfectionID,Infectiousness,Duration,IRBCs
200,340461476,5,M,4.46445,360,1,40,694650
200,340461476,5,M,4.46445,388,1,39,8918734
200,340461476,5,M,4.46445,424,1,37,2374700
200,340461476,5,M,4.46445,481,1,33,1021291765
200,340461476,6,F,17.173,555,0,8,15000
200,340461476,7,M,5.74301,109,1,49,12728
200,340461476,7,M,5.74301,154,1,47,58242
200,340461476,7,M,5.74301,244,1,44,50459
200,340461476,7,M,5.74301,293,1,42,873709
200,340461476,7,M,5.74301,329,1,41,1488
200,340461476,7,M,5.74301,406,1,38,18300
200,340461476,7,M,5.74301,462,1,35,305591578
200,340461476,7,M,5.74301,471,1,34,62624725
200,340461476,8,M,44.6686,33,1,53,1450
200,340461476,8,M,44.6686,155,1,47,72311
200,340461476,8,M,44.6686,270,1,43,494247
200,340461476,8,M,44.6686,294,1,42,63282
200,340461476,8,M,44.6686,330,1,41,16399534
200,340461476,8,M,44.6686,361,1,40,515933
200,340461476,8,M,44.6686,407,1,38,608869
200,340461476,8,M,44.6686,443,1,36,23036778
200,340461476,8,M,44.6686,482,1,33,289962860
200,340461476,8,M,44.6686,491,1,32,342142145
200,340461476,11,F,18.0194,156,0.999983,47,8136
200,340461476,11,F,18.0194,295,0.999983,42,1679320
200,340461476,11,F,18.0194,408,0.999983,38,976700
200,340461476,11,F,18.0194,483,0.999983,33,50408201
200,340461476,11,F,18.0194,501,0.999983,31,78402381
200,340461476,11,F,18.0194,508,0.999983,29,11327429648
200,340461476,11,F,18.0194,512,0.999983,28,2003558945
200,340461476,12,M,30.5533,526,0,15,2701742160
200,340461476,12,M,30.5533,532,0,14,231295965
200,340461476,13,M,14.5439,34,1,53,2502
200,340461476,13,M,14.5439,128,1,48,33583
200,340461476,13,M,14.5439,157,1,47,7575
200,340461476,13,M,14.5439,191,1,46,32328
200,340461476,13,M,14.5439,214,1,45,548492
200,340461476,13,M,14.5439,245,1,44,1348514
200,340461476,13,M,14.5439,296,1,42,147177
200,340461476,13,M,14.5439,331,1,41,2055877
200,340461476,13,M,14.5439,362,1,40,530288
200,340461476,14,F,25.8462,541,0,12,7425460
200,340461476,14,F,25.8462,552,0,9,476770
200,340461476,16,M,27.84,88,1,50,1457
200,340461476,16,M,27.84,129,1,48,11887
200,340461476,16,M,27.84,192,1,46,37718
200,340461476,16,M,27.84,297,1,42,3601181
200,340461476,16,M,27.84,363,1,40,6962685
200,340461476,16,M,27.84,389,1,39,6084091
200,340461476,16,M,27.84,409,1,38,4455378
200,340461476,16,M,27.84,472,1,34,16290984
200,340461476,16,M,27.84,492,1,32,288573745
200,340461476,17,F,3.6398,553,0,9,475840
200,340461476,18,F,7.2411,554,0,9,714370
200,340461476,19,F,3.21773,158,1,47,12347
200,340461476,19,F,3.21773,193,1,46,3755
200,340461476,19,F,3.21773,215,1,45,38424
200,340461476,19,F,3.21773,271,1,43,551588
200,340461476,19,F,3.21773,298,1,42,34497
200,340461476,19,F,3.21773,332,1,41,187242
200,340461476,19,F,3.21773,364,1,40,22626
200,340461476,19,F,3.21773,390,1,39,178709
200,340461476,19,F,3.21773,410,1,38,154219
200,340461476,20,F,9.7205,89,0.997518,50,3111
200,340461476,20,F,9.7205,130,0.997518,48,8485
200,340461476,20,F,9.7205,159,0.997518,47,115276
200,340461476,20,F,9.7205,194,0.997518,46,7058
200,340461476,20,F,9.7205,216,0.997518,45,36767
200,340461476,20,F,9.7205,272,0.997518,43,541914
200,340461476,20,F,9.7205,299,0.997518,42,2052481
200,340461476,20,F,9.7205,391,0.997518,39,39105
200,340461476,20,F,9.7205,502,0.997518,30,989045626
200,340461476,21,M,13.1396,36,0.594451,53,1460
200,340461476,21,M,13.1396,54,0.594451,52,1246
200,340461476,21,M,13.1396,131,0.594451,48,9912
200,340461476,21,M,13.1396,195,0.594451,46,6422
200,340461476,21,M,13.1396,273,0.594451,43,238258
200,340461476,21,M,13.1396,300,0.594451,42,29851
200,340461476,21,M,13.1396,365,0.594451,40,57839
200,340461476,21,M,13.1396,444,0.594451,36,2512097
200,340461476,21,M,13.1396,518,0.594451,26,17181518782
200,340461476,22,F,33.1274,55,1,52,2184
200,340461476,22,F,33.1274,91,1,50,7232
200,340461476,22,F,33.1274,110,1,49,15156
200,340461476,22,F,33.1274,217,1,45,178789
200,340461476,22,F,33.1274,246,1,44,34333
200,340461476,22,F,33.1274,301,1,42,73638
200,340461476,22,F,33.1274,366,1,40,4409356
200,340461476,22,F,33.1274,392,1,39,26407674
200,340461476,22,F,33.1274,473,1,34,365718734
200,340461476,23,M,5.96144,546,0,11,11109365
200,340461476,24,F,5.06026,132,1,48,4809
200,340461476,24,F,5.06026,196,1,46,20816
200,340461476,24,F,5.06026,247,1,44,65180
200,340461476,24,F,5.06026,333,1,41,603868
200,340461476,24,F,5.06026,393,1,39,2662157
200,340461476,24,F,5.06026,411,1,38,827121
200,340461476,24,F,5.06026,425,1,37,8751302
200,340461476,24,F,5.06026,445,1,36,587338
200,340461476,24,F,5.06026,474,1,34,7835295
200,340461476,28,M,22.1677,527,0,15,2701741925
200,340461476,28,M,22.1677,533,0,14,289119940
200,340461476,29,F,22.6336,111,1,49,1725
200,340461476,29,F,22.6336,160,1,47,252571
200,340461476,29,F,22.6336,197,1,46,196658
200,340461476,29,F,22.6336,218,1,45,959634
200,340461476,29,F,22.6336,367,1,40,1028554
200,340461476,29,F,22.6336,394,1,39,4183021
200,340461476,29,F,22.6336,412,1,38,83000
200,340461476,29,F,22.6336,426,1,37,336688188
200,340461476,29,F,22.6336,484,1,33,181682967
200,340461476,30,F,87.4538,565,0,7,15000
200,340461476,31,F,4.41334,112,1,49,7056
200,340461476,31,F,4.41334,133,1,48,5286
200,340461476,31,F,4.41334,219,1,45,6937
200,340461476,31,F,4.41334,248,1,44,107721
200,340461476,31,F,4.41334,274,1,43,224027
200,340461476,31,F,4.41334,302,1,42,118690
200,340461476,31,F,4.41334,334,1,41,1299390
200,340461476,31,F,4.41334,427,1,37,3887178
200,340461476,31,F,4.41334,485,1,33,272945784
200,340461476,32,F,12.5702,528,0,15,2694606720
200,340461476,34,M,48.9899,556,0,8,15000
200,340461476,34,M,48.9899,566,0,7,45000
200,340461476,35,F,15.7823,567,0,7,135000
200,340461476,36,F,58.0528,18,1,55,1754
200,340461476,36,F,58.0528,38,1,53,1014
200,340461476,36,F,58.0528,72,1,51,5545
200,340461476,36,F,58.0528,92,1,50,9576
200,340461476,36,F,58.0528,113,1,49,18149
200,340461476,36,F,58.0528,134,1,48,2564
200,340461476,36,F,58.0528,303,1,42,329751
200,340461476,36,F,58.0528,335,1,41,2464996
200,340461476,36,F,58.0528,413,1,38,8179012
200,340461476,36,F,58.0528,446,1,36,15035847
200,340461476,38,F,7.87895,73,1,51,1788
200,340461476,38,F,7.87895,135,1,48,5246
200,340461476,38,F,7.87895,161,1,47,17168
200,340461476,38,F,7.87895,220,1,45,23747
200,340461476,38,F,7.87895,249,1,44,5859
200,340461476,38,F,7.87895,368,1,40,4504388
200,340461476,38,F,7.87895,414,1,38,374014
200,340461476,38,F,7.87895,463,1,35,2259048
200,340461476,38,F,7.87895,493,1,32,346943427
200,340461476,38,F,7.87895,503,1,30,91095573
200,340461476,40,F,19.9644,39,1,53,1013
200,340461476,40,F,19.9644,114,1,49,23904
200,340461476,40,F,19.9644,136,1,48,2186
200,340461476,40,F,19.9644,162,1,47,89463
200,340461476,40,F,19.9644,198,1,46,148658
200,340461476,40,F,19.9644,221,1,45,4187371
200,340461476,40,F,19.9644,275,1,43,4433992
200,340461476,40,F,19.9644,304,1,42,99608
200,340461476,41,F,1.69663,542,0,12,11064240
200,340461476,41,F,1.69663,547,0,11,7376095
200,340461476,41,F,1.69663,557,0,8,30000
200,340461476,41,F,1.69663,568,0,7,15000
200,340461476,42,F,32.8647,40,0.999998,53,6185
200,340461476,42,F,32.8647,163,0.999998,47,319660
200,340461476,42,F,32.8647,199,0.999998,46,16824
200,340461476,42,F,32.8647,222,0.999998,45,163840
200,340461476,42,F,32.8647,250,0.999998,44,320610
200,340461476,42,F,32.8647,276,0.999998,43,144869
200,340461476,42,F,32.8647,305,0.999998,42,835105
200,340461476,42,F,32.8647,336,0.999998,41,3982840
200,340461476,42,F,32.8647,428,0.999998,37,46123286
200,340461476,42,F,32.8647,522,0.999998,23,218170974343
200,340461476,43,M,58.5317,164,1,47,1102603
200,340461476,43,M,58.5317,223,1,45,5201516
200,340461476,43,M,58.5317,251,1,44,154621
200,340461476,43,M,58.5317,306,1,42,946122
200,340461476,43,M,58.5317,337,1,41,164501
200,340461476,43,M,58.5317,369,1,40,13482
200,340461476,43,M,58.5317,415,1,38,1692387
200,340461476,44,F,22.7318,534,0,14,231296030
200,340461476,44,F,22.7318,548,0,11,3712730
200,340461476,44,F,22.7318,558,0,8,30000
200,340461476,45,F,2.13658,75,1,51,2626
200,340461476,45,F,2.13658,224,1,45,9726
200,340461476,45,F,2.13658,277,1,43,34139
200,340461476,45,F,2.13658,429,1,37,1271726
200,340461476,46,M,2.13231,76,1,51,2166
200,340461476,46,M,2.13231,225,1,45,89402
200,340461476,46,M,2.13231,307,1,42,29428
200,340461476,46,M,2.13231,338,1,41,55708
200,340461476,46,M,2.13231,370,1,40,335070
200,340461476,46,M,2.13231,416,1,38,23222
200,340461476,46,M,2.13231,430,1,37,3364792
200,340461476,46,M,2.13231,447,1,36,532206
200,340461476,46,M,2.13231,475,1,34,3459241
200,340461476,47,F,6.21716,529,0,15,1792213250
200,340461476,47,F,6.21716,559,0,8,45000
200,340461476,47,F,6.21716,569,0,7,30000
200,340461476,48,M,68.8651,166,1,47,146546
200,340461476,48,M,68.8651,201,1,46,197172
200,340461476,48,M,68.8651,252,1,44,665871
200,340461476,48,M,68.8651,308,1,42,4513797
200,340461476,48,M,68.8651,339,1,41,330679
200,340461476,48,M,68.8651,371,1,40,4590482
200,340461476,48,M,68.8651,395,1,39,349743
200,340461476,48,M,68.8651,417,1,38,133194
200,340461476,48,M,68.8651,519,1,25,29631353728
200,340461476,49,M,4.59276,560,0,8,15000
200,340461476,50,M,26.5678,94,1,50,8142
200,340461476,50,M,26.5678,116,1,49,123156
200,340461476,50,M,26.5678,167,1,47,77486
200,340461476,50,M,26.5678,340,1,41,19753186
200,340461476,50,M,26.5678,431,1,37,23723570
200,340461476,50,M,26.5678,448,1,36,204412787
200,340461476,50,M,26.5678,464,1,35,135102227
200,340461476,50,M,26.5678,476,1,34,112875752
200,340461476,50,M,26.5678,486,1,33,3253099068
200,340461476,50,M,26.5678,494,1,32,61148057
200,340461476,51,F,11.3132,168,1,47,1081
200,340461476,51,F,11.3132,202,1,46,21512
200,340461476,51,F,11.3132,226,1,45,354862
200,340461476,51,F,11.3132,278,1,43,3364
200,340461476,51,F,11.3132,309,1,42,154683
200,340461476,51,F,11.3132,341,1,41,276151
200,340461476,51,F,11.3132,396,1,39,30866
200,340461476,51,F,11.3132,513,1,28,1387215750
200,340461476,53,F,11.6782,537,0,13,173103435
200,340461476,53,F,11.6782,561,0,8,30000
200,340461476,54,M,3.2755,96,1,50,2405
200,340461476,54,M,3.2755,227,1,45,33068
200,340461476,54,M,3.2755,254,1,44,8970
200,340461476,54,M,3.2755,279,1,43,31169
200,340461476,54,M,3.2755,310,1,42,31831
200,340461476,54,M,3.2755,372,1,40,2438096
200,340461476,56,F,1.05911,169,0.999999,47,1861
200,340461476,56,F,1.05911,255,0.999999,44,3229
200,340461476,56,F,1.05911,342,0.999999,41,84703
200,340461476,56,F,1.05911,397,0.999999,39,232619
200,340461476,56,F,1.05911,432,0.999999,37,5510226
200,340461476,56,F,1.05911,449,0.999999,36,115548
200,340461476,56,F,1.05911,504,0.999999,30,244888658
200,340461476,56,F,1.05911,509,0.999999,29,352579760
200,340461476,58,F,85.2486,138,0.999901,48,3714
200,340461476,58,F,85.2486,170,0.999901,47,221149
200,340461476,58,F,85.2486,228,0.999901,45,433674
200,340461476,58,F,85.2486,311,0.999901,42,3058108
200,340461476,58,F,85.2486,433,0.999901,37,176990058
200,340461476,58,F,85.2486,450,0.999901,36,10157352
200,340461476,58,F,85.2486,495,0.999901,32,2075227899
200,340461476,58,F,85.2486,505,0.999901,30,104521898
200,340461476,58,F,85.2486,514,0.999901,28,2143878352
200,340461476,59,F,25.3519,530,0,15,2701743115
200,340461476,59,F,25.3519,562,0,8,30000
200,340461476,61,M,109.647,97,1,50,16023
200,340461476,61,M,109.647,171,1,47,112118
200,340461476,61,M,109.647,256,1,44,8709
200,340461476,61,M,109.647,280,1,43,609252
200,340461476,61,M,109.647,312,1,42,114820
200,340461476,61,M,109.647,373,1,40,11502121
200,340461476,61,M,109.647,465,1,35,243524939
200,340461476,61,M,109.647,477,1,34,3739223
200,340461476,61,M,109.647,496,1,32,358445947
200,340461476,62,F,21.4105,139,1,48,2385
200,340461476,62,F,21.4105,172,1,47,40394
200,340461476,62,F,21.4105,343,1,41,12424476
200,340461476,62,F,21.4105,374,1,40,5636769
200,340461476,62,F,21.4105,434,1,37,7551821
200,340461476,62,F,21.4105,451,1,36,182898271
200,340461476,62,F,21.4105,478,1,34,216208448
200,340461476,62,F,21.4105,487,1,33,49979056
200,340461476,63,F,6.55378,78,1,51,1184
200,340461476,63,F,6.55378,140,1,48,1701
200,340461476,63,F,6.55378,229,1,45,3290
200,340461476,63,F,6.55378,281,1,43,1994331
200,340461476,63,F,6.55378,313,1,42,1212595
200,340461476,63,F,6.55378,344,1,41,2988
200,340461476,63,F,6.55378,375,1,40,34082
200,340461476,64,F,39.1701,79,0.999805,51,5801
200,340461476,64,F,39.1701,174,0.999805,47,136266
200,340461476,64,F,39.1701,257,0.999805,44,2191
200,340461476,64,F,39.1701,282,0.999805,43,427953
200,340461476,64,F,39.1701,314,0.999805,42,2198485
200,340461476,64,F,39.1701,345,0.999805,41,74448907
200,340461476,64,F,39.1701,376,0.999805,40,462121
200,340461476,64,F,39.1701,398,0.999805,39,17576889
200,340461476,64,F,39.1701,521,0.999805,24,1166106308
200,340461476,65,M,21.7667,118,1,49,6945
200,340461476,65,M,21.7667,175,1,47,22414
200,340461476,65,M,21.7667,283,1,43,318420
200,340461476,65,M,21.7667,315,1,42,397527
200,340461476,65,M,21.7667,418,1,38,56053942
200,340461476,65,M,21.7667,452,1,36,284875377
200,340461476,65,M,21.7667,479,1,34,11761770
200,340461476,65,M,21.7667,488,1,33,243347017
200,340461476,65,M,21.7667,497,1,32,77065198
200,340461476,65,M,21.7667,525,1,18,64787142
200,340461476,66,F,61.7367,65,1,52,1116
200,340461476,66,F,61.7367,99,1,50,4029
200,340461476,66,F,61.7367,119,1,49,13359
200,340461476,66,F,61.7367,141,1,48,10450
200,340461476,66,F,61.7367,176,1,47,90967
200,340461476,66,F,61.7367,230,1,45,150885
200,340461476,66,F,61.7367,258,1,44,72751
200,340461476,66,F,61.7367,284,1,43,805255
200,340461476,66,F,61.7367,346,1,41,709218
200,340461476,66,F,61.7367,435,1,37,38155564
200,340461476,67,F,18.7596,120,1,49,5865
200,340461476,67,F,18.7596,142,1,48,9985
200,340461476,67,F,18.7596,177,1,47,96166
200,340461476,67,F,18.7596,203,1,46,162428
200,340461476,67,F,18.7596,231,1,45,67140
200,340461476,67,F,18.7596,259,1,44,178965
200,340461476,67,F,18.7596,316,1,42,5191331
200,340461476,67,F,18.7596,347,1,41,17175855
200,340461476,67,F,18.7596,377,1,40,3612306
200,340461476,68,M,24.2052,535,0,14,115647975
200,340461476,68,M,24.2052,538,0,13,57823980
200,340461476,69,M,30.5685,539,0,13,173472045
200,340461476,70,M,5.33753,543,0,12,7404405
200,340461476,72,F,25.7289,47,1,53,7205
200,340461476,72,F,25.7289,66,1,52,2459
200,340461476,72,F,25.7289,100,1,50,1368
200,340461476,72,F,25.7289,178,1,47,47612
200,340461476,72,F,25.7289,204,1,46,34624
200,340461476,72,F,25.7289,317,1,42,2393237
200,340461476,72,F,25.7289,348,1,41,937079
200,340461476,72,F,25.7289,378,1,40,12243348
200,340461476,72,F,25.7289,436,1,37,29068682
200,340461476,72,F,25.7289,453,1,36,18385249
200,340461476,73,M,14.556,48,0.999909,53,1039
200,340461476,73,M,14.556,205,0.999909,46,6408
200,340461476,73,M,14.556,232,0.999909,45,135224
200,340461476,73,M,14.556,260,0.999909,44,254445
200,340461476,73,M,14.556,349,0.999909,41,857715
200,340461476,73,M,14.556,437,0.999909,37,8845340
200,340461476,73,M,14.556,498,0.999909,32,1795493954
200,340461476,73,M,14.556,506,0.999909,30,141638768
200,340461476,73,M,14.556,510,0.999909,29,4127398447
200,340461476,74,F,5.52839,121,1,49,9190
200,340461476,74,F,5.52839,179,1,47,14177
200,340461476,74,F,5.52839,206,1,46,12345
200,340461476,74,F,5.52839,233,1,45,9694
200,340461476,74,F,5.52839,261,1,44,71657
200,340461476,74,F,5.52839,285,1,43,28738
200,340461476,74,F,5.52839,350,1,41,364028
200,340461476,74,F,5.52839,379,1,40,24355
200,340461476,74,F,5.52839,399,1,39,714538
200,340461476,76,M,4.02004,536,0,14,115028360
200,340461476,76,M,4.02004,563,0,8,105000
200,340461476,76,M,4.02004,570,0,7,105000
200,340461476,77,M,13.6207,143,1,48,25356
200,340461476,77,M,13.6207,180,1,47,123644
200,340461476,77,M,13.6207,262,1,44,75567
200,340461476,77,M,13.6207,286,1,43,2824436
200,340461476,77,M,13.6207,318,1,42,2209538
200,340461476,77,M,13.6207,351,1,41,8448851
200,340461476,77,M,13.6207,419,1,38,25924823
200,340461476,77,M,13.6207,507,1,30,225256911
200,340461476,77,M,13.6207,511,1,29,1851139252
200,340461476,77,M,13.6207,515,1,28,1466100038
200,340461476,79,F,45.4187,122,0.999788,49,19771
200,340461476,79,F,45.4187,144,0.999788,48,34400
200,340461476,79,F,45.4187,207,0.999788,46,15941
200,340461476,79,F,45.4187,234,0.999788,45,930059
200,340461476,79,F,45.4187,263,0.999788,44,410989
200,340461476,79,F,45.4187,352,0.999788,41,10874255
200,340461476,79,F,45.4187,380,0.999788,40,33974
200,340461476,79,F,45.4187,520,0.999788,25,16838494410
200,340461476,80,F,25.4334,68,0.999665,52,1746
200,340461476,80,F,25.4334,181,0.999665,47,247714
200,340461476,80,F,25.4334,235,0.999665,45,4124
200,340461476,80,F,25.4334,287,0.999665,43,2194846
200,340461476,80,F,25.4334,319,0.999665,42,4009
200,340461476,80,F,25.4334,400,0.999665,39,146010
200,340461476,80,F,25.4334,454,0.999665,36,11935819
200,340461476,80,F,25.4334,466,0.999665,35,191386799
200,340461476,80,F,25.4334,499,0.999665,32,2390584881
200,340461476,80,F,25.4334,523,0.999665,23,267816516
200,340461476,81,F,2.86618,571,0,7,59690
200,340461476,82,F,8.11839,145,1,48,5291
200,340461476,82,F,8.11839,182,1,47,13730
200,340461476,82,F,8.11839,208,1,46,28040
200,340461476,82,F,8.11839,236,1,45,257264
200,340461476,82,F,8.11839,320,1,42,301672
200,340461476,82,F,8.11839,353,1,41,359116
200,340461476,82,F,8.11839,381,1,40,248122
200,340461476,82,F,8.11839,438,1,37,6947387
200,340461476,82,F,8.11839,455,1,36,2943784
200,340461476,82,F,8.11839,467,1,35,8980045
200,340461476,87,M,41.4093,81,1,51,5378
200,340461476,87,M,41.4093,123,1,49,28907
200,340461476,87,M,41.4093,146,1,48,4919
200,340461476,87,M,41.4093,183,1,47,45987
200,340461476,87,M,41.4093,209,1,46,74340
200,340461476,87,M,41.4093,354,1,41,14468287
200,340461476,87,M,41.4093,382,1,40,13673300
200,340461476,87,M,41.4093,401,1,39,863917
200,340461476,87,M,41.4093,456,1,36,7229592
200,340461476,87,M,41.4093,468,1,35,234385919
200,340461476,88,M,28.7194,101,1,50,3101
200,340461476,88,M,28.7194,124,1,49,45072
200,340461476,88,M,28.7194,210,1,46,124479
200,340461476,88,M,28.7194,237,1,45,168904
200,340461476,88,M,28.7194,264,1,44,736023
200,340461476,88,M,28.7194,321,1,42,1512999
200,340461476,88,M,28.7194,355,1,41,20446422
200,340461476,88,M,28.7194,420,1,38,5016266
200,340461476,89,F,14.8619,572,0,7,60000
200,340461476,90,M,35.679,82,1,51,29116
200,340461476,90,M,35.679,238,1,45,373831
200,340461476,90,M,35.679,288,1,43,7484032
200,340461476,90,M,35.679,322,1,42,1571708
200,340461476,90,M,35.679,383,1,40,2825189
200,340461476,90,M,35.679,402,1,39,23698188
200,340461476,90,M,35.679,439,1,37,105041162
200,340461476,90,M,35.679,457,1,36,10951957
200,340461476,90,M,35.679,469,1,35,278737651
200,340461476,90,M,35.679,489,1,33,281488149
200,340461476,91,M,4.23871,550,0,10,1427850
200,340461476,91,M,4.23871,564,0,8,60000
200,340461476,92,M,34.5416,83,1,51,7913
200,340461476,92,M,34.5416,102,1,50,3213
200,340461476,92,M,34.5416,147,1,48,35571
200,340461476,92,M,34.5416,211,1,46,24713
200,340461476,92,M,34.5416,356,1,41,455942
200,340461476,92,M,34.5416,403,1,39,121230920
200,340461476,92,M,34.5416,421,1,38,38785342
200,340461476,92,M,34.5416,440,1,37,8461044
200,340461476,92,M,34.5416,458,1,36,4304022
200,340461476,93,F,8.13104,103,1,50,1147
200,340461476,93,F,8.13104,184,1,47,17942
200,340461476,93,F,8.13104,239,1,45,309265
200,340461476,93,F,8.13104,289,1,43,58288
200,340461476,93,F,8.13104,422,1,38,1367666
200,340461476,93,F,8.13104,441,1,37,31238802
200,340461476,93,F,8.13104,480,1,34,48046714
200,340461476,93,F,8.13104,490,1,33,2343163897
200,340461476,93,F,8.13104,500,1,32,209359488
200,340461476,94,F,25.8145,540,0,13,173472040
200,340461476,94,F,25.8145,544,0,12,18563660
200,340461476,94,F,25.8145,551,0,10,476770
200,340461476,96,F,6.17228,104,1,50,3517
200,340461476,96,F,6.17228,148,1,48,8155
200,340461476,96,F,6.17228,185,1,47,89643
200,340461476,96,F,6.17228,240,1,45,134471
200,340461476,96,F,6.17228,265,1,44,76925
200,340461476,96,F,6.17228,290,1,43,379000
200,340461476,96,F,6.17228,323,1,42,559086
200,340461476,96,F,6.17228,384,1,40,2315483
200,340461476,96,F,6.17228,459,1,36,4203847
200,340461476,96,F,6.17228,470,1,35,19497777
200,340461476,97,M,40.7485,50,0.994916,53,10462
200,340461476,97,M,40.7485,105,0.994916,50,21235
200,340461476,97,M,40.7485,125,0.994916,49,51637
200,340461476,97,M,40.7485,266,0.994916,44,930614
200,340461476,97,M,40.7485,324,0.994916,42,13352
200,340461476,97,M,40.7485,357,0.994916,41,58715
200,340461476,97,M,40.7485,442,0.994916,37,184157795
200,340461476,97,M,40.7485,524,0.994916,21,6495050180
200,340461476,98,M,30.4509,573,0,7,30000
200,340461476,99,M,28.9863,549,0,11,18563660
200,340461476,100,M,90.3103,106,1,50,2108
200,340461476,100,M,90.3103,149,1,48,19115
200,340461476,100,M,90.3103,187,1,47,126504
200,340461476,100,M,90.3103,291,1,43,1020687
200,340461476,100,M,90.3103,325,1,42,4533
200,340461476,100,M,90.3103,358,1,41,99661
200,340461476,100,M,90.3103,385,1,40,503940
200,340461476,100,M,90.3103,423,1,38,5053675
200,340461476,100,M,90.3103,517,1,27,103335884428
200,340461476,101,M,27.8865,531,0,15,900580760
200,340461476,101,M,27.8865,545,0,12,14850925
200,340461476,101,M,27.8865,574,0,7,45000
